kills,dpm,damageshare,earned gpm,earnedgoldshare,minionkills,cspm,goldat15,csat15,killsat15
0,409.6538,0.270317,210.719,0.281612,229,9.1478,5168,144,0
7,630.1883,0.271455,370.0241,0.301466,322,11.0381,4981,134,0
5,503.2062,0.318318,275.4901,0.267381,277,9.0391,6017,141,3
5,430.4235,0.172659,298.9605,0.250355,252,8.4601,5175,132,0
8,891.1068,0.318523,376.4581,0.352611,311,10.4812,5101,142,0
4,492.5112,0.231142,313.4865,0.268601,242,9.6861,6094,141,1
3,454.2713,0.286755,285.4036,0.324834,238,9.0807,5186,124,1
1,123.5003,0.126311,228.4031,0.26128,272,9.8998,5133,138,1
2,665.1267,0.495679,383.9364,0.305061,315,12.5516,6675,162,0
5,814.0358,0.430313,230.0994,0.172576,31,1.3917,4261,14,0
0,217.495,0.16121,192.7237,0.22758,207,8.7873,4727,127,0
1,435.552,0.256589,138.56,0.152888,53,2.112,3907,19,0
6,971.712,0.317822,380.288,0.29971,271,9.824,6449,152,0
3,347.5015,0.221112,262.1699,0.283066,219,8.4439,5542,141,1
7,637.8301,0.338385,403.447,0.302127,248,10.4154,7439,145,2
2,546.7627,0.255454,254.745,0.230573,147,3.9246,4939,34,0
2,351.6408,0.195089,273.9024,0.271041,369,8.8692,4567,120,0
0,276.5468,0.191153,235.1799,0.257771,282,10.2878,5134,152,0
1,284.7842,0.17627,267.8417,0.223921,269,9.964,4988,143,0
5,486.4494,0.190052,206.8219,0.168879,75,2.0256,4233,14,1
3,555.7858,0.257098,269.5925,0.256494,367,9.22,4791,125,0
7,571.0588,0.247725,397.5126,0.285053,295,11.3277,6616,150,2
2,237.0084,0.201665,269.9832,0.266525,276,9.5798,5053,140,0
3,382.0445,0.211134,279.6873,0.289526,270,10.0661,5351,157,0
8,424.1852,0.166085,361.4071,0.237005,246,9.994,6365,149,2
5,310.3181,0.180804,247.5064,0.237234,289,7.9192,4673,97,1
10,545.804,0.262054,359.9484,0.281509,323,9.3637,6032,139,2
0,204.15,0.148116,221.025,0.259243,264,10.125,5211,149,0
2,397.95,0.221332,282.225,0.205634,260,9.9,5406,133,1
5,699.1828,0.28541,272.8529,0.183532,26,1.3373,5833,12,3
0,222.526,0.178624,168.945,0.200455,165,7.7117,4193,97,0
3,514.883,0.245376,322.3723,0.244842,316,10.7872,5735,147,1
1,478.1809,0.24133,272.3298,0.306773,307,10.0532,5189,144,0
0,194.2041,0.172682,228.4286,0.244431,300,9.4286,5067,141,0
5,317.0816,0.213114,346.9286,0.270432,318,11.1429,5344,150,0
0,639.5093,0.320409,165.8355,0.197199,179,7.321,4735,121,0
7,912.0955,0.347723,284.8806,0.213725,53,2.5862,5636,22,2
5,422.3934,0.225141,357.0164,0.248063,299,10.7541,6008,134,2
0,249.1803,0.209021,222.3934,0.241687,268,9.4098,4992,126,0
9,819.3112,0.425329,379.2448,0.285289,403,11.1784,5415,155,0
4,591.9087,0.247141,359.6266,0.34772,455,11.9253,6514,150,1
4,535.6018,0.234977,337.9103,0.265135,298,10.5689,5409,145,0
2,263.5011,0.18768,282.5055,0.270742,298,10.1422,5345,155,0
4,378.5223,0.260942,312.996,0.292653,316,9.9899,5463,154,0
4,433.087,0.220479,295.3239,0.262521,301,9.5344,5115,145,0
6,761.359,0.246788,314.9559,0.271117,425,9.7027,5014,138,0
8,1307.8275,0.457256,290.0033,0.312957,405,9.3303,5368,127,2
1,362.0036,0.188596,279.4568,0.2784,333,9.9644,5874,146,0
9,729.2965,0.418327,384.1496,0.315758,352,10.472,5763,121,1
3,698.4632,0.26304,280.2042,0.22594,250,9.2208,4910,124,0
3,482.5793,0.2385,271.7249,0.270259,268,9.4788,6209,154,2
2,594.7538,0.306886,295.5075,0.234947,313,10.3417,5264,127,1
0,221.0955,0.178836,226.4322,0.269043,287,9.3769,4578,119,0
4,538.8072,0.247816,305.1292,0.230337,290,9.4533,4806,129,0
2,331.8787,0.257229,233.2306,0.248484,287,8.8569,5311,142,1
6,438.3485,0.25153,310.6203,0.274051,336,9.9328,4972,134,0
2,491.9953,0.259104,263.706,0.254722,372,9.2217,5458,146,0
5,634.7481,0.252163,281.9357,0.225112,312,8.3538,4886,120,1
1,730.1388,0.39293,276.1523,0.267366,361,8.925,5711,126,1
5,833.2714,0.401353,356.3742,0.278298,248,9.9709,6940,148,2
3,325.52,0.225859,260.4648,0.268969,229,8.437,4535,120,0
1,387.5899,0.276651,225.5036,0.25176,253,9.2446,5100,134,1
3,707.7338,0.323166,299.3885,0.226625,265,9.964,5383,145,1
8,635.8949,0.35451,350.1478,0.278429,289,10.6076,5325,156,0
0,369.9836,0.318339,259.8686,0.301694,297,10.6732,5207,148,0
0,675.3871,0.355328,273.5484,0.292909,300,10.129,5995,147,0
6,624.4839,0.271439,299.871,0.257137,248,8.4839,4921,138,0
2,413.3719,0.177183,174.0087,0.14806,57,1.8813,3760,22,0
0,642.7496,0.299496,204.8625,0.208784,273,8.6252,5110,144,0
0,257.0048,0.225329,297.7013,0.326458,391,11.441,5208,150,0
3,669.273,0.445678,356.5781,0.297737,385,11.4149,5137,143,0
3,423.4526,0.286123,350.8865,0.299904,323,10.9176,6280,153,0
1,498.7558,0.311178,153.4992,0.175051,78,2.7994,4074,24,0
2,308.1775,0.161622,254.6117,0.233458,251,9.1918,5089,143,0
5,372.8368,0.24155,324.3423,0.293896,325,10.8082,5368,160,0
2,470.1714,0.248048,200.1429,0.180659,56,1.8286,4610,5,0
0,359.1429,0.249623,256.8857,0.29329,325,9.6286,5626,135,0
14,927.3828,0.340132,382.0253,0.371543,489,10.7971,5346,137,1
7,721.909,0.260936,372.624,0.31834,448,10.674,4908,135,0
2,465.3814,0.303471,215.1271,0.259505,221,8.2673,4748,128,0
2,487.5931,0.20814,176.7002,0.147231,41,1.8805,3873,23,0
3,269.0465,0.141351,296.1032,0.229581,327,9.5901,5762,144,2
0,285.3247,0.176787,191.9945,0.211284,276,7.9595,5121,132,0
1,143.5086,0.102738,216.2791,0.224439,257,8.0081,4798,128,0
1,172.8109,0.0956049,343.7108,0.261678,332,10.7988,5914,150,0
4,606.5739,0.274004,331.9304,0.255362,233,9.287,5631,141,1
3,522.7478,0.430779,219.9652,0.272674,235,8.5217,5312,127,2
3,510.4421,0.259793,207.3684,0.235361,156,6.9474,4911,95,2
7,412.8421,0.21944,272.3789,0.200633,40,2.1053,4897,19,3
7,645.4409,0.294815,337.0356,0.249213,236,9.7936,5471,127,2
1,300.4878,0.225705,119.6623,0.131425,29,1.0882,4007,20,0
5,754.8606,0.323421,317.0645,0.26342,344,9.8258,5805,140,0
3,564.3815,0.301461,274.3902,0.284759,370,10.2178,5495,141,1
2,251.0994,0.139647,260.2199,0.256519,313,9.7801,5065,137,0
5,512.8107,0.266587,307.9159,0.254959,295,9.4646,5370,148,1
3,925.2063,0.548877,294.8376,0.305326,377,10.4565,5019,137,0
4,699.1396,0.335694,350.9658,0.314421,403,11.2467,5475,141,0
1,493.7986,0.263992,239.5881,0.265727,259,9.0275,5989,144,1
5,885,0.372716,349.8398,0.257162,270,9.6796,5649,127,1
4,615.7791,0.407625,412.3471,0.312485,285,11.716,6591,166,0
1,303.1953,0.226099,231.9132,0.276251,240,9.783,5139,150,0
0,459.0075,0.319549,129.5639,0.133565,58,1.985,3927,12,0
3,408.3008,0.21498,291.188,0.243214,310,9.8647,5000,143,0
1,293.7867,0.150656,188.9335,0.142606,46,1.7929,3808,17,0
2,331.4683,0.174049,252.8903,0.291662,292,9.6445,5516,124,2
0,76.3636,0.110178,235.3422,0.260789,291,9.6221,4581,120,0
2,522.0123,0.258235,249.5301,0.222541,280,8.7028,4821,130,0
2,396.1275,0.163619,193.269,0.150019,38,1.5355,4011,19,0
3,346.9918,0.21289,257.5278,0.253085,318,9.6765,5031,143,0
3,350.2389,0.182587,312.5979,0.272868,313,10.6457,5353,156,0
2,350.1169,0.21017,251.9268,0.265506,298,9.578,5378,135,1
6,469.4576,0.281639,355.5087,0.289838,339,10.139,4301,105,0
7,377.9381,0.22638,304.2761,0.312401,338,9.7624,6077,131,4
1,216.0396,0.200884,251.604,0.270493,260,11.0099,5257,154,0
2,367.8416,0.263482,290.1782,0.227512,231,9.4257,5549,136,0
10,729.8723,0.331048,343.1988,0.282533,252,8.7072,5954,128,2
2,287.0618,0.144146,259.4379,0.261842,285,9.443,5882,139,2
2,306.5706,0.244606,242.0058,0.293787,267,9.6484,5231,122,2
4,500.1614,0.244435,317.4986,0.25566,245,9.3026,6392,120,3
3,679.1805,0.32788,301.8826,0.283191,424,10.2326,6011,152,1
2,607.0875,0.39611,360.5094,0.342219,480,12.1152,5692,151,1
3,470.3401,0.224561,270.7014,0.264475,258,9.118,5527,136,1
5,505.1222,0.218063,360.6376,0.257611,309,10.6164,5317,139,1
4,473.8104,0.216456,313.703,0.239287,266,10.0894,5955,152,1
1,330.7335,0.184939,204.0072,0.224187,217,8.4794,4779,116,1
1,375.6492,0.216608,206.6779,0.231279,229,8.2968,4158,107,0
7,563.8111,0.271155,280.9106,0.218482,67,2.6644,5292,14,3
2,518.0086,0.344287,257.0506,0.256848,288,9.3003,5146,147,0
8,939.3003,0.337946,345.6943,0.258706,269,9.3649,5004,134,0
4,740.7644,0.428712,317.3993,0.26604,419,10.7437,5333,155,0
1,318.6207,0.253194,281.0553,0.288517,440,11.1425,5697,157,0
3,385.917,0.259366,287.9559,0.233801,299,9.8056,4796,135,0
0,403.0058,0.263367,223.1634,0.241033,297,9.7425,5499,158,0
3,638.3513,0.277822,287.2742,0.242668,355,9.1218,4999,130,0
5,702.0298,0.353085,285.8575,0.251719,359,9.6189,5604,137,2
3,715.3108,0.291513,286.4298,0.226445,245,9.1652,5057,140,0
1,473.0728,0.247372,295.6306,0.308889,304,10.9414,6028,159,0
3,310.928,0.258346,256.6205,0.278192,193,8.8504,5997,135,2
9,862.8116,0.343286,373.5042,0.280105,221,9.5152,6349,136,4
6,745.4701,0.417767,401.4245,0.332945,336,11.4815,6807,147,1
3,745.4131,0.393509,276.4387,0.271548,344,10.1425,5125,149,0
1,487.9175,0.348009,316.0365,0.301541,333,10.6238,6160,146,0
5,642.7831,0.321663,300.0864,0.249784,279,8.4933,5293,124,1
4,335.3968,0.193405,195.0312,0.163854,89,2.6174,4771,35,2
4,1063.3486,0.579411,274.9231,0.307084,356,9.3477,6024,142,3
0,703.545,0.512621,266.9515,0.278243,294,10.7737,6039,163,0
6,745.4965,0.349765,338.7644,0.264962,274,10.1848,5166,153,0
7,666.1035,0.389308,347.5542,0.27765,335,10.2433,4605,112,0
1,421.4595,0.306786,277.7621,0.280316,368,10.1636,6168,161,0
5,499.1394,0.258202,252.288,0.260458,336,8.4402,5389,102,3
6,333.1651,0.201895,370.4261,0.295055,398,11.0716,6443,129,3
4,487.5452,0.307151,335.4841,0.298496,374,10.3174,4870,141,0
5,865.6247,0.359108,305.1828,0.280574,387,10.1487,5056,141,0
0,364.8,0.174097,127.9875,0.124955,39,1.95,4043,24,0
6,600.3,0.228154,382.7625,0.27801,246,10.125,5921,134,0
0,492.0848,0.250648,203.261,0.212239,261,8.1474,4886,132,0
2,391.2267,0.178545,308.3291,0.239687,327,10.843,5686,155,1
0,642.0532,0.274892,226.5329,0.204159,292,8.2874,5053,144,0
1,537.8441,0.312003,252.6832,0.248502,320,9.4074,5082,142,0
1,245.6413,0.143381,224.1755,0.238436,263,8.0714,4189,107,0
8,652.2179,0.287443,350.2218,0.290481,333,10.2122,6673,160,3
4,561.2352,0.314301,315.5639,0.283774,307,11.1815,5146,155,0
0,523.1472,0.297197,214.8657,0.237787,283,9.377,5204,154,0
3,917.4707,0.381958,296.3896,0.268748,302,9.7297,5328,152,0
5,456.257,0.190061,345.4972,0.260047,294,10.3417,5551,163,0
2,361.4361,0.165012,242.4126,0.241413,286,8.7315,5389,146,0
5,777.8459,0.313732,324.1264,0.249085,293,9.5069,5907,142,1
4,240.4136,0.127209,329.4592,0.256204,268,9.6713,6771,136,3
1,599.7137,0.297522,208.4411,0.245394,257,8.4624,4480,117,0
4,438.7522,0.209677,197.4332,0.209812,177,6.5241,5131,115,2
5,813.1551,0.27918,292.4064,0.223494,225,8.3066,5591,133,2
4,859.9747,0.445478,325.4177,0.28743,379,10.8861,5065,135,1
1,613.8228,0.238484,144.2278,0.124709,38,1.0633,3711,11,0
1,317.5404,0.282812,163.0499,0.164655,50,2.3612,4638,28,1
6,460.6887,0.303348,399.3816,0.291817,240,10.6676,5612,136,1
1,305.7672,0.220196,238.7493,0.25136,250,9.2415,4933,135,0
7,524.8176,0.312747,278.8419,0.229726,230,8.3382,4864,116,1
2,350.744,0.174295,303.4136,0.24009,295,9.9453,5629,148,1
2,541.7068,0.39438,274.5952,0.281074,278,10.1094,5206,147,0
4,418.6873,0.346806,313.6073,0.25755,292,10.2455,5343,140,0
0,263.9168,0.232603,226.7449,0.274129,272,9.445,4674,125,0
0,780.5282,0.564444,239.5961,0.259864,285,9.7566,4886,130,0
3,371.4345,0.2025,312.1181,0.247175,306,10.0052,5681,146,0
8,596.5068,0.329288,348.8014,0.278965,320,8.4503,5462,122,1
3,768.9555,0.418041,278.1421,0.256417,374,10.3767,5359,156,0
0,390.4649,0.292925,258.0062,0.264311,294,9.7624,5639,139,0
3,301.4256,0.215606,393.5021,0.294567,334,11.5599,6012,148,0
2,663.2211,0.308717,280.3514,0.241668,300,9.3704,5090,147,0
2,317.5403,0.241838,249.9854,0.281372,292,8.9019,4771,131,0
4,405.4989,0.17216,318.1596,0.247042,279,9.8115,5620,133,2
2,648.6253,0.357802,218.6807,0.241362,234,8.1818,4894,111,1
4,203.8919,0.123193,307.2072,0.244516,269,9.982,5140,146,0
0,104.2883,0.098704,258.7748,0.252268,273,10.7027,5608,161,0
1,278.3356,0.1747,244.0671,0.287487,229,9.3826,4842,132,0
3,683.3557,0.277646,381.2215,0.268752,240,10.6309,6618,143,0
2,561.7466,0.2752,314.6371,0.275927,380,10.4797,5311,158,0
8,764.1574,0.39809,408.5855,0.335348,498,12.7183,5891,159,2
1,364.1556,0.184422,164.7865,0.151378,148,2.6898,3807,15,0
5,818.0693,0.364303,279.1082,0.257288,501,8.3539,5091,139,0
1,539.6479,0.262283,343.8014,0.299067,382,10.9165,5690,122,0
4,550.754,0.277653,344.4515,0.272731,330,9.8059,4917,118,1
3,384.5946,0.168709,304.1892,0.221152,292,10,5244,151,0
3,426.8581,0.203521,258.2095,0.254153,279,9.4257,5179,148,0
4,361.996,0.239372,276.0179,0.287789,296,9.146,5156,133,1
3,611.9166,0.330704,345.3128,0.27241,330,10.9037,5327,138,1
1,570.6583,0.397832,241.348,0.274574,283,9.5298,4890,133,0
5,493.2915,0.261852,365.5799,0.268426,318,10.5643,5688,146,1
1,242.2039,0.121041,283.6605,0.188563,184,7.2958,5943,136,1
4,291.1463,0.202811,261.3553,0.287585,203,8.3217,5631,122,2
7,868.6925,0.344273,359.5278,0.282744,250,9.5521,5632,130,1
2,370.9322,0.230599,226.1622,0.25642,239,8.862,4939,126,1
1,436.8365,0.209967,237.0419,0.218894,346,8.8743,4724,133,0
6,705.6286,0.346168,356.894,0.3078,383,10.4273,5233,142,0
1,455.2675,0.225238,205.3367,0.248915,234,8.8357,4917,124,1
8,706.9729,0.290077,381.4097,0.279205,249,10.6482,6585,135,3
2,567.4155,0.364295,230.4902,0.256822,285,8.5959,4922,125,0
3,889.4907,0.389279,314.3646,0.271444,312,9.7097,6226,152,0
0,584.1706,0.371355,219.8104,0.252922,266,8.7836,4863,117,0
4,802.3381,0.278544,316.019,0.240211,284,9.2259,5983,130,2
2,360.8847,0.193724,244.7637,0.222544,377,8.7335,5057,136,0
5,652.7183,0.358532,379.7807,0.284151,445,11.4556,6216,154,2
2,360.8847,0.193724,244.7637,0.222544,377,8.7335,5057,136,0
5,652.7183,0.358532,379.7807,0.284151,445,11.4556,6216,154,2
4,479.9348,0.211653,237.0994,0.181114,48,1.9555,4551,16,1
1,469.245,0.259083,198.2184,0.234042,244,8.2129,4792,134,0
7,545.7065,0.355716,351.0978,0.276206,313,10.337,5812,140,1
0,507.2609,0.359685,250.663,0.295953,317,10.8587,4975,144,0
0,403.1761,0.194585,122.1384,0.137468,44,1.6667,3860,18,0
8,843.5849,0.351162,358.2704,0.293263,283,9.6541,5979,118,2
4,897.7124,0.344685,319.4015,0.256324,279,9.9035,5925,144,1
0,131.9595,0.12513,137.3745,0.146837,73,2.3456,3787,23,0
2,291.5297,0.20348,288.0737,0.2472,344,10.3683,4879,124,1
3,607.2521,0.375451,302.1246,0.290295,341,10.4249,6137,155,1
2,411.4793,0.239963,258.752,0.257723,272,9.4244,5488,152,0
1,374.9758,0.206015,252.0387,0.211804,273,9.1985,5617,150,1
1,175.6443,0.157027,234.7327,0.272719,261,9.4879,5144,130,1
4,653.6185,0.324271,345.3799,0.266523,301,10.8385,5654,157,1
1,368.3099,0.251801,302.9577,0.25938,349,10.5352,5177,146,0
3,522.2817,0.302908,351.8592,0.30087,362,11.2113,5970,150,0
2,560.5126,0.356638,290.9277,0.325201,305,10.1794,5130,144,0
6,810.6612,0.337559,336.0123,0.271275,294,9.9334,5562,169,0
4,366.3483,0.228589,328.0629,0.234432,288,10.4178,5905,150,2
0,116.5165,0.101405,224.9919,0.273448,302,9.962,4995,149,0
2,475.9953,0.242074,223.3432,0.24826,227,8.1867,4596,120,0
8,534.4359,0.253881,397.5665,0.301555,242,10.0295,7622,137,4
8,580.3661,0.261054,307.5804,0.296782,333,9.5625,5046,149,0
2,470.1161,0.195426,260.0893,0.226141,313,8.7857,5372,163,0
6,432.0836,0.195836,347.4604,0.253358,262,10.2597,5546,153,0
1,280.0507,0.226818,205.7631,0.263975,233,9.0057,5476,147,1
7,753.1238,0.303671,318.3208,0.248369,285,9.2589,4863,125,0
2,334.3902,0.185947,303.6023,0.298951,329,9.5966,6492,144,1
1,274.018,0.258886,221.5135,0.265911,240,8.7928,5110,130,1
2,357.2252,0.144652,283.0991,0.22385,248,9.2252,5338,140,0
3,345.5897,0.136986,276.5971,0.185314,220,8.4029,5412,121,1
0,201.0074,0.123001,76.4005,0.0978359,27,0.9951,3390,15,0
3,368.3864,0.173607,324.8818,0.270405,294,10.0514,6259,142,1
0,256.5262,0.145577,234.111,0.266155,316,10.1747,4942,139,0
0,674.223,0.338625,283.0378,0.282259,377,10.5882,5462,148,0
3,261.6769,0.155341,343.7226,0.277345,401,11.4047,5104,146,0
3,376.4333,0.234604,220.746,0.16269,77,2.4834,4216,17,0
0,290.9249,0.18478,268.9423,0.279388,314,10.5774,4952,134,0
3,1022.1316,0.410018,342.9469,0.281227,387,10.6582,5512,132,1
1,297.6215,0.199324,346.0883,0.348581,486,11.4884,5913,147,0
1,363.351,0.258011,309.0257,0.269771,414,10.6156,5316,157,0
0,621.9894,0.345128,298.8993,0.288239,445,12.0342,5193,147,0
1,538.5336,0.43225,321.6293,0.352807,343,12.0672,6128,134,1
1,290.2546,0.361846,333.9409,0.288107,333,10.7841,6400,146,0
7,851.7967,0.372312,350.9754,0.281826,329,10.5031,5252,147,0
1,212.4025,0.127682,265.5647,0.2714,325,10.3491,5491,149,0
1,292.1138,0.19531,280.9613,0.306864,355,10.7994,5811,143,0
3,286.3168,0.126102,309.8283,0.223072,331,10.2697,5554,136,2
8,751.7238,0.308666,413.2947,0.290719,335,11.2599,5526,148,0
1,358.2288,0.17823,274.1276,0.256584,335,10.9752,5817,169,0
1,387.2727,0.231274,250.9386,0.24737,307,9.6413,5576,147,1
2,462.6634,0.220887,278.9779,0.234673,299,9.1695,5467,153,0
4,841.8448,0.36423,292.3572,0.227285,268,8.4041,5351,120,1
0,273.7921,0.138782,106.4422,0.130897,39,1.142,4087,8,0
6,839.1686,0.313965,299.6147,0.315463,426,9.368,5214,136,1
11,1085.6168,0.447684,346.0088,0.267293,447,9.9358,5216,126,0
2,629.0113,0.308615,215.2523,0.233974,273,8.6818,4950,137,0
3,236.9104,0.151365,279.794,0.228233,253,8.5582,5228,120,2
9,860.0263,0.300764,307.3421,0.274592,282,7.8421,5730,109,2
7,758.9211,0.382363,286.1053,0.325954,340,9.9211,5627,127,3
2,205.6769,0.184846,293.3624,0.261103,344,10.7715,5954,149,1
3,563.5226,0.277962,261.7467,0.210055,303,8.9665,4536,118,0
5,539.2,0.312304,293.1692,0.302441,314,10.2769,5703,145,2
6,488.4,0.207672,358.7077,0.256279,289,9.8769,5459,129,1
4,309.1506,0.245578,280.222,0.274444,301,9.4981,6181,140,2
1,802.6448,0.376276,224.1892,0.216658,277,8.166,4696,127,0
0,283.1872,0.287524,216.5047,0.243534,261,9.3839,5185,152,0
3,239.9289,0.146012,315.3555,0.220456,283,11.0545,5403,152,0
2,756.5775,0.241833,284.747,0.238288,315,9.1074,4882,136,0
4,492.1432,0.195659,270.2345,0.263443,361,9.4035,5189,137,1
0,429.7638,0.28295,266.1732,0.278055,315,10.2047,5316,126,0
1,364.8819,0.211401,281.5748,0.229548,306,10.1417,5180,147,0
2,655.3114,0.244378,281.7894,0.209816,249,9.6149,5667,135,2
5,462.6727,0.262911,294.3941,0.299976,246,8.7656,6636,118,3
1,446.7344,0.286138,337.6435,0.27501,265,10.3708,6450,151,0
1,320.4187,0.274637,257.5837,0.286452,276,10.5861,5710,147,1
3,729.9107,0.427091,306.529,0.256022,292,10.0446,5576,137,1
2,226.4732,0.190155,263.9397,0.268525,279,10.1116,5260,137,0
9,792.3705,0.403144,326.5936,0.232335,290,9.4124,6156,124,5
2,508.4163,0.277569,330.6275,0.333986,349,11.743,6312,127,1
4,535.7988,0.274501,287.1162,0.254123,279,9.1805,5448,140,1
3,673.1639,0.468133,259.5124,0.289695,292,9.5228,5264,153,0
3,584.1391,0.285137,298.7478,0.220106,227,8.6609,5239,121,1
1,576.0696,0.485917,239.513,0.301124,277,10.4,5479,146,1
0,410.8791,0.261112,297.1703,0.326422,365,10.6593,5283,133,0
3,578.7912,0.281552,326.511,0.253817,326,9.5055,5405,144,1
4,386.0062,0.259718,365.1641,0.271132,293,11.4427,5862,151,1
0,505.1517,0.377296,230.0062,0.249941,255,9.8824,5405,150,0
4,604.9746,0.206881,302.7005,0.254702,413,9.2792,5556,140,1
6,1091.8782,0.403916,270.4975,0.278526,389,8.8528,4845,129,0
3,602.4545,0.332649,334.0568,0.258569,277,9.7159,6308,149,0
0,275.7955,0.233067,191.25,0.23339,234,8.5568,4404,115,0
5,284.1141,0.145089,304.6043,0.249714,353,8.8951,5200,141,0
3,771.9486,0.43258,322.4186,0.331699,402,10.5102,6118,149,0
1,406.1031,0.200012,249.905,0.256339,271,9.0645,4898,135,0
4,647.2136,0.248122,338.3592,0.256657,293,9.7849,6417,150,2
3,389.0517,0.187407,261.2544,0.221531,262,8.2489,5808,135,1
3,863.1811,0.305414,286.8741,0.213153,296,9.6337,4463,117,0
0,726.9688,0.365137,202.2323,0.221211,253,8.8725,4916,140,0
1,598.1983,0.229441,236.6346,0.183449,215,7.7167,4855,130,0
2,375.2612,0.235879,267.3562,0.247156,305,9.7836,5221,149,0
4,452.1055,0.255388,339.1029,0.270841,349,11.81,5442,166,0
2,649.0006,0.292293,222.6956,0.234483,259,8.8749,5024,143,0
8,652.53,0.294665,394.4375,0.272614,281,10.177,6122,160,2
2,393.5871,0.212304,314.4129,0.235194,308,10.2627,4934,142,0
1,207.4102,0.206357,291.7319,0.296266,353,12.1287,5905,170,1
0,467.2159,0.255757,232.2955,0.218348,261,9.1705,5487,144,0
5,557.6591,0.254698,314.4545,0.236962,267,9.8523,6340,158,3
2,276.5932,0.256667,236.4729,0.254689,208,8.3768,4848,120,0
2,541.4028,0.246465,306.0922,0.223921,232,9.4589,5939,140,1
1,209.9809,0.155056,224.5507,0.216592,229,8.7572,4693,119,0
2,468.5277,0.250363,307.6864,0.224005,241,9.5602,5930,150,0
3,609.1832,0.234085,221.1386,0.188339,272,7.1287,5473,122,2
3,427.5743,0.155197,298.2921,0.226581,314,8.6139,5474,118,0
5,511.4872,0.216307,332.2083,0.258622,283,9.4642,6221,130,1
2,425.1377,0.279319,284.9775,0.29572,275,8.7131,5510,118,0
3,678.6732,0.307668,231.278,0.234925,259,7.8732,5181,135,1
12,1236.878,0.413147,383.9415,0.322066,283,9.8049,5798,137,1
5,567.5542,0.368098,359.5356,0.270127,314,10.8978,5923,153,0
0,514.1176,0.377203,241.548,0.258405,308,10.0619,4899,138,0
1,593.6771,0.294701,241.6143,0.245758,243,8.3072,5179,126,0
5,523.1839,0.215556,303.1614,0.220165,225,8.2399,5273,133,0
1,374.4132,0.268081,263.1996,0.26537,323,10.2006,5324,154,0
3,770.7924,0.40247,321.7252,0.266903,338,10.652,5020,141,0
4,1227.2332,0.391324,293.0468,0.260941,291,9.2129,5589,119,2
10,792.8054,0.307203,327.9575,0.241526,271,8.4887,6996,131,6
7,396.2664,0.237208,372.4986,0.273382,265,10.0057,5023,123,0
0,245.9419,0.157932,219.1349,0.254258,251,9.0837,5191,135,0
3,477.7198,0.183658,245.4587,0.19543,322,7.9463,4702,122,0
5,427.071,0.177822,301.4971,0.266929,362,9.3052,6394,145,2
4,492.1088,0.218018,345.136,0.239081,263,10.4048,5753,153,0
1,398.4653,0.242509,181.8852,0.224503,194,7.5408,4519,121,0
3,194.2555,0.105903,252.6399,0.261934,283,9.0919,5414,145,1
3,494.3189,0.233045,331.7107,0.232401,265,9.0285,5091,116,0
4,551.4988,0.258448,329.2313,0.282222,392,9.9193,5636,136,0
4,450.537,0.395829,329.7789,0.333988,449,10.3826,6404,149,1
3,475.8606,0.289468,402.0209,0.280787,230,10.1185,7934,146,3
2,284.1951,0.17136,212.0697,0.215216,181,8.0697,4983,120,1
2,666.1514,0.271997,280.9662,0.213327,233,8.1481,6345,147,1
4,575.2335,0.284665,274.4283,0.282678,262,9.2432,5377,143,0
3,349.7428,0.216278,334.4629,0.268489,329,10.8018,6080,159,0
0,402.8139,0.234454,198.5477,0.208172,272,8.593,4885,128,0
6,489.9229,0.237241,319.8168,0.258135,279,8.5342,5175,123,1
3,400.675,0.220016,252.7001,0.260525,296,9.1418,5531,122,3
8,706.8795,0.353787,367.718,0.305756,288,9.2616,5868,144,2
1,272.8442,0.176648,227.3368,0.228218,253,8.0896,5201,125,1
4,675.4691,0.259607,339.5274,0.238589,173,7.7137,6474,116,1
2,477.9986,0.224371,245.8791,0.272231,199,8.7978,6017,138,2
3,385.0026,0.238891,299.5952,0.234048,281,9.3409,5821,143,0
2,322.2937,0.369864,291.2195,0.30898,328,10.4619,5973,138,2
4,565.8065,0.255726,282.0699,0.218118,288,8.3065,5001,122,1
8,623.871,0.340593,390.3763,0.351467,381,11.371,6250,160,1
2,505.5944,0.315725,316.8155,0.224504,300,10.1022,5521,146,0
0,308.0366,0.290745,284.4755,0.309121,334,11.3609,5722,146,0
5,339.5858,0.251334,290.6627,0.234116,241,8.6982,5248,123,2
0,191.0769,0.177302,209.1479,0.242839,239,8.8402,5317,139,0
4,329.4769,0.181677,290.4223,0.25417,379,9.322,4373,107,0
1,874.568,0.537704,297.4429,0.293361,418,10.2518,5902,148,0
3,531.9617,0.345215,344.9282,0.30627,426,11.7464,5874,151,2
4,544.1866,0.333128,298.2536,0.330522,405,10.0718,5306,133,1
3,650.2413,0.357952,316.7786,0.300054,307,10.3568,6672,141,2
2,131.1123,0.0774466,290.0525,0.221118,286,10.1364,4832,120,0
0,334.3049,0.226641,224.8318,0.24579,287,9.6525,4837,135,0
3,459.4507,0.174959,307.4664,0.206324,275,9.9215,5325,141,0
3,297.0469,0.142159,245.2162,0.241484,285,8.5833,4899,134,0
5,611.6467,0.302483,331.4351,0.283863,328,9.6596,5757,146,0
2,387.7273,0.154226,279.8485,0.240264,346,8.9646,5152,139,0
