kills,dpm,damageshare,earned gpm,earnedgoldshare,minionkills,cspm,goldat15,csat15,killsat15
4,711.2121,0.340412,283.0556,0.243572,319,8.8636,5095,123,0
8,533.3227,0.27863,355.623,0.269246,246,8.2428,5211,129,1
6,326.5176,0.225921,324.3131,0.306691,315,10.3195,5607,141,2
4,442.3423,0.160429,321.8468,0.206294,197,9.4144,5883,138,3
0,371.8018,0.274183,161.4865,0.228372,178,8.018,4411,116,0
0,385.0833,0.198088,177.875,0.188643,193,8.0417,4924,132,0
8,563.9583,0.240319,373.75,0.254506,226,9.6667,6054,130,3
0,459.5008,0.337203,266.5211,0.263231,340,11.1076,5026,145,0
5,289.5788,0.217777,356.0998,0.274011,331,11.2012,5458,154,0
2,864.8958,0.370935,327.8472,0.259864,265,9.9306,6975,138,2
1,351.25,0.251017,202.3264,0.225572,234,8.2639,4628,103,1
5,328.3205,0.172179,302.8979,0.276213,267,9.6487,5147,150,0
2,507.629,0.303786,291.3392,0.231933,239,8.0022,6838,132,2
2,611.2045,0.431635,302.0448,0.273218,356,10.4202,4976,125,0
0,586.0784,0.423183,242.8571,0.264946,342,9.916,4901,139,0
1,614.2948,0.328632,234.4123,0.242372,302,8.4358,5021,132,0
6,707.4684,0.376891,340.6872,0.308404,370,10.4702,5278,142,1
3,847.0119,0.329241,301.9849,0.267475,435,9.8166,5394,136,1
7,702.589,0.335,371.7152,0.300679,435,10.0755,5119,138,0
7,1093.4673,0.39539,367.8752,0.291645,360,10.3891,6162,142,1
1,532.1248,0.254172,244.3608,0.26868,342,9.0295,4592,123,0
2,495.0375,0.216533,309.0924,0.243241,344,9.5171,5196,137,0
2,381.557,0.217546,276.9192,0.250439,366,9.7419,4947,136,0
1,323.0375,0.280314,341.9027,0.267073,391,11.57,5912,146,0
1,203.6007,0.176434,253.8225,0.282737,369,9.7526,4610,129,0
4,538.845,0.244053,306.4678,0.240641,314,9.5861,5330,149,0
4,646.7757,0.37727,261.3956,0.29423,294,9.0087,5057,144,0
10,674.7716,0.319419,375.1504,0.304669,368,9.1125,5914,113,2
2,342.332,0.180421,276.3609,0.253693,364,9.0011,5451,124,1
0,339.6543,0.168513,219.8678,0.258799,270,8.846,4911,128,0
5,672.2318,0.251389,267.514,0.232559,237,7.8393,5157,117,1
0,331.1673,0.230211,236.9942,0.256173,315,9.5428,4911,121,0
1,582.8113,0.36819,280.3307,0.234538,309,9.6304,5643,127,0
3,632.972,0.307958,309.8951,0.2466,249,9.5804,4795,134,0
2,239.6154,0.111771,261.5385,0.238226,262,9.5455,6243,149,2
0,358.8281,0.319041,220.6055,0.237589,311,9.4629,4996,135,0
4,659.209,0.305165,324.4336,0.254507,298,9.1992,5324,141,0
3,390.1798,0.201325,301.0017,0.229066,349,9.8887,4576,122,0
3,567.5086,0.274493,243.6473,0.242895,300,8.0137,5969,139,1
5,950.5779,0.381654,325.0788,0.29599,469,9.352,6469,146,1
1,502.3468,0.229206,287.373,0.261246,477,10.0175,4745,130,0
1,349.0494,0.305817,228.403,0.26544,218,8.8973,5704,133,1
11,867.3764,0.41065,443.346,0.316336,243,9.8479,7697,146,3
3,726.5886,0.349666,325.2416,0.283034,322,10.3367,6967,149,2
3,509.8975,0.33597,318.8873,0.259585,330,10.9224,5158,144,0
0,287.8839,0.259253,235.2842,0.251442,267,9.6856,5374,147,0
1,326.9528,0.13831,246.3845,0.203585,246,9.214,5215,152,0
2,427.504,0.22857,290.6924,0.216487,301,9.8551,5208,141,0
1,260.9984,0.150272,285.7971,0.261016,328,11.3366,5760,151,1
0,201.8033,0.124449,267.2131,0.212438,295,10.0656,5371,149,0
0,264.2295,0.272733,262.918,0.296612,324,11.1475,5539,148,0
1,520.2,0.276048,318.8857,0.246269,378,11.4286,4993,139,0
2,506.1143,0.308391,294.2,0.26188,331,9.6857,6140,142,1
1,702.0341,0.517881,269.3385,0.235741,425,9.495,5095,135,0
6,479.4026,0.278428,342.6743,0.288492,469,10.7752,5241,158,0
7,518.7873,0.263516,326.9476,0.303437,271,8.6948,6458,131,4
8,456.3823,0.199507,342.6413,0.250008,257,8.5714,5253,112,1
3,426.3711,0.183086,284.6634,0.232123,297,10.1478,5290,156,0
1,589.3596,0.330948,245.3859,0.255432,280,9.6223,4950,139,0
3,341.2229,0.219619,248.0019,0.273482,292,8.8974,4832,115,0
3,849.3019,0.331481,261.5792,0.213038,252,8.1464,5090,134,0
1,301.6156,0.24989,235.1253,0.24308,318,9.2479,4780,125,0
0,624.2618,0.29098,286.9359,0.231925,343,10.1393,5575,146,0
4,436.3904,0.194838,306.0851,0.239688,260,8.8986,5712,142,0
1,427.6554,0.252321,214.0894,0.23309,265,8.9313,4573,124,0
1,229.2955,0.167572,213.4773,0.244868,245,8.625,4821,129,0
4,764.0795,0.338263,343.2955,0.283024,269,10.125,6107,148,1
0,355.0449,0.191488,192.0337,0.203297,236,8.2247,4373,108,0
7,664.6854,0.251028,356.2247,0.256031,242,8.8989,6510,137,1
3,684.5527,0.356461,277.2578,0.313354,299,10.1959,5770,157,1
5,497.0566,0.199727,274.2086,0.230054,260,8.6395,5057,136,0
5,599.2701,0.280224,323.5328,0.249189,313,9.4891,5267,135,0
0,480.7299,0.230396,267.7956,0.286676,326,9.7518,5886,136,0
1,354.7555,0.219082,216.6181,0.226482,253,8.3663,5041,138,0
3,272.7784,0.135605,304.1519,0.259017,295,9.5838,5452,151,0
6,517.1752,0.315668,337.9477,0.300559,389,10.2302,6837,141,3
5,747.46,0.330429,345.4623,0.281458,418,11.1666,4831,133,0
6,552.2833,0.244576,310.5674,0.265029,345,10.1861,4688,131,0
3,478.8561,0.247473,303.7857,0.245772,367,10.4312,6198,151,2
1,159.6835,0.137932,233.3924,0.250931,226,8.5823,4730,125,0
2,564.7975,0.243273,343.7468,0.248717,246,9.7975,6086,146,1
3,550.4502,0.329441,301.4734,0.24761,328,10.5048,5353,151,0
2,280.0819,0.191797,266.4666,0.262206,334,9.4679,5661,154,0
2,736.0256,0.3263,283.6859,0.217165,280,9.2949,4590,119,0
2,427.1474,0.222636,319.2628,0.322184,299,10.4167,6733,139,1
11,728.81,0.33208,384.0066,0.299057,279,9.6616,5944,148,1
0,363.5699,0.251472,221.0699,0.256807,260,9.2031,4650,121,0
1,580.6432,0.315054,225.6784,0.245213,254,8.3819,5603,136,0
10,574.2814,0.255359,353.397,0.324619,303,9.4975,5339,142,1
1,399.3216,0.243074,234.057,0.259288,285,8.711,5386,142,0
5,583.2564,0.242524,246.7571,0.201502,243,6.9199,5034,130,0
1,525.5222,0.307666,264.2017,0.229107,237,9.3637,4773,133,0
2,313.6495,0.194919,294.6699,0.296912,267,10.1921,5879,148,0
3,404.6632,0.20881,301.2694,0.238005,326,9.5337,5035,144,0
2,348.6269,0.164981,256.9171,0.267395,351,9.1192,4865,141,0
6,317.9753,0.215582,309.5581,0.272508,287,9.4656,5192,134,0
1,333.3607,0.242699,249.4656,0.23916,253,8.7256,4879,134,0
1,340.5455,0.172407,269.9636,0.207682,244,9.6,5474,150,0
0,257.4909,0.174224,199.7455,0.223122,240,8.8727,4951,133,0
5,561.5959,0.214021,288.3109,0.255491,347,8.3109,5620,146,1
4,521.4508,0.228869,239.3368,0.244345,347,7.6891,4279,100,0
5,610.749,0.301926,398.7449,0.312764,335,11.3866,6154,155,1
2,462.8138,0.326186,317.6417,0.3139,336,10.8097,6545,153,0
1,417.0093,0.252506,321.2817,0.283843,392,10.9746,6631,158,1
3,567.6636,0.426665,314.2857,0.268761,352,10.5474,4766,121,0
0,532.1262,0.294682,199.2867,0.236542,256,7.1605,4999,116,0
3,600.6584,0.256049,238.4362,0.20768,256,7.2428,3951,88,0
1,419.7902,0.332991,266.2238,0.261413,250,9.021,5023,123,0
10,566.3986,0.277556,329.6154,0.251472,215,7.8671,6172,105,5
3,217.4751,0.147293,340.2088,0.271686,389,11.9886,5136,149,0
2,330.4983,0.270196,314.7508,0.321824,401,12.3303,5162,150,0
0,372.2011,0.198093,224.4905,0.236072,339,9.1839,5787,161,0
4,782.2497,0.309886,314.5567,0.255149,362,10.6396,5240,154,0
0,378.7634,0.230972,246.2851,0.264477,325,10.1788,5191,152,0
4,281.0526,0.144262,316.6479,0.269666,325,11.068,5244,148,0
3,346.5414,0.251501,299.7368,0.267447,267,10.188,5747,150,0
0,427.2556,0.315134,216.8421,0.242655,219,8.985,4891,121,0
6,690.6604,0.379306,328.5246,0.249006,320,9.6112,5045,123,1
0,284.0937,0.232498,224.6557,0.252362,314,9.1054,4767,127,0
8,749.375,0.318892,341.8287,0.288662,390,9.5602,5598,124,0
1,567.4306,0.224686,243.8194,0.24937,324,8.1481,5141,115,1
1,224.7314,0.176317,261.3761,0.272232,328,9.4722,5605,136,1
5,529.114,0.179343,265.9001,0.218683,282,8.2564,5669,139,2
3,672.911,0.351767,289.4521,0.337066,255,9.1096,5377,141,0
8,843.2534,0.289836,372.0548,0.28038,219,8.3904,5688,124,1
5,666.8212,0.366545,343.9735,0.269241,278,9.5364,5284,144,0
2,323.3113,0.197348,262.9801,0.239727,262,9.6026,5548,142,1
4,655.5188,0.347843,304.2759,0.233742,246,8.6887,5558,145,1
1,186.4994,0.148084,209.5895,0.210074,237,8.3808,4920,141,0
1,608.9381,0.362666,255.7219,0.26175,389,9.2361,5291,151,0
4,447.9603,0.294026,362.4981,0.303667,476,12.3529,5549,174,0
2,406.2963,0.238059,253.0741,0.263659,269,10.1111,5080,143,0
4,558.8148,0.284427,318.2593,0.249166,251,9.5185,5452,142,0
6,731.4894,0.361905,351.3475,0.292151,336,10.2128,5952,155,0
1,476.227,0.318617,217.4752,0.240225,312,8.9929,4798,136,0
3,854.8617,0.324641,319.7892,0.248133,341,9.4862,4994,126,0
1,556.0738,0.320583,242.0817,0.273877,322,9.2754,4732,124,0
1,181.389,0.154302,251.8747,0.257501,337,9.3963,4816,121,0
4,796.6137,0.40049,351.0395,0.269952,368,10.5674,5594,148,0
6,494.2099,0.353864,346.8512,0.29938,362,9.3426,5283,132,0
1,599.4002,0.25644,224.4752,0.222362,318,7.9354,4839,130,0
5,403.7412,0.354414,322.3256,0.274112,315,9.9191,5572,121,3
1,404.1052,0.263489,264.0243,0.273237,314,10.3741,5008,139,0
3,682.0049,0.377753,215.7653,0.224736,251,7.7457,5427,123,2
3,412.1956,0.223814,272.5379,0.198857,276,8.5672,5245,146,0
6,720.9735,0.349392,348.7906,0.2736,275,9.174,4664,124,0
2,393.5693,0.20127,227.7286,0.214089,267,8.3776,4856,131,0
7,527.3472,0.210078,315.22,0.230887,210,8.3619,5238,125,1
2,277.0782,0.159287,215.2078,0.236631,198,7.2983,4253,111,0
0,469.5378,0.27933,167.7731,0.192063,210,6.9958,4385,99,0
2,459.3908,0.179891,346.0714,0.257211,255,8.9181,5475,114,0
5,645.2233,0.275351,304.3176,0.225871,205,8.0769,6223,133,3
0,214.0571,0.15975,179.5906,0.202264,204,7.5931,4374,111,0
0,512.9743,0.332187,252.8645,0.247717,435,9.53,4385,108,0
6,732.9262,0.279559,319.5952,0.260591,406,9.4477,5633,145,1
2,315.6545,0.19187,265.6091,0.240924,335,9.6818,5057,142,0
2,565.4455,0.2795,275.4545,0.233441,316,8.9182,5058,125,0
2,739.2788,0.282715,290.5687,0.228845,294,8.8766,5832,127,1
3,340.1664,0.189384,276.1997,0.256971,301,9.0153,4992,114,1
2,329.1753,0.294965,243.1271,0.293614,254,8.9003,5999,145,1
3,511.89,0.265597,271.4777,0.211706,234,8.5567,5296,139,0
2,453.5775,0.237447,294.6761,0.245394,262,8.0563,5371,123,0
6,729.8028,0.251146,284.9014,0.213326,240,7.4085,6421,122,4
7,480.2172,0.25083,339.7104,0.254068,272,9.183,5179,124,1
2,433.3713,0.332833,261.0341,0.274603,315,10.0207,5298,135,1
1,309.7239,0.169612,279.9547,0.223351,288,9.1535,4583,116,0
3,455.6904,0.311527,302.2001,0.322576,326,9.5066,6795,140,1
8,585.1315,0.334723,378.0448,0.321093,510,11.2829,6275,138,1
3,491.809,0.370776,343.2998,0.337126,485,10.2501,6926,152,0
1,561.7952,0.308276,282.9077,0.255708,392,10.1643,5775,161,0
8,676.7636,0.312797,332.7434,0.279893,322,9.2794,5340,150,0
3,572.9397,0.247891,265.4774,0.21187,316,8.4422,4927,134,0
1,587.5879,0.254669,260.7035,0.243938,326,9.196,4802,132,0
3,521.5029,0.257864,276.1272,0.220693,290,8.9017,5129,134,0
2,445.289,0.260209,289.7399,0.295232,302,9.3642,5399,139,1
6,504.4514,0.198094,347.3041,0.265456,169,8.3229,6016,143,1
4,448.6834,0.269586,290.6897,0.272469,187,8.7931,5321,131,1
1,709.8174,0.399858,215.8931,0.228181,310,8.4989,5302,139,0
2,436.0624,0.207982,267.5546,0.253485,292,8.6592,5316,131,1
2,911.7605,0.432489,264.5588,0.283343,353,9.7916,5487,140,1
3,544.4701,0.268392,316.3636,0.262334,350,10.0843,5439,138,1
1,616.3473,0.313259,308.6228,0.23841,256,9.7006,5767,140,0
0,303.2335,0.220538,196.4192,0.220273,193,7.2216,5223,108,0
3,605.0047,0.254215,244.2498,0.235573,267,7.6608,5147,141,0
10,837.1202,0.369875,364.1659,0.262373,326,9.4222,5776,150,0
1,140.8665,0.100432,234.2671,0.266859,235,8.7596,5116,144,0
7,611.5727,0.314687,358.6113,0.262194,243,9.365,5454,134,2
2,330.6667,0.236108,257.3984,0.267457,258,8.9431,5157,128,0
7,635.0569,0.360768,329.4959,0.275944,278,9.4309,5450,141,1
2,808.8263,0.38133,252.9676,0.262654,261,7.8149,4968,131,0
6,775.9065,0.329917,279.1031,0.218492,240,7.4714,5228,123,1
1,335.1366,0.195389,190.7143,0.216986,246,8.0672,4032,95,0
5,700.1471,0.322051,331.7332,0.242483,282,9.3277,5860,145,0
4,445.156,0.236066,310.9905,0.252907,335,10.1764,4887,135,0
1,677.5577,0.377097,232.4559,0.265209,307,8.711,5048,143,0
4,506.863,0.289824,352.3122,0.283789,352,11.458,5244,148,0
1,323.1517,0.22602,253.2842,0.279329,326,9.7202,5432,146,0
3,431.0788,0.253654,295.3939,0.295009,320,10.2358,6633,139,3
2,360.1505,0.191521,268.6904,0.195214,268,8.6703,5000,129,0
1,438.0707,0.230844,240.788,0.241791,312,9.2391,4425,118,0
2,707.6087,0.341535,267.4185,0.219601,292,8.3967,5342,148,0
2,550.9152,0.327269,225.2106,0.221008,232,8.2201,4710,121,0
4,492.3302,0.226128,326.5806,0.25635,237,9.1634,5630,125,1
3,410.1048,0.299832,314.2141,0.287539,314,9.6219,7171,140,2
5,255.8815,0.15847,269.8223,0.224857,274,7.9544,4322,116,0
1,397.942,0.205604,255.3333,0.2307,283,8.4348,5058,129,0
3,547.7971,0.328017,297.3333,0.229682,297,9.5362,4698,119,0
5,770.1388,0.38562,338.2893,0.297603,350,10.6404,5425,140,1
3,511.1151,0.279661,280.815,0.301567,355,10.318,5443,152,1
1,214.2629,0.145509,214.1434,0.247011,188,7.6494,4765,119,0
4,554.6614,0.220676,351.6335,0.257564,228,9.7211,6885,166,2
2,551.3423,0.211571,288.9364,0.233219,290,9.0293,5105,135,0
1,433.0144,0.247318,261.2076,0.275181,343,10.1719,5511,151,1
3,478.0685,0.271996,353.8068,0.286219,290,9.8723,6215,138,0
0,192.3863,0.105991,218.2013,0.227236,268,8.6459,5089,140,0
2,450,0.245928,310.277,0.301598,359,10.4155,5247,129,0
12,669.1136,0.345897,428.2825,0.312395,337,10.5817,6609,149,2
1,375.6075,0.291665,259.9065,0.27034,393,9.9065,4652,129,0
3,441.4019,0.272647,265.7243,0.231879,337,8.3178,5303,135,0
3,437.5862,0.284274,248.9379,0.243903,209,9.1448,5607,127,2
6,552.9517,0.24778,364.0966,0.266674,197,8.6897,6175,119,1
1,367.2553,0.20355,244.1507,0.282704,266,9.3476,5395,142,0
5,495.2193,0.239307,283.3296,0.215182,254,9.1114,4850,128,0
3,656.3368,0.215077,311.491,0.202406,203,8.329,7054,147,2
3,444.6015,0.24612,215.1671,0.244773,191,7.5964,5392,123,2
6,539.8364,0.358784,329.2056,0.289272,400,9.7897,6126,138,2
5,374.9065,0.22935,292.3364,0.268098,354,8.7617,5008,116,0
8,714.8186,0.293943,366.27,0.292815,439,10.3628,6173,143,1
2,496.6981,0.295455,273.3091,0.248574,342,8.9695,4891,125,0
0,427.9855,0.275984,224.1496,0.244931,333,8.7334,4589,117,0
7,438.456,0.247269,374.7407,0.298986,397,11.0495,5373,139,1
3,484.2111,0.169162,278.3569,0.216779,255,8.5201,5370,144,1
0,498.2807,0.289519,196.6159,0.206472,250,8.2916,4969,140,0
2,269.8087,0.136072,289.7066,0.215361,237,9.7194,5333,143,0
0,119.3878,0.126742,221.3265,0.240192,243,9.7577,5145,146,0
1,378.1742,0.235252,245.0843,0.249211,294,8.9888,5507,131,1
8,606.6292,0.329373,395.5899,0.284946,339,10.7865,5326,136,1
2,467.3798,0.24611,222.7597,0.261163,252,8.4961,4990,121,1
5,507.876,0.290367,322.0465,0.267283,303,9.6434,4758,128,0
1,205.3675,0.126079,298.4312,0.246824,288,9.2057,5860,140,1
1,154.4845,0.177143,302.3088,0.316724,346,10.9521,5998,140,1
2,280.5616,0.153357,296.3715,0.254572,381,10.7041,5693,145,1
1,333.46,0.258993,295.5421,0.266634,342,10.0821,5331,152,0
5,582.054,0.322732,358.7506,0.286204,315,9.8817,6485,138,1
1,347.4207,0.298342,253.8003,0.298657,315,9.6261,4863,121,0
8,565.7341,0.326064,357.5069,0.288875,273,8.2271,5011,128,0
6,492.8255,0.275198,279.0028,0.255832,278,8.4765,4960,117,1
7,583.1244,0.228905,305.2788,0.26658,368,8.2716,5093,138,0
11,1022.8888,0.449973,382.0714,0.348067,448,10.5577,5703,126,1
2,391.2352,0.188466,208.5376,0.198744,212,6.7014,4782,114,1
7,467.0516,0.220288,318.2016,0.269885,251,7.8088,6278,146,2
5,402.3801,0.205208,344.3579,0.283512,401,10.7106,5161,132,0
3,244.8288,0.198096,268.7671,0.283248,331,9.4264,5274,128,2
7,542.7949,0.283016,306.7692,0.263068,301,8.7949,4855,125,0
2,306.0769,0.219539,260.7436,0.279516,332,9.1026,5073,130,1
3,689.4123,0.367266,305.954,0.28711,352,9.506,6597,150,2
2,216.1584,0.23401,237.9557,0.288371,293,8.4072,4918,108,1
5,620.926,0.365414,382.1982,0.352985,419,11.9169,6363,165,0
2,240.7529,0.161043,295.6902,0.295786,374,10.5409,5074,145,0
2,422.1076,0.214164,257.4744,0.288282,301,8.6705,5081,140,0
4,665.1756,0.274131,306.4295,0.260461,317,9.7377,5407,146,0
0,259.2243,0.154802,215.0835,0.211824,235,9.2005,5130,135,0
2,297.6014,0.182063,271.0024,0.199012,253,9.2005,5375,128,1
2,284.4341,0.164287,290.2147,0.223851,250,9.0888,5204,143,0
0,521.7528,0.322007,206.5003,0.243031,230,8.3575,4710,122,0
0,437.293,0.253365,264.7569,0.267178,356,10.092,5437,151,0
4,627.2536,0.338582,381.7346,0.289815,373,11.1695,6470,158,1
1,365.6277,0.26292,248.4709,0.24898,285,8.6761,4721,121,0
5,455.701,0.19692,330.9233,0.254028,307,9.4675,6294,155,2
0,295.2816,0.299808,259.6311,0.307878,339,10.4563,5357,145,0
5,703.3107,0.327928,324.2039,0.278833,284,10.2524,5742,144,1
1,224.4767,0.135767,297.8422,0.277841,297,10.4348,4339,109,0
9,978.5507,0.406393,411.5298,0.327959,289,10.628,7498,150,4
0,268.4052,0.167865,279.5085,0.277478,313,10.5015,5807,147,0
4,241.655,0.184676,350.2207,0.265364,301,10.8927,5460,129,0
0,438.0832,0.201574,298.0108,0.225389,256,10.2351,5777,135,0
1,355.4792,0.261667,247.3418,0.265592,245,9.2586,5527,132,0
5,713.299,0.427134,325.2577,0.320824,288,10.5498,6021,141,2
5,635.8419,0.324603,369.7595,0.256964,260,9.8969,6648,132,2
1,316.1959,0.209503,319.6234,0.273475,276,11.4501,5767,155,0
4,223.5028,0.159679,258.1921,0.251088,218,8.6629,4896,138,0
0,143.6381,0.147593,213.4496,0.207169,268,8.2564,4437,109,0
4,440.754,0.338406,338.1433,0.286956,328,10.1225,6542,141,1
1,375.1093,0.284268,228.0437,0.237158,289,9.4277,4909,122,1
5,581.5193,0.302781,375.3902,0.301981,321,10.7076,6815,158,1
10,924.2956,0.365956,409.6543,0.32016,371,10.4494,6449,150,1
3,458.8159,0.225325,273.3189,0.290039,370,10.0864,4996,137,0
0,159.1549,0.0926438,203.0634,0.232295,230,8.6268,5318,148,0
2,331.9014,0.172916,257.6761,0.202586,232,8.5915,4772,130,0
1,297.5309,0.160768,229.8148,0.238716,276,8.6728,4899,117,1
4,742.3457,0.251711,330.8025,0.253958,259,8.7963,5712,130,0
0,298.2914,0.269001,245.8808,0.276252,247,9.9735,5767,153,0
4,446.543,0.278859,340.5695,0.299614,266,10.9669,6130,157,1
1,626.0574,0.391272,244.9252,0.270015,343,9.0255,5180,131,1
1,397.3878,0.36136,288.8395,0.276194,410,10.7481,4746,124,0
2,704.9948,0.306911,270.717,0.258002,390,8.8119,5151,128,0
7,814.6242,0.303912,336.557,0.307264,432,9.8926,5876,134,0
1,433.7328,0.275564,281.6657,0.215077,273,10.8209,4773,127,0
1,338.6818,0.266567,261.1025,0.285838,286,11.8634,5579,153,1
0,333.4544,0.276267,259.4191,0.307641,332,11.5145,4861,126,0
3,762.2303,0.399377,349.6369,0.302419,352,11.639,6341,152,1
3,471.4575,0.238819,287.6806,0.235795,354,9.6831,5323,142,0
0,513.1559,0.39563,276.7554,0.276737,410,11.6096,5142,144,0
2,437.1536,0.331196,244.0251,0.295409,237,9.6677,5503,131,1
7,603.5737,0.2762,389.4169,0.290694,273,11.0219,6724,163,2
7,1091.6793,0.434035,434.9216,0.330818,278,10.6682,7651,152,0
0,245.8919,0.157142,108.1813,0.130232,53,1.8478,3647,30,0
6,602.6935,0.263223,323.6768,0.280463,340,9.3373,5414,133,1
2,373.1851,0.210957,323.1637,0.289963,367,11.0304,5560,140,1
2,475.1065,0.296424,303.5844,0.274691,304,10.7221,5758,153,0
3,545.4234,0.286198,296.1662,0.234884,244,8.5091,4924,129,0
1,186.1642,0.146345,327.5791,0.279232,456,11.006,5632,142,1
4,508.4323,0.268871,292.684,0.287307,421,9.8329,5151,122,1
3,450.1143,0.235774,267.534,0.221738,223,8.0675,4681,117,0
1,410.7893,0.254091,280.9254,0.267412,281,9.9619,5391,127,0
9,765.7862,0.351538,358.6164,0.305063,335,9.7107,6687,146,3
4,524.3522,0.395158,280.4025,0.299664,312,8.7044,6785,131,3
1,129.7926,0.161222,289.1594,0.311646,304,10.6769,5501,159,0
0,446.7249,0.259874,308.7773,0.225503,270,9.2358,5716,154,0
1,156.8468,0.12733,207.4634,0.231526,217,8.5823,4983,138,0
4,533.2867,0.288542,413.897,0.304369,263,11.405,7311,149,1
4,734.1809,0.321203,304.6699,0.268574,369,10.2934,5297,140,1
2,381.1002,0.178215,271.1736,0.254743,336,9.2176,4988,142,0
2,307.9923,0.199549,285.9962,0.271179,379,10.0653,5013,147,0
4,412.4683,0.24218,290.3033,0.26551,360,9.7658,4974,138,0
6,632.5293,0.295006,358.1265,0.303373,383,9.5082,6178,138,1
3,610,0.339034,322.9508,0.316193,421,11.4988,5009,145,0
4,490.5976,0.317857,290.9695,0.309372,336,9.5883,5477,132,1
4,574.9535,0.299928,353.2005,0.293228,367,10.7835,5543,159,0
1,326.8708,0.173389,205.486,0.20718,265,7.3768,4552,112,0
10,667.4301,0.290635,429.1345,0.317483,362,10.9987,7733,156,4
1,496.7669,0.232838,265.0654,0.250399,363,8.4259,5273,124,0
6,746.4874,0.250872,335.4652,0.275777,364,9.6569,5364,121,0
2,553.4035,0.241289,288.1118,0.243584,414,8.2261,6044,138,1
3,503.9747,0.26726,273.1028,0.260503,445,8.9657,4977,136,0
9,726.0831,0.399411,410.5263,0.297936,269,10.4709,5837,151,0
1,370.5706,0.247618,262.8698,0.273029,290,9.9391,5678,152,0
1,202.6995,0.140179,212.0394,0.175895,233,7.1232,4543,113,0
6,686.9852,0.288461,403.2414,0.310176,357,11.6749,6602,169,1
8,492.8591,0.258733,350.5662,0.291968,300,9.8269,5127,140,0
3,470.3697,0.277299,297.8381,0.324266,341,10.1919,5849,141,2
6,367.3607,0.281031,300.6366,0.312213,227,9.4297,5799,144,2
8,631.5119,0.3259,406.5119,0.306905,224,9.6286,6412,147,2
2,401.5975,0.258975,291.8587,0.278777,367,12.1659,5444,154,0
5,356.9892,0.207326,351.6129,0.273533,345,11.5822,5891,154,0
3,681.8472,0.326568,455.4419,0.350103,311,13.196,8974,175,2
0,210.3389,0.140881,200.7309,0.21286,221,9.3289,4533,115,0
2,473.4398,0.279043,302.6837,0.274844,496,11.8211,5242,144,0
3,366.1129,0.171284,304.1108,0.259337,484,11.1608,5420,157,0
5,724.7475,0.284888,341.6498,0.289194,301,10.8081,5265,144,0
4,367.8114,0.213802,255.7576,0.259354,265,9.9327,5622,145,2
12,750.108,0.320512,401.987,0.340949,381,10.0864,4661,122,0
5,946.0691,0.323026,281.2311,0.258826,297,7.473,6583,139,2
5,648.3782,0.259276,313.1774,0.261595,320,10.1881,4813,137,0
0,226.8531,0.273068,124.8195,0.141291,61,2.2267,4075,18,0
8,494.1649,0.331994,339.5425,0.274881,326,9.1411,5437,130,1
1,444.9633,0.298617,271.2559,0.275508,373,10.8502,4420,110,0
2,342.7135,0.234394,256.3751,0.263835,305,9.9633,5056,134,1
4,630.7072,0.329821,336.4589,0.269552,327,11.032,6272,149,1
4,743.0672,0.393002,357.2078,0.261476,311,10.5976,5547,142,1
1,548.1544,0.296309,251.2322,0.25511,307,10.3437,5505,149,1
2,443.5678,0.260474,243.444,0.279191,277,9.7243,5018,132,0
3,436.072,0.168742,292.0653,0.229368,261,9.4204,5248,149,0
3,649.9684,0.307332,289.7468,0.287197,301,9.8418,5865,142,2
7,763.8924,0.262577,359.5886,0.266202,297,10.3797,5453,149,0
6,520.599,0.283713,328.776,0.287909,360,10.7292,5037,125,1
7,494.8698,0.272199,364.1406,0.274544,355,10.026,5246,152,0
4,508.1335,0.255437,347.8121,0.279676,345,9.5921,4602,107,0
5,607.6391,0.31954,353.8937,0.304319,375,10.3832,6163,109,2
2,460.3586,0.210137,301.8207,0.238293,301,9.269,5409,133,0
3,548.5517,0.227528,277.9586,0.282525,321,9.4897,5275,143,1
8,766.1124,0.318098,352.9145,0.2805,326,9.5796,5141,145,0
2,277.4965,0.157154,231.1856,0.239932,291,8.4743,4863,129,0
6,511.5175,0.282597,328.9027,0.319717,390,9.8988,4923,136,0
5,521.5331,0.321656,275.4864,0.255025,313,8.2646,5103,146,0
10,810.6787,0.470688,386.1621,0.323194,368,10.1933,5187,136,0
5,378.3381,0.210827,312.7602,0.310949,368,10.3414,5736,132,1
5,703.3066,0.25658,333.3649,0.249907,374,9.1114,5203,139,0
3,901.6169,0.374178,293.9039,0.259659,371,9.4173,6161,152,0
3,447.2013,0.219537,339.9345,0.26129,275,10.2455,5736,143,0
1,511.6858,0.264246,254.6645,0.279534,294,9.6236,4867,129,0
5,455.5068,0.254762,319.2986,0.277285,298,10.1918,5252,157,0
9,544.6356,0.305212,383.6712,0.285293,235,8.9753,6744,140,2
1,291.1111,0.203332,284.5783,0.300349,375,10.6827,4866,139,0
2,331.1379,0.232424,302.49,0.261292,340,9.9598,4990,130,0
9,582.4719,0.308555,406.4494,0.311609,261,9.9438,6566,132,2
1,417.1348,0.358467,282.0337,0.31475,309,10.9551,5364,148,0
0,325.9988,0.259094,222.0398,0.260062,251,9.8129,4903,139,0
7,492.239,0.26264,402.9813,0.292399,270,10.5733,5636,153,0
4,1113.3209,0.413637,325.5348,0.289058,384,9.6036,6460,155,0
