kills,assists,dpm,damageshare,damagetakenperminute,earned gpm,cspm,goldat15,csat15,killsat15,assistsat15
2,11,227.4728,0.0902035,501.6616,185.8982,6.2375,5138,136,0,1
2,7,526.5855,0.218094,483.5755,227.7338,7.7773,5247,150,0,0
0,9,181.0988,0.0929366,324.6072,198.8241,7.7783,5126,143,0,1
3,1,482.053,0.281724,477.6289,230.8048,8.0964,5904,157,1,0
7,6,710.3776,0.336229,448.5108,267.3144,7.5859,5183,134,1,0
2,6,478.4472,0.207146,435.1718,206.4489,7.4332,5197,141,0,0
0,2,258.2412,0.192213,471.1809,165.6407,7.8769,4682,124,0,1
5,8,535.6658,0.242381,394.7487,328.2663,8.593,6875,137,2,3
2,8,635.8567,0.263351,280.9346,299.0031,9.8754,4983,146,0,0
1,4,535.7321,0.301543,454.3302,247.1963,9.0343,5854,160,0,2
1,3,313.8679,0.186912,669.4609,210.1213,8.7332,4839,140,0,0
7,7,856.2129,0.337967,271.2129,419.717,11.1186,7192,159,2,2
6,2,411.4712,0.36776,178.5984,349.3539,10.8847,5593,156,0,1
0,0,166.0139,0.258846,270.2386,250.6759,10.6163,5294,152,0,0
3,3,363.5706,0.264026,193.3722,292.2287,9.6966,5537,162,0,0
0,0,261.5286,0.288634,374.5624,218.9965,9.0315,5121,141,0,0
2,3,369.6275,0.291905,364.2636,248.0115,9.1117,5442,154,0,1
1,6,678.4642,0.386788,364.298,267.3696,9.2837,5566,159,0,0
2,8,398.6766,0.159641,377.511,194.2244,7.362,4898,132,0,1
3,14,742.901,0.280865,419.9211,268.1858,8.0982,5584,152,1,2
1,14,260.8522,0.128105,296.1252,280.466,9.1877,5818,143,1,2
1,0,342.4234,0.225954,448.6418,189.3875,7.9893,4972,138,0,0
2,8,585.3694,0.25215,474.8141,237.1608,7.4746,4631,122,0,0
0,6,298.0589,0.188546,505.3211,239.971,8.1989,5694,133,0,3
10,10,742.204,0.297725,416.1309,320.4716,7.565,6441,145,3,0
1,10,572.9163,0.204787,460.5679,239.6535,8.2868,5186,146,0,1
0,14,312.1076,0.146476,252.2085,188.3408,6.9955,4705,122,0,3
1,1,332.5561,0.209923,429.6525,192.5785,7.5336,5058,147,0,0
0,1,233.6358,0.238953,279.0689,183.571,8.2734,5209,145,0,1
2,3,256.5822,0.191215,260.825,315.0265,10.2534,5812,139,1,2
7,5,535.7455,0.283204,566.6004,431.4513,10.5368,7455,166,3,1
1,3,351.173,0.260293,511.5308,207.5944,8.3101,5074,134,0,1
1,4,511.392,0.301267,425.664,239.808,9.312,5509,149,0,1
4,8,1029.28,0.336651,229.344,266.368,7.84,4799,128,0,0
2,2,407.1296,0.259053,437.6689,235.9082,8.9275,4981,136,0,0
2,8,363.8314,0.193022,354.4575,301.6367,9.783,5910,150,1,0
4,6,762.8603,0.356418,327.3171,281.8625,8.9579,5538,139,1,1
2,4,550.0443,0.305163,308.0044,255.9645,8.1596,5047,144,0,0
1,1,548.2734,0.378975,284.6043,236.1151,10.2158,5275,156,0,1
2,6,485.2878,0.300374,411.0432,288.8489,9.9281,5255,137,0,1
8,6,963.5157,0.376438,448.4983,313.9232,8.8242,6055,153,1,0
0,6,455.7625,0.210828,512.2468,205.6345,7.4272,4881,134,0,0
3,7,419.3277,0.181904,333.6134,279.5966,9.3109,5369,138,1,1
1,5,317.8487,0.27045,327.7983,250.958,9.7815,5301,146,0,1
3,3,521.1305,0.287999,472.712,242.3812,9.2363,4840,130,0,0
5,11,686.8431,0.268926,656.3921,303.7883,9.0559,6265,131,4,3
2,3,479.2777,0.279247,441.5391,268.994,9.9054,6123,165,1,2
3,4,582.3302,0.279591,207.5236,281.2984,9.0284,5130,147,0,0
0,2,366.7875,0.266113,333.075,212.625,9.1875,4985,132,0,1
6,3,354.7875,0.197326,552.4875,396.3375,10.8,7696,150,3,0
1,4,349.3462,0.142605,336.6865,293.1798,9.1828,5569,145,0,1
1,1,290.6835,0.233335,642.0802,240.0446,9.9851,5912,158,1,1
2,9,630.6383,0.300541,612.4468,276.8617,9.2553,5065,133,0,4
1,1,874.7553,0.441475,416.4255,249.766,10.3085,5082,152,0,0
0,0,308.449,0.274266,346.3163,221.3265,9.7959,5142,141,0,0
3,4,414.1837,0.278378,314.5714,316.0102,10.7449,5640,153,1,0
0,0,686.061,0.343733,449.5623,245.1326,9.9867,6070,179,0,0
9,9,342.2149,0.130464,341.4987,299.5225,7.9973,5731,149,1,0
5,4,449.0164,0.239331,393.0164,325.3115,9.7049,5477,137,1,1
1,4,282.918,0.237321,579.4098,244.918,9.8689,5495,140,1,1
5,5,444.0249,0.230507,229.5685,313.7925,9.6349,5606,149,0,1
3,2,777.5353,0.324647,408.0747,249.61,8.6639,5243,131,1,0
2,9,553.1947,0.242696,437.9212,226.3129,8.2385,5423,158,0,0
4,2,495.5908,0.352987,499.0044,301.8709,8.8293,5912,145,1,0
0,5,410.1316,0.282733,327.9656,253.5121,9.9291,5169,152,0,0
3,7,423.4008,0.215548,300.6377,232.0445,7.7733,5396,144,1,1
7,9,675.7008,0.219023,1223.5609,284.6129,8.5462,5736,155,1,1
3,10,519.7909,0.181735,563.7765,190.8592,6.6449,5367,122,2,1
7,1,865.2983,0.450802,263.3749,349.1006,10.9528,5967,162,1,0
2,3,245.7703,0.140975,339.4034,256.8032,9.1095,5747,145,2,2
8,8,918.6351,0.345957,805.0833,373.2832,9.9946,6183,153,2,1
2,4,355.5185,0.175704,345.6529,224.7501,7.899,4963,135,0,0
2,7,214.1608,0.110504,640.6131,264.6935,8.4121,5775,126,1,4
3,2,637.6884,0.515803,425.8492,268.7337,10.2513,5294,132,2,0
6,8,539.8509,0.248296,209.493,342.3161,10.7058,5705,166,0,0
2,1,205.7952,0.159505,724.7416,244.5626,8.3499,4844,132,0,0
0,11,688.3761,0.395,305.9502,242.5365,9.3165,5163,149,0,0
3,7,422.7025,0.222612,458.8305,236.9893,8.3919,5523,169,0,0
1,17,359.8572,0.142958,325.1567,200.4681,6.2356,5236,140,0,2
3,2,243.0226,0.130784,769.9326,252.7568,8.3538,5363,127,2,0
5,3,427.7048,0.206008,305.8222,297.5944,7.4956,6035,124,2,0
1,2,273.713,0.189913,280.3021,237.9779,9.204,5982,154,1,0
1,1,322.2662,0.230025,465.3957,179.7842,8.0935,5199,136,1,0
6,2,538.8129,0.246033,420.3597,311.8705,7.8417,7027,140,3,0
1,9,602.7586,0.336037,149.5238,275.7307,9.3268,5549,160,0,0
0,1,298.4565,0.256796,631.4286,238.2923,10.0821,6107,184,0,1
5,1,496.5161,0.261222,853.4516,257.6129,8.8387,5494,144,1,1
1,8,428.129,0.186091,334,214.3226,7.0323,5017,134,0,0
8,9,603.1548,0.258529,492.2142,278.1476,7.5253,5712,132,2,1
3,2,589.5224,0.274694,449.0014,244.3415,8.5094,5738,140,1,1
0,0,478.0148,0.4191,310.7619,226.182,9.0379,4892,135,0,0
1,8,386.2516,0.25721,243.8398,292.5816,9.8476,5475,154,0,0
2,6,495.8631,0.33505,304.6034,238.9736,8.3359,5496,163,0,0
0,1,326.8118,0.203901,399.7201,193.4992,8.4914,5271,154,0,0
1,2,565.103,0.296365,467.2266,251.8542,9.2868,5295,152,0,0
5,5,492.7417,0.319233,411.9176,270.7448,8.9382,5541,154,1,0
2,2,421.1143,0.222167,236.9429,248.2,8.7143,5568,149,1,1
2,0,521.6571,0.362578,359.4286,202.5429,8.0857,5585,150,1,0
3,15,800.8348,0.293718,525.3849,196.0931,6.6712,4899,136,0,0
8,8,526.8012,0.190414,1016.572,281.2179,6.897,5875,143,1,0
2,2,429.0834,0.279801,424.2224,201.5021,8.5157,5442,152,1,0
9,4,814.2401,0.347576,283.217,334.453,8.906,5278,133,1,0
11,5,615.3386,0.323286,384.2377,411.4602,10.3915,5953,137,1,1
2,3,545.9143,0.338248,373.3763,238.8392,8.9544,5078,143,0,0
2,3,337.9474,0.241938,761.2538,241.1527,7.8564,6224,147,1,1
9,4,718.726,0.397624,443.9939,324.6006,8.3721,4899,140,0,0
4,6,290.1565,0.131071,424.8,256.8,7.687,5061,126,1,1
1,3,270.7478,0.223114,720.6261,228.5913,8.9391,5390,136,1,3
1,3,511.8737,0.260522,266.9053,255.8737,9.4737,5065,141,0,2
7,6,431.7053,0.229466,735.5789,344.8842,8.2947,5853,136,2,1
1,9,432.1576,0.197395,683.7899,276.2852,8.3302,5335,124,0,6
1,1,352.1576,0.264515,516.3977,217.0732,7.7674,4600,107,0,0
9,8,667.0819,0.285812,563.4146,312.1777,9.0418,5534,137,2,0
2,2,381.1411,0.203585,732.9094,226.7509,8.284,5151,149,0,0
1,5,385.5258,0.214406,599.7706,229.7036,8.7189,5411,152,0,0
1,8,384.0631,0.199657,649.3595,229.9904,8.1453,4802,135,0,0
0,1,288.8323,0.171349,653.8367,188.4548,7.6383,4822,129,0,0
2,5,409.4908,0.196618,497.331,245.2941,8.2441,4976,134,0,0
1,4,496.6819,0.265534,444.3364,202.5858,7.9634,5107,133,0,2
8,7,624.2677,0.262909,577.0709,313.0092,7.7231,5169,131,0,2
2,4,367.7712,0.243452,349.1913,293.0178,9.4675,5659,170,0,0
0,0,201.4596,0.150232,330.572,197.2387,8.7968,4697,128,0,0
0,1,243.8496,0.169762,434.0451,228.7519,8.1504,5742,142,0,1
4,10,639.6692,0.336801,225.4135,339.5188,10.4962,5611,147,0,1
4,5,509.6754,0.261366,373.3539,304.544,8.9335,5146,149,0,0
1,3,570.4482,0.299534,416.9088,209.5209,8.5935,5302,136,1,1
0,1,120.7967,0.174286,857.7426,231.5117,8.856,5043,136,0,0
1,4,579.4688,0.286658,203.6261,272.0838,9.5608,5236,146,0,1
2,8,529.1067,0.218546,472.5254,335.9536,9.8503,6475,161,0,0
3,3,446.0454,0.273663,715.1038,265.379,8.5176,5017,144,0,0
4,7,584.8094,0.304874,789.6085,262.2674,7.2598,6433,133,2,1
4,4,357.8648,0.214821,585.5414,223.1622,7.5953,5417,117,3,2
3,11,359.758,0.215828,284.7512,234.4061,6.1587,4973,142,0,0
2,3,570.39,0.341656,420.1614,218.8077,8.0412,5172,138,0,0
0,4,238.0198,0.221322,367.2871,206.297,9.1881,5002,139,0,2
2,4,310.9703,0.222745,256.0396,315.8416,9.8614,5846,148,1,0
2,11,383.2703,0.17384,936.791,231.3848,7.3582,4994,125,0,2
2,3,599.5708,0.30107,467.6444,236.8421,9.2591,5103,137,0,2
0,0,343.2277,0.273854,408.2075,179.6542,7.5735,4577,116,0,0
2,12,557.6023,0.272508,383.585,267.804,8.2997,5232,121,0,6
5,4,476.9214,0.230238,410.4762,321.8383,9.7231,6221,161,0,0
4,5,451.9601,0.294893,671.7608,216.8992,6.7331,4972,139,0,0
2,4,439.3199,0.209751,854.9203,200.0531,6.7269,4970,137,0,0
8,6,679.7024,0.293429,473.5282,316.4506,8.1615,5883,152,1,1
7,6,500.7513,0.228764,622.576,319.9284,8.6583,5318,134,1,1
5,0,467.907,0.261644,576.5295,233.5957,8.0501,5309,145,1,0
0,1,489.4772,0.282244,306.9477,179.8314,6.6105,5310,154,0,0
8,3,564.9916,0.271723,589.8482,298.8196,7.9258,5315,134,1,1
1,1,229.5371,0.152558,754.6179,227.0506,8.3315,4667,124,0,0
4,5,599.1281,0.215557,222.5619,289.634,9.1712,5636,156,1,0
2,3,362.4429,0.209761,229.1566,253.6851,8.9489,5045,139,0,0
0,1,374.8816,0.297902,256.6016,226.3149,8.9738,5554,157,0,0
3,2,433.5891,0.291405,823.2895,355.3967,11.0352,6006,153,1,0
0,1,468.5549,0.306204,330.7409,217.6143,9.3011,5145,145,0,1
5,6,500.1574,0.217678,718.4838,289.536,9.0224,5847,148,2,1
1,5,371.4582,0.186824,506.7191,291.8227,8.5998,5373,129,0,1
5,2,540.4263,0.220242,641.1368,305.7194,9.4849,5724,147,1,0
0,2,582.4512,0.304566,433.6057,230.8703,9.4849,5636,155,0,0
1,3,234.723,0.195028,877.313,205.7618,8.7673,4737,128,0,2
1,10,715.554,0.284696,212.2853,298.7119,9.5568,6344,160,0,2
7,4,423.0484,0.23708,495.6695,270,7.7493,5336,137,1,1
1,4,270.2279,0.142655,556.9801,196.1538,7.3219,4879,136,0,0
1,4,249.7025,0.178101,379.4338,223.8196,8.5221,5211,141,0,0
5,7,720.7198,0.360664,369.7889,316.2092,9.0691,5896,152,1,2
2,8,453.7516,0.261654,384.5285,297.0586,9.946,5874,146,1,3
0,5,211.8571,0.115439,671.7408,236.0366,9.0985,5154,132,0,3
0,3,206.7783,0.150664,628.6836,215.4734,9.4919,5240,155,0,2
1,6,357.1247,0.167552,442.6905,297.5404,9.0416,5561,145,0,0
4,7,288.8545,0.168823,646.6785,284.1309,8.4387,5622,147,1,0
0,1,450.2521,0.327744,322.981,235.6745,9.5268,5285,155,0,0
1,4,566.9839,0.293298,285.9992,197.3521,7.6458,4954,115,1,2
4,8,493.3802,0.298985,459.2966,337.2362,10.3269,5774,152,0,5
4,6,463.415,0.29195,402.957,287.0068,9.1362,5595,159,0,0
1,10,461.2696,0.19136,492.6316,260.5625,9.546,5315,163,0,0
4,2,588.7125,0.280956,591.3375,289.9875,10.3125,6292,153,2,1
3,12,559.6125,0.21269,812.5125,293.4375,8.1375,5835,130,2,2
0,4,581.0702,0.295973,362.7259,222.0697,9.4801,5019,138,0,0
2,9,388.7128,0.177398,605.997,241.575,8.0262,5503,144,1,2
2,2,672.0952,0.287754,307.3635,289.8367,10.3873,5289,146,0,1
2,1,351.5446,0.20393,812.5338,207.8861,7.6995,5319,136,1,0
1,4,423.1533,0.246994,533.0858,216.4802,8.3896,5032,144,0,0
2,9,632.893,0.278926,389.2478,250.3568,8.4764,5824,154,1,1
1,5,352.4275,0.197365,580.0537,250.0537,9.087,4988,137,0,1
0,1,305.6069,0.173614,242.9001,218.0881,9.2159,5456,155,0,0
3,6,541.1015,0.225269,794.8394,250.2193,7.9857,5341,154,0,0
2,11,496.8893,0.206987,900.8873,261.6012,7.3126,4994,137,0,0
4,6,678.2958,0.309673,491.46,211.6515,6.2614,5708,121,2,1
6,10,476.6108,0.192234,770.3494,311.2303,7.9272,5340,121,2,1
1,13,383.3192,0.202825,738.7699,223.9979,6.1718,4831,112,0,4
2,2,419.4592,0.208097,645.0159,184.9947,7.4125,5091,134,1,0
1,4,444.3494,0.212352,698.3244,188.3066,7.3797,5277,136,1,1
2,10,485.205,0.166585,753.1194,232.3708,6.6667,5576,124,1,4
3,2,188.7848,0.0977929,736.1772,249.3418,7.6962,5040,125,1,0
1,7,438.3544,0.170311,287.7468,226.2278,7.4177,5908,146,1,0
0,0,342.7547,0.305269,348.194,245.4814,10.1195,5325,146,0,0
1,6,243.9213,0.160614,283.2186,281.0682,9.4027,5256,134,1,1
1,2,419.062,0.301784,327.8286,245.7325,10.1795,5497,160,0,0
0,5,214.7423,0.127968,313.3063,234.5107,9.6584,5294,149,0,0
8,4,763.7199,0.379514,328.5558,322.6805,8.7637,5471,142,1,1
0,2,200.744,0.146148,757.6149,197.5274,8.2713,4830,130,0,1
2,7,291.6435,0.241573,557.9296,286.1686,9.9573,4750,132,0,1
0,0,323.9808,0.285541,201.6435,188.0043,7.9723,4655,125,0,0
0,0,242.4236,0.17531,443.1176,230.1502,9.508,5090,140,0,0
0,10,218.9332,0.119359,247.8301,206.784,6.9601,5125,129,0,3
2,10,277.2432,0.153046,714.3236,234.8373,7.3202,4948,129,0,1
4,4,456.5497,0.248202,385.1712,372.8168,11.7637,5996,163,1,0
0,3,306.6322,0.230034,356.064,227.8822,8.6467,5411,135,0,3
4,5,371.8079,0.26595,283.7913,293.6777,8.2128,4805,134,0,0
6,5,613.7628,0.285695,397.3353,251.7716,6.0029,4838,103,1,0
1,1,340.2635,0.259144,338.0673,257.4524,10.3367,4774,136,0,0
6,5,680.2882,0.288825,520.1109,334.7561,8.6807,5682,141,1,1
3,5,318.3592,0.175617,635.7206,229.7894,7.2173,5319,125,2,1
1,6,553.6577,0.334524,337.8739,316.5405,9.2973,6278,160,0,1
1,0,197.9099,0.187312,552,202.018,7.5315,4655,125,0,0
1,3,359.6779,0.225755,737.9597,188.4161,6.8456,5225,120,1,2
1,9,543.302,0.220742,309.9866,278.3758,9.5436,5578,138,0,3
4,6,357.7368,0.175255,805.4121,246.4699,7.9213,6013,146,2,2
0,8,353.6531,0.184237,595.203,206.1993,6.7897,4966,128,0,2
5,6,595.0759,0.301369,426.2619,276.1195,8.5958,5530,156,0,0
5,6,364.7533,0.162432,581.2713,274.0844,8.1546,5339,130,1,0
1,3,410.9255,0.199721,986.3567,231.5756,8.5869,5259,134,0,1
3,5,582.772,0.293795,856.93,269.6614,8.2619,5532,131,2,0
10,9,837.5338,0.367399,902.7703,389.0203,8.9527,5898,142,2,2
0,8,403.6149,0.192439,572.3311,185.4054,7.6689,5057,131,0,2
2,3,519.5631,0.343564,447.0506,247.9245,8.9672,5303,154,0,0
9,7,350.9434,0.189663,714.3396,330.3575,8.6991,5798,149,2,0
0,2,198.2132,0.138183,408.9028,191.2226,8.2132,4753,122,0,1
6,8,382.2884,0.202929,307.4922,339.373,10.1567,5920,152,1,2
2,7,360.646,0.180232,659.962,269.829,7.2198,5690,124,0,3
1,1,285.8265,0.199105,495.6175,215.8328,9.1957,5627,144,1,1
1,12,391.2349,0.155051,430.1695,206.2954,5.4843,4764,104,1,2
1,1,270.8354,0.168371,839.0194,182.9056,7.4818,5404,149,1,1
1,7,293.0731,0.140867,755.8422,229.9671,7.9869,5035,127,0,2
2,9,391.4051,0.192016,339.9096,253.8044,8.3813,5350,142,1,0
1,1,335.7583,0.166112,794.4619,166.8219,6.6079,4979,108,1,1
2,15,475.9597,0.19529,254.2731,261.4852,7.9295,5945,126,2,8
1,1,311.3375,0.199886,490.3665,205.4736,8.7387,5352,160,0,0
1,6,544.5407,0.238314,285.4926,264.9595,9.4812,5588,159,0,0
2,0,355.7346,0.226139,698.673,223.3491,8.6888,5446,133,2,0
3,8,908.594,0.315432,503.4755,255.5134,7.7725,4753,115,1,1
2,4,230.2231,0.123584,699.2892,262.6616,9.3686,5778,146,2,0
4,5,377.2628,0.207227,630.5104,328.31,10.0945,5992,151,2,0
2,4,230.2231,0.123584,699.2892,262.6616,9.3686,5778,146,2,0
4,5,377.2628,0.207227,630.5104,328.31,10.0945,5992,151,2,0
8,5,454.3835,0.200385,585.2689,329.1689,9.0929,5585,131,1,1
0,1,438.5117,0.242114,526.8984,240.0978,9.6143,5231,147,0,0
1,8,379.8587,0.247609,621.8478,275.7065,8.7717,5970,137,1,2
2,1,348.5543,0.24715,388.4348,230.6087,9,5749,140,2,0
6,3,525.5346,0.253639,526.6352,274.7484,8.8679,6081,132,4,1
3,10,620.7233,0.258391,438.0189,260.283,8.2704,5174,131,1,4
3,4,330.4054,0.126862,331.4479,301.9981,8.4556,6587,146,2,0
3,3,359.6236,0.341013,649.4305,245.5888,8.5714,5308,133,1,1
1,5,277.5354,0.193712,796.3739,220.7932,7.5921,5742,135,1,2
2,3,253.5977,0.156794,368.7819,227.6771,7.1388,5972,143,0,1
2,2,388.1764,0.226374,421.872,204.0129,8.198,5703,150,1,0
4,11,385.8526,0.211991,332.4691,242.2916,6.9392,5151,144,0,1
0,1,348.7901,0.311821,461.8008,205.9651,9.2515,5322,154,0,1
1,6,268.8689,0.13339,527.8109,257.0174,8.1035,5540,138,1,1
6,0,451.6056,0.308747,584.9577,301.8873,8.6761,5952,144,2,0
2,8,377.9155,0.21918,269.5775,252.4507,8.6761,5605,161,0,0
1,1,337.1194,0.2145,429.0108,237.8165,9.226,5460,149,0,0
1,7,580.0103,0.241516,240.5536,258.9749,8.857,5520,165,0,0
6,5,444.7423,0.277505,433.7385,372.0781,10.8085,6945,160,4,0
0,0,317.1243,0.275996,582.9409,202.854,9.3109,4972,143,0,0
0,2,327.6432,0.166628,666.3438,168.6592,7.9031,4654,129,0,0
3,8,448.9545,0.213273,653.9398,289.8996,9.6043,6354,152,1,3
2,5,292.3393,0.131497,687,195.4821,6.375,5040,139,0,1
8,6,557.0893,0.23158,812.7857,343.7679,8.8929,5791,137,1,1
3,8,364.1799,0.165059,489.4237,279.0247,8.4737,5339,124,1,2
1,0,275.5668,0.223187,488.7397,183.4579,7.9797,4833,120,1,0
3,12,580.3846,0.23402,388.2552,281.7355,8.8931,4963,137,0,0
1,3,342.6079,0.190516,835.3283,186.9512,7.2608,5324,127,1,2
0,1,154.2342,0.145717,764.4685,171.4595,7.5315,5176,146,0,1
4,5,692.036,0.280228,415.964,267.0631,8.3964,5794,161,0,0
6,5,522.8624,0.207255,449.226,379.57,10.5405,5424,150,0,1
0,1,260.3808,0.159333,419.484,178.8575,8.2555,5104,143,0,0
2,3,579.0956,0.272907,435.0771,229.4245,7.6465,5066,131,0,1
1,2,293.2785,0.166433,820.298,238.335,9.3114,5215,142,0,0
1,4,627.2608,0.315038,542.0281,263.0729,9.0342,5809,151,0,2
5,9,480.4741,0.285227,508.9991,269.2888,8.3494,5382,154,1,0
3,10,316.7092,0.197382,388.5437,334.4303,10.7001,6383,156,2,2
3,1,803.1477,0.510116,333.3265,291.0782,10.9147,5780,173,0,0
0,11,292.9993,0.117534,265.288,179.2595,4.8467,4708,106,0,2
2,3,362.199,0.242573,797.816,184.4877,6.6866,4419,110,0,0
1,2,243.3021,0.172766,699.3559,249.6127,8.1696,5163,142,0,0
3,2,295.6951,0.164074,623.9217,240.8072,7.7782,6647,153,2,0
0,0,273.7576,0.219729,266.6395,157.4847,6.5682,5313,153,0,0
2,1,100.0204,0.124691,579.0122,222.7699,7.8819,5341,148,0,0
0,5,309.6407,0.135341,662.3409,241.7248,8.809,5261,148,0,0
1,3,320.1745,0.192468,631.6632,233.501,8.8398,5051,143,0,0
0,2,304.5022,0.203593,658.5287,215.6645,9.4458,4809,132,0,2
5,11,455.4291,0.200583,585.4929,328.5728,9.3281,5172,130,1,2
6,9,506.5683,0.208003,880.8962,301.3284,7.7174,5480,133,1,2
0,7,365.5667,0.181881,735.087,182.4354,7.4012,5366,146,0,2
2,3,485.1007,0.289696,941.1007,289.2383,10.5848,6238,166,1,1
2,5,389.8378,0.186118,626.9189,218.0049,6.8993,4672,122,0,0
4,6,612.2108,0.264877,822.5769,309.3411,9.3997,5634,155,1,0
2,0,590.2782,0.299204,588.7848,194.7291,7.7892,5334,125,2,0
4,4,970.6049,0.36314,488.8205,228.9084,8.0703,4864,137,0,0
4,15,429.6722,0.177187,986.0764,279.5201,8.1514,6072,128,3,2
3,2,399.3615,0.195941,323.3265,263.1102,8.8671,6105,147,1,0
3,8,275.5304,0.17604,663.0896,248.9907,7.3532,5213,120,1,2
3,15,985.1842,0.344533,457.8421,226.0789,7.4211,5459,128,2,3
2,4,433.7105,0.218514,909.7632,183.4737,6.1579,5188,134,0,0
1,4,179.3886,0.16122,346.0844,310.1019,11.0044,5576,155,0,1
1,10,450.1019,0.222016,279.5924,267.6565,9.2868,5713,146,0,1
1,3,463.7538,0.268606,335.7231,240.9231,8.7385,5175,146,0,1
6,8,578.1846,0.245849,525.7231,349.3846,9.0462,5721,142,1,0
0,10,194.9421,0.154855,355.9749,178.6969,6.3707,5359,139,0,6
0,6,197.9247,0.0927862,283.2336,208.0888,7.8185,4841,130,0,0
0,0,287.1682,0.291566,525.9953,238.6848,10.1303,5904,163,0,0
3,5,369.8815,0.225097,409.6209,324.7038,9.9171,5215,147,0,2
5,9,934.6277,0.298745,525.6355,279.095,7.2316,4942,122,0,1
3,8,607.898,0.241679,1133.2127,247.6512,7.7252,4543,111,0,1
0,1,548.252,0.360961,590.5197,211.7165,8.2835,5502,139,0,1
3,4,468,0.271145,755.2126,274.5512,8.0945,5033,134,0,0
12,2,937.8482,0.349741,481.7667,385.4813,9.8528,5383,146,0,0
1,3,318.1087,0.180763,663.7373,203.4088,7.9841,5220,144,0,0
1,5,234.4737,0.150183,118.9593,248.2177,8.8278,5662,156,1,0
1,0,213.122,0.182671,564.9402,207.5239,8.8278,5213,150,0,0
2,4,285.4688,0.167036,331.6071,326.8192,11.6853,6176,156,2,1
1,3,299.2969,0.2513,387.2545,235.7478,9.6429,5513,149,1,0
0,10,395.0498,0.200994,380.7072,317.2112,10.0398,5762,128,0,6
3,2,598.6255,0.326819,370.6972,264.8904,10.0697,5992,153,2,1
1,9,286.2448,0.146649,339.5539,247.4066,7.5,6005,136,1,1
1,3,383.4959,0.266691,461.9813,205.861,8.2469,5289,162,0,0
5,11,352.6261,0.172128,691.6522,332.2783,9.5304,6033,136,2,4
0,1,197.4609,0.166559,532.313,167.687,7.6174,4763,126,0,1
0,1,333.5989,0.212001,633.8462,190.1923,8.4066,4911,138,0,0
5,10,464.6703,0.226038,773.489,277.9945,7.967,5068,140,0,1
5,3,466.4025,0.313811,310.2539,335.6285,11.0341,5718,153,1,0
0,0,102.6873,0.0766968,536.7678,206.3406,8.8421,4978,140,0,0
7,12,678.9645,0.232183,534.5787,272.7919,8.1421,5360,154,0,4
4,6,772.5888,0.285802,618.3959,237.2386,7.6954,5590,147,1,1
1,4,249.2045,0.1376,354.5455,272.8977,9.5114,5003,136,0,0
0,1,340.4318,0.28769,343.1591,223.5682,9.4432,5196,146,0,0
9,5,763.6561,0.389977,428.8469,354.9377,9.8112,7074,174,3,1
3,4,462.041,0.258916,415.1065,267.9871,9.329,5176,144,0,1
6,3,647.8439,0.319073,761.4807,261.2506,8.3142,5254,143,0,0
7,8,623.1716,0.238905,851.0155,308.3142,8.7044,5421,163,0,0
1,10,566.7336,0.272996,1014.581,274.4706,9.0015,6310,145,1,4
4,5,382.3081,0.13527,475.3638,251.6809,7.7672,4931,137,0,0
3,1,535.8187,0.269128,762.8669,269.3371,9.3144,5284,156,0,1
6,5,628.2833,0.240981,566.3796,289.8017,7.4788,4955,136,0,1
5,2,326.2164,0.205051,525.942,268.1161,8.8338,5660,149,1,0
8,7,509.0976,0.287582,494.2797,317.7625,9.0237,5182,152,0,0
5,2,374.6659,0.16874,544.8315,283.3809,9.1148,6300,147,4,0
6,9,539.2804,0.243524,534.8258,285.2998,7.7099,6334,153,2,0
6,4,467.4209,0.25213,389.5657,342.8847,10.1984,5420,150,1,0
0,3,218.2842,0.217176,340.3432,256.6327,9.8445,5574,150,0,1
6,0,639.2045,0.349905,571.6364,372,10.3295,6687,160,2,0
6,5,480.9886,0.219681,617.4886,359.5909,9.6477,5389,131,1,0
3,0,142.2445,0.131997,687.9359,222.2846,7.976,5659,121,3,0
3,5,303.006,0.137939,285.01,327.3347,10.1804,5411,146,0,3
4,3,443.2122,0.327281,473.9962,298.9293,9.4455,6727,133,3,2
0,8,277.2084,0.148129,453.2314,289.2161,9.5602,6078,140,0,2
8,4,780.4455,0.299894,524.8762,405.5198,9.3317,7476,131,2,2
14,8,981.1139,0.356115,535.8168,404.1089,9.2822,6268,135,3,3
2,10,330.4056,0.139728,385.2679,303.6355,8.4126,6345,162,0,2
2,5,206.68,0.13579,362.4036,175.343,6.9104,5361,143,1,0
4,5,463.961,0.210331,961.7268,226.9756,6.7024,5381,145,0,1
2,11,673.4341,0.224943,505.522,256.9463,8.2537,5502,150,1,1
2,6,236.7183,0.153528,717.2755,302.0124,9.9381,5802,156,0,1
1,0,291.6409,0.213974,339.0712,187.5232,8.1115,4797,136,0,0
5,2,477.9148,0.237237,819.5516,235.9641,8.0717,5824,131,3,1
4,13,665.0112,0.273989,527.0516,310.5605,9.3834,5220,152,0,2
0,3,331.8054,0.237574,429.7793,205.9077,8.8766,5032,146,0,0
4,4,323.32,0.168822,563.9819,304.5135,9.4483,5468,140,1,0
5,4,294.8431,0.0940156,764.761,219.7489,7.098,4998,125,1,0
6,9,669.9952,0.259615,453.607,383.5828,9.9952,6787,144,3,3
3,11,362.7661,0.217155,558.7137,285.2817,7.6494,5278,129,1,1
