kills,assists,dpm,damageshare,damagetakenperminute,earned gpm,cspm,goldat15,csat15,killsat15,assistsat15
5,0,646.8867,0.415398,416.9266,284.3597,9.2203,5196,148,0,0
8,10,709.0595,0.272595,447.4549,349.8656,10.1113,5711,161,1,0
4,5,738.1497,0.307347,486.38,262.0192,8.3148,5423,143,1,0
3,13,739.7221,0.327717,347.4924,333.281,9.136,6259,153,2,1
0,5,265.7402,0.161732,448.2054,175.8671,7.4683,5081,145,0,0
1,2,322.2386,0.175676,455.8289,203.094,7.793,5039,133,0,0
5,4,520.4224,0.245351,381.9852,365.8923,10.3273,5743,159,0,0
2,8,378.259,0.177263,313.1204,236.2513,7.4131,5877,141,0,3
1,5,235.6616,0.207046,493.3731,216.9182,7.371,5198,131,0,3
1,2,439.108,0.267111,421.2962,265.1289,9.1568,5519,140,1,1
0,1,284.2787,0.171411,542.216,211.7352,9.0314,4887,128,0,0
4,10,455.0081,0.185785,912.657,276.2319,8.0193,5247,137,0,4
3,5,388.9211,0.192465,770.0161,228.3736,7.8583,5210,119,2,0
6,6,416.9743,0.257854,730.2269,336.8835,9.5915,5809,149,1,0
3,2,462.2995,0.269077,475.4312,230.8623,8.472,4984,141,0,0
4,7,429.1128,0.207795,816.8274,246.1331,6.5959,4640,112,0,2
1,4,549.4311,0.3017,406.6056,196.6056,7.2324,5578,121,1,4
2,4,295.4264,0.147858,289.6808,276.4459,9.0329,4761,132,0,0
3,3,617.3511,0.399693,411.0243,279.4759,10.0619,5648,148,1,1
13,8,801.1397,0.307907,794.3433,356.7894,6.4211,4990,81,2,5
4,2,519.0271,0.243629,611.3412,253.0924,6.713,5686,127,2,2
9,2,297.1043,0.184351,481.7436,343.4043,9.5589,6603,134,3,1
0,1,245.1375,0.281319,432.0498,224.5874,9.2475,5263,141,0,1
9,11,781.5323,0.353226,265.4839,331.6935,8.9516,5405,144,0,3
2,6,333.0914,0.181846,400.9409,293.1452,10.0269,5821,158,1,1
3,7,271.8236,0.169744,287.5417,353.2544,10.7154,6937,168,1,2
0,1,308.908,0.291568,374.1044,201.2049,8.5207,5252,146,0,0
1,7,298.3669,0.220827,392.3077,291.0888,10.6864,5502,155,0,2
0,3,238.2959,0.221117,217.1006,213.1598,9.9053,5258,155,0,3
2,5,700.4727,0.386248,245.1608,214.4285,7.2065,5391,135,1,0
0,0,189.9729,0.1168,488.857,277.2181,9.4614,5359,147,0,0
6,3,374.2344,0.242858,412.8469,308.7081,9.5933,5580,158,0,1
0,1,328.8995,0.201339,406.1722,188.8278,7.5837,4790,127,0,1
2,3,482.3924,0.265553,645.0787,249.1291,9.5383,5947,142,2,3
2,7,368.9087,0.21791,620.1154,244.9108,7.9643,4769,101,1,4
3,1,410.9193,0.278581,965.8184,312.3767,10.8969,5177,141,1,0
12,10,782.1525,0.297845,354.9552,399.5179,9.0135,6492,138,3,3
3,4,654.425,0.313191,434.2134,258.0497,8.4729,5579,139,1,0
1,4,185.713,0.0918422,890.3128,237.7645,8.0313,5115,128,1,0
8,5,873.1061,0.347295,469.0404,369.6465,10.5303,6374,166,1,0
3,4,262.8283,0.125799,904.7475,267.601,7.9545,5324,130,1,0
0,6,274.7923,0.143563,407.2204,288.4026,10.7668,5337,154,0,0
1,7,435.2396,0.301147,458.6262,282.7796,11.0224,6053,165,1,1
5,10,868.1081,0.314845,472.973,393.018,9.955,6098,151,0,4
0,0,198.2883,0.146226,819.4595,126.3964,6.1712,4349,108,0,0
1,1,356.7917,0.183535,928.0417,211.25,9,5661,155,1,1
4,11,516.2083,0.219971,846.2917,354.9167,8.25,5241,120,1,2
1,1,206.3339,0.151417,387.3011,212.8549,8.0811,5296,136,1,1
3,9,328.0187,0.246686,235.663,335.3198,10.2028,6189,156,2,0
3,6,479.4792,0.205638,290.7639,246.7708,8.2292,4992,137,0,2
3,1,390.7639,0.279256,451.1806,253.1944,9.0278,4940,126,1,0
2,6,489.1548,0.256524,461.3941,211.0538,7.4094,5445,131,2,0
5,7,356.9374,0.213606,342.3491,353.4797,9.2536,6101,145,1,3
4,4,401.7647,0.283728,220.1681,300.8403,9.2997,4945,138,0,1
1,0,237.7591,0.171676,355.7703,259.944,10,5762,153,1,0
0,4,302.7125,0.161943,370.2803,186.7541,6.9982,5434,145,0,1
4,5,526.7631,0.280624,305.5606,302.7396,10.4702,5398,161,0,1
4,8,510.2265,0.198329,291.6073,295.0593,9.1478,5590,130,1,4
3,9,460.1079,0.219383,464.1855,274.7141,8.5437,5405,128,2,0
7,10,962.1035,0.34789,832.8431,363.7452,10.1325,5673,143,0,1
1,5,328.3198,0.156824,928.1146,178.5891,7.3365,4659,130,0,0
6,7,834.2798,0.364921,413.0808,298.4013,8.0183,5052,127,1,0
1,3,623.1307,0.35528,559.6586,309.3422,10.4413,6101,155,0,0
1,0,175.0085,0.151862,772.0904,283.1826,10.0597,5773,160,0,0
1,1,481.6126,0.417351,208.0802,238.029,9.2918,5261,151,0,0
3,4,373.9461,0.169367,500.9047,329.4514,10.2791,5913,153,1,1
1,4,472.2329,0.275457,432.7334,209.1338,8.3157,5030,141,0,0
9,8,624.4411,0.295594,254.2369,305.9488,8.511,5272,141,1,1
3,5,590.6647,0.311301,574.4671,278.5889,8.7115,5944,143,1,1
4,1,607.0768,0.30119,510.8998,234.5399,8.0529,4976,122,1,0
6,13,645.4804,0.241385,596.9497,264.4942,7.5648,5356,114,2,4
0,2,101.3813,0.0704751,419.7374,156.6829,6.6245,4093,97,0,1
5,2,479.7082,0.303055,516.0992,346.284,10.9728,5968,142,3,0
7,6,709.1608,0.345026,722.6923,347.6573,9.5455,6379,125,5,0
8,3,744.7203,0.347381,521.993,350.9091,9.3007,6477,125,3,2
1,0,200.0684,0.177885,847.793,217.5293,8.5254,5956,146,1,0
3,4,532.998,0.246738,564.9902,289.6875,9.5508,5555,144,1,0
7,5,483.4418,0.249447,625.6849,342.8425,9.2723,4880,125,1,0
5,3,530.2397,0.256466,384.5548,242.4144,8.0394,6898,147,4,1
5,4,357.5131,0.14354,781.4886,248.056,7.951,4345,99,1,0
8,3,630.4553,0.287658,487.8109,338.7916,9.0718,6550,152,2,1
0,2,104.4106,0.0914784,676.0456,181.5589,7.6046,5115,126,0,1
3,13,263.0798,0.124552,184.7909,240.4183,5.9316,6125,121,3,1
3,5,678.6237,0.326583,394.3485,252.2987,7.9356,5424,129,2,0
4,5,266.6471,0.175693,648.4041,244.9488,7.4085,5654,124,3,0
2,1,238.7304,0.214988,1052.9021,181.5961,7.1463,4536,118,0,0
6,2,1097.63,0.464329,404.2926,353.1802,9.9033,6539,159,2,0
8,7,426.087,0.227813,956.876,349.0177,7.6006,6499,121,3,2
2,3,593.1723,0.341523,479.6779,258.0998,9.4042,5667,137,2,3
4,3,362.8197,0.223745,559.8689,341.1148,9.5082,7041,161,1,1
0,2,182,0.187857,596.0984,223.082,9.1475,5011,138,0,0
4,5,227.8286,0.120899,767.4286,272.6857,8.1143,5325,111,2,2
3,2,283.6571,0.172841,497.5143,290.1429,10.0857,5915,132,2,1
1,2,139.7795,0.103113,307.404,293.1081,10.2418,5612,161,0,1
1,8,308.0441,0.178906,313.3784,234.4737,8.2788,5134,151,0,0
2,8,642.9188,0.326568,465.1387,243.6074,8.6331,5301,121,1,3
4,12,498.0987,0.217743,407.9445,306.1973,8.8798,5713,132,2,5
5,3,607.9803,0.26107,556.9787,331.1658,10.509,6019,161,2,1
1,3,408.2102,0.229226,521.445,288.9655,10.0493,6329,154,1,1
0,5,267.1257,0.171928,467.8671,178.7867,6.962,5075,139,0,1
8,9,741.897,0.289561,208.6856,382.4169,10.2552,6251,170,1,1
2,3,370,0.306547,717.688,266.8245,10.4457,5495,156,1,0
3,3,374.6518,0.174632,503.9554,246.4903,7.8552,5272,118,2,0
7,6,595.6489,0.265943,555.6379,334.253,8.735,5654,140,1,0
2,1,332.7154,0.196306,688.1679,211.3413,7.1974,4970,141,0,0
0,2,421.3636,0.307938,497.7614,180.9886,8.1136,5163,147,0,0
10,5,727.9773,0.322281,534.2045,322.1591,8.5568,5561,156,1,0
0,5,461.4607,0.248882,401.9663,252.3708,8.764,5532,142,0,2
4,9,483.3708,0.182552,582.3371,321.4719,9.2022,5363,145,0,3
2,4,613.8486,0.319644,583.6421,234.7591,9.1795,5088,148,0,0
6,6,1001.1011,0.402262,378.2954,283.1975,8.4172,6339,156,1,2
1,10,560.0584,0.261888,922.3066,272.5255,8.9051,5135,139,0,1
1,1,706.4818,0.33859,1000.8759,213.1387,8.9343,5054,140,0,0
3,3,544.1831,0.336064,326.5349,263.2882,9.9896,5552,147,1,1
1,4,468.4495,0.232879,413.975,273.7461,8.8658,5496,148,0,1
0,3,255.24,0.155791,457.0113,197.5341,7.5849,5222,144,0,1
3,5,497.2298,0.21981,487.4912,263.5037,8.4744,5311,154,0,1
4,8,425.9918,0.188648,489.7503,308.3341,9.9682,5012,147,0,0
2,6,481.7431,0.248965,539.9455,262.7145,8.3341,4790,132,0,1
0,4,183.7975,0.158761,693.3797,186.1139,7.7468,5158,137,0,1
5,10,424.2532,0.182737,430.0253,310.7468,8.962,5700,135,2,2
1,7,197.0805,0.117952,414.0791,273.3424,8.5402,5672,141,0,1
1,4,340.4093,0.233109,253.8608,237.9809,8.513,5794,151,0,0
5,8,427.9487,0.189721,358.3013,321.4423,9.1987,6436,162,1,3
1,5,442.8205,0.230805,564.8718,229.5192,7.7244,5982,134,1,2
2,11,580.3493,0.264434,307.8603,264.5633,8.0568,6085,138,2,1
0,4,239.214,0.165459,301.1463,146.9869,5.6004,4520,115,0,0
1,3,333.3467,0.180872,601.6884,185.005,6.9045,4887,114,1,1
2,12,394.0101,0.1752,379.1156,205.3266,6.1206,5089,124,1,1
5,3,574.0841,0.349456,734.4098,235.9566,7.7341,4681,125,0,0
2,9,519.5658,0.216041,361.2212,250.9905,7.7069,6167,147,0,2
5,4,469.2317,0.274711,319.1597,322.2929,9.7959,5220,147,0,0
3,3,622.9772,0.387153,412.9052,253.9376,8.5354,5798,158,0,1
2,8,622.8497,0.321396,655.0777,278.886,8.4197,5415,143,0,3
1,1,709.6373,0.335822,423.6788,265.8031,10.2073,4800,136,0,0
0,7,228.1912,0.15471,392.8058,242.2199,9.6506,5261,152,0,0
2,6,535.8993,0.390155,355.221,267.2251,9.0031,5581,162,0,0
4,4,316.3636,0.160165,432.7636,311.0182,9.8909,5980,145,1,1
5,0,605.1273,0.409443,345.0545,282.4364,9.0182,6236,160,2,0
3,6,814.8808,0.310547,556.0207,251.7098,6.9845,4880,131,0,0
1,9,609.5337,0.267529,464.6632,239.8964,8.2487,5255,157,0,0
0,6,211.2146,0.104415,820.9919,211.9737,7.2571,4749,119,0,1
1,6,371.9028,0.262113,440.7692,224.5445,8.5628,5528,148,1,1
1,1,175.5674,0.106309,571.749,241.0414,7.7704,5514,138,1,0
1,4,338.2377,0.254225,474.2857,294.0721,10.2003,5617,147,0,0
0,4,620.1372,0.343421,480.7956,244.6091,9.6571,5449,159,0,0
5,7,607.8738,0.259125,386.7215,252.62,7.6818,5245,150,0,0
1,1,290.4895,0.230426,807.7972,241.3636,9.5105,5712,154,1,0
4,6,544.0559,0.266607,329.3706,309.965,9.3007,5813,145,0,4
1,4,499.9905,0.338637,437.4846,307.4039,10.6217,5115,139,0,1
2,1,468.0399,0.382642,336.5069,249.1694,9.7105,5009,141,0,0
0,2,528.1165,0.281074,498.2885,244.1023,9.6603,5671,153,0,1
3,7,700.494,0.277499,469.6515,244.7111,8.3105,5205,146,0,2
2,1,375.4829,0.228972,486.7144,246.653,9.535,5878,157,1,0
5,6,699.2131,0.358901,430.3015,275.7793,8.9831,5083,145,0,0
3,4,415.0752,0.301239,215.0376,291.3534,9.9624,5592,158,0,1
0,1,130.0752,0.0959406,397.1429,185.3383,8.2707,5005,138,0,1
6,7,408.3653,0.224272,383.8876,342.0141,9.5831,4958,139,0,1
1,4,302.8665,0.247861,307.3911,229.6581,9.3583,5397,147,0,4
5,12,808.9815,0.344258,447.3148,260.6944,8.2176,5543,160,0,1
0,5,692.4769,0.2742,450.3241,227.7778,8.4954,4846,141,0,0
1,6,292.3091,0.229336,1126.1451,171.2064,6.6447,4980,113,1,3
6,8,942.6956,0.319526,591.3478,279.9811,7.0405,4603,114,0,2
1,2,308.9384,0.161499,991.2671,168.7329,7.1575,4663,125,0,0
3,10,804.863,0.276641,512.5342,289.8973,8.0822,5330,125,1,2
4,6,299.106,0.164416,324.7682,300.298,9.106,5252,152,0,0
0,1,329.702,0.201249,362.7815,276.5563,9.4702,6195,163,0,0
4,5,177.195,0.0940262,310.5701,333.797,8.9282,5861,150,1,0
0,4,261.756,0.207839,348.7799,276.1231,10.5701,5565,158,0,3
3,3,411.5661,0.245117,325.0726,240.3667,8.2277,5049,146,0,0
4,4,259.9618,0.17063,245.4545,302.8648,8.5943,6715,144,3,0
2,1,546.7407,0.320349,463.5926,230.3704,8.7778,5611,136,2,0
2,4,331.1481,0.168549,504.1481,270,9.6667,5432,159,0,0
2,8,339.0355,0.167738,393.8156,252.4539,8.5674,5223,150,0,0
5,0,385.9291,0.258204,638.383,248.7943,8.5674,5110,145,0,0
5,8,852.4111,0.32371,579.473,313.9394,9.4071,5199,143,0,0
0,3,313.2279,0.180579,603.1094,170.1713,7.0619,4549,118,0,0
1,1,313.9174,0.26704,869.1421,181.6069,7.0813,4601,112,0,1
3,7,490.404,0.246546,639.6005,289.4054,7.8438,4948,121,0,0
1,7,479.677,0.343458,329.2272,225.4902,7.6125,5960,156,0,1
2,3,581.1534,0.248633,449.1349,246.8512,9.1349,4911,138,0,0
0,7,348.5035,0.305925,336.8554,245.8544,8.8574,5196,141,0,3
1,1,308.5844,0.201206,504.1759,220.8898,8.5844,4809,124,0,0
0,4,342.9535,0.189957,378.7188,243.3154,9.2421,5512,132,0,2
5,8,379.3936,0.206003,479.912,345.8875,10.2396,5720,151,1,2
8,4,451.0914,0.218604,643.5988,361.9174,9.882,5664,143,1,0
6,5,621.4454,0.317805,575.6932,292.9499,9.174,5744,150,1,2
5,8,450.6235,0.179514,702.7995,295.5257,8.3619,5758,130,2,2
2,4,549.2054,0.315728,545.3178,239.9633,8.5819,5425,125,2,1
0,4,351.6492,0.209197,841.2605,183.7815,7.6261,4588,109,0,3
4,8,800.6092,0.313507,880.084,299.5273,8.5399,5658,129,2,4
5,8,650.8437,0.27775,344.2928,317.4938,8.7097,6146,134,3,1
1,2,331.2283,0.247194,485.2481,205.0496,7.5558,5309,140,1,1
4,4,297.7358,0.192805,911.3619,211.5746,6.072,5457,125,1,2
8,6,919.5746,0.350752,471.7256,288.0412,7.2864,6182,131,3,2
3,2,264.3818,0.160704,567.9818,264.1364,9.0273,4868,133,0,0
1,6,517.7455,0.255921,283.5545,280.3364,9.5182,5022,145,0,0
7,7,453.2039,0.173314,397.5035,328.7101,8.0166,6023,101,4,3
5,5,376.3384,0.209522,1010.6796,248.5714,8.294,5414,127,2,2
1,1,306.0137,0.274211,551.8557,217.2165,9.3471,5230,148,0,0
3,9,234.055,0.121441,305.3952,287.8694,8.5567,5109,130,0,0
7,6,597.0704,0.312565,771.0704,304.169,7.6901,4692,119,0,1
8,12,565.9437,0.194758,491.1268,316.8732,7.0141,5876,126,3,3
5,6,582.4716,0.304241,410.1034,331.272,8.9659,6320,148,1,3
2,0,178.3557,0.136979,650.5067,224.2709,8.5315,4786,129,0,0
1,5,334.794,0.183341,389.9593,272.6211,9.588,5891,163,0,3
1,5,402.345,0.275058,360.4617,208.574,8.0942,5381,148,0,3
5,6,273.9461,0.15671,319.1556,279.7337,8.6132,6000,138,2,1
3,1,395.9532,0.29851,295.518,200.2468,6.8789,5901,133,3,0
2,5,269.6081,0.147943,405.0822,227.8887,7.737,5604,150,0,1
6,8,384.3489,0.177644,475.8786,317.9772,8.9507,5088,144,0,0
3,15,540.7789,0.233976,525.5528,288.0151,8.6432,5516,142,1,2
1,10,576.0553,0.249671,390.5528,246.7337,8.2663,5247,142,0,2
2,11,458.9306,0.226924,640.8092,256.4162,7.4855,5023,109,1,3
3,0,466.7052,0.272724,459.5954,234.104,7.7168,6140,132,2,0
2,6,601.3636,0.236151,448.8245,256.1755,8.2759,5569,145,0,2
4,4,566.3793,0.340302,861.7712,276.0658,7.1473,4384,108,0,2
2,4,386.1114,0.217507,576.7751,253.7639,9.5145,5642,131,2,3
7,6,701.3452,0.33451,642.4143,283.216,7.5635,5588,127,2,1
1,1,674.7406,0.32006,618.5721,235.2905,9.3392,5031,140,0,0
5,6,571.051,0.281495,491.4678,337.1175,9.5521,6023,136,2,3
8,4,733.5808,0.372843,469.1138,356.7665,9.5569,5718,160,1,0
1,0,331.2934,0.240946,444.9341,217.0778,8.7305,4784,135,0,0
2,5,594.548,0.249821,398.8071,295.89,9.7856,5738,150,0,1
2,13,580.5405,0.256507,558.8164,372.7213,10.1212,6664,155,1,1
1,2,417.543,0.29769,391.9407,232.8071,9.1157,5418,138,0,1
2,8,402.8012,0.207263,398.9911,382.184,10.3976,6355,158,0,1
0,1,312.3902,0.223058,356.1951,240.9431,10.1789,5455,164,0,0
1,6,457.9837,0.260175,347.8699,315.2846,11.5772,5558,165,0,0
3,4,296.6794,0.139873,834.5324,199.4084,6.9275,4889,137,0,0
11,8,775.6202,0.329795,378.5496,382.3282,10.1908,6164,160,1,0
2,1,504.5798,0.294176,511.1029,221.6597,8.729,4843,132,0,0
8,8,496.3866,0.228326,396.7437,365.042,10.5882,6735,156,4,0
7,5,588.3853,0.312021,697.2049,297.6119,8.3311,4859,132,0,0
1,3,527.7341,0.293713,472.4288,264.9118,10.1493,5771,164,0,0
2,6,386.9809,0.221275,337.673,270.3093,9.2784,5234,133,1,0
3,1,582.8571,0.407664,466.0383,239.1163,8.6598,6374,151,3,0
1,1,324.9875,0.191228,329.1119,226.5429,8.8209,5425,145,0,1
7,9,777.3507,0.413381,579.2574,390.8279,10.7777,6696,157,2,1
2,6,479.7554,0.25281,384.0217,241.1141,8.4239,5450,163,0,0
6,10,505.2446,0.243862,291.8207,308.5054,9.7011,5749,173,0,0
1,11,479.7979,0.285022,362.3582,246.2661,8.4559,5639,154,0,5
3,6,564.3908,0.259226,419.0904,279.9214,8.8939,5442,154,0,2
0,0,209.3303,0.153044,490.6879,258.9157,9.5945,5589,144,0,0
4,5,467.2346,0.289364,240,303.0342,9.1025,5151,151,0,0
1,5,475.8841,0.245874,445.4493,286.3768,9.7681,5162,142,0,1
5,4,470.6667,0.281831,602.7826,317.3913,9.942,5706,142,2,1
4,2,467.6668,0.234168,317.3041,263.7259,8.0878,5165,148,0,0
2,1,357.0175,0.195345,391.8674,203.3766,7.8997,5126,149,0,0
2,1,501.8327,0.340801,545.2191,199.7211,8.0478,5583,135,2,1
6,5,725.0996,0.288486,401.9124,294.2231,7.1315,5257,126,0,2
4,8,618.2257,0.237237,469.8839,256.9159,7.3293,5328,131,0,2
4,3,523.9758,0.299271,414.6772,233.5067,7.4965,4752,125,0,1
3,5,541.257,0.307947,200.4803,242.0235,7.6341,5499,145,1,1
0,1,594.8799,0.327737,522.1564,227.7363,7.9714,5067,132,0,1
3,4,540.9695,0.295643,373.3795,211.6898,6.6205,5385,129,1,1
6,13,555.7341,0.287285,398.0055,274.626,7.6454,5152,126,1,2
1,0,276.9159,0.21503,354.2523,198.2944,7.3598,5012,139,0,0
2,6,343.9953,0.212481,146.4486,315.9346,10.7477,5689,170,0,0
4,3,375.5586,0.243979,393.4759,304.3862,8.2345,5153,125,1,2
5,7,735.6,0.329625,333.6414,305.2552,8.6483,6120,158,2,0
0,0,523.3633,0.290072,380.9561,221.1361,9.2126,5293,154,0,0
3,8,654.4994,0.316276,368.5714,350.2812,10.6299,5327,152,0,1
6,8,921.9794,0.302127,449.2674,392.3136,8.8689,6166,140,1,0
3,2,650.3599,0.360023,795.8869,219.8715,7.5578,5748,145,1,2
6,8,358.014,0.237942,369.1822,261.3318,7.1262,5267,116,1,2
0,4,270.4206,0.16543,547.3364,247.243,8.9019,5247,143,0,0
5,11,799.7896,0.328884,318.3527,326.6038,8.5559,6066,149,1,0
2,6,333.5486,0.198407,601.2845,310.5806,9.5573,5264,151,0,0
2,1,539.5416,0.347921,409.7708,288.5404,10.3016,5543,168,0,0
7,4,428.1303,0.241445,362.0989,245.5006,6.6104,5493,157,0,0
2,4,845.7454,0.295467,458.9771,257.5952,8.4222,5385,154,0,0
2,2,336.4309,0.195478,676.9097,241.8281,9.1404,5665,151,1,1
2,6,481.2628,0.242715,362.5255,274.9362,8.8776,6380,157,2,1
3,2,393.7883,0.418044,803.1122,246.8112,8.4184,4968,132,0,1
0,4,231.3764,0.143933,437.8652,197.2472,7.8371,4901,136,0,1
3,5,434.7191,0.236033,318.8483,253.0618,7.9775,4929,133,0,1
1,3,743.1008,0.391297,362.7597,225.9845,8.3101,4943,137,0,1
3,6,320.3721,0.183166,522.3876,290.2016,8.3101,5432,126,2,1
4,1,870.2812,0.534282,310.1529,377.997,10.8337,5722,164,0,0
0,1,257.997,0.295839,610.9225,196.665,8.6137,5360,153,0,1
6,5,532.2505,0.290932,517.4255,282.5313,9.0194,6040,149,2,1
3,3,415.568,0.322765,317.7538,290.7473,8.4492,5226,139,0,0
4,5,397.9082,0.220629,319.9621,278.2773,8.3199,5170,150,0,0
0,0,178.5518,0.153328,219.186,168.0738,7.0705,5265,144,0,0
2,8,422.7978,0.243682,399.6122,268.5596,7.7839,5346,128,0,2
1,10,406.2881,0.226875,494.1274,236.5651,8.5596,5510,150,1,1
8,8,1222.009,0.479698,456.3492,371.7215,8.7703,5724,143,0,0
7,9,609.2691,0.26802,793.3634,276.4946,8.3547,6458,148,4,0
7,5,728.9162,0.351134,447.7425,333.5069,9.8249,5632,177,0,0
5,7,892.9863,0.421182,407.1368,369.3706,10.2508,5704,161,0,0
5,7,610.4281,0.31131,274.9058,280.0685,9.1695,4941,143,0,0
1,3,446.5068,0.361279,401.6866,249.4007,9.0668,5498,150,0,1
1,5,254.1538,0.132517,319.7436,303.2051,8.7436,5673,141,0,0
3,3,353.8462,0.253802,337.0513,222.8718,8.4359,5228,155,0,1
3,2,432.879,0.230605,283.3135,216.8484,7.2572,4945,134,1,0
1,1,245.954,0.266266,429.8126,224.54,8.8416,5157,143,0,0
3,7,216.7114,0.127534,346.2657,215.5431,7.2177,5153,127,1,0
4,2,513.8295,0.343707,379.8356,263.2627,8.0225,5699,153,1,0
2,6,470.6892,0.238813,601.1472,174.0507,6.9097,4835,139,0,0
5,5,637.6701,0.262795,482.4544,248.9907,7.7101,5673,150,1,0
0,7,674.9642,0.40307,361.611,272.0048,10.0597,5645,142,0,4
8,6,434.3914,0.265747,797.327,400.6683,10.0239,7549,139,5,3
4,7,500.7545,0.289231,310.7603,300.0348,8.3575,5293,116,1,1
3,4,456.7731,0.281904,445.4556,219.3848,8.1486,6270,148,3,1
2,2,586.3075,0.339703,483.0749,221.7608,8.4888,5498,163,0,0
5,10,487.8844,0.263353,432.1419,329.1721,10.0657,4946,141,0,0
2,4,317.235,0.228122,613.6004,280.5667,10.5227,5233,153,0,1
3,9,329.1646,0.14224,313.5125,289.6238,8.9399,5465,139,1,2
0,1,397.1068,0.403194,530.5631,202.6893,8.4175,5475,148,0,1
4,7,443.7087,0.206885,319.8058,260.8835,6.8738,5449,122,0,3
1,0,610.3704,0.369161,574.7826,277.3269,9.694,4919,136,0,0
2,13,391.0145,0.162389,406.1514,247.1498,8.2448,5709,147,1,6
1,1,614.5637,0.384358,317.663,255.346,8.6961,6503,170,1,0
2,9,341.1334,0.260699,427.2217,278.3651,7.5827,5604,135,0,1
3,7,555.2984,0.255508,233.3454,276.2387,8.8246,4817,127,0,0
4,0,341.1573,0.251125,638.7342,235.3345,8.0651,5022,124,1,0
0,3,365.9107,0.219113,330.5842,217.1478,8.9691,4972,143,0,0
4,10,460.5155,0.235097,599.7595,289.3127,8.4192,5958,137,2,2
0,8,143.3522,0.0949814,559.5857,180.791,6.742,4990,133,0,1
1,5,665.725,0.47562,288.3616,292.6554,10.7721,5937,163,1,1
1,3,201.2912,0.206833,850.0377,265.6739,9.6701,5329,142,0,1
2,1,453.4496,0.348154,465.7493,354.3732,12.4976,6151,175,1,0
2,2,343.0177,0.259948,521.4568,284.4225,10.9573,5879,169,1,2
2,8,462.5494,0.240837,283.5172,255.2341,8.6472,5426,140,1,2
4,8,563.2325,0.223,398.8678,317.7096,10.0605,5710,166,0,0
4,5,524.5722,0.257618,447.6923,223.7165,7.4935,4726,118,0,0
1,1,668.5211,0.389145,397.9577,204.4718,8.1338,5600,147,0,0
6,5,529.0845,0.275646,727.9225,332.3592,10.1408,5252,157,0,0
3,7,610.9259,0.330109,665.8025,266.358,8.7346,5438,132,1,5
1,9,507.2531,0.171997,526.3889,254.5062,7.5926,5837,127,1,4
1,1,288.3576,0.260042,482.106,215.1258,8.6225,5062,139,0,1
2,5,500.6225,0.31263,293.2053,285.0596,9.7748,5353,149,0,0
2,1,450.837,0.281763,228.6696,267.7315,9.8746,5532,139,1,1
4,1,308.2006,0.280259,491.2091,294.8564,9.5835,5554,154,1,0
1,2,585.3897,0.254843,386.3318,257.5823,9.0197,5656,148,1,0
1,11,730.5577,0.272549,357.6723,284.9117,10.3706,5469,159,0,0
6,4,468.4242,0.297604,375.2786,342.9599,11.0725,6092,153,2,1
0,1,339.4727,0.267189,405.6201,189.275,8.7717,4650,124,0,1
0,0,48.112,0.0398608,812.9253,177.0124,7.7801,4441,117,0,0
4,2,641.0166,0.335866,316.8672,275.7573,8.7448,4966,121,0,1
4,7,599.8479,0.303856,365.6527,302.1039,11.3561,5626,173,0,0
1,1,315.1077,0.24294,607.4525,251.4829,10.6717,5615,168,0,0
1,2,366.3574,0.277559,575.3605,190.7586,8.1254,4852,128,0,1
3,3,552.489,0.252823,590.2947,267.1223,9.5172,5642,167,0,0
1,6,435.1656,0.173015,516.9901,292.7484,10.0058,5403,146,0,1
2,0,473.6897,0.30272,622.6612,243.8001,9.6223,5130,152,0,0
2,2,792.159,0.345971,488.4139,301.8213,9.4399,5306,145,0,0
1,3,464.7114,0.262695,698.6832,231.4835,7.9521,5355,149,0,0
0,6,263.813,0.164596,379.5117,260.2286,8.6026,5680,133,0,2
6,6,494.774,0.259621,732.4987,345.6312,10.0364,5964,157,2,1
2,0,679.0899,0.533836,383.7824,326.8539,8.9584,6360,152,0,0
1,4,500.4764,0.264663,294.305,240.9812,9.2997,5302,159,0,1
2,10,258.8786,0.135603,583.1138,264.3658,7.0876,5041,114,0,2
1,3,441.7529,0.273243,421.5024,235.7866,8.7207,5238,149,0,0
3,5,443.6981,0.203682,437.1321,250.566,8.3019,5389,123,2,0
3,0,326.4403,0.246009,438.239,203.9497,7.3711,5439,143,1,0
2,2,222.8712,0.27684,506.0371,194.869,7.1725,5066,127,1,1
2,3,457.7948,0.266314,158.5808,355.8079,10.5786,6399,171,0,1
3,1,461.8055,0.374899,416.7196,232.0661,8.6205,5191,140,0,0
4,5,559.0337,0.302472,455.7406,332.918,10.2225,6074,163,1,0
1,9,520.0244,0.22751,558.9487,292.2983,8.7042,6315,145,0,4
1,5,682.8117,0.319304,420.8802,236.8704,8.1907,5076,144,0,0
1,1,636.7601,0.412559,469.3129,226.4568,8.7524,5468,162,0,0
2,6,805.6814,0.473054,315.4319,336.8522,10.3647,5654,150,0,1
2,12,378.7354,0.176639,286.1358,243.0445,7.6815,5080,135,0,3
1,0,301.2178,0.167415,349.1569,258.4075,9.6019,5501,167,0,0
2,5,463.0279,0.299995,366.7198,229.243,8.7384,5382,138,1,1
6,4,542.7888,0.283149,475.2722,267.2244,7.4369,5067,116,2,0
5,4,610.466,0.323821,489.8003,312.0905,9.6671,6056,146,1,0
