kills,assists,damagetakenperminute,damagemitigatedperminute,goldat15,csat15,killsat15,assistsat15
3,6,816.6064,941.2654,5252,147,0,0
1,0,789.1378,706.18,4855,136,0,0
8,3,763.8011,665.5884,5663,126,3,0
0,1,913.1652,649.9191,5141,132,0,0
3,2,706.3494,647.5202,5318,140,0,1
0,0,933.5229,705.1817,4528,119,0,0
7,1,700.9795,604.4234,5646,131,1,1
3,5,685.4518,652.1059,5113,134,0,2
4,3,689.1267,648.7713,4783,127,0,0
3,5,685.4518,652.1059,5113,134,0,2
4,3,689.1267,648.7713,4783,127,0,0
5,8,405.4644,528.5932,5934,130,1,2
0,0,820.5758,799.7827,4143,99,0,0
4,2,496.0109,362.5435,5894,132,1,1
1,1,507.587,292.1087,4509,116,0,1
1,5,552.2956,562.8616,5122,134,0,3
4,10,949.0252,549.717,4992,115,1,1
4,4,349.1699,318.6776,5566,142,0,0
2,2,879.0058,582.6255,5312,154,0,1
6,6,346.119,209.0935,5587,130,1,4
2,4,449.2635,223.3144,5143,123,1,0
4,2,843.2598,801.7536,5437,151,0,1
7,6,605.035,623.6902,4559,119,0,0
1,0,902.3635,662.1272,5339,134,1,0
3,1,544.018,563.973,5788,156,1,0
2,5,641.9718,582.169,5554,133,2,1
6,6,706.0563,610.2254,6063,132,3,0
0,2,782.7063,539.7847,4689,128,0,0
11,4,865.4331,1037.0067,5470,141,1,0
3,3,639.3597,457.8622,5124,138,0,0
1,0,581.6712,313.8036,4870,124,0,0
2,6,659.0431,576.4678,5737,117,2,4
3,10,663.8984,533.9752,4898,109,1,4
1,11,873.2946,793.6071,4863,129,0,1
2,9,876.75,755.5179,5172,128,0,1
1,14,688.2711,822.7866,6027,143,0,3
0,0,1044.2052,690.171,4398,122,0,0
8,12,683.2739,718.5366,6083,141,2,1
2,1,748.9587,599.5779,4882,126,1,0
0,0,727.4234,305.2613,4365,113,0,0
5,5,704.4324,534.6306,5614,144,0,1
8,7,871.1794,829.1278,6725,134,3,1
0,0,1067.9484,600.2211,5630,145,0,0
5,4,653.8643,522.2097,7101,139,2,2
2,0,623.1244,410.9969,4212,109,0,0
2,1,656.892,559.6225,4913,131,0,0
2,7,610.0088,422.7392,5314,138,0,1
7,8,472.1819,408.3802,6180,139,2,3
0,3,626.7961,503.6382,4192,99,0,0
7,6,656.724,693.3209,6097,138,3,0
2,3,725.7891,623.7846,5048,137,0,0
1,5,555.4831,541.6388,5185,134,0,1
1,1,548.4386,659.7065,4393,110,0,1
0,1,428.0346,335.6517,5026,140,0,1
0,3,468.8493,394.7047,5202,127,0,0
1,6,852.6899,880.5647,5430,127,0,0
1,3,887.7105,720.924,4941,131,0,0
4,0,1052.1923,911.4762,4846,107,2,0
4,9,715.4978,608.0628,5529,134,1,4
6,11,839.2093,771.049,5406,109,2,1
3,3,580.4217,456.8793,5314,104,0,2
2,3,901.3268,849.0221,5411,119,1,1
2,6,687.5381,555.9803,6402,127,1,1
3,9,792.8843,570.9224,6402,129,1,3
2,1,766.2079,909.8682,4705,123,0,0
2,6,793.7884,680.7638,4349,103,0,1
8,7,1241.6087,1120.5542,6855,153,2,1
3,2,656.5396,435.757,4658,106,1,2
7,7,827.1782,706.2513,5430,115,2,1
4,14,846.9474,1257.3947,4986,116,1,3
2,5,932.1579,617.2368,4926,133,0,2
1,4,830.131,600.8151,4975,126,1,0
5,6,664.3668,672.3435,5408,127,0,2
1,3,862.6154,744.8,4953,136,0,0
0,12,787.6,780.0308,4416,109,0,1
1,3,869.9421,690.8977,4980,122,1,1
4,2,392.056,288.5328,5282,135,0,0
0,1,468.3412,273.3768,4763,121,0,1
4,7,285.9953,186.9668,6297,136,2,2
5,5,1007.0671,1169.7655,4771,132,0,0
2,11,1210.0699,1166.5323,4766,127,0,1
1,0,840.7559,700.5039,6681,157,1,0
4,2,508.7244,444.9449,5218,113,1,0
3,6,813.8732,967.4745,6008,133,1,0
4,2,971.8573,641.9592,5530,128,1,1
1,3,732.6675,444.8325,4996,135,0,1
0,0,719.3541,773.5048,4999,137,0,0
1,6,605.9263,896.0826,5489,148,0,2
0,0,721.1384,713.6049,5001,145,0,0
5,5,860.5578,751.1056,6886,151,3,3
0,1,786.8127,888.4661,4930,119,0,0
8,5,421.7427,289.388,6252,149,0,2
2,1,829.4502,633.61,5089,129,1,0
6,8,484.2783,385.0783,6373,142,2,1
1,1,808.313,517.9478,5095,116,1,1
1,0,937.2253,1244.8352,5153,138,0,0
3,7,555.0275,441.978,5317,147,0,0
2,5,852.3344,610.9226,5619,132,0,1
0,0,524.322,361.7833,5009,128,0,0
7,10,962.9442,1080.1827,5405,122,2,2
2,6,1231.2081,1193.6447,5320,143,1,0
4,6,662.9318,702.9545,5447,140,1,0
0,1,666.3068,640.8068,4780,132,0,0
2,11,705.1025,760.1848,5485,137,1,2
0,5,686.7577,951.7316,5045,131,0,2
0,8,902.8514,1261.6808,4943,136,0,0
7,7,562.4812,587.7839,5479,143,1,0
0,2,817.8424,539.2173,4980,125,0,0
5,11,568.0883,353.0457,5784,143,0,2
1,4,749.779,736.5892,4909,123,1,0
4,10,1184.8385,793.0198,6755,146,0,1
0,4,689.4459,489.4037,4929,136,0,1
1,12,685.8047,512.3272,5479,140,0,1
0,7,567.9269,356.1622,4936,122,0,3
8,8,1079.7601,888.2125,6120,136,3,1
0,9,523.7534,482.2842,5460,138,0,1
2,0,751.2064,463.1099,4930,120,1,0
0,2,694.1591,485.7273,5255,145,0,0
4,4,655.9432,417.8523,4529,120,0,0
0,1,718.8778,649.0982,5011,131,0,0
3,4,412.024,257.9559,5591,138,0,1
0,3,846.0421,502.3709,5742,116,0,3
7,5,763.4034,547.5335,5876,91,4,0
3,7,1095,960.297,5749,116,2,3
7,8,812.4257,848.4158,5027,130,0,0
6,5,490.1853,349.0636,5690,124,2,0
3,3,848.8633,1130.7461,5946,124,2,0
1,4,848.722,579.5122,4733,126,0,0
0,3,781.2878,626.9854,4538,115,0,1
1,5,530.1548,528.9164,4924,123,0,1
0,2,595.7585,594.3344,5141,146,0,0
2,3,475.9305,332.6906,5191,140,1,0
7,7,754.7422,620.3812,5107,106,2,1
3,0,834.1324,757.6128,5171,152,0,0
0,4,532.6279,465.7071,5320,148,0,0
1,3,581.8638,486.5765,4852,127,0,0
5,6,835.3356,657.7113,5428,108,1,0
1,10,698.6227,641.457,5733,150,0,2
0,4,586.2379,498.4064,4879,134,0,0
6,13,1011.7313,1002.8177,5731,129,1,0
2,6,817.3129,865.5432,4613,123,0,0
10,4,775.1057,748.4955,5757,140,1,1
2,2,637.7039,469.1601,5102,137,0,0
1,3,520.8659,385.8817,5294,135,0,0
4,7,838.6695,797.6769,5412,125,1,2
4,9,261.0811,265.7775,5997,138,1,2
1,5,725.623,1022.5693,4860,102,1,1
4,2,899.5401,511.0662,5323,119,2,1
3,0,618.1045,448.6829,5509,115,1,0
8,10,753.0435,918.6473,5250,114,2,1
1,3,769.5974,613.913,5108,137,0,0
2,8,650.469,549.8033,5317,135,0,0
3,4,503.298,510.1059,5006,142,0,0
2,8,636.8852,583.134,4648,118,0,1
0,1,650.6557,517.9556,4869,134,0,1
2,5,650.0238,543.373,5426,115,1,0
3,5,707.737,588.8518,5655,142,2,2
5,12,705.4065,454.7741,5828,125,2,3
2,2,737.0535,438.4295,4896,121,1,2
3,9,424.0789,329.8599,6403,111,2,2
1,0,502.6362,369.2475,5394,120,0,0
7,6,1026.4785,871.129,5820,121,2,2
0,6,778.9785,580.0538,4486,110,0,1
7,4,554.6208,398.4077,6313,134,2,0
3,0,530.0592,465.9279,4675,127,0,0
1,8,488.9467,349.1716,5969,134,0,2
3,0,563.6095,546.6391,5451,123,2,0
5,5,453.2197,799.5506,6220,149,1,2
1,1,750.0349,923.3165,4717,117,0,0
4,6,676.0526,620.7177,4328,88,1,1
0,4,489.7368,246.6507,5073,147,0,0
0,1,721.7314,612.1196,4326,104,0,1
7,6,778.5834,708.2896,7003,125,5,2
0,1,608.9126,421.0426,4244,110,0,0
4,13,1091.9058,1168.722,6949,139,2,4
4,4,791.2052,837.9301,5937,134,1,0
4,5,848.2245,1002.0607,4715,127,0,0
3,8,808.0808,697.7778,4628,118,0,1
1,7,861.9949,787.803,5557,136,0,0
1,6,356.0703,294.7923,5501,124,0,0
3,5,685.1757,614.0575,5314,129,1,2
5,6,429.009,273.6036,5332,135,1,0
1,0,749.2793,789.1892,4948,117,1,0
1,3,784.7917,667.4167,5727,141,1,2
1,12,778.75,844.1667,4795,98,1,4
1,2,383.4945,189.2044,5700,147,1,2
3,7,589.7036,572.6989,4943,109,1,2
5,3,549.5486,412.6736,5893,160,1,0
0,1,764.7917,605.7292,5107,146,0,0
3,7,611.7563,432.5467,5743,139,1,3
1,10,774.2371,535.1592,5017,122,0,2
0,2,714.93,589.972,4951,146,0,0
0,0,667.8992,784.2297,4695,129,0,0
1,3,952.1609,779.0506,5776,140,1,1
0,8,530.6148,1035.9222,4382,108,0,1
4,4,870.4423,1507.0334,5303,128,1,2
3,4,1091.4563,1543.2362,4910,140,0,0
2,11,761.2227,1126.4558,4987,132,0,0
2,3,846.3873,1026.2078,4875,135,0,0
3,5,745.8535,928.9759,4764,118,1,0
2,4,1043.7802,986.7527,5874,139,1,1
5,3,478.2082,360.3584,5835,135,0,2
0,0,579.215,440.1706,4680,124,0,0
7,4,448.9028,354.3696,6937,140,3,1
2,2,511.8191,571.0106,5046,124,1,0
4,9,863.1266,791.8084,5284,131,1,0
1,2,632.4397,754.6231,5115,113,0,0
1,2,891.8251,1901.332,4975,122,0,1
8,9,848.968,940.7219,6074,122,2,2
0,2,568.57,600.8171,5668,155,0,0
2,1,561.3035,640.9436,5341,134,1,0
3,5,876.6434,759.8951,5251,128,0,2
1,3,735.9441,620.3497,4860,132,0,0
2,1,640.8105,486.0938,6058,148,1,1
4,5,319.7754,214.5117,5164,127,1,1
8,10,744.786,597.3031,6106,144,2,0
3,3,801.036,929.2295,5465,123,2,1
2,8,478.704,376.4273,5016,126,0,1
2,8,868.5639,1230.3678,5669,150,1,1
1,1,655.3992,562.8137,5831,145,0,1
2,6,409.5057,270.038,5638,134,0,0
1,6,553.7628,491.5666,5197,126,0,4
8,3,752.328,559.6779,6916,133,3,1
1,2,622.3821,576.0943,5026,119,0,0
1,3,451.3785,359.2019,5207,153,0,0
4,8,639.5813,480.161,5393,133,1,1
4,3,560.2899,346.7311,6112,118,2,3
3,4,505.7049,316.1311,6095,136,0,2
2,0,446.3279,323.3443,4560,123,0,0
5,6,722.0857,717.7143,5584,130,1,1
0,2,479.4571,301.4857,5753,129,0,1
2,0,769.2034,543.4139,5774,137,0,0
3,5,524.872,490.6686,5335,136,0,0
0,6,939.5889,660.7091,5083,130,0,1
2,15,667.7698,917.3279,5771,136,2,3
2,5,680.0328,564.4335,5120,114,0,2
0,2,919.4417,937.3071,5017,124,0,2
2,2,918.4593,811.3433,4753,114,1,0
4,7,694.1165,465.1805,5020,132,1,0
1,1,806.4067,850.0557,5700,145,0,0
7,4,343.1476,404.6518,5068,123,1,1
3,10,914.9836,678.2552,5145,129,0,1
4,4,816.1505,671.5158,5612,126,2,1
1,1,919.6023,668.1818,6678,162,1,1
2,9,768.2727,872.4205,4515,118,0,1
3,1,939.1685,972.0337,5131,139,0,0
2,10,627.3371,386.7303,5986,148,0,3
0,5,833.5521,511.2864,4429,108,0,0
4,8,839.9682,652.2816,6453,144,0,1
5,5,836.7007,627.3285,5392,128,1,0
2,2,431.2701,252,4567,120,0,0
1,4,769.23,530.0104,5314,123,0,2
6,5,505.0676,322.6639,5245,134,1,0
3,1,745.7511,591.9001,4703,115,1,0
5,7,490.792,312.9224,6646,156,1,1
5,10,507.3445,384.0763,5600,118,1,1
1,12,892.7281,1768.8425,4752,117,0,3
1,3,788.0127,749.0506,4790,130,0,0
5,7,400.7468,239.1266,5574,145,0,2
5,6,330.6958,246.3302,5830,131,1,1
3,4,799.8363,784.3111,4874,121,0,2
10,4,861.1218,942.6923,6076,140,3,0
1,3,745.5128,633.0769,4830,123,0,1
2,8,520.4148,365.8952,6050,132,1,3
3,2,765.6878,453.3734,4377,99,1,0
3,2,881.6683,640.2211,4641,114,0,2
1,6,789.2261,672.8141,5526,138,0,1
1,1,738.5346,588.8738,4544,117,0,0
1,12,613.5414,756.3094,6000,152,0,1
3,6,655.3181,517.8511,5318,149,0,0
0,2,684.958,715.2101,4595,122,0,0
6,6,970.3368,1022.5648,4946,137,0,0
1,3,529.9741,403.7047,5017,144,0,0
2,5,682.2919,620.8119,5354,134,0,2
2,2,585.9712,448.4275,4492,119,0,0
5,5,399.2,242.7273,6391,142,2,1
1,4,734.6545,591.1636,4766,101,1,2
2,9,811.399,688.8497,5399,131,0,1
8,6,1002.9845,1237.1606,4798,119,1,0
4,7,452.8239,348.0972,6053,142,1,2
3,6,668.3198,792.6923,4613,106,1,2
0,2,460.5073,314.0187,5398,131,0,2
2,5,565.5541,590.3605,6492,141,0,1
1,1,820.9877,672.3182,4151,103,0,0
3,8,564.7188,711.9067,6549,148,2,0
1,1,618.8112,715.5944,5181,128,1,0
2,3,582.4476,433.6713,5706,148,0,1
1,7,373.6118,284.1101,5669,129,1,2
0,2,550.5933,423.2748,5102,132,0,0
2,0,1039.1884,737.124,6628,149,1,0
4,7,725.6374,420.0794,4685,116,0,0
2,1,799.6832,650.3117,5052,138,0,1
7,5,706.234,673.3674,5775,136,2,0
1,7,699.5113,1220.2632,4565,107,1,1
0,1,477.9323,294.6992,5529,141,0,1
2,4,467.5222,342.2108,4890,125,0,0
2,2,507.9344,437.6206,5365,119,2,1
6,9,874.375,812.2222,5399,115,2,0
0,2,833.2407,776.1806,4979,133,0,0
2,4,969.7549,1079.2931,4996,128,1,0
2,12,373.77,288.2941,5003,126,1,0
0,4,728.8014,626.9178,4519,103,0,2
2,11,547.1575,366.5068,4685,128,0,0
2,5,627.1523,475.5298,4298,101,0,1
0,5,400.9934,251.6225,6169,136,0,3
1,8,713.5348,612.4515,5109,120,0,3
5,1,495.7697,287.309,6262,131,4,0
0,6,474.2934,346.9824,4745,121,0,0
1,6,688.1895,419.3583,5664,133,0,3
0,3,721.3704,418.5185,5787,132,0,2
1,7,557.1481,279.4444,5752,136,0,2
1,7,553.4184,561.7305,5157,144,0,0
2,3,563.7163,387.234,6150,144,2,0
8,4,845.5336,856.7325,4508,114,0,0
4,1,867.141,913.1225,5968,152,1,0
0,3,416.187,297.1947,5815,134,0,0
0,5,677.0495,543.1321,3928,90,0,0
3,5,1092.1107,1047.128,5568,122,2,0
3,5,429.481,294.0946,5568,132,0,1
5,2,822.5885,759.0091,5326,127,1,2
1,1,262.2952,186.0061,5842,136,0,0
5,1,711.0513,627.9902,5650,128,3,0
9,8,755.2665,697.5257,6125,138,3,1
1,8,635.1032,377.4631,4343,104,0,1
2,6,591.1209,384.3068,6119,141,1,1
5,13,478.4963,316.687,4885,106,2,2
1,1,812.4205,601.8337,4510,114,0,1
3,2,842.0798,527.1113,5869,123,3,0
5,7,413.0672,280.9034,4603,104,1,2
4,8,424.3548,314.3672,5079,124,0,5
4,1,837.9529,508.2506,5436,120,2,1
3,3,704.8919,573.2419,5780,138,1,0
4,6,425.7015,363.7256,5424,116,2,3
5,4,577.7182,417.0818,4862,138,0,0
4,4,812.4,692.3727,5722,142,0,0
5,9,464.1886,328.1831,5029,110,1,4
4,8,489.043,257.0874,4991,118,1,2
0,1,512.3711,320.378,4369,99,0,1
8,8,303.1271,229.8625,6897,141,2,2
7,8,769.2958,926.2535,5186,117,1,1
5,10,647.4648,632.169,5728,129,1,0
1,7,370.7653,230.91,4819,121,0,3
0,3,704.0848,430.7032,5130,123,0,1
9,6,614.3142,531.6885,5302,122,2,0
0,3,618.2798,553.9882,4782,119,0,1
1,8,499.6427,442.0786,4617,117,0,1
0,4,889.7109,914.6736,4418,84,0,2
8,2,979.9747,1058.6094,4824,106,1,0
3,7,485.7901,345.6637,5199,130,0,0
11,7,960.2513,921.8342,5866,109,3,1
5,5,921.809,646.4322,4366,101,0,2
6,9,800.4046,578.9595,5565,97,3,3
4,0,969.0462,627.3699,5451,95,4,0
4,9,596.4734,282.4608,6837,134,4,1
0,2,982.8527,573.0564,4476,114,0,0
3,5,701.1314,589.2829,6121,119,2,3
5,4,467.3853,283.3764,4823,115,0,1
2,0,839.5477,613.9424,4534,90,1,0
2,5,477.0466,276.3459,5739,154,0,3
4,3,602.4072,497.8563,4778,115,0,0
2,0,524.6228,224.3353,5658,140,1,0
0,3,733.3085,617.9497,5665,137,0,1
7,10,946.6636,678.7605,5150,113,1,1
0,2,581.6973,367.0504,4605,119,0,0
3,5,731.822,497.6973,4159,78,1,2
1,2,489.9512,349.9837,5110,141,0,0
2,2,614.9593,361.0732,4273,100,0,0
2,3,508.5687,328.7977,5390,141,0,0
3,6,884.2844,716.021,4506,116,0,0
0,1,893.0987,684.0126,4922,124,0,0
6,10,825.5042,691.9538,4869,117,1,3
5,5,462.8765,449.5522,6450,138,1,1
1,1,716.8792,385.6174,4318,117,0,0
2,5,326.7747,211.5464,5395,119,0,0
0,0,559.1753,395.7879,4387,112,0,0
4,0,548.8811,362.7998,6428,128,3,0
1,7,704.5559,490.8078,5111,133,0,1
4,4,605.625,393.1793,4832,122,0,0
9,5,951.7391,943.3967,4824,115,1,0
3,3,855.059,568.8714,5164,102,1,2
2,6,418.8883,260.8871,5262,124,0,1
0,1,474.5877,645.1298,4763,127,0,0
4,6,772.8109,862.9886,4965,135,0,1
1,5,490.6957,684.8986,5099,141,0,1
4,6,926.058,871.1884,5815,151,1,1
0,6,980.8509,1120.4657,4828,130,0,0
0,3,628.6162,551.6077,5000,140,0,0
0,4,738.3665,625.1793,6015,134,0,3
2,5,603.0279,435.5378,4444,96,1,0
7,8,598.1328,1164.3846,5696,152,1,0
3,3,999.0432,848.249,5644,152,1,1
5,3,897.6392,835.3091,5426,121,2,0
1,1,489.2284,365.9172,5459,139,0,0
2,3,648.5042,1075.2078,5708,144,1,0
2,8,849.8338,613.7396,5188,141,0,0
2,2,527.3598,364.743,5646,142,1,0
1,5,523.5047,712.5,4728,122,0,0
1,3,750.2069,481.7379,5004,119,1,1
2,5,520.8828,466.9655,6046,135,0,1
0,1,831.7323,907.829,4743,124,0,0
2,8,1041.3948,872.9021,4980,132,0,1
6,11,661.581,699.1774,7328,168,2,0
0,3,938.4062,628.7275,4455,112,0,1
3,7,763.2009,701.0514,4718,109,1,0
2,4,471.5888,345.4206,5918,149,0,1
4,9,648.6575,780.8491,4732,127,0,0
0,4,736.4151,599.6081,4766,127,0,0
1,0,777.5633,1121.8094,5095,141,0,0
2,8,703.2811,570.4463,5238,140,0,0
4,4,637.6061,718.8248,5770,151,0,1
2,1,906.1371,522.0457,5274,130,1,0
0,6,475.102,620.9694,6582,153,0,2
1,1,593.4566,513.0612,4713,125,0,0
5,2,575.8989,784.4382,5452,157,0,1
6,3,930,905.3933,6733,142,3,1
0,1,579.938,338.3256,5170,135,0,0
3,4,759.7519,728.186,5091,110,2,0
1,2,536.0039,560.1875,4395,112,0,0
0,1,500.5723,449.4524,4773,130,0,0
2,5,339.3952,255.7063,5623,161,0,0
1,3,564.7257,400.6393,5280,145,0,0
2,3,648.4714,734.5954,5112,130,1,1
1,1,668.3767,688.8216,5725,138,1,0
2,9,704.2105,589.5014,4397,101,0,2
6,5,673.1579,653.0194,6426,140,3,0
2,8,970.5992,1382.5355,4874,122,0,0
3,4,633.2733,356.0928,4707,121,0,1
3,6,882.3095,830.0331,5205,122,0,2
0,12,912.0114,1016.7345,4793,109,0,1
3,10,712.2945,775.5565,6478,148,1,1
0,1,718.7928,825.488,4174,107,0,0
1,5,435.6667,282.3846,5437,137,0,1
5,6,887.2308,952.6923,5647,114,3,1
3,3,597.3169,751.4055,5428,132,2,0
1,2,935.8262,1050.5622,4855,119,1,0
3,4,610.489,475.846,5038,135,0,0
0,1,728.5937,869.7534,5101,146,0,0
1,3,844.5087,1034.3797,5065,136,0,0
5,5,940.2312,980.1156,5631,165,0,0
4,2,518.2339,552.852,5609,128,3,2
5,8,453.8305,452.2912,4818,107,1,4
1,4,536.6222,404.26,5291,139,0,0
2,0,655.6123,538.9205,4719,126,0,0
3,2,753.7451,671.3272,5729,145,1,0
6,4,744.5729,800.1577,4641,118,0,0
3,0,732.7504,597.5085,5229,132,1,0
4,4,545.1295,797.5867,6075,153,1,1
1,0,879.7573,962.6214,4916,118,1,0
1,7,307.3981,176.7961,5706,150,0,1
1,1,916.715,713.5266,5034,133,0,0
6,5,643.4783,466.2802,5708,129,3,2
1,0,449.1575,514.9348,5307,142,0,0
4,7,949.1976,870.0602,5934,156,1,0
7,4,465.6058,350.7052,5307,136,0,0
0,2,599.8553,437.9024,4562,115,0,0
1,4,675.6014,465.4983,5471,130,1,1
7,4,593.6082,436.4948,5823,140,1,1
3,5,774.3126,782.7119,4974,134,0,0
1,3,933.2957,757.5518,5268,136,1,0
0,1,467.7003,342.4694,5300,146,0,0
0,2,631.8379,639.3874,4571,117,0,0
2,1,710.7284,592.7888,5950,137,2,1
2,7,480.4995,433.2674,5079,124,0,4
2,6,1192.1175,1481.1495,5444,132,1,0
3,5,914.0795,827.8392,4909,139,0,0
0,2,756.7958,555.5282,4674,113,0,1
4,6,1040.1408,859.2958,6015,144,2,0
1,1,903.6728,865.1235,5017,118,1,0
6,7,618.3025,530.4321,6929,149,2,2
1,1,551.0861,385.947,5047,117,1,0
1,5,835.5894,594.8344,4589,119,0,1
1,3,543.0328,635.0586,5275,132,1,2
0,7,833.0125,777.7436,4744,124,0,0
2,3,1272.0333,1455.4624,6592,148,1,2
1,10,1061.9189,1290.53,4057,90,0,1
3,6,747.1061,595.4703,5576,124,1,1
1,1,586.9503,416.3331,5371,139,1,1
3,0,707.2718,566.888,5457,146,1,0
0,5,790.5809,775.332,4904,122,0,0
7,5,540.4563,410.4689,5360,144,0,0
2,1,601.9518,472.1166,4743,126,0,0
0,1,816.0376,499.5611,4546,120,0,0
2,7,412.5141,319.1473,6762,140,2,0
2,4,903.3818,1088.7159,5444,121,2,0
1,0,780.6973,651.1795,4923,132,0,0
3,5,657.5887,480.59,4720,126,0,0
1,3,623.6511,343.5571,5880,157,0,1
5,0,910.5974,911.1273,5804,137,2,0
2,4,612.561,552.0623,4576,121,0,0
0,2,802.9293,832.1721,5047,138,0,0
1,4,405.2826,237.4618,4686,129,0,0
7,7,621.0996,419.5754,5227,136,0,1
1,2,776.6358,584.4203,4481,115,0,0
6,5,372.2516,409.1069,5350,140,1,0
1,2,484,745.6352,5560,139,1,0
1,3,577.4672,370.4803,4679,106,1,1
2,3,570.8843,487.762,5393,142,1,0
1,4,767.2982,513.6809,5167,130,1,0
4,2,718.3217,413.2104,5090,119,1,0
4,5,783.5452,605.9413,4592,102,1,2
0,4,1120.0978,1047.8484,4914,131,0,0
0,1,505.0595,846.7255,5604,157,0,0
1,5,710.9482,1136.0614,4840,129,0,0
3,11,855.3162,1175.6674,5228,107,2,1
1,4,942.9742,1209.5785,5201,127,1,0
1,3,758.5657,718.8579,4761,129,0,0
3,4,693.838,1068.4993,5754,139,1,0
4,4,634.5939,601.7843,4792,133,0,0
5,5,467.1638,315.0999,5169,147,0,0
5,4,1082.6954,898.6417,6908,141,1,1
3,3,443.4736,329.9469,5011,122,1,0
3,4,570.0902,967.4504,5407,151,0,0
3,3,406.4522,309.3085,6057,164,0,0
3,6,711.4903,523.5789,4888,138,0,0
3,2,504.9972,338.9252,4754,130,0,0
2,4,779.7931,693.2217,5828,141,1,1
3,10,504.0887,330.3251,4664,117,0,0
0,6,651.7454,689.4244,5223,151,0,0
1,2,869.0594,735.723,4962,125,1,0
1,4,723.6605,551.2599,4976,140,0,0
2,4,415.2255,274.7347,5347,150,0,0
1,2,607.2197,731.828,5790,135,0,1
6,3,734.47,534.0399,5258,123,1,0
2,2,419.1628,224.8505,5444,131,0,1
4,1,902.7508,578.4319,7214,149,3,0
3,6,1089.7977,1014.2705,5308,125,1,2
1,4,317.4867,231.0756,5192,135,0,0
2,4,692.6263,634.5455,4781,129,0,0
1,3,1033.9057,738.8552,5594,142,1,0
2,9,1414.9028,2114.9892,4751,129,0,0
3,4,899.0281,730.2376,4900,130,0,0
3,5,327.0869,252.4148,5468,136,1,0
2,0,953.9908,930.7168,5906,148,2,0
2,7,611.9896,777.9284,4870,115,0,0
3,1,406.6897,407.2335,5557,131,2,0
4,0,581.5506,440.5238,5282,157,0,0
2,4,678.2609,888.4337,5628,131,0,0
2,6,723.3316,856.9117,6064,140,1,1
1,3,584.7065,486.1237,5244,142,0,2
1,4,935.2842,581.5307,4957,141,0,0
5,6,846.5841,960.574,5426,136,0,0
0,2,810.6013,762.057,4903,135,0,0
3,9,1003.9557,795.443,4934,132,0,0
2,5,593.5938,647.9167,6045,118,1,0
3,5,627.2917,793.099,4592,100,1,0
2,5,541.2855,670.9023,7192,157,2,0
3,3,1015.1792,1139.6292,4925,134,0,0
4,5,1234.4,1122.0414,5573,146,0,0
2,3,821.9034,683.0897,5220,129,0,1
4,5,671.9603,707.898,4552,120,0,0
3,1,907.3122,664.9032,5735,137,2,0
3,5,770.7082,882.1401,5003,138,0,1
0,2,585.7121,500.2879,4859,138,0,0
0,11,778.6425,1250.5224,4608,126,0,0
1,5,657.9268,674.784,6210,153,0,0
2,11,1195.3023,1972.8769,4946,134,0,0
1,6,1103.1173,1520.823,5222,148,0,0
2,8,641.1457,639.1162,5958,129,1,1
3,1,558.7234,610.7365,4965,117,1,0
2,4,510.5096,404.6795,5959,153,0,1
1,7,819.4521,696.9205,4757,128,0,0
0,3,684.8996,820.6426,4392,101,0,2
6,3,774.7256,767.6573,5174,118,1,0
2,8,415.3483,337.3483,5406,143,0,2
1,0,358.9888,321.5056,4558,121,0,0
0,2,656.1979,415.3651,4575,116,0,1
0,5,641.026,466.7833,5530,143,0,0
3,10,1070.2169,1779.2895,5054,130,0,1
7,6,970.3441,859.9476,5000,140,0,0
5,4,415.3059,345.0936,5021,115,1,2
0,2,634.5818,652.3346,5106,138,0,0
5,11,1066.0614,1278.9319,5155,120,1,3
3,6,718.8518,1004.7263,5508,121,0,1
3,6,996.7983,770.1028,5258,136,1,0
2,5,569.5619,1110.1785,5053,116,0,1
1,6,701.6675,558.0088,4670,116,0,0
0,3,652.0255,343.6096,5701,135,0,1
4,8,513.151,515.8096,5345,146,0,0
2,0,597.1116,369.4858,4685,129,0,0
1,2,639.0171,514.2514,6219,137,1,0
3,4,878.2286,804.6514,5879,143,1,0
2,2,903.5044,716.9912,6048,152,0,1
1,3,660.6018,747.1858,4850,134,0,0
0,1,715.89,665.3256,4824,130,0,0
2,8,991.7221,775.7164,4725,111,0,2
5,2,743.1715,760.0607,5634,135,0,0
7,7,861.4416,849.9241,4539,110,0,1
3,3,302.6233,252.5023,5397,143,0,0
2,0,524.1209,540.614,5036,141,0,0
0,2,591.6272,502.2791,4886,122,0,1
0,2,850.4877,715.1618,5495,128,0,2
0,3,715.8731,803.0078,5032,134,0,0
4,5,348.1753,342.5089,5440,141,1,0
4,11,1159.5192,1343.8772,5130,136,0,1
0,6,818.087,1049.954,5540,147,0,0
1,3,775.5942,645.4201,5969,140,1,2
3,2,654.0954,355.4126,4955,97,1,1
7,8,423.1579,277.5143,6245,149,0,1
1,1,831.9721,673.0501,5429,144,1,1
2,2,784.0562,511.2012,4317,109,0,0
4,9,537.7535,585.1482,6283,133,2,3
5,4,593.3472,378.1156,4798,126,0,0
2,0,704.6955,754.0135,4783,132,0,0
2,0,348.9529,269.3577,5166,144,0,0
0,9,769.4667,931.1561,5161,145,0,0
2,6,422.5734,351.2302,5710,154,0,2
4,1,618.1151,305.2822,5047,137,0,1
0,11,822.7525,859.7114,5194,139,0,2
