kills,assists,damagetakenperminute,damagemitigatedperminute,goldat15,csat15,killsat15,assistsat15
6,6,564.0521,349.1146,5751,130,2,0
2,1,778.9245,575.1657,4630,118,0,0
1,2,838.4078,839.4958,4963,131,0,0
0,8,774.8784,557.2755,4661,121,0,1
4,2,700.5508,575.8003,4863,129,0,1
1,5,566.5749,477.1429,4981,131,0,1
3,8,584.7577,1231.6887,5013,132,0,1
1,1,870.5727,649.5154,4903,135,0,1
2,10,1112.6986,1203.7033,4803,98,2,0
1,4,743.4545,1150.9665,5211,117,1,1
0,3,777.0225,1039.073,4997,134,0,1
1,14,763.4551,738.1461,4660,128,0,0
0,3,697.8558,845.365,4662,120,0,1
0,7,667.5,1035.3832,4618,125,0,0
2,6,594.5856,513.6047,5262,126,1,1
0,3,405.2575,261.3928,6323,161,0,0
1,2,906.3855,1330.8877,5169,149,0,1
2,9,706.1403,750.7504,5984,139,1,2
1,10,720.5902,705.7049,4569,85,0,5
0,5,857.1475,938.623,4789,111,0,2
2,2,852.2775,696.6643,5614,127,1,2
3,13,845.7603,991.9972,5345,116,1,2
0,3,921.5846,1447.539,5311,139,0,0
0,11,688.4994,1549.1236,5350,150,0,0
0,7,1296.9457,1449.5304,4757,121,0,0
3,7,1110.0612,928.5178,4792,114,1,0
1,1,707.777,498.0041,4450,89,1,1
2,3,678.4171,564.3634,6759,152,0,0
0,0,890.9488,739.9044,5188,136,0,0
5,6,620.0273,888,5403,131,0,1
1,5,825.2138,732.0367,5685,146,0,0
0,2,898.442,1199.2974,5334,138,0,1
2,2,761.0428,730.4797,5332,146,0,0
2,6,889.8019,711.3973,5004,143,0,0
1,0,708.9747,579.5392,5407,155,0,0
5,11,819.7811,997.8456,4777,126,0,0
2,0,1004.0977,838.609,6101,147,0,0
0,14,901.203,1022.8571,4709,110,0,1
2,5,707.2966,672.2047,5263,133,0,0
2,9,910.5249,1569.0551,5400,137,1,2
4,10,1119.9653,900.0693,6141,144,0,1
2,4,873.8648,968.9775,5128,116,1,2
4,13,819.5962,1460.5384,5187,128,1,0
2,5,1191.2248,1228.856,5391,141,0,1
2,12,691.0027,852,5134,144,0,2
0,2,757.0504,784.4244,4927,129,0,1
0,3,1075.1974,1149.7012,4851,137,0,0
4,10,881.8783,994.3223,5267,137,0,1
0,8,490.0822,793.5971,5031,143,0,0
0,0,641.9938,688.6434,5774,155,0,0
3,14,1016.9239,930.3959,5831,144,1,1
5,3,860.7716,1266.3959,5421,133,0,1
1,2,673.1342,918.5443,4604,124,0,0
1,8,932.1673,925.1928,6372,165,0,2
2,5,783.2589,667.1878,5456,159,0,0
0,2,893.4822,943.797,5016,139,0,0
1,0,719.3066,606.0775,4736,129,0,0
2,11,870.3467,732.5629,6034,140,2,1
3,9,512.0306,839.5415,5108,106,2,3
0,2,746.2664,573.8974,4800,134,0,0
2,3,707.487,477.2471,6322,160,0,0
0,9,874.317,984.463,4290,104,0,0
6,4,725.545,585.5545,5086,129,0,0
1,3,644.4739,587.9147,4891,130,0,0
1,9,957.853,1741.581,4466,112,0,1
3,7,1064.5023,1295.2505,5627,142,0,1
1,2,788.4448,900.3499,5180,129,0,0
0,4,815.4355,1469.6734,5016,136,0,1
3,5,737.4532,1616.8789,5465,124,1,0
4,9,633.9076,944.2946,5541,136,0,0
2,7,608.1107,460.3583,5272,128,1,1
0,2,692.3127,771.1075,4947,134,0,1
2,3,915.929,698.1007,4902,135,0,0
2,7,959.3311,1709.6284,5934,142,0,0
0,6,643.2591,789.3005,5086,124,0,1
0,4,871.3355,1281.6057,5593,130,0,1
4,6,768.4241,898.7833,7008,138,4,4
0,8,734.9131,901.7729,4496,115,0,2
0,0,1031.3336,941.8935,4865,124,0,0
3,12,811.6523,1313.1452,6109,124,2,2
3,18,1183.9388,1088.8384,5529,122,1,2
1,11,1112.5026,1554.6146,5405,121,0,1
8,6,593.6726,449.7345,5266,146,0,1
0,1,821.1504,581.3274,4995,138,0,0
1,12,968.3777,1086.0239,5278,115,0,4
2,4,1114.0293,636.6223,6184,132,2,0
0,1,1032.7901,798.5789,4904,127,0,1
3,6,645.0196,507.1447,5272,119,0,3
3,7,877.0135,886.626,5920,131,2,0
5,0,651.8764,840.0522,5500,133,1,0
4,1,632.1483,849.7816,5006,117,1,1
4,8,564.7435,571.3255,5637,118,3,1
2,5,558.0093,557.1695,4589,127,0,0
0,1,438.6858,384.5179,4731,117,0,0
0,4,876.8527,1184.5423,4752,132,0,0
2,8,990.7323,1155.1439,5287,144,0,0
0,2,656.8702,522.4046,4713,125,0,0
2,8,808.3588,871.9466,6246,147,1,0
1,5,745.8801,946.7988,6246,145,0,1
0,1,911.9826,1140.087,4737,110,0,1
3,6,770.4757,681.0066,5017,107,2,0
2,0,1043.4624,826.7257,4293,111,0,0
1,6,743.3533,748.1621,5157,130,0,0
3,1,979.3736,844.947,4854,129,0,0
4,9,799.8705,740.8696,5591,143,0,0
2,3,972.6827,1858.3626,5583,148,1,0
5,7,770.067,792.0681,4884,135,0,0
2,3,669.2831,616.5549,5366,148,0,0
6,1,979.6359,1324.2698,5963,149,2,0
2,1,848.4402,842.5072,4800,119,1,0
0,1,1160.5774,1082.4191,4917,132,0,0
3,3,904.6889,948.5913,4627,120,0,0
3,7,987.4476,681.2655,5936,144,1,0
2,0,700.5045,809.3972,5049,112,1,0
2,6,1084.1722,913.0132,4927,132,0,0
3,0,1162.1854,1420.9272,5666,139,2,0
2,0,574.4452,506.6709,4835,126,0,0
2,5,610.6222,776.5362,5217,124,1,0
3,7,692.6433,1347.2293,5615,153,0,1
0,0,575.8917,489.1083,5067,145,0,0
0,7,632.295,484.1351,5705,151,0,1
0,0,567.9531,738.1943,4863,134,0,0
1,3,621.3553,465.2747,5704,158,0,0
0,2,740.1832,919.9267,4861,132,0,0
3,3,529.6126,434.4915,5601,139,0,0
0,0,650.9564,495.3995,4648,121,0,0
4,7,1260.7963,1202.7871,6591,161,1,0
3,1,1207.5038,1245.4211,5848,126,2,0
1,5,1478.9663,1297.3483,4599,118,0,0
1,9,876.573,1695.573,5302,131,0,2
0,2,733.892,671.7927,5093,143,0,0
2,5,413.4168,532.2246,5195,131,0,0
2,3,726.6286,1240.2571,5188,150,0,0
1,3,661.5714,667.5429,4905,135,0,0
2,7,963.9073,1420.1224,5254,154,0,0
2,1,968.5227,1282.1853,5937,161,0,0
0,1,678.1041,644.9683,4849,132,0,0
1,6,564.9598,1107.8544,4777,129,0,0
3,4,532.6117,1078.8957,5126,129,0,0
2,2,848.3611,1277.1954,4891,124,1,0
1,0,1107.9383,1194.37,4796,136,0,0
1,7,683.5242,688.3877,4998,142,0,0
3,3,692.0641,965.2457,5828,142,1,0
1,7,562.5039,979.8965,4738,126,0,0
2,2,523.9658,679.1746,5350,134,1,0
2,2,601.4494,1082.2345,4621,122,0,0
1,7,828.4691,1154.202,6672,152,1,0
0,0,768.3388,732.1173,4386,107,0,0
0,2,606.893,623.436,4351,114,0,0
2,5,527.53,802.6527,6000,141,0,0
3,1,785.2767,788.7747,5092,140,0,0
0,3,760.5237,1163.9229,4711,124,0,0
2,5,880.646,1099.7819,5573,150,0,1
4,5,783.4983,1696.1326,5057,141,0,0
5,4,666.4907,661.3354,5754,127,1,0
0,2,608.4472,870.528,4605,128,0,0
4,5,698.2021,1167.8617,4811,134,0,0
1,2,734.6489,918.7979,5317,143,0,2
1,7,782.6789,813.1791,5980,113,1,1
3,0,705.1533,522.3131,5445,112,3,0
1,1,803.4995,661.7226,4644,117,0,0
3,6,770.6717,1558.9274,6367,147,0,2
1,2,567.3045,421.2023,6843,159,1,0
1,0,635.9535,423.6846,4100,98,0,0
2,4,846.2083,649.1055,5434,103,1,3
5,3,517.6903,316.4619,6350,110,4,2
0,6,945.5182,1847.479,5437,136,0,0
1,6,1090.1681,893.4734,4837,132,0,0
2,0,834.1317,625.5489,5371,154,0,0
3,5,595.1697,860.8383,5230,151,0,0
4,10,566.3685,1193.5599,5919,150,1,0
1,0,766.619,623.542,4627,117,0,0
0,0,805.5024,661.1607,4342,110,0,0
7,1,775.3896,886.7813,5137,117,1,1
0,1,643.523,661.0175,4274,100,0,1
0,9,630.7549,988.7856,4892,127,0,1
1,0,511.1944,672.8333,5120,148,0,0
1,5,439.1667,524.7778,5178,142,0,0
2,7,618.0939,734.7368,4621,110,0,0
4,5,702.1906,1090.697,5164,114,2,0
0,3,576.4534,784.5338,4503,119,0,1
3,6,375.9049,313.8574,5745,157,0,0
2,4,598.0765,514.1262,5193,134,0,0
1,2,592.0269,890.0414,5091,143,0,0
3,3,1220.0279,1780.1812,5168,132,1,0
2,5,990.8153,1255.2334,4565,104,0,1
0,1,804.9711,765.815,4234,105,0,0
4,5,630.1387,1308.4162,6417,142,1,0
1,4,888.2727,1046.0182,5247,150,0,0
7,4,765.2182,1966.7727,5584,154,0,0
1,4,979.1343,1266.4399,5658,136,1,0
3,7,696.1749,1325.5919,4788,131,0,0
1,8,735.1111,659.2296,4613,117,0,0
2,0,861.5111,1206.8148,5633,141,2,0
0,4,904.9706,947.2085,4922,137,0,0
4,5,908.1743,2011.9906,5709,142,1,0
3,0,961.2224,786.3158,5735,130,1,0
4,9,780.8829,1217.4873,5228,129,1,0
1,1,808.4078,817.3621,4292,110,0,0
1,0,643.7625,508.9753,5297,142,0,0
1,1,950.487,730.1925,4694,123,0,0
1,6,748.9128,692.2424,5094,125,0,1
1,9,719.8283,904.0916,5557,153,0,0
1,1,576.0515,884.8927,5105,135,0,0
4,8,755.2116,1625.8129,5876,140,0,0
0,2,693.5746,688.6303,4889,121,0,2
3,0,651.8902,599.7514,6933,128,3,0
1,1,533.537,539.2543,4503,116,0,0
2,0,570.4049,516.3313,5362,137,1,0
4,5,426.5153,271.1411,5200,130,1,2
0,3,438.4886,379.6837,4991,127,0,0
2,6,590.4042,911.775,4678,117,0,3
2,6,802.2607,1811.4187,4488,117,0,0
5,9,663.2987,737.9239,7927,165,2,0
1,1,1076.1084,1056.9702,5750,162,0,0
0,14,833.0964,1374.1626,4898,136,0,0
1,6,748.0859,1716.8515,5341,150,0,1
1,0,622.7191,855.5635,5231,147,0,0
1,2,1017.488,834.4273,5288,139,0,1
2,11,628.4986,1277.873,5351,137,1,0
0,1,634.1215,446.3144,5782,148,0,0
0,1,526.5258,905.9445,4956,128,0,1
2,4,1236.1293,1568.6879,5335,141,0,0
1,12,912.0056,975.239,5229,130,1,1
3,9,977.1939,944.9519,5532,138,0,1
2,3,851.4168,1289.4911,5043,143,0,0
1,6,790.2893,868.9463,5532,132,1,2
3,0,725.1446,611.25,5016,121,1,0
1,6,998.0326,2489.8015,5257,105,1,1
1,7,1053.2951,1740.9263,6258,147,0,0
3,0,774.8547,578.3558,5173,137,1,0
1,5,505.9391,462.3529,5427,152,0,0
3,8,1245.3029,2227.7436,5685,139,1,0
2,3,943.6699,954.6005,4867,130,0,0
5,3,887.0076,1130.9902,5958,141,1,0
1,2,611.3602,577.1491,4962,140,0,0
4,3,920.9434,1517.577,5160,115,2,1
0,2,557.577,450.9831,5486,129,0,0
4,3,497.1076,498.3774,5860,135,1,0
1,0,773.933,1222.7513,4675,115,0,0
0,3,714.2455,957.4131,4702,126,0,0
3,4,434.0959,327.8223,6869,156,1,0
8,4,386.2039,410.5423,6561,125,3,2
0,1,694.0564,594.013,4139,97,0,0
3,1,942.3209,943.5244,4358,94,1,0
3,4,898.6819,783.2378,5572,119,2,2
4,2,737.2991,1795.2056,6735,148,1,0
1,1,514.8224,586.4299,4396,111,0,0
2,6,1155,941.7158,6178,136,1,2
0,1,891.3474,800.3368,4287,103,0,0
1,3,812.3077,813.2948,4841,117,1,0
3,1,587.3544,660.5602,5200,128,1,0
2,1,609.7021,474.4787,5174,149,0,0
4,5,391.9787,386.9362,5686,156,0,0
1,4,678.0032,631.8445,5180,137,1,0
3,2,719.9369,1799.4955,6501,149,2,0
5,3,942.4886,926.4947,5415,148,0,1
1,2,1174.1123,1480.0303,4983,142,0,0
0,3,732.1306,758.4448,4621,128,0,0
1,7,693.8725,555.1477,4776,124,0,0
6,7,840.5623,868.9597,4847,132,0,0
0,3,836.5698,1107.2446,5793,147,0,0
1,9,952.1053,1763.3298,5330,123,1,1
0,0,547.3469,467.1429,6331,151,0,0
0,2,571.4497,606.6174,4285,103,0,0
3,5,665.4576,588.3343,5695,129,1,1
3,4,875.744,753.9921,5231,137,0,2
3,2,798.4952,1138.5177,5249,136,1,0
1,2,565.865,528.2224,4790,117,0,0
2,5,859.4487,992.7376,5151,114,1,1
0,0,637.2866,1121.311,5357,151,0,0
0,4,778.872,1972.0732,5075,143,0,0
2,6,725.1042,1345.8073,5865,152,1,0
0,1,700.7552,1595.4948,5005,136,0,0
2,0,389.2896,663.0237,5265,117,1,0
1,2,420.9472,308.4882,4813,129,0,0
0,0,679.0197,537.0272,4915,133,0,0
7,2,377.2936,333.6281,7186,159,3,0
2,6,773.3056,1952.368,5158,135,0,0
0,0,745.5668,751.0504,5250,151,0,0
3,7,597.7286,454.7143,6003,135,3,1
1,0,809.5714,931.7143,5173,119,1,0
4,3,515.7936,503.0744,5961,135,0,1
1,1,634.1287,448.0022,4492,112,0,0
0,1,1022.2269,1485.7563,4839,133,0,0
5,5,766.5126,1205.9244,5467,138,0,0
0,1,603.7952,666.7229,4827,120,0,1
2,3,636.3614,580.3373,4954,119,1,0
1,2,814.5706,899.5399,5746,138,1,0
0,8,684.5092,714.4785,5198,133,0,0
4,6,405.3439,569.3574,5471,133,0,0
3,2,876.6178,1238.1285,5338,135,1,0
1,6,717.9581,669.9738,5339,152,0,0
0,0,645.7068,993.9529,5022,140,0,0
0,2,1133.193,1444.9589,4670,126,0,0
3,1,1087.7618,1026.4682,5482,148,0,0
5,2,960.6622,848.4069,6150,133,2,1
1,1,802.5432,1290.144,5100,121,0,0
1,1,1086.8329,608.0458,5126,130,0,1
3,4,899.3127,1533.7197,5113,118,1,2
2,0,1127.1186,841.9962,5846,136,1,0
0,4,847.0433,967.646,5167,136,0,0
5,5,734.168,638.9223,5523,138,1,0
1,2,1243.5499,1749.0333,4815,118,0,2
4,4,819.9741,793.8163,5102,127,1,0
2,5,881.3972,884.5019,5752,122,1,0
0,4,765.5816,1441.5797,4157,97,0,0
2,3,752.8291,743.954,6935,144,1,1
0,3,680.1036,1504.3811,5321,142,0,0
2,2,574.7695,474.0963,5000,139,0,0
0,0,885.886,1064.1924,4959,141,0,0
4,4,1217.0308,1151.1657,6018,167,0,0
1,1,748.9492,1411.5932,4709,128,0,0
5,4,830.4746,837.0847,6048,144,2,0
3,7,720.7966,692.0626,5266,127,1,1
1,4,534.2532,477.4964,6749,141,1,0
5,2,865.1792,694.6474,6145,120,4,0
6,7,547.6647,402.4855,5621,136,0,3
2,4,458.1066,376.6646,4987,138,0,0
0,0,447.5737,484.9279,5654,163,0,0
7,7,701.2912,1544.1575,6302,141,2,1
2,1,734.3318,463.6152,4727,128,0,0
0,0,498.3529,571.9412,4894,136,0,0
3,5,639.2941,561.7647,5082,143,0,0
1,5,611.8833,467.7175,4605,117,0,0
2,0,807.0522,785.9877,5806,141,1,0
4,1,815.8706,678.1779,4696,93,2,0
8,5,713.2722,654.5984,7060,123,3,0
7,4,616.4432,486.6486,5525,148,0,0
2,1,1166.5622,2374.3459,5528,135,1,0
6,3,670.7072,664.4901,4577,122,0,0
1,1,780.9868,863.5609,5206,149,0,0
2,0,618.7606,799.9195,4904,134,0,0
4,6,647.2998,671.5412,5662,136,1,1
0,6,1027.9564,1127.4627,4923,129,0,0
4,4,617.7038,683.008,5191,145,0,0
0,1,716.8625,1077.7921,4640,121,0,1
1,7,718.4893,530.1614,5406,140,1,0
4,2,743.1948,790.8312,5898,144,3,0
1,15,541.0909,634.5455,4925,130,0,2
4,8,763.1306,547.9831,4969,136,0,0
2,5,1234.1722,857.4112,4561,122,0,0
4,2,887.9955,915.8242,5694,115,0,1
1,5,749.1247,923.4862,5542,142,1,0
0,1,476.9316,433.9443,4980,143,0,0
0,5,749.438,786.1367,4516,116,0,0
1,1,591.438,679.9561,5648,133,1,0
3,3,585.6092,560.9111,4680,130,0,0
0,3,816.0945,989.1728,4854,135,0,0
4,2,418.0416,479.5611,6741,161,1,0
0,5,576.5035,1184.1678,4670,124,0,0
4,11,812,853.5944,5112,117,1,0
0,1,808.6738,775.5914,4826,131,0,1
3,1,823.1541,616.2724,5444,135,1,0
2,3,876.6419,692.2881,5758,156,0,0
0,4,1155.9216,2254.6716,5091,147,0,0
1,9,796.9466,902.1823,5395,137,0,0
1,1,707.445,761.7063,4886,131,0,0
7,4,676.1205,803.8404,6360,147,1,0
0,0,668.4709,610.6766,4443,115,0,0
2,5,639.703,435.9406,5078,119,0,0
0,1,709.3729,711.4521,4767,129,0,0
2,6,661.3688,581.0646,5293,135,1,0
0,1,504.4106,353.0581,4677,125,0,0
1,4,680.9009,578.0901,5033,124,1,0
7,4,596.6126,907.7117,6701,170,2,0
6,2,761.889,698.06,5038,116,1,0
0,5,874.5373,720.3829,4994,115,0,1
1,0,861.768,709.4659,5388,138,0,0
0,10,812.6703,665.7827,5424,139,0,0
5,7,844.3014,957.3699,5095,137,0,0
1,4,840.274,767.2329,5233,141,0,0
1,3,1001.7816,1037.3191,5423,135,0,1
5,6,780.5653,624.591,4756,109,1,0
4,3,628.4717,548.709,6040,153,1,0
0,0,494.2777,354.2219,4907,134,0,0
1,5,731.639,1024.1989,5318,144,0,0
3,1,864.3094,812.7072,5315,148,0,0
5,9,703.2572,649.9968,6071,137,1,0
2,3,957.0068,1266.6624,4905,132,0,0
7,6,897.6568,1038.6705,5506,140,0,1
2,3,815.5713,740.6398,5061,123,1,1
3,3,611.3068,1164.6326,5833,150,1,1
4,6,605.889,509.9832,5045,123,0,0
1,5,825.8369,953.7963,4799,119,0,0
1,3,982.3098,958.9465,4680,124,0,1
4,1,891.5237,950.5247,5615,137,1,0
1,2,873.663,750.2422,5504,143,1,0
0,11,1141.9799,2559.34,4769,131,0,0
3,10,909.9857,2112.439,5578,142,0,1
0,3,656.4021,628.0982,5152,142,0,0
0,1,893.4552,652.9412,5044,137,0,1
0,0,536.7991,398.6493,5299,137,0,0
2,5,816.2656,632.9625,4958,117,0,2
0,2,689.6769,498.7846,5372,144,0,2
2,2,487.1077,329.9538,5327,129,1,0
4,0,951.055,1258.7271,5607,135,1,0
3,4,928.2454,983.7729,5367,130,0,0
0,3,787.3387,1081.0695,4703,129,0,0
1,6,936.5089,814.0012,6330,150,0,0
4,8,422.9804,322.6275,5896,153,0,1
2,2,1107.8824,1948.3922,5436,121,2,0
7,7,790.4074,546.544,6617,150,1,1
1,2,936.0841,994.3495,4950,118,1,0
2,8,519.5282,791.496,5166,132,0,1
0,0,617.5719,545.0058,5026,131,0,0
1,2,618.9801,1189.0884,5592,138,1,0
3,8,841.3538,769.0072,4962,136,0,0
0,5,730.3545,1002.5017,4965,135,0,1
1,0,990.3813,779.5184,5384,152,0,0
1,2,653.1111,649.5556,5296,117,1,0
4,6,372.2778,188.8333,7729,130,3,1
3,3,718.2501,645.0252,4948,140,0,0
2,3,635.1655,1257.4425,5323,159,0,0
3,2,828.8187,976.9246,5119,128,0,0
4,5,923.8086,1115.1935,5063,125,0,0
1,0,740.3812,610.8632,4548,127,0,0
3,4,693.7668,613.4865,5498,127,0,1
0,1,756.8067,573.8732,4709,126,0,0
4,3,728.2964,573.5982,5812,152,0,0
4,6,789.8361,1130.7303,4788,106,1,1
3,1,1230.6408,961.1326,6091,141,1,1
1,0,376.8821,323.8403,5707,134,0,0
1,8,651.3593,1911.1597,4977,129,0,1
0,1,722.1489,1009.3576,4692,126,0,0
7,7,209.2325,229.9716,6140,163,0,0
0,4,846.0612,867.6429,4592,96,0,4
7,1,675.2143,574.9898,6834,131,2,0
1,8,526.7147,962.1332,4918,133,0,1
0,4,922.9793,898.7309,5229,147,0,0
2,9,926.7766,1367.1429,5918,133,0,3
4,2,1087.1795,957.3993,4880,128,0,0
0,1,350.8344,372.8626,5405,147,0,0
0,5,725.9564,1392.914,5348,145,0,1
0,0,587.6536,570.9214,4588,127,0,0
1,3,590.7125,583.7838,5618,158,0,0
3,1,788.9353,583.215,5598,121,2,1
6,6,597.3695,400.6263,6141,136,1,0
0,9,706.2306,1091.3941,5346,132,0,1
0,1,427.642,299.3804,4406,117,0,0
1,7,1016.4807,890.4149,5830,152,1,0
1,8,878.5408,1052.1888,4563,108,0,3
4,4,741.4778,1592.5612,5403,141,1,0
0,1,563.0055,478.4423,5229,151,0,0
1,9,1002.2124,789.4817,4839,118,0,0
1,3,823.957,757.3198,5097,119,1,1
0,3,822.5843,1119.4101,5371,143,0,1
0,0,775.1124,1098.118,4827,130,0,0
2,4,772.392,926.6419,4050,95,0,0
5,3,683.5207,626.196,6197,146,1,1
2,5,777.0346,734.0508,6764,139,2,1
0,3,669.6443,895.9261,5260,125,0,1
1,7,360.565,316.6478,5507,147,0,0
0,0,610.6215,748.5499,4881,132,0,0
0,0,806.2838,1061.8581,4611,122,0,0
2,3,609.7973,595.2365,6038,145,0,1
3,1,537.176,550.8049,5019,140,0,0
1,0,826.8622,644.2428,5535,148,1,0
2,6,833.0119,1056.8256,5064,97,2,2
4,5,585.7638,479.2524,7683,159,2,2
0,4,513.3103,1167.6414,5764,136,0,0
0,0,620.4,480.4138,4534,124,0,0
3,2,776.963,596.0286,5106,93,2,1
7,7,313.4328,222.3232,6218,141,1,0
0,1,1137.2681,1766.0216,4821,134,0,0
3,3,650.0285,1316.9266,5719,156,0,0
2,3,769.0498,739.7451,5975,137,1,1
3,6,561.7613,344.2178,4959,122,0,0
1,0,587.0203,582.7457,5273,154,0,0
2,7,770.7332,849.6412,5266,139,0,1
2,2,718.8119,679.1213,4729,109,0,2
2,9,652.8342,539.5916,4925,111,0,1
2,2,740.9252,459.8857,5299,138,0,0
4,3,820.2599,790.4782,4477,120,0,0
4,3,880.9516,940.9516,5136,145,0,0
3,8,766.735,1483.5357,5068,135,0,0
2,7,509.8874,1211.7355,5570,143,0,1
1,5,981.5009,1248.5178,4663,126,0,0
2,4,654.2222,486.9778,5501,153,0,0
1,0,724,1083.5556,5404,148,0,0
0,4,283.8016,295.0219,4917,142,0,0
4,3,668.007,1180.5356,5118,129,1,0
3,8,468.6713,394.8633,5203,141,0,0
1,1,791.5194,609.2308,5801,138,0,1
3,0,886.9765,876.4461,5482,141,1,0
3,11,810.2788,1868.6933,5656,138,1,2
1,9,720.1942,1196.0841,5136,132,1,0
1,4,949.3204,691.9741,4832,134,0,0
5,7,958.0818,2349.2072,6089,137,2,1
5,2,918.5678,2656.9821,5547,138,2,0
0,6,764.1527,963.1321,5087,127,0,1
1,4,654.1099,669.887,5280,137,0,0
6,5,664.0791,1143.6341,5717,135,1,0
0,0,1059.6786,1401.9778,4629,116,0,0
1,1,642.9108,436.6197,5833,132,1,0
2,9,939.1549,1000.939,6961,135,2,2
8,6,593.235,1234.4889,6526,140,3,2
0,2,784.5522,659.4942,4749,128,0,0
4,0,616.7851,1017.1574,5009,124,1,0
1,1,725.313,599.1878,5698,150,1,0
0,11,859.816,1283.2383,4675,121,0,0
4,5,808.2337,700.9016,5946,131,2,0
0,1,491.5282,699.3405,4757,130,0,0
1,3,299.9239,255.5612,6167,151,0,0
1,1,652.1178,1193.8569,4976,141,0,0
2,3,770.2384,764.6564,5335,157,0,0
0,1,524.2254,813.3099,5096,145,0,0
4,4,541.7254,500.3169,5608,159,0,0
2,1,555.3945,471.9901,5800,146,2,0
1,7,853.072,487.206,4599,118,0,0
0,0,655.4416,670.3704,4989,137,0,0
2,4,834.0171,1015.5556,6087,155,1,1
0,5,995.1518,1105.5028,5778,130,0,4
2,8,446.5844,435.8254,4863,131,0,0
3,2,1081.354,1095.7969,5185,140,0,0
2,9,659.1819,1281.8336,5359,152,0,1
0,4,824.2014,751.8056,4760,118,0,1
3,8,734.0278,854.8264,4790,121,0,1
2,10,430.6423,701.8975,5440,140,0,1
1,0,752.8108,670.1473,5210,131,1,0
3,6,511.1453,431.3892,5571,123,2,1
3,2,505.3871,402.0891,6746,137,3,0
1,5,933.8652,1003.0802,4768,129,0,0
2,3,778.413,599.0529,5006,141,0,0
1,3,517.1304,422.0961,5288,147,0,1
0,1,513.7243,296.8933,5335,144,0,1
3,12,619.0753,531.4927,5628,141,1,0
8,5,793.8705,530.0925,5424,140,1,0
2,4,596.8714,435.3857,4930,121,0,0
1,1,543.6429,448.2429,5190,127,0,1
1,3,1000,723.4762,4259,91,0,2
6,5,570.9048,332.6667,6595,137,0,3
4,5,894.0441,837.6471,6083,136,2,0
0,1,742.2059,485.1471,4069,96,0,0
2,6,672.6115,1435.4904,6546,137,1,2
0,2,421.4522,279.4395,4815,106,0,1
1,1,742.6274,1088.8675,5163,150,0,0
2,6,405.2548,1314.4621,6073,154,1,2
2,5,600.2455,477.5102,5183,141,0,0
0,5,624.3717,784.4535,5458,130,0,1
8,4,505.012,659.3133,5740,141,1,0
0,0,695.2048,922.8434,4457,118,0,0
1,2,709.7568,1426.8677,5477,144,0,1
1,9,398.2004,1393.7451,5725,150,0,0
1,1,382.1639,345.9344,5364,151,0,0
1,7,684.4918,671.8033,5026,137,0,0
2,4,1060.7059,1118.1176,6041,149,0,1
1,0,815.2941,1322.8908,4714,124,0,0
4,5,878.1735,790.5,5574,146,0,0
3,5,912.5204,1959.2755,5818,158,0,0
1,2,491.8723,427.5638,4829,124,0,0
4,4,740.0106,654,6129,127,3,0
2,2,678.3742,630.4908,5378,154,0,0
0,0,910.2761,762.1472,5021,134,0,0
7,7,825.4141,1107.2217,6067,117,2,0
1,5,644.6661,598.9047,5053,109,0,0
3,7,707.7977,1194.4535,6650,136,2,1
1,1,693.2137,544.9266,4092,98,0,0
3,8,785.6355,830.7477,5194,111,0,1
2,2,857.1869,812.4953,5294,120,1,0
5,14,942.4613,1248.2224,4776,127,0,0
6,16,605.196,641.5314,7350,140,4,1
1,6,737.7663,1277.1478,5353,131,0,0
1,0,738.5567,646.0481,5339,124,1,0
0,1,642.9831,635.7198,5218,141,0,0
2,5,673.7484,1352.2957,5550,145,0,2
5,8,512.4545,887.5227,5584,131,1,0
1,1,668.2841,523.0227,5062,141,0,0
2,5,643.1363,1027.0929,5163,132,0,0
1,3,587.2979,436.8275,5612,137,1,1
7,10,603.9892,577.1429,5585,140,1,0
0,4,813.9892,1190.4313,4991,126,0,0
1,5,843.9934,2182.0256,5680,130,0,0
1,7,1046.3167,922.1745,5298,142,0,0
5,7,428.5171,487.623,5814,145,1,0
0,7,977.5261,1608.1073,4890,139,0,0
3,7,881.5669,751.0241,4701,104,0,3
0,5,686.9614,1124.1522,4607,117,0,1
0,7,1162.6415,2638.0731,5217,134,0,1
1,1,1065.837,2059.0526,4751,126,0,0
0,0,848.3351,644.1103,4820,134,0,0
2,4,499.5109,345.1093,4968,144,0,0
5,12,908.1928,1468.8675,5401,141,1,0
2,7,795.3976,886.9398,5469,153,0,0
0,11,465.9278,1320.7719,5063,141,0,0
1,2,754.0821,909.2331,5103,144,0,0
0,3,690.4844,586.2563,5224,135,0,0
1,9,895.217,2316.3875,5373,141,1,0
0,9,404.1931,596.1086,4734,120,0,3
0,2,585.3695,1317.4057,5657,138,0,2
3,0,782.3431,706.3319,5174,137,1,0
1,5,635.1743,546.0251,4949,123,0,1
0,1,685.9639,582.2831,4357,106,0,0
2,7,722.3762,543.3896,5170,122,1,1
1,4,536.3596,398.1311,4926,108,0,1
1,11,814.5704,832.9584,5020,116,1,1
1,7,632.1085,442.1797,5281,120,1,2
2,10,819.1815,649.1637,4568,97,1,1
0,8,756.1408,1245.5367,4552,104,0,2
3,2,823.1085,547.3196,5630,132,0,2
2,13,893.5438,1287.8623,5225,143,0,0
