gameid,datacompleteness,league,year,playoffs,date,game,patch,participantid,side,position,playername,playerid,teamname,teamid,champion,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,total cs,minionkills,monsterkills,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15,
ESPORTSTMNT05/1831435,complete,LCK,2021,0,2021/2/5 8:41,2,11.02,5,Blue,sup,BeryL,oe:player:dee54127bb56d2e2540ba71cc416f1c,DWG KIA,oe:team:2e79800a550f87f2378dbba9368396d,Alistar,2043,1,1,4,9,17,14,0,0,0,0,0,0,0,0,0.4993,0.9104,0,0,4689,137.7093,0.0565983,550.0441,734.7137,62,1.8209,18,0.5286,20,100,2.9369,8732,4289,125.9618,0.0938865,7950,58,54,4,1.7034,2079,2483,16,2086,2433,14,-7,50,2,0,0,0,0,0,0,3360,3705,29,2994,3467,23,366,238,6,0,2,0,0,1,
ESPORTSTMNT05/1831435,complete,LCK,2021,0,2021/2/5 8:41,2,11.02,10,Red,sup,Effort,oe:player:035b9ae578574cdf728d8760483d804,Liiv SANDBOX,oe:team:c75f1f337fc5867914749d438a4871d,Rell,2043,0,1,6,8,14,17,0,0,0,0,1,0,1,0,0.4112,0.9104,0,0,4190,123.0543,0.0605456,570.7489,740.793,58,1.7034,17,0.4993,21,76,2.232,7202,2759,81.0279,0.0736268,6850,43,43,0,1.2628,2086,2433,14,2079,2483,16,7,-50,-2,0,0,0,0,0,0,2994,3467,23,3360,3705,29,-366,-238,-6,0,1,1,0,2,
ESPORTSTMNT05/1831437,complete,LCK,2021,0,2021/2/5 9:47,1,11.02,5,Blue,sup,Life,oe:player:dea5251e486aed942e1bc06e1d5c116,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Nautilus,1421,1,1,1,22,29,4,0,0,0,0,1,1,0,0,1.2245,1.3934,0,0,4961,209.4722,0.0650666,379.6763,563.8564,30,1.2667,5,0.2111,11,54,2.2801,7043,3869,163.3638,0.102839,6575,25,25,0,1.0556,2536,2666,14,2459,3015,7,77,-349,7,1,1,0,0,0,0,3442,3520,18,3494,3785,14,-52,-265,4,1,2,0,0,0,
ESPORTSTMNT05/1831437,complete,LCK,2021,0,2021/2/5 9:47,1,11.02,10,Red,sup,Kellin,oe:player:b0ec3df39d61f953e7af0afd8eb8c4a,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,Seraphine,1421,0,1,6,3,4,29,0,0,0,0,0,0,0,0,0.1689,1.3934,0,0,4220,178.1844,0.100541,525.9395,301.5623,29,1.2245,6,0.2533,8,49,2.069,5601,2427,102.4771,0.12469,5450,20,20,0,0.8445,2459,3015,7,2536,2666,14,-77,349,-7,0,0,0,1,1,0,3494,3785,14,3442,3520,18,52,265,-4,0,0,0,1,2,
ESPORTSTMNT05/1831456,complete,LCK,2021,0,2021/2/5 11:12,2,11.02,5,Blue,sup,Kellin,oe:player:b0ec3df39d61f953e7af0afd8eb8c4a,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,Rakan,1953,0,0,3,4,7,15,0,0,0,0,0,0,0,0,0.2151,0.6759,0,0,3983,122.3656,0.0812211,255.7604,247.7419,98,3.0108,17,0.5223,17,132,4.0553,6585,2325,71.4286,0.078039,6625,38,38,0,1.1674,2063,2423,14,2158,2737,15,-95,-314,-1,0,0,0,0,0,0,2990,3069,22,3405,3896,21,-415,-827,1,0,0,1,0,4,
ESPORTSTMNT05/1831456,complete,LCK,2021,0,2021/2/5 11:12,2,11.02,10,Red,sup,Life,oe:player:dea5251e486aed942e1bc06e1d5c116,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Rell,1953,1,0,2,12,15,7,0,0,0,0,0,0,0,0,0.4608,0.6759,0,0,4566,140.2765,0.0866134,323.2565,487.2811,49,1.5054,7,0.2151,17,67,2.0584,7359,3099,95.2074,0.076893,7125,28,28,0,0.8602,2158,2737,15,2063,2423,14,95,314,1,0,0,0,0,0,0,3405,3896,21,2990,3069,22,415,827,-1,0,4,0,0,0,
ESPORTSTMNT05/1821563,complete,LCK,2021,0,2021/2/6 6:38,1,11.02,5,Blue,sup,Keria,oe:player:db79ce6ad35451c938fbe2995dabd37,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,Thresh,1469,1,1,0,12,19,2,0,0,0,0,1,0,1,0,0.776,0.8577,0,0,4420,180.531,0.0760286,259.2784,246.9435,37,1.5112,7,0.2859,14,53,2.1647,7062,3790,154.7992,0.103063,6200,31,31,0,1.2662,2560,2983,15,2075,2180,15,485,803,0,0,2,0,0,0,2,4033,4493,27,3032,3402,20,1001,1091,7,0,3,0,0,0,
ESPORTSTMNT05/1821563,complete,LCK,2021,0,2021/2/6 6:38,1,11.02,10,Red,sup,Delight,oe:player:051ca2e31ba25123961b3df95fdef4c,Fredit BRION,oe:team:75a7e5b883e51c7ec13e1580c0aa009,Rell,1469,0,0,5,1,2,19,0,0,0,0,0,0,0,1,0.0817,0.8577,0,0,2934,119.8366,0.100106,430.1702,504.7515,35,1.4295,9,0.3676,14,56,2.2873,4837,1565,63.921,0.0879941,4700,32,32,0,1.307,2075,2180,15,2560,2983,15,-485,-803,0,0,0,2,0,2,0,3032,3402,20,4033,4493,27,-1001,-1091,-7,0,0,2,0,3,
ESPORTSTMNT05/1821586,complete,LCK,2021,0,2021/2/6 8:31,2,11.02,5,Blue,sup,Delight,oe:player:051ca2e31ba25123961b3df95fdef4c,Fredit BRION,oe:team:75a7e5b883e51c7ec13e1580c0aa009,Alistar,1531,0,1,4,0,1,16,0,0,0,0,0,0,0,1,0.0392,0.6662,0,0,2571,100.7577,0.0740026,455.3886,563.6708,39,1.5284,12,0.4703,12,60,2.3514,5258,1859,72.8543,0.0978052,5250,33,33,0,1.2933,2079,2516,13,2196,2570,18,-117,-54,-5,0,0,1,0,1,0,3452,3727,20,3530,4108,26,-78,-381,-6,1,0,2,0,4,
ESPORTSTMNT05/1821586,complete,LCK,2021,0,2021/2/6 8:31,2,11.02,10,Red,sup,Keria,oe:player:db79ce6ad35451c938fbe2995dabd37,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,Nautilus,1531,1,2,1,10,16,1,0,0,0,0,1,0,1,0,0.627,0.6662,0,0,3919,153.5859,0.0756447,327.3155,408.9092,40,1.5676,11,0.4311,15,61,2.3906,7188,3789,148.4912,0.102799,6100,42,42,0,1.646,2196,2570,18,2079,2516,13,117,54,5,0,1,0,0,0,1,3530,4108,26,3452,3727,20,78,381,6,0,4,1,1,0,
ESPORTSTMNT05/1821596,complete,LCK,2021,0,2021/2/6 9:37,1,11.02,5,Blue,sup,Zzus,oe:player:2df72e2c6d92a7c074a408f7bda4a0b,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Rell,2221,1,1,1,14,20,7,0,0,0,0,0,0,0,0,0.5403,0.7294,0,0,4964,134.1018,0.063993,424.1873,580.036,70,1.891,12,0.3242,24,101,2.7285,9389,4583,123.8091,0.0914121,9250,33,33,0,0.8915,1992,2463,11,2259,2861,1,-267,-398,10,0,0,0,0,1,0,3407,4306,21,3302,4055,3,105,251,18,0,2,0,0,1,
ESPORTSTMNT05/1821596,complete,LCK,2021,0,2021/2/6 9:37,1,11.02,10,Red,sup,Lehends,oe:player:e4e24b8656e4e6a74b939af730b0148,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,Lulu,2221,0,0,5,5,7,20,0,0,0,0,1,0,1,0,0.1891,0.7294,0,0,4189,113.1652,0.0637052,319.1265,184.0522,61,1.6479,25,0.6754,18,116,3.1337,7749,2943,79.5047,0.0758533,7050,37,37,0,0.9995,2259,2861,1,1992,2463,11,267,398,-10,0,1,0,0,0,0,3302,4055,3,3407,4306,21,-105,-251,-18,0,1,1,0,2,
ESPORTSTMNT05/1821626,complete,LCK,2021,0,2021/2/6 11:03,2,11.02,5,Blue,sup,Lehends,oe:player:e4e24b8656e4e6a74b939af730b0148,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,Lulu,1683,1,0,2,12,16,9,0,0,0,0,0,0,0,0,0.5704,0.8913,0,0,2311,82.3886,0.0422594,204.3494,123.8503,41,1.4617,10,0.3565,12,78,2.7807,7389,3680,131.1943,0.100162,6550,12,12,0,0.4278,2308,2713,0,1901,2537,14,407,176,-14,0,0,0,0,0,0,3250,4205,1,2790,3408,18,460,797,-17,0,2,0,0,0,
ESPORTSTMNT05/1821626,complete,LCK,2021,0,2021/2/6 11:03,2,11.02,10,Red,sup,Zzus,oe:player:2df72e2c6d92a7c074a408f7bda4a0b,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Rell,1683,0,0,3,2,9,16,0,0,0,0,0,0,0,0,0.3209,0.8913,0,0,3490,124.4207,0.071078,437.2549,486.1319,40,1.426,8,0.2852,15,50,1.7825,5411,1702,60.6774,0.064345,4525,32,28,4,1.1408,1901,2537,14,2308,2713,0,-407,-176,14,0,0,0,0,0,0,2790,3408,18,3250,4205,1,-460,-797,17,0,0,1,0,2,
ESPORTSTMNT05/1821628,complete,LCK,2021,0,2021/2/6 11:58,3,11.02,5,Blue,sup,Zzus,oe:player:2df72e2c6d92a7c074a408f7bda4a0b,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Rell,2577,1,0,4,5,20,15,0,0,0,0,0,0,0,0,0.4657,0.8149,0,0,3666,85.3551,0.0370206,381.234,516.7404,77,1.7928,15,0.3492,27,115,2.6775,9377,3844,89.4994,0.0724829,8925,45,45,0,1.0477,2189,2559,17,2237,3040,16,-48,-481,1,0,0,0,0,1,0,3457,3827,21,3394,4057,19,63,-230,2,0,4,0,0,4,
ESPORTSTMNT05/1821628,complete,LCK,2021,0,2021/2/6 11:58,3,11.02,10,Red,sup,Lehends,oe:player:e4e24b8656e4e6a74b939af730b0148,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,Alistar,2577,0,2,3,8,15,20,0,0,0,0,0,0,0,0,0.3492,0.8149,0,0,7163,166.7753,0.0940656,415.39,526.3329,90,2.0955,18,0.4191,29,140,3.2596,9215,3682,85.7276,0.0820087,9060,41,41,0,0.9546,2237,3040,16,2189,2559,17,48,481,-1,0,1,0,0,0,0,3394,4057,19,3457,3827,21,-63,230,-2,0,4,2,0,4,
ESPORTSTMNT05/1821744,complete,LCK,2021,0,2021/2/7 5:24,1,11.02,5,Blue,sup,Vsta,oe:player:16c1637b4b44b008b4d6627f68ae30a,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,Rakan,1778,0,1,2,3,4,13,0,0,0,0,0,0,0,0,0.135,0.5737,0,1,4034,136.1305,0.0927122,278.3015,356.5242,80,2.6997,18,0.6074,21,110,3.712,6349,2446,82.5422,0.0924786,6125,21,21,0,0.7087,2289,2452,0,1994,2450,12,295,2,-12,0,2,0,0,1,1,3192,3147,5,3078,3170,18,114,-23,-13,0,2,0,0,1,
ESPORTSTMNT05/1821744,complete,LCK,2021,0,2021/2/7 5:24,1,11.02,10,Red,sup,Effort,oe:player:035b9ae578574cdf728d8760483d804,Liiv SANDBOX,oe:team:c75f1f337fc5867914749d438a4871d,Rell,1778,1,0,2,8,13,4,0,0,0,0,0,0,0,0,0.4387,0.5737,1,0,3431,115.7818,0.0669176,331.1474,330.8774,42,1.4173,14,0.4724,13,75,2.5309,6812,2909,98.1665,0.0754434,6225,34,34,0,1.1474,1994,2450,12,2289,2452,0,-295,-2,12,0,1,1,0,2,0,3078,3170,18,3192,3147,5,-114,23,13,0,1,1,0,2,
ESPORTSTMNT05/1821776,complete,LCK,2021,0,2021/2/7 8:38,2,11.02,5,Blue,sup,Effort,oe:player:035b9ae578574cdf728d8760483d804,Liiv SANDBOX,oe:team:c75f1f337fc5867914749d438a4871d,Rell,2016,1,0,2,6,15,11,0,0,0,0,0,0,0,0,0.4464,0.7738,0,0,3882,115.5357,0.0670327,367.4107,355.506,58,1.7262,14,0.4167,18,83,2.4702,7042,2654,78.9881,0.0653574,5900,34,34,0,1.0119,1966,2205,11,2339,2258,3,-373,-53,8,0,0,0,1,0,0,2967,3017,19,3341,3394,7,-374,-377,12,0,0,1,1,1,
ESPORTSTMNT05/1821776,complete,LCK,2021,0,2021/2/7 8:38,2,11.02,10,Red,sup,Vsta,oe:player:16c1637b4b44b008b4d6627f68ae30a,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,Rakan,2016,0,1,1,8,11,15,0,0,0,0,0,0,0,0,0.3274,0.7738,0,0,5689,169.3155,0.112424,247.1726,313.1845,85,2.5298,21,0.625,24,122,3.631,7128,2740,81.5476,0.0796539,6900,25,25,0,0.744,2339,2258,3,1966,2205,11,373,53,-8,1,0,0,0,0,0,3341,3394,7,2967,3017,19,374,377,-12,1,1,0,0,0,
ESPORTSTMNT05/1821787,complete,LCK,2021,0,2021/2/7 9:37,1,11.02,5,Blue,sup,BeryL,oe:player:dee54127bb56d2e2540ba71cc416f1c,DWG KIA,oe:team:2e79800a550f87f2378dbba9368396d,Rell,1737,1,0,2,8,12,5,0,0,0,0,0,0,0,1,0.4145,0.5872,0,0,3884,134.1623,0.0624588,349.1192,607.7375,46,1.5889,12,0.4145,16,78,2.6943,6597,2778,95.9585,0.0812766,5850,37,37,0,1.2781,2066,2524,13,2216,2219,13,-150,305,0,0,0,1,0,2,0,3099,3681,22,3440,3666,25,-341,15,-3,0,0,1,0,2,
ESPORTSTMNT05/1821787,complete,LCK,2021,0,2021/2/7 9:37,1,11.02,10,Red,sup,Pleata,oe:player:7fdedd3126915607d5c8f42f8239253,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,Thresh,1737,0,0,4,5,5,12,0,0,0,0,1,0,1,0,0.1727,0.5872,0,0,2072,71.5717,0.051541,371.1572,263.7651,44,1.5199,16,0.5527,16,81,2.7979,6122,2303,79.5509,0.0859343,5650,38,38,0,1.3126,2216,2219,13,2066,2524,13,150,-305,0,0,2,0,0,0,1,3440,3666,25,3099,3681,22,341,-15,3,0,2,0,0,0,
ESPORTSTMNT05/1821806,complete,LCK,2021,0,2021/2/7 11:18,2,11.02,5,Blue,sup,Pleata,oe:player:7fdedd3126915607d5c8f42f8239253,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,Rell,1738,0,1,8,8,16,26,0,0,0,0,1,0,1,0,0.5524,1.4499,0,1,7276,251.1853,0.101717,640.5984,718.2739,40,1.3809,12,0.4143,18,70,2.4166,6921,3100,107.0196,0.100475,6700,49,45,4,1.6916,2175,2417,16,2433,2830,13,-258,-413,3,0,1,1,1,1,0,3374,3665,25,3851,4104,24,-477,-439,1,0,3,2,2,2,
ESPORTSTMNT05/1821806,complete,LCK,2021,0,2021/2/7 11:18,2,11.02,10,Red,sup,BeryL,oe:player:dee54127bb56d2e2540ba71cc416f1c,DWG KIA,oe:team:2e79800a550f87f2378dbba9368396d,Gragas,1738,1,3,7,15,26,16,0,0,0,0,0,0,0,0,0.8976,1.4499,1,0,12425,428.9413,0.141969,849.2175,498.6421,40,1.3809,13,0.4488,18,80,2.7618,7911,4090,141.1968,0.102842,6700,45,45,0,1.5535,2433,2830,13,2175,2417,16,258,413,-3,1,1,0,0,1,1,3851,4104,24,3374,3665,25,477,439,-1,2,2,1,0,3,
ESPORTSTMNT03/1752558,complete,LCK,2021,0,2021/2/17 6:33,1,11.03,5,Blue,sup,Zzus,oe:player:2df72e2c6d92a7c074a408f7bda4a0b,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Thresh,3071,1,3,3,24,32,18,0,0,0,0,0,0,0,0,0.6252,0.9769,1,0,3362,65.6854,0.0330687,499.5181,436.353,106,2.071,20,0.3908,33,149,2.9111,13236,6696,130.8238,0.10173,12125,40,40,0,0.7815,2960,2457,15,2386,2252,5,574,205,10,1,4,2,0,4,2,4116,4019,26,3349,3461,12,767,558,14,1,4,2,0,4,
ESPORTSTMNT03/1752558,complete,LCK,2021,0,2021/2/17 6:33,1,11.03,10,Red,sup,BeryL,oe:player:dee54127bb56d2e2540ba71cc416f1c,DWG KIA,oe:team:2e79800a550f87f2378dbba9368396d,Jarvan IV,3071,0,0,9,11,18,32,0,0,0,0,0,0,0,0,0.3517,0.9769,0,1,7357,143.7382,0.0596312,440.0651,337.5513,104,2.0319,28,0.5471,36,166,3.2432,10839,4299,83.9922,0.0678672,10450,49,48,1,0.9573,2386,2252,5,2960,2457,15,-574,-205,-10,0,4,2,1,4,2,3349,3461,12,4116,4019,26,-767,-558,-14,0,4,2,1,4,
ESPORTSTMNT03/1752579,complete,LCK,2021,0,2021/2/17 9:03,2,11.03,5,Blue,sup,BeryL,oe:player:dee54127bb56d2e2540ba71cc416f1c,DWG KIA,oe:team:2e79800a550f87f2378dbba9368396d,Rell,2579,1,3,4,9,15,17,0,0,0,0,1,0,1,0,0.349,0.7445,0,0,10430,242.6522,0.113719,428.9104,664.4901,81,1.8845,22,0.5118,29,130,3.0244,11329,5792,134.7499,0.109527,9875,45,45,0,1.0469,2202,2474,11,2069,2193,12,133,281,-1,0,3,1,0,2,2,3638,3882,22,3061,3598,20,577,284,2,1,4,1,0,2,
ESPORTSTMNT03/1752579,complete,LCK,2021,0,2021/2/17 9:03,2,11.03,10,Red,sup,Zzus,oe:player:2df72e2c6d92a7c074a408f7bda4a0b,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Alistar,2579,0,0,3,15,17,15,0,0,0,0,0,0,0,1,0.3955,0.7445,0,0,3968,92.3149,0.0535334,585.1803,360.791,75,1.7449,17,0.3955,23,98,2.28,9295,3758,87.4292,0.0762673,8975,42,42,0,0.9771,2069,2193,12,2202,2474,11,-133,-281,1,0,2,2,0,3,1,3061,3598,20,3638,3882,22,-577,-284,-2,0,2,2,1,4,
ESPORTSTMNT03/1752582,complete,LCK,2021,0,2021/2/17 10:17,3,11.03,5,Blue,sup,Zzus,oe:player:2df72e2c6d92a7c074a408f7bda4a0b,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Rell,1989,0,0,3,4,7,17,0,0,0,0,0,0,0,0,0.2112,0.724,0,0,2704,81.5686,0.0462879,400.2715,371.3725,62,1.8703,18,0.543,20,103,3.1071,6940,2607,78.6425,0.074005,6850,46,46,0,1.3876,2059,2905,14,2204,2803,12,-145,102,2,0,0,0,0,1,0,3235,3952,25,3602,4291,27,-367,-339,-2,0,0,0,0,2,
ESPORTSTMNT03/1752582,complete,LCK,2021,0,2021/2/17 10:17,3,11.03,10,Red,sup,BeryL,oe:player:dee54127bb56d2e2540ba71cc416f1c,DWG KIA,oe:team:2e79800a550f87f2378dbba9368396d,Alistar,1989,1,0,1,11,17,7,0,0,0,0,0,0,0,0,0.5128,0.724,0,0,3864,116.5611,0.0676056,537.9487,473.4238,63,1.9005,20,0.6033,21,88,2.6546,8095,3762,113.4842,0.0834292,7285,43,43,0,1.2971,2204,2803,12,2059,2905,14,145,-102,-2,0,1,0,0,0,0,3602,4291,27,3235,3952,25,367,339,2,0,2,0,0,0,
ESPORTSTMNT03/1752600,complete,LCK,2021,0,2021/2/17 11:22,1,11.03,5,Blue,sup,Delight,oe:player:051ca2e31ba25123961b3df95fdef4c,Fredit BRION,oe:team:75a7e5b883e51c7ec13e1580c0aa009,Alistar,2502,1,2,5,14,23,17,0,0,0,0,1,0,1,0,0.5516,0.9592,0,0,5036,120.7674,0.0564005,458.9688,438.753,78,1.8705,19,0.4556,22,132,3.1655,10189,4809,115.3237,0.0911916,8950,52,52,0,1.247,2108,2078,16,2109,2065,13,-1,13,3,0,1,1,0,1,1,3331,3394,29,3223,4055,22,108,-661,7,0,1,1,0,2,
ESPORTSTMNT03/1752600,complete,LCK,2021,0,2021/2/17 11:22,1,11.03,10,Red,sup,Effort,oe:player:035b9ae578574cdf728d8760483d804,Liiv SANDBOX,oe:team:c75f1f337fc5867914749d438a4871d,Rell,2502,0,1,6,12,17,23,0,0,0,0,0,0,0,1,0.4077,0.9592,0,0,4918,117.9376,0.0604444,441.9185,555.0839,91,2.1823,14,0.3357,32,124,2.9736,9206,3826,91.7506,0.0797057,9100,42,42,0,1.0072,2109,2065,13,2108,2078,16,1,-13,-3,0,1,1,0,1,1,3223,4055,22,3331,3394,29,-108,661,-7,0,2,1,0,1,
ESPORTSTMNT03/1752678,complete,LCK,2021,0,2021/2/17 13:11,2,11.03,5,Blue,sup,Effort,oe:player:035b9ae578574cdf728d8760483d804,Liiv SANDBOX,oe:team:c75f1f337fc5867914749d438a4871d,Alistar,1945,0,0,3,1,3,13,0,0,0,0,0,0,0,0,0.0925,0.4936,0,0,3285,101.3368,0.0723043,519.7326,581.2134,43,1.3265,14,0.4319,17,61,1.8817,6120,1877,57.9023,0.0601802,5975,39,39,0,1.2031,2096,2589,18,2022,2647,4,74,-58,14,0,0,0,0,0,0,3064,4010,24,3084,3868,7,-20,142,17,0,0,0,0,0,
ESPORTSTMNT03/1752678,complete,LCK,2021,0,2021/2/17 13:11,2,11.03,10,Red,sup,Delight,oe:player:051ca2e31ba25123961b3df95fdef4c,Fredit BRION,oe:team:75a7e5b883e51c7ec13e1580c0aa009,Rakan,1945,1,0,1,12,13,3,0,0,0,0,0,0,0,0,0.401,0.4936,0,0,5912,182.3753,0.0942963,299.9383,428.7609,72,2.2211,20,0.617,12,113,3.4859,7603,3360,103.6504,0.0847891,5950,22,22,0,0.6787,2022,2647,4,2096,2589,18,-74,58,-14,0,0,0,0,0,0,3084,3868,7,3064,4010,24,20,-142,-17,0,0,0,0,0,
ESPORTSTMNT03/1763332,complete,LCK,2021,0,2021/2/18 6:47,1,11.03,5,Blue,sup,Kellin,oe:player:b0ec3df39d61f953e7af0afd8eb8c4a,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,Rell,1924,1,4,2,16,28,6,0,0,0,0,1,1,0,0,0.8732,1.0603,0,0,9358,291.8295,0.0971271,366.3617,823.3472,57,1.7775,6,0.1871,18,82,2.5572,9018,4817,150.2183,0.11501,7600,33,33,0,1.0291,3135,2239,15,2070,2767,17,1065,-528,-2,2,4,0,0,0,2,4160,3217,21,3271,4244,24,889,-1027,-3,2,4,0,0,1,
ESPORTSTMNT03/1763332,complete,LCK,2021,0,2021/2/18 6:47,1,11.03,10,Red,sup,Vsta,oe:player:16c1637b4b44b008b4d6627f68ae30a,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,Thresh,1924,0,0,7,6,6,28,0,0,0,0,0,0,0,0,0.1871,1.0603,0,0,5472,170.6445,0.0734181,498.4304,357.3493,46,1.4345,4,0.1247,18,66,2.0582,6294,2093,65.2703,0.0707167,5800,28,28,0,0.8732,2070,2767,17,3135,2239,15,-1065,528,2,0,0,2,2,4,0,3271,4244,24,4160,3217,21,-889,1027,3,0,1,2,2,4,
ESPORTSTMNT03/1763351,complete,LCK,2021,0,2021/2/18 8:39,2,11.03,5,Blue,sup,Vsta,oe:player:16c1637b4b44b008b4d6627f68ae30a,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,Galio,2199,1,1,3,13,26,17,0,0,0,0,0,0,0,0,0.7094,1.1733,0,0,11159,304.4748,0.0994661,459.0996,593.6971,62,1.6917,11,0.3001,20,85,2.3192,8836,4074,111.1596,0.0875561,8100,48,48,0,1.3097,2111,2427,16,2153,2117,15,-42,310,1,0,1,0,0,1,1,3122,4140,27,3362,3592,22,-240,548,5,0,1,0,0,2,
ESPORTSTMNT03/1763351,complete,LCK,2021,0,2021/2/18 8:39,2,11.03,10,Red,sup,Kellin,oe:player:b0ec3df39d61f953e7af0afd8eb8c4a,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,Alistar,2199,0,0,5,10,17,26,0,0,0,0,0,0,0,0,0.4638,1.1733,0,0,7955,217.0532,0.0729054,675.7981,819.3724,79,2.1555,14,0.382,25,103,2.8104,8401,3639,99.2906,0.097173,8425,44,40,4,1.2005,2153,2117,15,2111,2427,16,42,-310,-1,0,1,1,0,1,0,3362,3592,22,3122,4140,27,240,-548,-5,0,2,1,0,1,
ESPORTSTMNT03/1763358,complete,LCK,2021,0,2021/2/18 9:43,3,11.03,5,Blue,sup,Kellin,oe:player:b0ec3df39d61f953e7af0afd8eb8c4a,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,Rell,1832,0,0,3,6,12,17,0,0,0,0,0,0,0,0,0.393,0.9498,0,0,5732,187.7293,0.0921899,376.6703,444.1376,58,1.8996,10,0.3275,15,85,2.7838,6445,2432,79.6507,0.0820952,6125,35,35,0,1.1463,2245,2532,15,2091,2014,14,154,518,1,0,1,0,0,0,1,3505,3752,26,3006,3025,17,499,727,9,0,2,0,0,1,
ESPORTSTMNT03/1763358,complete,LCK,2021,0,2021/2/18 9:43,3,11.03,10,Red,sup,Vsta,oe:player:16c1637b4b44b008b4d6627f68ae30a,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,Alistar,1832,1,0,6,12,17,12,0,0,0,0,0,0,0,0,0.5568,0.9498,0,0,5914,193.69,0.0669186,570.6878,613.952,48,1.5721,5,0.1638,18,72,2.3581,7353,3340,109.3886,0.0804546,6220,25,25,0,0.8188,2091,2014,14,2245,2532,15,-154,-518,-1,0,0,1,0,1,0,3006,3025,17,3505,3752,26,-499,-727,-9,0,1,1,0,2,
ESPORTSTMNT03/1763374,complete,LCK,2021,0,2021/2/18 10:39,1,11.03,5,Blue,sup,Lehends,oe:player:e4e24b8656e4e6a74b939af730b0148,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,Rell,1655,0,0,4,2,4,16,0,0,0,0,0,0,0,0,0.145,0.7251,0,0,2700,97.8852,0.0675591,350.5015,349.5952,43,1.5589,21,0.7613,16,69,2.5015,5774,2122,76.9305,0.0849696,5300,52,52,0,1.8852,2149,2940,16,2429,2974,14,-280,-34,2,0,0,1,1,1,0,3320,4301,28,3576,4619,21,-256,-318,7,0,1,2,1,3,
ESPORTSTMNT03/1763374,complete,LCK,2021,0,2021/2/18 10:39,1,11.03,10,Red,sup,Life,oe:player:dea5251e486aed942e1bc06e1d5c116,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Leona,1655,1,1,1,4,16,4,0,0,0,0,0,0,0,0,0.5801,0.7251,0,0,1665,60.3625,0.0345257,222.3444,260.7009,36,1.3051,9,0.3263,11,67,2.429,6814,3162,114.6344,0.0790985,6025,31,31,0,1.1239,2429,2974,14,2149,2940,16,280,34,-2,1,1,0,0,0,1,3576,4619,21,3320,4301,28,256,318,-7,1,3,1,0,1,
