gameid,datacompleteness,league,year,playoffs,date,game,patch,participantid,side,position,playername,playerid,teamname,teamid,champion,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,total cs,minionkills,monsterkills,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15,
ESPORTSTMNT03_3093557,complete,LCK,2023,0,2023/1/29 7:06,2,13.01,10,Red,sup,Life,oe:player:dea5251e486aed942e1bc06e1d5c116,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,Lulu,2264,1,1,2,15,17,11,0,0,0,0,0,0,0,0,0.4505,0.742,0,0,6528,173.0035,0.075687,373.3039,232.606,59,1.5636,9,0.2385,15,91,2.4117,9625,4731,125.3799,0.102656,9225,13,13,0,0.3445,2341,2265,4,2181,2567,2,160,-302,2,0,1,0,0,0,0,3588,3713,7,3329,3390,6,259,323,1,0,2,0,0,0,
ESPORTSTMNT03_3094541,complete,LCK,2023,0,2023/1/29 8:07,3,13.01,5,Blue,sup,Delight,oe:player:051ca2e31ba25123961b3df95fdef4c,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Nami,2025,1,1,0,10,13,3,0,0,0,0,0,0,0,0,0.3852,0.4741,0,0,4365,129.3333,0.0503321,211.3185,119.0519,48,1.4222,7,0.2074,11,81,2.4,8633,4226,125.2148,0.0997922,7660,8,8,0,0.237,1967,2301,1,2665,2728,1,-698,-427,0,0,0,0,0,0,0,3015,3233,3,3604,4017,3,-589,-784,0,0,0,0,0,0,
ESPORTSTMNT03_3094541,complete,LCK,2023,0,2023/1/29 8:07,3,13.01,10,Red,sup,Life,oe:player:dea5251e486aed942e1bc06e1d5c116,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,Ashe,2025,0,1,3,0,3,13,0,0,0,0,0,0,0,0,0.0889,0.4741,0,0,9335,276.5926,0.185038,367.8519,160.9185,71,2.1037,19,0.563,9,109,3.2296,7301,2894,85.7481,0.0972025,7125,21,21,0,0.6222,2665,2728,1,1967,2301,1,698,427,0,0,0,0,0,0,0,3604,4017,3,3015,3233,3,589,784,0,0,0,0,0,0,
ESPORTSTMNT03_3092604,complete,LCK,2023,0,2023/1/29 9:46,1,13.01,5,Blue,sup,Moham,oe:player:dfc279de8d7bd571aa8edfd7eb89c03,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,Karma,2547,0,0,4,6,11,14,0,0,0,0,0,0,0,1,0.2591,0.5889,0,1,9452,222.662,0.0769437,393.0035,282.8504,78,1.8375,18,0.424,27,122,2.874,8840,3369,79.364,0.0811934,8425,30,30,0,0.7067,1974,2786,2,2785,2539,5,-811,247,-3,0,0,1,1,0,0,3184,4137,6,3952,3732,19,-768,405,-13,0,1,2,1,0,
ESPORTSTMNT03_3092604,complete,LCK,2023,0,2023/1/29 9:46,1,13.01,10,Red,sup,BeryL,oe:player:dee54127bb56d2e2540ba71cc416f1c,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,Caitlyn,2547,1,1,5,8,14,11,0,0,0,0,1,1,0,0,0.3298,0.5889,1,0,13011,306.5018,0.127099,447.9388,203.7927,65,1.5312,55,1.2956,18,195,4.5936,11108,5637,132.7915,0.11697,9500,76,70,6,1.7903,2785,2539,5,1974,2786,2,811,-247,3,1,0,0,0,0,1,3952,3732,19,3184,4137,6,768,-405,13,1,0,1,0,1,
ESPORTSTMNT03_3093593,complete,LCK,2023,0,2023/1/29 10:53,2,13.01,5,Blue,sup,Moham,oe:player:dfc279de8d7bd571aa8edfd7eb89c03,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,Karma,1767,0,0,5,1,4,20,0,0,0,0,0,0,0,0,0.1358,0.8149,0,1,9854,334.601,0.145849,460.1698,296.5365,60,2.0374,13,0.4414,19,85,2.8862,6089,2209,75.0085,0.0806939,5525,16,16,0,0.5433,2345,2348,3,2631,2666,3,-286,-318,0,0,0,1,0,2,0,3361,2650,8,4222,3551,11,-861,-901,-3,0,0,2,0,3,
ESPORTSTMNT03_3093593,complete,LCK,2023,0,2023/1/29 10:53,2,13.01,10,Red,sup,BeryL,oe:player:dee54127bb56d2e2540ba71cc416f1c,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,Caitlyn,1767,1,2,1,10,20,4,0,0,0,0,0,0,0,0,0.6791,0.8149,1,0,12712,431.6469,0.161285,442.8183,216.2649,71,2.4109,35,1.1885,15,145,4.9236,9998,6118,207.7419,0.151381,8175,44,44,0,1.4941,2631,2666,3,2345,2348,3,286,318,0,0,2,0,0,0,1,4222,3551,11,3361,2650,8,861,901,3,0,3,1,0,0,
ESPORTSTMNT03_3097664,complete,LCK,2023,0,2023/2/1 8:07,1,13.01,5,Blue,sup,Kael,oe:player:d24f38ec30ce6f7577066f80e43e4bf,Liiv SANDBOX,oe:team:c75f1f337fc5867914749d438a4871d,Heimerdinger,1903,1,0,0,6,6,2,0,0,0,0,1,0,1,0,0.1892,0.2522,0,0,10879,343.0058,0.161077,160.6726,57.0363,56,1.7656,19,0.5991,16,122,3.8466,8703,4545,143.3001,0.115069,8185,34,34,0,1.072,2439,2605,6,2149,2595,15,290,10,-9,0,0,0,0,0,0,3643,3556,12,3198,3309,27,445,247,-15,0,1,0,0,0,
ESPORTSTMNT03_3097664,complete,LCK,2023,0,2023/2/1 8:07,1,13.01,10,Red,sup,Peter,oe:player:ee051912ad5f9a97aa9ce4980cbb481,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,Karma,1903,0,0,1,2,2,6,0,0,0,0,0,0,0,0,0.0631,0.2522,0,0,1603,50.5413,0.0399611,322.1335,217.299,44,1.3873,22,0.6936,15,101,3.1844,6549,2391,75.3862,0.0804294,6075,50,50,0,1.5765,2149,2595,15,2439,2605,6,-290,-10,9,0,0,0,0,0,0,3198,3309,27,3643,3556,12,-445,-247,15,0,0,0,0,1,
ESPORTSTMNT03_3096700,complete,LCK,2023,0,2023/2/1 9:00,2,13.01,5,Blue,sup,Peter,oe:player:ee051912ad5f9a97aa9ce4980cbb481,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,Karma,1766,0,2,3,3,7,18,0,0,0,0,0,0,0,0,0.2378,0.8494,0,1,8074,274.3148,0.126292,399.581,327.8256,31,1.0532,11,0.3737,11,68,2.3103,6683,2805,95.3001,0.0994074,6370,19,19,0,0.6455,2232,2977,8,3053,2391,5,-821,586,3,0,1,1,2,0,0,3999,4414,12,4457,3773,6,-458,641,6,2,2,1,3,2,
ESPORTSTMNT03_3096700,complete,LCK,2023,0,2023/2/1 9:00,2,13.01,10,Red,sup,Kael,oe:player:d24f38ec30ce6f7577066f80e43e4bf,Liiv SANDBOX,oe:team:c75f1f337fc5867914749d438a4871d,Lux,1766,1,3,1,13,18,7,0,0,0,0,1,1,0,0,0.6116,0.8494,1,0,13377,454.4847,0.162254,176.0249,154.9943,46,1.5629,9,0.3058,15,91,3.0917,8703,4825,163.9298,0.125423,7450,28,28,0,0.9513,3053,2391,5,2232,2977,8,821,-586,-3,2,0,0,0,1,1,4457,3773,6,3999,4414,12,458,-641,-6,3,2,1,2,2,
ESPORTSTMNT03_3095781,complete,LCK,2023,0,2023/2/1 10:36,1,13.01,5,Blue,sup,Delight,oe:player:051ca2e31ba25123961b3df95fdef4c,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Lulu,2097,1,0,1,14,14,4,0,0,0,0,0,0,0,1,0.4006,0.515,0,0,5484,156.9099,0.0688901,250.2146,142.6037,66,1.8884,14,0.4006,16,115,3.2904,9092,4539,129.8712,0.0990476,8200,19,19,0,0.5436,2546,2462,4,2526,2961,2,20,-499,2,0,0,1,0,2,0,3671,4035,8,3476,4047,2,195,-12,6,0,1,1,0,2,
ESPORTSTMNT03_3095781,complete,LCK,2023,0,2023/2/1 10:36,1,13.01,10,Red,sup,Kellin,oe:player:b0ec3df39d61f953e7af0afd8eb8c4a,Dplus KIA,oe:team:2a247555001e6364757f171f158f997,Yuumi,2097,0,0,2,4,4,14,0,0,0,0,1,0,1,0,0.1144,0.515,0,0,9617,275.1645,0.126813,169.8999,128.3834,58,1.6595,1,0.0286,16,80,2.289,7126,2573,73.6195,0.0825727,6650,5,5,0,0.1431,2526,2961,2,2546,2462,4,-20,499,-2,0,2,0,0,0,1,3476,4047,2,3671,4035,8,-195,12,-6,0,2,0,0,1,
ESPORTSTMNT03_3096742,complete,LCK,2023,0,2023/2/1 11:35,2,13.01,5,Blue,sup,Delight,oe:player:051ca2e31ba25123961b3df95fdef4c,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Lulu,1796,1,0,0,14,15,5,0,0,0,0,0,0,0,0,0.5011,0.6682,1,0,4675,156.1804,0.0624766,258.1403,152.4722,52,1.7372,8,0.2673,16,91,3.0401,8899,4960,165.7016,0.122826,7700,17,17,0,0.5679,2502,2835,8,2356,2747,4,146,88,4,0,0,0,0,1,0,4133,4535,12,3338,4055,6,795,480,6,0,1,0,0,2,
ESPORTSTMNT03_3096742,complete,LCK,2023,0,2023/2/1 11:35,2,13.01,10,Red,sup,Kellin,oe:player:b0ec3df39d61f953e7af0afd8eb8c4a,Dplus KIA,oe:team:2a247555001e6364757f171f158f997,Yuumi,1796,0,0,3,4,5,15,0,0,0,0,0,0,0,0,0.167,0.6682,0,1,6345,211.971,0.136208,225.6013,175.3229,52,1.7372,9,0.3007,15,72,2.4053,5841,1902,63.5412,0.0740028,6025,13,13,0,0.4343,2356,2747,4,2502,2835,8,-146,-88,-4,0,1,0,0,0,0,3338,4055,6,4133,4535,12,-795,-480,-6,0,2,1,0,1,
ESPORTSTMNT03_3098196,complete,LCK,2023,0,2023/2/2 8:06,1,13.01,5,Blue,sup,BeryL,oe:player:dee54127bb56d2e2540ba71cc416f1c,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,Nami,1931,0,0,3,1,4,10,0,0,0,0,0,0,0,0,0.1243,0.435,0,0,2710,84.2051,0.044384,309.912,132.0559,37,1.1497,9,0.2796,16,72,2.2372,6274,2059,63.9772,0.0611811,6100,19,19,0,0.5904,2057,2622,7,2559,2748,14,-502,-126,-7,0,0,1,0,3,0,2918,3945,8,3997,4238,22,-1079,-293,-14,0,0,2,0,4,
ESPORTSTMNT03_3098196,complete,LCK,2023,0,2023/2/2 8:06,1,13.01,10,Red,sup,Effort,oe:player:035b9ae578574cdf728d8760483d804,BRION,oe:team:f73cbd69433514d61cf7c9cd0f5123a,Lulu,1931,1,0,0,9,10,4,0,0,0,0,1,0,1,0,0.3107,0.435,0,0,2363,73.4231,0.0432942,147.2812,129.9741,57,1.7711,7,0.2175,17,81,2.5168,8105,3890,120.87,0.0988635,7225,27,27,0,0.8389,2559,2748,14,2057,2622,7,502,126,7,0,3,0,0,0,1,3997,4238,22,2918,3945,8,1079,293,14,0,4,0,0,0,
ESPORTSTMNT03_3099119,complete,LCK,2023,0,2023/2/2 9:01,2,13.01,5,Blue,sup,Effort,oe:player:035b9ae578574cdf728d8760483d804,BRION,oe:team:f73cbd69433514d61cf7c9cd0f5123a,Karma,1630,0,1,4,4,7,13,0,0,0,0,1,0,1,0,0.2577,0.7362,0,0,4225,155.5215,0.0968038,406.5644,243.9018,47,1.7301,13,0.4785,13,74,2.7239,6454,2853,105.0184,0.110486,5975,41,41,0,1.5092,2219,1876,15,2233,1478,6,-14,398,9,0,1,1,0,0,0,3780,3228,26,3624,2806,16,156,422,10,1,3,2,0,2,
ESPORTSTMNT03_3099119,complete,LCK,2023,0,2023/2/2 9:01,2,13.01,10,Red,sup,BeryL,oe:player:dee54127bb56d2e2540ba71cc416f1c,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,Heimerdinger,1630,1,2,4,4,13,7,1,0,0,0,0,0,0,0,0.4785,0.7362,0,0,6041,222.3681,0.102964,404.4663,130.0859,37,1.362,19,0.6994,15,95,3.4969,8069,4468,164.4663,0.128109,7525,30,30,0,1.1043,2233,1478,6,2219,1876,15,14,-398,-9,0,0,0,0,1,1,3624,2806,16,3780,3228,26,-156,-422,-10,0,2,2,1,3,
ESPORTSTMNT03_3098225,complete,LCK,2023,0,2023/2/2 9:50,3,13.01,5,Blue,sup,BeryL,oe:player:dee54127bb56d2e2540ba71cc416f1c,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,Twitch,1707,0,0,5,2,3,16,0,0,0,0,0,0,0,0,0.1054,0.6678,0,0,8728,306.7838,0.174236,314.9736,119.0158,67,2.355,25,0.8787,20,103,3.6204,6255,2497,87.768,0.0914642,5700,29,29,0,1.0193,1968,1447,5,1955,1384,11,13,63,-6,0,0,0,0,0,0,3157,2650,11,3177,2982,20,-20,-332,-9,0,0,2,0,4,
ESPORTSTMNT03_3098225,complete,LCK,2023,0,2023/2/2 9:50,3,13.01,10,Red,sup,Effort,oe:player:035b9ae578574cdf728d8760483d804,BRION,oe:team:f73cbd69433514d61cf7c9cd0f5123a,Nautilus,1707,1,1,1,8,16,3,0,0,0,0,1,0,1,0,0.5624,0.6678,0,0,2777,97.6098,0.0561248,317.645,351.0721,41,1.4411,13,0.4569,16,83,2.9174,7124,3366,118.3128,0.0902213,5950,35,35,0,1.2302,1955,1384,11,1968,1447,5,-13,-63,6,0,0,0,0,0,0,3177,2982,20,3157,2650,11,20,332,9,0,4,0,0,0,
ESPORTSTMNT03_3098229,complete,LCK,2023,0,2023/2/2 11:23,1,13.01,5,Blue,sup,Life,oe:player:dea5251e486aed942e1bc06e1d5c116,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,Rakan,2601,0,0,6,8,11,18,0,0,0,0,0,0,0,0,0.2537,0.669,0,0,4358,100.5306,0.0377068,487.8893,442.0992,128,2.9527,31,0.7151,19,189,4.3599,8972,3390,78.2007,0.0712503,8225,52,52,0,1.1995,2212,2177,18,3346,2091,8,-1134,86,10,0,1,1,3,0,1,3140,2923,28,4782,3119,16,-1642,-196,12,0,1,1,3,1,
ESPORTSTMNT03_3098229,complete,LCK,2023,0,2023/2/2 11:23,1,13.01,10,Red,sup,Keria,oe:player:db79ce6ad35451c938fbe2995dabd37,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,Jhin,2601,1,5,2,10,18,11,0,0,0,0,0,0,0,0,0.4152,0.669,0,0,13792,318.1546,0.112663,256.6551,108.9504,136,3.1373,44,1.015,21,233,5.3749,13012,7430,171.3956,0.130697,13075,76,68,8,1.7532,3346,2091,8,2212,2177,18,1134,-86,-10,3,0,1,0,1,1,4782,3119,16,3140,2923,28,1642,196,-12,3,1,1,0,1,
ESPORTSTMNT03_3100173,complete,LCK,2023,0,2023/2/2 12:29,2,13.01,5,Blue,sup,Keria,oe:player:db79ce6ad35451c938fbe2995dabd37,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,Nami,2251,0,1,2,1,3,19,0,0,0,0,1,0,1,0,0.08,0.5864,0,1,6179,164.7001,0.0902927,294.5358,151.426,67,1.7859,11,0.2932,20,103,2.7454,7731,2863,76.3127,0.0803146,7630,15,15,0,0.3998,1983,2690,2,1958,2662,0,25,28,2,0,0,0,0,0,0,3233,4154,5,2916,4675,1,317,-521,4,0,1,0,0,1,
ESPORTSTMNT03_3100173,complete,LCK,2023,0,2023/2/2 12:29,2,13.01,10,Red,sup,Life,oe:player:dea5251e486aed942e1bc06e1d5c116,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,Yuumi,2251,1,1,0,17,19,3,0,0,0,0,0,0,0,0,0.5064,0.5864,1,0,12151,323.8827,0.139083,80.1777,45.1533,59,1.5726,6,0.1599,15,104,2.7721,9016,4148,110.5642,0.0905601,8050,9,9,0,0.2399,1958,2662,0,1983,2690,2,-25,-28,-2,0,0,0,0,0,0,2916,4675,1,3233,4154,5,-317,521,-4,0,1,0,0,1,
ESPORTSTMNT03_3098275,complete,LCK,2023,0,2023/2/2 13:31,3,13.01,5,Blue,sup,Life,oe:player:dea5251e486aed942e1bc06e1d5c116,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,Heimerdinger,1677,1,0,0,6,11,2,0,0,0,0,0,0,0,0,0.3936,0.4651,0,0,7341,262.6476,0.126693,233.7746,153.6315,37,1.3238,11,0.3936,12,93,3.3274,6976,3279,117.3166,0.0893509,5700,30,22,8,1.0733,2410,2226,2,2560,2087,8,-150,139,-6,0,0,0,0,1,0,3452,3505,11,3427,3439,11,25,66,0,0,0,0,0,1,
ESPORTSTMNT03_3098275,complete,LCK,2023,0,2023/2/2 13:31,3,13.01,10,Red,sup,Keria,oe:player:db79ce6ad35451c938fbe2995dabd37,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,Soraka,1677,0,0,1,2,2,11,0,0,0,0,1,0,1,0,0.0716,0.4651,0,0,3710,132.737,0.0684237,251.6995,124.4365,39,1.3953,14,0.5009,13,63,2.254,5908,2211,79.1055,0.0879336,5525,25,25,0,0.8945,2560,2087,8,2410,2226,2,150,-139,6,0,1,0,0,0,0,3427,3439,11,3452,3505,11,-25,-66,0,0,1,0,0,0,
ESPORTSTMNT03_3098573,complete,LCK,2023,0,2023/2/3 8:06,1,13.01,5,Blue,sup,Lehends,oe:player:e4e24b8656e4e6a74b939af730b0148,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Yuumi,2078,0,0,2,2,4,13,0,0,0,0,0,0,0,0,0.1155,0.4909,0,0,6069,175.2358,0.088193,210.7218,151.4726,43,1.2416,4,0.1155,15,66,1.9057,6607,2092,60.4042,0.0676513,6425,6,6,0,0.1732,2077,2678,1,2383,2599,2,-306,79,-1,0,0,0,0,0,0,3166,3894,5,3171,3830,4,-5,64,1,0,0,0,0,0,
ESPORTSTMNT03_3098573,complete,LCK,2023,0,2023/2/3 8:06,1,13.01,10,Red,sup,Jun,oe:player:054e5f8aeb885db6713f4a3e7328efc,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,Lulu,2078,1,0,0,12,13,4,0,0,0,0,0,0,0,0,0.3754,0.4909,0,0,4903,141.5688,0.0531088,269.9134,226.949,58,1.6747,10,0.2887,16,111,3.205,8510,3995,115.3513,0.0984316,7660,16,12,4,0.462,2383,2599,2,2077,2678,1,306,-79,1,0,0,0,0,0,0,3171,3830,4,3166,3894,5,5,-64,-1,0,0,0,0,0,
ESPORTSTMNT03_3099542,complete,LCK,2023,0,2023/2/3 9:03,2,13.01,5,Blue,sup,Jun,oe:player:054e5f8aeb885db6713f4a3e7328efc,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,Heimerdinger,1514,1,0,0,7,9,4,0,0,0,0,0,0,0,0,0.3567,0.5152,0,0,6113,242.2589,0.127357,344.5443,152.893,31,1.2285,10,0.3963,9,81,3.21,7166,3802,150.6737,0.103744,6375,28,28,0,1.1096,2176,2267,2,2190,2503,18,-14,-236,-16,0,0,0,0,1,0,3764,4123,11,3461,3919,28,303,204,-17,0,3,0,0,3,
ESPORTSTMNT03_3099542,complete,LCK,2023,0,2023/2/3 9:03,2,13.01,10,Red,sup,Lehends,oe:player:e4e24b8656e4e6a74b939af730b0148,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Karma,1514,0,0,2,3,4,9,0,0,0,0,0,0,0,0,0.1585,0.5152,0,0,7866,311.7305,0.202805,317.2391,222.2853,41,1.6248,8,0.317,13,58,2.2985,5395,2031,80.4888,0.0883081,5210,43,43,0,1.7041,2190,2503,18,2176,2267,2,14,236,16,0,1,0,0,0,0,3461,3919,28,3764,4123,11,-303,-204,17,0,3,1,0,3,
ESPORTSTMNT03_3098646,complete,LCK,2023,0,2023/2/3 10:36,1,13.01,5,Blue,sup,Delight,oe:player:051ca2e31ba25123961b3df95fdef4c,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Heimerdinger,2134,0,1,6,9,13,23,0,0,0,0,0,0,0,1,0.3655,1.0122,0,0,18807,528.7816,0.151165,564.7704,206.6542,59,1.6589,22,0.6186,16,131,3.6832,9552,4923,138.4161,0.118376,9485,43,43,0,1.209,2338,2699,10,2574,2948,3,-236,-249,7,0,0,1,0,1,0,3807,4048,24,3857,3878,9,-50,170,15,0,2,2,0,4,
ESPORTSTMNT03_3098646,complete,LCK,2023,0,2023/2/3 10:36,1,13.01,10,Red,sup,Kael,oe:player:d24f38ec30ce6f7577066f80e43e4bf,Liiv SANDBOX,oe:team:c75f1f337fc5867914749d438a4871d,Ashe,2134,1,3,3,16,23,13,0,0,0,0,1,0,1,0,0.6467,1.0122,0,0,14185,398.8285,0.121798,396.1856,154.3299,101,2.8397,23,0.6467,22,168,4.7235,9859,5230,147.0478,0.118635,8400,35,35,0,0.9841,2574,2948,3,2338,2699,10,236,249,-7,0,1,0,0,0,1,3857,3878,9,3807,4048,24,50,-170,-15,0,4,1,0,2,
ESPORTSTMNT03_3100615,complete,LCK,2023,0,2023/2/3 11:33,2,13.01,5,Blue,sup,Delight,oe:player:051ca2e31ba25123961b3df95fdef4c,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Ashe,2181,1,1,2,13,17,8,0,0,0,0,0,0,0,0,0.4677,0.6878,0,0,12354,339.8624,0.110262,280,132.1596,91,2.5034,18,0.4952,15,157,4.3191,9047,4322,118.8996,0.0946352,8425,36,35,1,0.9904,2255,2040,8,2410,2557,4,-155,-517,4,0,0,0,0,1,0,3303,3265,14,3446,3550,10,-143,-285,4,0,0,0,0,1,
ESPORTSTMNT03_3100615,complete,LCK,2023,0,2023/2/3 11:33,2,13.01,10,Red,sup,Kael,oe:player:d24f38ec30ce6f7577066f80e43e4bf,Liiv SANDBOX,oe:team:c75f1f337fc5867914749d438a4871d,Kalista,2181,0,1,1,5,8,17,0,0,0,0,0,0,0,0,0.2201,0.6878,0,0,8533,234.7455,0.124243,281.5681,141.5406,105,2.8886,36,0.9904,18,178,4.8968,8665,3940,108.3906,0.112001,9200,52,48,4,1.4305,2410,2557,4,2255,2040,8,155,517,-4,0,1,0,0,0,0,3446,3550,10,3303,3265,14,143,285,-4,0,1,0,0,0,
ESPORTSTMNT03_3099594,complete,LCK,2023,0,2023/2/3 12:32,3,13.01,5,Blue,sup,Delight,oe:player:051ca2e31ba25123961b3df95fdef4c,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Karma,1936,1,0,0,14,15,4,0,0,0,0,0,0,0,0,0.4649,0.5888,0,0,4501,139.4938,0.0762713,236.436,166.0847,55,1.7045,15,0.4649,15,115,3.564,8085,3860,119.6281,0.102944,6925,44,43,1,1.3636,2219,2368,15,2336,2189,5,-117,179,10,0,1,0,0,0,0,3549,3606,24,3411,3170,16,138,436,8,0,3,0,0,0,
ESPORTSTMNT03_3099594,complete,LCK,2023,0,2023/2/3 12:32,3,13.01,10,Red,sup,Kael,oe:player:d24f38ec30ce6f7577066f80e43e4bf,Liiv SANDBOX,oe:team:c75f1f337fc5867914749d438a4871d,Heimerdinger,1936,0,0,4,0,4,15,0,0,0,0,0,0,0,0,0.124,0.5888,0,0,7492,232.1901,0.147745,309.8864,97.1591,70,2.1694,18,0.5579,24,120,3.719,6480,2255,69.8864,0.0785761,6135,25,25,0,0.7748,2336,2189,5,2219,2368,15,117,-179,-10,0,0,0,0,1,0,3411,3170,16,3549,3606,24,-138,-436,-8,0,0,0,0,3,
ESPORTSTMNT03_3100826,complete,LCK,2023,0,2023/2/4 6:07,1,13.01,5,Blue,sup,Life,oe:player:dea5251e486aed942e1bc06e1d5c116,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,Renata Glasc,2267,0,1,7,8,13,20,0,0,0,0,0,0,0,0,0.3441,0.8734,0,0,6804,180.0794,0.0701718,528.487,350.6573,84,2.2232,19,0.5029,17,140,3.7053,9158,4258,112.6952,0.0950286,8775,27,27,0,0.7146,2323,2406,5,2368,2481,7,-45,-75,-2,0,2,1,0,3,1,3535,3369,8,3712,3734,11,-177,-365,-3,0,2,4,0,6,
ESPORTSTMNT03_3100826,complete,LCK,2023,0,2023/2/4 6:07,1,13.01,10,Red,sup,BeryL,oe:player:dee54127bb56d2e2540ba71cc416f1c,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,Karma,2267,1,0,2,15,20,13,0,0,0,0,0,0,0,0,0.5293,0.8734,0,0,8311,219.9647,0.0757239,334.9625,228.5929,66,1.7468,29,0.7675,23,134,3.5465,9083,4183,110.7102,0.0957591,8175,36,32,4,0.9528,2368,2481,7,2323,2406,5,45,75,2,0,3,1,0,2,1,3712,3734,11,3535,3369,8,177,365,3,0,6,1,0,2,
ESPORTSTMNT03_3100863,complete,LCK,2023,0,2023/2/4 7:07,2,13.01,5,Blue,sup,BeryL,oe:player:dee54127bb56d2e2540ba71cc416f1c,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,Soraka,1411,0,0,5,2,4,17,0,0,0,0,0,0,0,0,0.1701,0.893,0,0,3074,130.7158,0.0961286,552.6293,206.3218,35,1.4883,6,0.2551,15,57,2.4238,4721,1567,66.6336,0.0800008,4475,9,9,0,0.3827,2181,1827,5,2952,2217,8,-771,-390,-3,0,1,1,0,2,1,3055,3419,8,4396,3619,13,-1341,-200,-5,0,1,1,0,2,
ESPORTSTMNT03_3100863,complete,LCK,2023,0,2023/2/4 7:07,2,13.01,10,Red,sup,Life,oe:player:dea5251e486aed942e1bc06e1d5c116,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,Heimerdinger,1411,1,2,1,7,17,4,0,0,0,0,0,0,0,0,0.7229,0.893,0,0,8800,374.2027,0.138983,314.9681,111.6655,29,1.2332,12,0.5103,8,69,2.9341,7920,4766,202.6648,0.142741,5945,27,27,0,1.1481,2952,2217,8,2181,1827,5,771,390,3,0,2,1,0,1,1,4396,3619,13,3055,3419,8,1341,200,5,0,2,1,0,1,
ESPORTSTMNT03_3098932,complete,LCK,2023,0,2023/2/4 7:53,3,13.01,5,Blue,sup,Life,oe:player:dea5251e486aed942e1bc06e1d5c116,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,Soraka,2278,1,2,2,11,20,10,0,0,0,0,0,0,0,0,0.5268,0.7902,0,0,4441,116.971,0.0457689,220.4302,106.6462,61,1.6067,10,0.2634,14,99,2.6076,9569,4646,122.3705,0.0937272,9250,18,18,0,0.4741,2752,2673,2,2255,1718,4,497,955,-2,1,1,0,0,0,1,3818,3718,3,3302,2802,12,516,916,-9,2,1,0,0,0,
ESPORTSTMNT03_3098932,complete,LCK,2023,0,2023/2/4 7:53,3,13.01,10,Red,sup,BeryL,oe:player:dee54127bb56d2e2540ba71cc416f1c,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,Heimerdinger,2278,0,0,8,4,10,20,0,0,0,0,0,0,0,0,0.2634,0.7902,0,0,13968,367.9017,0.105255,537.3134,196.8042,66,1.7384,22,0.5795,24,129,3.3977,8861,3938,103.7226,0.0930697,8625,55,50,5,1.4486,2255,1718,4,2752,2673,2,-497,-955,2,0,0,1,1,1,0,3302,2802,12,3818,3718,3,-516,-916,9,0,0,2,2,1,
