gameid,datacompleteness,league,year,playoffs,date,game,patch,participantid,side,position,playername,playerid,teamname,teamid,champion,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,total cs,minionkills,monsterkills,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15,opp_deathsat15
ESPORTSTMNT03_2546210,complete,LCK,2022,0,2022/2/18 9:39,1,12.03,2,Blue,jng,Peanut,oe:player:dda4a873265dfd06df50a0d8a294908,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Diana,1577,1,4,1,8,17,7,0,0,0,0,0,0,0,0,0.6468,0.9131,0,0,8828,335.8782,0.139013,508.0025,742.8282,7,0.2663,8,0.3044,6,37,1.4077,11734,8242,313.5828,0.208722,10485,210,34,176,7.9899,3615,3821,73,3803,3810,74,-188,11,-1,1,0,1,1,2,1,5721,6831,125,5363,5560,98,358,1271,27,1,0,1,2,2,1
ESPORTSTMNT03_2546210,complete,LCK,2022,0,2022/2/18 9:39,1,12.03,7,Red,jng,Croco,oe:player:5c6f901a83ec448d51703aebba0ca64,Liiv SANDBOX,oe:team:c75f1f337fc5867914749d438a4871d,Lee Sin,1577,0,3,4,4,7,17,0,0,0,0,1,0,1,0,0.2663,0.9131,0,0,4613,175.5105,0.154441,809.7146,749.9429,13,0.4946,5,0.1902,9,26,0.9892,8614,5122,194.8763,0.203529,8500,152,13,139,5.7831,3803,3810,74,3615,3821,73,188,-11,1,1,2,1,1,0,1,5363,5560,98,5721,6831,125,-358,-1271,-27,2,2,1,1,0,1
ESPORTSTMNT03_2546263,complete,LCK,2022,0,2022/2/18 11:33,2,12.03,2,Blue,jng,Croco,oe:player:5c6f901a83ec448d51703aebba0ca64,Liiv SANDBOX,oe:team:c75f1f337fc5867914749d438a4871d,Lee Sin,1923,0,0,2,4,9,29,0,0,0,0,0,0,0,0,0.2808,1.1856,0,1,7707,240.468,0.136303,856.131,695.1014,21,0.6552,7,0.2184,12,40,1.248,9421,5223,162.9641,0.158755,9450,161,12,149,5.0234,3062,3183,64,3455,3627,70,-393,-444,-6,0,0,0,0,2,0,4482,4810,89,6011,6288,104,-1529,-1478,-15,0,2,1,3,3,0
ESPORTSTMNT03_2546263,complete,LCK,2022,0,2022/2/18 11:33,2,12.03,7,Red,jng,Peanut,oe:player:dda4a873265dfd06df50a0d8a294908,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Rek'Sai,1923,1,9,2,8,29,9,2,0,0,0,1,0,1,0,0.9048,1.1856,1,0,17438,544.0874,0.184824,909.8908,626.7083,7,0.2184,13,0.4056,6,53,1.6537,13441,9243,288.3931,0.218696,10350,199,40,159,6.209,3455,3627,70,3062,3183,64,393,444,6,0,2,0,0,0,0,6011,6288,104,4482,4810,89,1529,1478,15,3,3,0,0,2,1
ESPORTSTMNT03_2546764,complete,LCK,2022,0,2022/2/19 7:17,1,12.03,2,Blue,jng,OnFleek,oe:player:e35d06a0430095562086a40a2676d8e,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,Graves,1921,1,2,3,9,19,6,0,0,0,0,1,1,0,0,0.5934,0.7808,1,0,13563,423.6231,0.224601,691.3274,494.1176,13,0.406,34,1.0619,11,90,2.811,12701,8506,265.6741,0.191116,11325,244,46,198,7.621,3680,3396,71,3133,3305,65,547,91,6,1,0,0,0,0,0,5830,5953,119,4545,5231,97,1285,722,22,1,2,0,0,0,1
ESPORTSTMNT03_2546764,complete,LCK,2022,0,2022/2/19 7:17,1,12.03,7,Red,jng,Pyosik,oe:player:a2357eb17578485c2ba736db36cbc42,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,Lee Sin,1921,0,1,4,3,6,19,0,0,0,0,0,0,0,0,0.1874,0.7808,0,1,2799,87.4232,0.066494,707.2566,731.6502,19,0.5934,10,0.3123,13,45,1.4055,8864,4669,145.8303,0.150394,8875,160,36,124,4.9974,3133,3305,65,3680,3396,71,-547,-91,-6,0,0,0,1,0,0,4545,5231,97,5830,5953,119,-1285,-722,-22,0,0,1,1,2,0
ESPORTSTMNT03_2546797,complete,LCK,2022,0,2022/2/19 8:40,2,12.03,2,Blue,jng,Pyosik,oe:player:a2357eb17578485c2ba736db36cbc42,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,Lee Sin,2569,0,0,3,3,4,13,0,0,0,0,0,0,0,0,0.0934,0.397,0,0,5099,119.0891,0.0552163,714.2079,1052.7443,22,0.5138,15,0.3503,15,52,1.2145,10891,5375,125.5352,0.141146,10275,210,28,182,4.9046,3210,3568,70,3081,3289,66,129,279,4,0,0,0,0,0,1,4402,5216,93,5060,5928,110,-658,-712,-17,0,0,1,1,1,1
ESPORTSTMNT03_2546797,complete,LCK,2022,0,2022/2/19 8:40,2,12.03,7,Red,jng,OnFleek,oe:player:e35d06a0430095562086a40a2676d8e,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,Graves,2569,1,3,3,4,13,4,0,0,0,0,0,0,0,1,0.3036,0.397,0,0,14131,330.035,0.190861,914.457,767.5516,14,0.327,32,0.7474,12,92,2.1487,15533,10017,233.951,0.212594,14710,308,85,223,7.1935,3081,3289,66,3210,3568,70,-129,-279,-4,0,0,1,0,0,0,5060,5928,110,4402,5216,93,658,712,17,1,1,1,0,0,1
ESPORTSTMNT03_2546815,complete,LCK,2022,0,2022/2/19 9:52,1,12.03,2,Blue,jng,Ellim,oe:player:579ae2e0addc18db74179b2a3d33294,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,Lee Sin,1772,1,2,2,5,12,5,0,0,0,0,1,1,0,0,0.4063,0.5756,0,0,6527,221.0045,0.118997,705.0677,754.3002,20,0.6772,15,0.5079,12,47,1.5914,9190,5299,179.4244,0.153986,8200,144,22,122,4.8758,3385,3274,66,3188,3437,70,197,-163,-4,1,0,1,0,1,1,4821,4913,93,4546,5296,100,275,-383,-7,1,0,1,0,1,1
ESPORTSTMNT03_2546815,complete,LCK,2022,0,2022/2/19 9:52,1,12.03,7,Red,jng,UmTi,oe:player:1970fcb701acce66e0771946bbb3105,Fredit BRION,oe:team:75a7e5b883e51c7ec13e1580c0aa009,Xin Zhao,1772,0,0,3,4,5,12,0,0,0,0,0,0,0,1,0.1693,0.5756,0,0,5729,193.9842,0.182563,810.9142,475.395,13,0.4402,12,0.4063,15,37,1.2528,8670,4779,161.8172,0.177724,8350,171,43,128,5.7901,3188,3437,70,3385,3274,66,-197,163,4,0,1,1,1,0,1,4546,5296,100,4821,4913,93,-275,383,7,0,1,1,1,0,1
ESPORTSTMNT03_2546854,complete,LCK,2022,0,2022/2/19 11:37,2,12.03,2,Blue,jng,UmTi,oe:player:1970fcb701acce66e0771946bbb3105,Fredit BRION,oe:team:75a7e5b883e51c7ec13e1580c0aa009,Viego,2703,1,4,1,7,16,12,1,0,0,0,1,1,0,0,0.3552,0.6215,0,0,10897,241.8868,0.0894796,722.7081,760.5549,17,0.3774,25,0.5549,18,73,1.6204,14242,8453,187.636,0.163444,13508,207,51,156,4.5949,3647,3366,61,3041,3321,62,606,45,-1,2,0,0,0,0,1,5636,5600,98,4443,5241,92,1193,359,6,2,0,0,0,0,1
ESPORTSTMNT03_2546854,complete,LCK,2022,0,2022/2/19 11:37,2,12.03,7,Red,jng,Ellim,oe:player:579ae2e0addc18db74179b2a3d33294,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,Lee Sin,2703,0,1,4,7,12,16,0,0,0,0,0,0,0,1,0.2664,0.6215,0,0,7612,168.9678,0.094876,860.5327,930.6104,34,0.7547,13,0.2886,22,63,1.3984,13140,7351,163.1743,0.146653,12560,204,42,162,4.5283,3041,3321,62,3647,3366,61,-606,-45,1,0,0,1,2,0,0,4443,5241,92,5636,5600,98,-1193,-359,-6,0,0,1,2,0,0
ESPORTSTMNT03_2546882,complete,LCK,2022,0,2022/2/19 12:45,3,12.03,2,Blue,jng,Ellim,oe:player:579ae2e0addc18db74179b2a3d33294,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,Volibear,2702,1,4,1,10,16,9,1,0,0,0,0,0,0,0,0.3553,0.5551,0,0,12450,276.4619,0.128939,701.3916,1139.9334,18,0.3997,14,0.3109,18,55,1.2213,13457,7670,170.3183,0.148201,12200,186,39,147,4.1303,3172,3362,71,3337,3092,52,-165,270,19,0,0,0,1,2,0,4535,4957,96,4815,5166,87,-280,-209,9,0,2,1,1,3,1
ESPORTSTMNT03_2546882,complete,LCK,2022,0,2022/2/19 12:45,3,12.03,7,Red,jng,UmTi,oe:player:1970fcb701acce66e0771946bbb3105,Fredit BRION,oe:team:75a7e5b883e51c7ec13e1580c0aa009,Xin Zhao,2702,0,1,5,5,9,16,0,0,0,0,1,0,1,0,0.1999,0.5551,0,0,11360,252.2576,0.13407,940.9697,671.6802,17,0.3775,28,0.6218,14,76,1.6876,13136,7349,163.1902,0.159363,12850,228,46,182,5.0629,3337,3092,52,3172,3362,71,165,-270,-19,1,2,0,0,0,0,4815,5166,87,4535,4957,96,280,209,-9,1,3,1,0,2,1
ESPORTSTMNT03_2547358,complete,LCK,2022,0,2022/2/20 6:17,1,12.03,2,Blue,jng,Canyon,oe:player:92544d7a994bd6841cccd9f6e42e3de,DWG KIA,oe:team:2e79800a550f87f2378dbba9368396d,Graves,2099,0,1,2,1,2,8,0,0,0,0,0,0,0,0,0.0572,0.2859,0,0,10648,304.3735,0.26175,424.5164,298.7423,11,0.3144,11,0.3144,10,48,1.3721,11421,6863,196.1791,0.212694,11250,223,19,204,6.3745,3190,3307,69,3261,3438,64,-71,-131,5,0,0,0,0,1,0,5465,6143,118,5282,5805,102,183,338,16,0,0,0,1,1,0
ESPORTSTMNT03_2547358,complete,LCK,2022,0,2022/2/20 6:17,1,12.03,7,Red,jng,Cuzz,oe:player:f9fe6d28d5b67bf9ac673b2cc8edf15,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Xin Zhao,2099,1,2,0,2,8,2,0,0,0,0,1,0,1,0,0.2287,0.2859,0,0,6301,180.1143,0.118266,738.666,642.8776,8,0.2287,21,0.6003,9,67,1.9152,11583,7025,200.8099,0.161699,10200,199,42,157,5.6884,3261,3438,64,3190,3307,69,71,131,-5,0,1,0,0,0,0,5282,5805,102,5465,6143,118,-183,-338,-16,1,1,0,0,0,0
ESPORTSTMNT03_2547417,complete,LCK,2022,0,2022/2/20 8:44,2,12.03,2,Blue,jng,Canyon,oe:player:92544d7a994bd6841cccd9f6e42e3de,DWG KIA,oe:team:2e79800a550f87f2378dbba9368396d,Lee Sin,1790,1,4,2,3,9,9,0,0,0,0,0,0,0,0,0.3017,0.6034,0,0,10861,364.0559,0.215406,767.5642,894.4358,16,0.5363,6,0.2011,8,39,1.3073,9915,5989,200.7486,0.182246,8900,174,12,162,5.8324,3983,3652,62,3366,3405,55,617,247,7,3,0,0,1,2,2,5591,5697,92,5177,5790,104,414,-93,-12,4,0,0,1,2,2
ESPORTSTMNT03_2547417,complete,LCK,2022,0,2022/2/20 8:44,2,12.03,7,Red,jng,Cuzz,oe:player:f9fe6d28d5b67bf9ac673b2cc8edf15,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Xin Zhao,1790,0,1,3,6,9,9,0,0,0,0,1,0,1,0,0.3017,0.6034,0,0,9121,305.7318,0.221078,829.4078,606.5698,11,0.3687,25,0.838,11,54,1.8101,8783,4857,162.8045,0.17401,8725,156,36,120,5.2291,3366,3405,55,3983,3652,62,-617,-247,-7,1,2,2,3,0,0,5177,5790,104,5591,5697,92,-414,93,12,1,2,2,4,0,0
ESPORTSTMNT03_2547435,complete,LCK,2022,0,2022/2/20 9:40,3,12.03,2,Blue,jng,Canyon,oe:player:92544d7a994bd6841cccd9f6e42e3de,DWG KIA,oe:team:2e79800a550f87f2378dbba9368396d,Lee Sin,2381,1,3,1,11,14,7,1,0,0,0,1,1,0,0,0.3528,0.5292,0,0,13517,340.6216,0.210519,705.0315,820.6216,22,0.5544,17,0.4284,9,59,1.4868,14247,9114,229.6682,0.193647,12275,240,74,166,6.0479,3760,3454,60,3391,3398,68,369,56,-8,2,0,1,1,1,1,5483,5804,93,5418,6306,118,65,-502,-25,2,2,1,1,1,1
ESPORTSTMNT03_2547435,complete,LCK,2022,0,2022/2/20 9:40,3,12.03,7,Red,jng,Cuzz,oe:player:f9fe6d28d5b67bf9ac673b2cc8edf15,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Viego,2381,0,2,4,3,7,14,0,0,0,0,0,0,0,0,0.1764,0.5292,0,0,9058,228.257,0.140467,809.811,561.218,12,0.3024,12,0.3024,12,60,1.512,12438,7305,184.0823,0.168253,13000,237,38,199,5.9723,3391,3398,68,3760,3454,60,-369,-56,8,1,1,1,2,0,1,5418,6306,118,5483,5804,93,-65,502,25,1,1,1,2,2,1
ESPORTSTMNT03_2547455,complete,LCK,2022,0,2022/2/20 10:44,1,12.03,2,Blue,jng,Dread,oe:player:5fac949d3a1a7631ddaef68ea4cbe1e,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,Hecarim,2374,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0.2022,0,0,771,19.4861,0.0135396,608.5173,514.0944,21,0.5307,24,0.6066,19,78,1.9714,10737,5619,142.0135,0.148964,10425,197,37,160,4.9789,3323,3610,74,3273,3646,76,50,-36,-2,0,0,0,0,0,0,5018,5744,110,5003,5580,103,15,164,7,0,0,0,1,0,0
ESPORTSTMNT03_2547455,complete,LCK,2022,0,2022/2/20 10:44,1,12.03,7,Red,jng,Oner,oe:player:f8b68f268106124fc4bc1c946adc9b0,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,Xin Zhao,2374,1,3,0,5,8,0,1,0,0,0,1,1,0,0,0.2022,0.2022,0,0,6860,173.3783,0.142442,845.4844,806.3353,10,0.2527,25,0.6318,9,80,2.0219,13698,8580,216.8492,0.189074,11375,250,46,204,6.3184,3273,3646,76,3323,3610,74,-50,36,2,0,0,0,0,0,0,5003,5580,103,5018,5744,110,-15,-164,-7,1,0,0,0,0,0
ESPORTSTMNT03_2547511,complete,LCK,2022,0,2022/2/20 12:30,2,12.03,2,Blue,jng,Dread,oe:player:5fac949d3a1a7631ddaef68ea4cbe1e,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,Lee Sin,2457,1,8,1,11,28,20,0,0,0,0,1,1,0,0,0.6838,1.1722,1,0,12688,309.8413,0.154119,807.1306,1221.0501,27,0.6593,13,0.3175,14,58,1.4164,15910,10622,259.3895,0.199504,14000,196,35,161,4.7863,4139,4071,62,3210,3630,70,929,441,-8,3,1,0,0,2,0,6387,6608,85,5336,5262,91,1051,1346,-6,5,1,0,1,3,1
ESPORTSTMNT03_2547511,complete,LCK,2022,0,2022/2/20 12:30,2,12.03,7,Red,jng,Oner,oe:player:f8b68f268106124fc4bc1c946adc9b0,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,Poppy,2457,0,3,4,8,20,28,0,0,0,0,0,0,0,0,0.4884,1.1722,0,1,7150,174.6032,0.0764583,601.7582,895.3846,14,0.3419,17,0.4151,13,63,1.5385,12478,7190,175.58,0.152681,12225,175,41,134,4.2735,3210,3630,70,4139,4071,62,-929,-441,8,0,2,0,3,1,0,5336,5262,91,6387,6608,85,-1051,-1346,6,1,3,1,5,1,0
ESPORTSTMNT03_2547540,complete,LCK,2022,0,2022/2/20 13:35,3,12.03,2,Blue,jng,Oner,oe:player:f8b68f268106124fc4bc1c946adc9b0,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,Lee Sin,1780,1,5,3,8,20,5,0,0,0,0,0,0,0,0,0.6742,0.8427,1,0,10080,339.7753,0.156865,754.2472,666.3708,16,0.5393,19,0.6404,7,58,1.9551,11213,7307,246.3034,0.198129,10175,182,39,143,6.1348,3397,3693,71,3536,3423,64,-139,270,7,0,1,1,1,1,0,5882,5568,94,5504,5682,96,378,-114,-2,4,1,2,2,2,1
ESPORTSTMNT03_2547540,complete,LCK,2022,0,2022/2/20 13:35,3,12.03,7,Red,jng,Dread,oe:player:5fac949d3a1a7631ddaef68ea4cbe1e,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,Xin Zhao,1780,0,3,3,2,5,20,0,0,0,0,1,0,1,0,0.1685,0.8427,0,1,7962,268.382,0.257262,938.3933,611.0899,14,0.4719,11,0.3708,15,41,1.382,9563,5657,190.6854,0.208216,9475,160,27,133,5.3933,3536,3423,64,3397,3693,71,139,-270,-7,1,1,0,0,1,1,5504,5682,96,5882,5568,94,-378,114,2,2,2,1,4,1,2
ESPORTSTMNT03_2568793,complete,LCK,2022,0,2022/2/23 7:06,1,12.03,2,Blue,jng,Cuzz,oe:player:f9fe6d28d5b67bf9ac673b2cc8edf15,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Jarvan IV,2040,0,0,4,5,8,20,0,0,0,0,0,0,0,0,0.2353,0.8235,0,1,5110,150.2941,0.0984889,849.0588,879.0294,14,0.4118,10,0.2941,11,43,1.2647,9849,5411,159.1471,0.159775,10100,187,24,163,5.5,2971,3106,58,3052,3483,59,-81,-377,-1,0,1,0,0,1,0,4546,5264,90,4876,5196,87,-330,68,3,0,1,1,1,2,0
ESPORTSTMNT03_2568793,complete,LCK,2022,0,2022/2/23 7:06,1,12.03,7,Red,jng,Ellim,oe:player:579ae2e0addc18db74179b2a3d33294,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,Xin Zhao,2040,1,1,4,12,20,8,0,0,0,0,1,0,1,0,0.5882,0.8235,1,0,7020,206.4706,0.0854753,728.8824,540.2059,12,0.3529,16,0.4706,10,62,1.8235,10413,5975,175.7353,0.137407,9500,153,27,126,4.5,3052,3483,59,2971,3106,58,81,377,1,0,1,0,0,1,0,4876,5196,87,4546,5264,90,330,-68,-3,1,2,0,0,1,1
ESPORTSTMNT03_2568857,complete,LCK,2022,0,2022/2/23 8:52,2,12.03,2,Blue,jng,Cuzz,oe:player:f9fe6d28d5b67bf9ac673b2cc8edf15,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Trundle,1673,0,0,4,1,2,17,0,0,0,0,0,0,0,0,0.0717,0.6814,0,0,3470,124.4471,0.115229,853.2337,562.5583,8,0.2869,17,0.6097,8,44,1.578,7120,3432,123.0843,0.147122,7000,136,22,114,4.8775,3144,3702,70,3758,3765,70,-614,-63,0,0,0,0,1,1,0,4501,5529,98,5318,5478,102,-817,51,-4,0,0,1,1,2,0
ESPORTSTMNT03_2568857,complete,LCK,2022,0,2022/2/23 8:52,2,12.03,7,Red,jng,Ellim,oe:player:579ae2e0addc18db74179b2a3d33294,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,Xin Zhao,1673,1,2,1,7,17,2,0,0,0,0,1,0,1,0,0.6097,0.6814,0,0,7592,272.2773,0.126314,787.5672,514.8237,12,0.4304,11,0.3945,11,47,1.6856,9274,5586,200.3347,0.152109,8725,136,19,117,4.8775,3758,3765,70,3144,3702,70,614,63,0,1,1,0,0,0,0,5318,5478,102,4501,5529,98,817,-51,4,1,2,0,0,0,1
ESPORTSTMNT03_2568861,complete,LCK,2022,0,2022/2/23 9:45,1,12.03,2,Blue,jng,Oner,oe:player:f8b68f268106124fc4bc1c946adc9b0,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,Xin Zhao,1805,1,6,1,9,22,11,1,0,0,0,0,0,0,0,0.7313,1.097,0,0,12594,418.6371,0.175072,982.3047,675.3241,11,0.3657,17,0.5651,9,46,1.5291,12480,8522,283.2798,0.199723,10225,172,32,140,5.7175,3503,3489,67,3788,3234,57,-285,255,10,0,2,1,3,0,1,5235,5178,95,5505,5212,82,-270,-34,13,1,2,1,4,0,2
ESPORTSTMNT03_2568861,complete,LCK,2022,0,2022/2/23 9:45,1,12.03,7,Red,jng,Canyon,oe:player:92544d7a994bd6841cccd9f6e42e3de,DWG KIA,oe:team:2e79800a550f87f2378dbba9368396d,Viego,1805,0,4,6,2,11,22,1,0,0,0,0,0,0,0,0.3657,1.097,0,0,6798,225.9723,0.160141,842.5596,798.9141,11,0.3657,5,0.1662,15,28,0.9307,9085,5127,170.4266,0.176975,8925,138,15,123,4.5873,3788,3234,57,3503,3489,67,285,-255,-10,3,0,1,0,2,1,5505,5212,82,5235,5178,95,270,34,-13,4,0,2,1,2,1
ESPORTSTMNT03_2568906,complete,LCK,2022,0,2022/2/23 11:41,2,12.03,2,Blue,jng,Canyon,oe:player:92544d7a994bd6841cccd9f6e42e3de,DWG KIA,oe:team:2e79800a550f87f2378dbba9368396d,Lee Sin,2776,0,0,3,8,12,12,0,0,0,0,0,0,0,1,0.2594,0.5187,0,0,9611,207.7305,0.10915,745.8934,975.8646,37,0.7997,14,0.3026,20,72,1.5562,13588,7649,165.3242,0.153048,13570,236,23,213,5.1009,3314,3660,71,4118,3738,72,-804,-78,-1,0,1,1,0,1,0,4987,6012,105,5771,6072,113,-784,-60,-8,0,2,1,0,1,0
ESPORTSTMNT03_2568906,complete,LCK,2022,0,2022/2/23 11:41,2,12.03,7,Red,jng,Oner,oe:player:f8b68f268106124fc4bc1c946adc9b0,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,Xin Zhao,2776,1,4,3,5,12,12,0,0,0,0,1,0,1,0,0.2594,0.5187,0,0,11890,256.9885,0.145891,990.1945,886.8156,11,0.2378,22,0.4755,10,68,1.4697,15122,9183,198.4798,0.175161,14400,215,38,177,4.647,4118,3738,72,3314,3660,71,804,78,1,0,1,0,0,1,1,5771,6072,113,4987,6012,105,784,60,8,0,1,0,0,2,1
ESPORTSTMNT03_2569332,complete,LCK,2022,0,2022/2/24 6:44,1,12.03,2,Blue,jng,UmTi,oe:player:1970fcb701acce66e0771946bbb3105,Fredit BRION,oe:team:75a7e5b883e51c7ec13e1580c0aa009,Poppy,1856,0,0,2,2,3,11,0,0,0,0,1,0,1,0,0.097,0.4526,0,0,3051,98.6315,0.0543037,498.2004,566.8642,16,0.5172,18,0.5819,17,56,1.8103,8596,4535,146.6056,0.150021,8325,173,42,131,5.5927,3124,3404,63,3237,3667,75,-113,-263,-12,0,1,0,0,0,0,4725,5753,103,4964,5314,99,-239,439,4,0,1,0,0,0,0
ESPORTSTMNT03_2569332,complete,LCK,2022,0,2022/2/24 6:44,1,12.03,7,Red,jng,Pyosik,oe:player:a2357eb17578485c2ba736db36cbc42,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,Lee Sin,1856,1,2,1,7,11,3,1,0,0,0,0,0,0,0,0.3556,0.4526,0,0,4313,139.4289,0.0959788,627.4138,887.0366,17,0.5496,14,0.4526,11,51,1.6487,11718,7657,247.5323,0.181855,11025,205,26,179,6.6272,3237,3667,75,3124,3404,63,113,263,12,0,0,0,0,1,0,4964,5314,99,4725,5753,103,239,-439,-4,0,0,0,0,1,0
ESPORTSTMNT03_2569376,complete,LCK,2022,0,2022/2/24 8:38,2,12.03,2,Blue,jng,UmTi,oe:player:1970fcb701acce66e0771946bbb3105,Fredit BRION,oe:team:75a7e5b883e51c7ec13e1580c0aa009,Xin Zhao,2032,1,1,1,8,14,10,0,0,0,0,0,0,0,0,0.4134,0.7087,0,0,7342,216.7913,0.106048,906.6437,810.8858,16,0.4724,14,0.4134,13,60,1.7717,10631,6211,183.3957,0.148916,9575,185,30,155,5.4626,3378,3471,65,3543,3826,74,-165,-355,-9,1,1,0,0,2,0,4952,5613,99,4650,5047,96,302,566,3,1,2,0,0,2,1
ESPORTSTMNT03_2569376,complete,LCK,2022,0,2022/2/24 8:38,2,12.03,7,Red,jng,Pyosik,oe:player:a2357eb17578485c2ba736db36cbc42,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,Hecarim,2032,0,1,5,4,10,14,0,0,0,0,0,0,0,0,0.2953,0.7087,0,0,4690,138.4843,0.0875686,871.4173,778.376,14,0.4134,15,0.4429,15,53,1.565,9904,5484,161.9291,0.168531,9375,195,24,171,5.7579,3543,3826,74,3378,3471,65,165,355,9,0,2,0,1,1,0,4650,5047,96,4952,5613,99,-302,-566,-3,0,2,1,1,2,0
ESPORTSTMNT03_2569382,complete,LCK,2022,0,2022/2/24 9:35,3,12.03,2,Blue,jng,Pyosik,oe:player:a2357eb17578485c2ba736db36cbc42,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,Lee Sin,1727,1,3,3,8,13,8,0,0,0,0,0,0,0,0,0.4517,0.6948,0,0,6554,227.7012,0.122787,815.7846,803.7638,17,0.5906,12,0.4169,12,41,1.4244,10290,6490,225.4777,0.17354,9050,163,16,147,5.663,3104,3456,66,3010,3113,62,94,343,4,0,1,1,0,1,1,4961,5294,94,4460,5318,99,501,-24,-5,0,1,1,0,1,1
ESPORTSTMNT03_2569382,complete,LCK,2022,0,2022/2/24 9:35,3,12.03,7,Red,jng,UmTi,oe:player:1970fcb701acce66e0771946bbb3105,Fredit BRION,oe:team:75a7e5b883e51c7ec13e1580c0aa009,Viego,1727,0,1,3,2,7,13,0,0,0,0,0,0,0,0,0.2432,0.6948,0,0,2358,81.9224,0.0735106,773.4337,502.7562,9,0.3127,10,0.3474,8,39,1.355,7881,4081,141.7834,0.167003,7550,140,12,128,4.8639,3010,3113,62,3104,3456,66,-94,-343,-4,0,1,1,0,1,1,4460,5318,99,4961,5294,94,-501,24,5,0,1,1,0,1,1
ESPORTSTMNT03_2549672,complete,LCK,2022,0,2022/2/24 10:31,1,12.03,2,Blue,jng,Croco,oe:player:5c6f901a83ec448d51703aebba0ca64,Liiv SANDBOX,oe:team:c75f1f337fc5867914749d438a4871d,Lee Sin,2288,1,0,3,14,18,12,0,0,0,0,1,0,1,0,0.472,0.7867,0,0,7568,198.4615,0.0979283,711.8444,856.1014,20,0.5245,8,0.2098,13,46,1.2063,13469,8526,223.5839,0.168537,12625,223,25,198,5.8479,3303,3432,68,3344,3379,69,-41,53,-1,0,1,1,0,2,0,4896,5639,109,5499,6092,112,-603,-453,-3,0,1,1,0,5,0
ESPORTSTMNT03_2549672,complete,LCK,2022,0,2022/2/24 10:31,1,12.03,7,Red,jng,OnFleek,oe:player:e35d06a0430095562086a40a2676d8e,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,Hecarim,2288,0,1,1,8,12,18,0,0,0,0,0,0,0,0,0.3147,0.7867,0,0,8971,235.2535,0.156121,856.2325,846.0052,12,0.3147,27,0.708,10,79,2.0717,12962,8019,210.2885,0.1891,12700,252,41,211,6.6084,3344,3379,69,3303,3432,68,41,-53,1,0,2,0,0,1,1,5499,6092,112,4896,5639,109,603,453,3,0,5,0,0,1,1
