gameid,datacompleteness,league,year,playoffs,date,game,patch,participantid,side,position,playername,playerid,teamname,teamid,champion,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,total cs,minionkills,monsterkills,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15,opp_deathsat15
ESPORTSTMNT01_2147237,ignore,LCK,2021,0,2021/7/9 12:36,3,11.13,7,Red,jng,Croco,oe:player:5c6f901a83ec448d51703aebba0ca64,Liiv SANDBOX,oe:team:c75f1f337fc5867914749d438a4871d,Lee Sin,2955,0,2,5,7,14,21,0,0,0,0,0,0,0,0,0.2843,0.7107,1,0,17768,360.7716,0.13346,1050.3553,1236.1015,35,0.7107,28,0.5685,18,94,1.9086,14245,7941,161.2386,0.166026,13300,249,47,202,5.0558,3140,3500,69,3847,4121,75,-707,-621,-6,0,1,1,1,3,0,4583,5464,103,5777,6043,112,-1194,-579,-9,0,1,1,1,3,0
ESPORTSTMNT01_2137369,ignore,LCK,2021,0,2021/7/10 6:25,1,11.13,2,Blue,jng,UmTi,oe:player:1970fcb701acce66e0771946bbb3105,Fredit BRION,oe:team:75a7e5b883e51c7ec13e1580c0aa009,Lillia,1760,1,4,0,7,14,1,1,0,0,0,1,0,1,0,0.4773,0.5114,1,0,10609,361.6705,0.199699,698.1818,369.1023,13,0.4432,11,0.375,11,46,1.5682,11697,7831,266.9659,0.206639,9725,218,29,189,7.4318,3699,4315,82,3202,3532,71,497,783,11,0,1,0,0,0,0,5504,6517,121,4656,5475,104,848,1042,17,0,1,0,0,0,0
ESPORTSTMNT01_2137369,ignore,LCK,2021,0,2021/7/10 6:25,1,11.13,7,Red,jng,gideon,oe:player:fbcff2ba1ed74db00928574990c96dc,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Gwen,1760,0,1,2,0,1,14,0,0,0,0,0,0,0,0,0.0341,0.5114,0,1,5144,175.3636,0.148195,724.125,426.1364,8,0.2727,23,0.7841,10,49,1.6705,8722,4856,165.5455,0.202022,8550,181,39,142,6.1705,3202,3532,71,3699,4315,82,-497,-783,-11,0,0,0,0,1,0,4656,5475,104,5504,6517,121,-848,-1042,-17,0,0,0,0,1,0
ESPORTSTMNT01_2137440,ignore,LCK,2021,0,2021/7/10 8:36,2,11.13,2,Blue,jng,Blank,oe:player:e4ef81cce7e4e10033ebb10962dfdd5,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Rumble,2489,1,1,3,11,17,9,0,0,0,0,0,0,0,1,0.4098,0.6268,0,0,17480,421.374,0.215183,609.2085,559.5259,42,1.0125,13,0.3134,19,80,1.9285,13227,7874,189.8112,0.155606,12575,234,30,204,5.6408,3252,3428,63,3708,3379,68,-456,49,-5,0,2,2,2,0,1,4835,5630,97,5341,5009,92,-506,621,5,0,3,2,3,0,2
ESPORTSTMNT01_2137440,ignore,LCK,2021,0,2021/7/10 8:36,2,11.13,7,Red,jng,UmTi,oe:player:1970fcb701acce66e0771946bbb3105,Fredit BRION,oe:team:75a7e5b883e51c7ec13e1580c0aa009,Lee Sin,2489,0,3,6,2,9,17,0,0,0,0,1,1,0,0,0.217,0.6268,0,0,7391,178.1679,0.0998406,776.818,782.4106,32,0.7714,23,0.5544,19,70,1.6874,11190,5837,140.7071,0.144755,10925,189,41,148,4.556,3708,3379,68,3252,3428,63,456,-49,5,2,0,1,0,2,2,5341,5009,92,4835,5630,97,506,-621,-5,3,0,2,0,3,2
ESPORTSTMNT01_2137473,ignore,LCK,2021,0,2021/7/10 9:41,3,11.13,2,Blue,jng,UmTi,oe:player:1970fcb701acce66e0771946bbb3105,Fredit BRION,oe:team:75a7e5b883e51c7ec13e1580c0aa009,Lee Sin,1999,0,3,4,3,10,20,0,0,0,0,0,0,0,0,0.3002,0.9005,0,0,11757,352.8864,0.173802,797.5588,686.5033,24,0.7204,8,0.2401,17,46,1.3807,10878,6524,195.8179,0.200862,10750,187,19,168,5.6128,3107,3809,61,3334,3783,76,-227,26,-15,0,0,0,0,0,0,4935,6385,103,4793,5988,111,142,397,-8,0,0,0,0,0,0
ESPORTSTMNT01_2137473,ignore,LCK,2021,0,2021/7/10 9:41,3,11.13,7,Red,jng,Blank,oe:player:e4ef81cce7e4e10033ebb10962dfdd5,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Diana,1999,1,1,2,10,20,10,0,0,0,0,0,0,0,0,0.6003,0.9005,0,0,12552,376.7484,0.144434,591.4757,856.1481,14,0.4202,9,0.2701,12,48,1.4407,11254,6900,207.1036,0.157099,9475,211,26,185,6.3332,3334,3783,76,3107,3809,61,227,-26,15,0,0,0,0,0,0,4793,5988,111,4935,6385,103,-142,-397,8,0,0,0,0,0,0
ESPORTSTMNT01_2137507,ignore,LCK,2021,0,2021/7/10 10:38,1,11.13,2,Blue,jng,Mir,oe:player:abfd02e2b6f54ea12bc17037b08ff86,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,Gwen,1993,0,10,4,4,15,19,2,1,0,0,1,1,0,0,0.4516,1.0236,0,1,21281,640.6724,0.308613,1102.5489,804.8068,12,0.3613,14,0.4215,11,50,1.5053,15389,11048,332.6041,0.282034,15585,242,51,191,7.2855,3395,2967,57,3411,3227,66,-16,-260,-9,1,1,1,1,0,2,6976,6174,98,4978,5714,104,1998,460,-6,5,2,1,1,1,3
ESPORTSTMNT01_2137507,ignore,LCK,2021,0,2021/7/10 10:38,1,11.13,7,Red,jng,Canyon,oe:player:92544d7a994bd6841cccd9f6e42e3de,DWG KIA,oe:team:2e79800a550f87f2378dbba9368396d,Volibear,1993,1,5,4,11,19,15,1,0,0,0,0,0,0,1,0.572,1.0236,1,0,22231,669.2725,0.236805,1085.7501,1128.1686,13,0.3914,8,0.2408,12,37,1.1139,13885,9544,287.3256,0.213489,12200,213,26,187,6.4124,3411,3227,66,3395,2967,57,16,260,9,1,0,2,1,1,1,4978,5714,104,6976,6174,98,-1998,-460,6,1,1,3,5,2,1
ESPORTSTMNT01_2137598,ignore,LCK,2021,0,2021/7/10 12:15,2,11.13,2,Blue,jng,Mir,oe:player:abfd02e2b6f54ea12bc17037b08ff86,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,Lee Sin,1765,0,2,4,2,6,16,0,0,0,0,1,0,1,0,0.204,0.7479,0,1,5300,180.17,0.0904946,872.5326,678.6969,17,0.5779,12,0.4079,13,39,1.3258,8353,4477,152.1926,0.166473,8125,144,41,103,4.8952,3462,3660,72,4049,3945,76,-587,-285,-4,0,1,0,2,0,0,5065,5088,99,6410,6469,117,-1345,-1381,-18,1,1,0,2,0,0
ESPORTSTMNT01_2137598,ignore,LCK,2021,0,2021/7/10 12:15,2,11.13,7,Red,jng,Canyon,oe:player:92544d7a994bd6841cccd9f6e42e3de,DWG KIA,oe:team:2e79800a550f87f2378dbba9368396d,Gwen,1765,1,5,1,1,16,6,1,0,0,0,0,0,0,0,0.5439,0.7479,1,0,13790,468.7819,0.179803,958.2323,749.711,10,0.3399,9,0.3059,10,41,1.3938,12264,8388,285.1445,0.221057,11750,197,19,178,6.6969,4049,3945,76,3462,3660,72,587,285,4,2,0,0,0,1,0,6410,6469,117,5065,5088,99,1345,1381,18,2,0,0,1,1,0
ESPORTSTMNT01_2148127,ignore,LCK,2021,0,2021/7/11 6:20,1,11.13,2,Blue,jng,Pyosik,oe:player:a2357eb17578485c2ba736db36cbc42,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,Diana,1895,0,3,3,7,10,16,0,0,0,0,1,0,1,0,0.3166,0.8232,0,0,12855,407.0185,0.255841,588.4749,720.5699,14,0.4433,7,0.2216,14,43,1.3615,12011,7870,249.1821,0.230354,12150,225,10,215,7.124,3612,4365,76,3218,3544,69,394,821,7,0,1,0,0,0,0,5720,7546,125,5169,6554,109,551,992,16,1,1,0,1,0,0
ESPORTSTMNT01_2148127,ignore,LCK,2021,0,2021/7/11 6:20,1,11.13,7,Red,jng,Clid,oe:player:d3abb04a273ed8615be5f54a391818e,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Rumble,1895,1,3,3,9,16,10,0,0,0,0,0,0,0,0,0.5066,0.8232,0,0,7613,241.0449,0.136163,643.1873,522.7757,14,0.4433,13,0.4116,13,53,1.6781,11099,6958,220.3061,0.175955,11075,203,26,177,6.4274,3218,3544,69,3612,4365,76,-394,-821,-7,0,0,0,0,1,0,5169,6554,109,5720,7546,125,-551,-992,-16,1,0,0,1,1,0
ESPORTSTMNT01_2148163,ignore,LCK,2021,0,2021/7/11 8:39,2,11.13,2,Blue,jng,Pyosik,oe:player:a2357eb17578485c2ba736db36cbc42,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,Lee Sin,1751,0,3,6,4,10,26,0,0,0,0,0,0,0,0,0.3427,1.2336,0,0,8048,275.7738,0.124201,936.2878,809.6402,17,0.5825,10,0.3427,11,36,1.2336,9313,5465,187.2644,0.197179,8875,152,19,133,5.2085,3815,4026,73,3793,3698,59,22,328,14,1,2,1,1,3,1,5437,6363,106,5600,6243,102,-163,120,4,1,3,1,1,3,1
ESPORTSTMNT01_2148163,ignore,LCK,2021,0,2021/7/11 8:39,2,11.13,7,Red,jng,Clid,oe:player:d3abb04a273ed8615be5f54a391818e,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Viego,1751,1,4,2,12,26,10,0,0,0,0,1,1,0,0,0.8909,1.2336,0,0,10812,370.4854,0.167301,984.6716,667.1274,10,0.3427,13,0.4455,16,52,1.7818,11541,7693,263.6094,0.182196,9525,182,35,147,6.2364,3793,3698,59,3815,4026,73,-22,-328,-14,1,3,1,1,2,1,5600,6243,102,5437,6363,106,163,-120,-4,1,3,1,1,3,1
ESPORTSTMNT01_2148172,ignore,LCK,2021,0,2021/7/11 9:34,1,11.13,2,Blue,jng,Peanut,oe:player:dda4a873265dfd06df50a0d8a294908,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,Diana,1865,1,4,0,5,12,4,0,0,0,0,0,0,0,0,0.3861,0.5147,0,0,10204,328.2788,0.177076,449.5013,751.3351,9,0.2895,18,0.5791,7,47,1.5121,12902,8822,283.8177,0.212307,11025,240,29,211,7.7212,3541,4211,81,3105,3689,70,436,522,11,0,0,0,0,0,0,5685,7239,117,4451,5755,95,1234,1484,22,1,1,0,0,1,1
ESPORTSTMNT01_2148172,ignore,LCK,2021,0,2021/7/11 9:34,1,11.13,7,Red,jng,Cuzz,oe:player:f9fe6d28d5b67bf9ac673b2cc8edf15,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,Viego,1865,0,1,4,2,4,12,0,0,0,0,0,0,0,0,0.1287,0.5147,0,0,5379,173.0509,0.172172,808.7936,468.2252,9,0.2895,17,0.5469,9,54,1.7373,9105,5025,161.6622,0.164172,9690,172,29,143,5.5335,3105,3689,70,3541,4211,81,-436,-522,-11,0,0,0,0,0,0,4451,5755,95,5685,7239,117,-1234,-1484,-22,0,1,1,1,1,0
ESPORTSTMNT01_2148222,ignore,LCK,2021,0,2021/7/11 11:40,2,11.13,2,Blue,jng,Cuzz,oe:player:f9fe6d28d5b67bf9ac673b2cc8edf15,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,Volibear,1760,0,2,4,6,8,19,0,0,0,0,1,1,0,0,0.2727,0.9205,0,1,7582,258.4773,0.141492,828.0341,671.0455,29,0.9886,10,0.3409,12,65,2.2159,8781,4915,167.5568,0.157497,8500,140,25,115,4.7727,3678,3665,59,3222,3770,72,456,-105,-13,1,2,0,0,0,2,5462,5612,94,5331,6288,119,131,-676,-25,2,2,0,1,1,2
ESPORTSTMNT01_2148222,ignore,LCK,2021,0,2021/7/11 11:40,2,11.13,7,Red,jng,Peanut,oe:player:dda4a873265dfd06df50a0d8a294908,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,Olaf,1760,1,4,3,7,19,8,0,0,0,0,0,0,0,1,0.6477,0.9205,1,0,9628,328.2273,0.14991,1091.1818,942.4091,14,0.4773,20,0.6818,14,52,1.7727,11134,7268,247.7727,0.186713,9600,193,42,151,6.5795,3222,3770,72,3678,3665,59,-456,105,13,0,0,2,1,2,0,5331,6288,119,5462,5612,94,-131,676,25,1,1,2,2,2,0
ESPORTSTMNT01_2149227,ignore,LCK,2021,0,2021/7/15 5:15,1,11.13,2,Blue,jng,Blank,oe:player:e4ef81cce7e4e10033ebb10962dfdd5,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Rumble,1497,0,1,2,3,6,13,0,0,0,0,0,0,0,0,0.2405,0.7615,0,0,8013,321.1623,0.298025,623.8477,428.1363,10,0.4008,8,0.3206,8,39,1.5631,8352,5023,201.3226,0.216828,7700,164,14,150,6.5731,3410,3862,74,4475,3990,75,-1065,-128,-1,0,1,1,3,1,0,5210,6199,111,6425,6003,110,-1215,196,1,0,2,1,4,1,0
ESPORTSTMNT01_2149227,ignore,LCK,2021,0,2021/7/15 5:15,1,11.13,7,Red,jng,Oner,oe:player:f8b68f268106124fc4bc1c946adc9b0,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,Diana,1497,1,4,0,8,13,6,1,0,0,0,1,1,0,0,0.521,0.7615,0,0,10628,425.9719,0.193917,502.2846,577.3547,7,0.2806,6,0.2405,5,26,1.0421,10783,7454,298.7575,0.218555,8760,175,40,135,7.014,4475,3990,75,3410,3862,74,1065,128,1,3,1,0,0,1,1,6425,6003,110,5210,6199,111,1215,-196,-1,4,1,0,0,2,1
ESPORTSTMNT01_2138992,ignore,LCK,2021,0,2021/7/15 8:44,2,11.13,2,Blue,jng,Blank,oe:player:e4ef81cce7e4e10033ebb10962dfdd5,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Gwen,1569,0,2,3,4,7,16,0,0,0,0,0,0,0,0,0.2677,0.8795,0,1,7668,293.2314,0.216531,811.9312,480.0765,10,0.3824,24,0.9178,10,61,2.3327,9416,5940,227.1511,0.219101,8595,171,35,136,6.5392,3688,3487,66,3472,4349,81,216,-862,-15,1,2,0,0,0,0,6298,5998,101,5438,6316,108,860,-318,-7,2,3,1,0,2,0
ESPORTSTMNT01_2138992,ignore,LCK,2021,0,2021/7/15 8:44,2,11.13,7,Red,jng,Oner,oe:player:f8b68f268106124fc4bc1c946adc9b0,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,Diana,1569,1,7,0,6,16,7,2,0,0,0,0,0,0,0,0.6119,0.8795,1,0,11311,432.543,0.231134,544.1683,721.5679,11,0.4207,7,0.2677,9,31,1.1855,11989,8513,325.5449,0.237007,9825,185,41,144,7.0746,3472,4349,81,3688,3487,66,-216,862,15,0,0,0,1,2,0,5438,6316,108,6298,5998,101,-860,318,7,0,2,0,2,3,1
ESPORTSTMNT01_2138994,ignore,LCK,2021,0,2021/7/15 9:30,1,11.13,2,Blue,jng,Canyon,oe:player:92544d7a994bd6841cccd9f6e42e3de,DWG KIA,oe:team:2e79800a550f87f2378dbba9368396d,Gwen,2424,0,2,5,9,16,31,0,0,0,0,0,0,0,0,0.396,1.1634,0,0,23315,577.104,0.221758,1069.4802,919.9752,18,0.4455,14,0.3465,14,65,1.6089,13978,8757,216.7574,0.184607,13200,257,34,223,6.3614,3836,4066,75,3883,3590,68,-47,476,7,1,3,0,2,0,2,5824,6539,119,6491,6043,108,-667,496,11,1,3,1,4,1,2
ESPORTSTMNT01_2138994,ignore,LCK,2021,0,2021/7/15 9:30,1,11.13,7,Red,jng,Peanut,oe:player:dda4a873265dfd06df50a0d8a294908,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,Xin Zhao,2424,1,6,5,14,31,16,0,0,0,0,0,0,0,0,0.7673,1.1634,0,0,21260,526.2376,0.191008,1062.401,1085,8,0.198,26,0.6436,7,69,1.7079,14947,9726,240.7426,0.182868,14705,227,49,178,5.6188,3883,3590,68,3836,4066,75,47,-476,-7,2,0,2,1,3,0,6491,6043,108,5824,6539,119,667,-496,-11,4,1,2,1,3,1
ESPORTSTMNT01_2139015,ignore,LCK,2021,0,2021/7/15 11:17,2,11.13,2,Blue,jng,Canyon,oe:player:92544d7a994bd6841cccd9f6e42e3de,DWG KIA,oe:team:2e79800a550f87f2378dbba9368396d,Xin Zhao,1997,1,1,5,9,14,11,0,0,0,0,0,0,0,1,0.4206,0.7511,1,0,11835,355.5834,0.150375,1041.0015,701.7026,13,0.3906,7,0.2103,10,43,1.2919,10841,6492,195.0526,0.151843,9100,184,12,172,5.5283,3252,3776,72,3550,3715,76,-298,61,-4,0,0,1,1,0,0,4790,5403,96,5430,5357,100,-640,46,-4,0,2,3,2,0,1
ESPORTSTMNT01_2139015,ignore,LCK,2021,0,2021/7/15 11:17,2,11.13,7,Red,jng,Peanut,oe:player:dda4a873265dfd06df50a0d8a294908,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,Diana,1997,0,4,3,4,11,14,1,0,0,0,0,0,0,0,0.3305,0.7511,0,1,13961,419.4592,0.275588,668.8032,869.324,10,0.3005,21,0.6309,10,61,1.8327,11470,7121,213.9509,0.222013,11350,213,52,161,6.3996,3550,3715,76,3252,3776,72,298,-61,4,1,0,0,0,0,1,5430,5357,100,4790,5403,96,640,-46,4,2,0,1,0,2,3
ESPORTSTMNT01_2139025,ignore,LCK,2021,0,2021/7/15 12:17,3,11.13,2,Blue,jng,Canyon,oe:player:92544d7a994bd6841cccd9f6e42e3de,DWG KIA,oe:team:2e79800a550f87f2378dbba9368396d,Gwen,2050,0,3,2,3,11,21,0,0,0,0,0,0,0,0,0.322,0.9366,0,0,18994,555.922,0.25202,1196.3707,981.7171,10,0.2927,7,0.2049,8,40,1.1707,13391,8933,261.4537,0.265575,13150,257,47,210,7.522,3290,3627,73,3429,3900,72,-139,-273,1,0,0,0,0,2,0,5982,7232,132,5452,6092,104,530,1140,28,1,0,0,2,2,1
ESPORTSTMNT01_2139025,ignore,LCK,2021,0,2021/7/15 12:17,3,11.13,7,Red,jng,Peanut,oe:player:dda4a873265dfd06df50a0d8a294908,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,Viego,2050,1,4,4,5,21,11,0,0,0,0,1,0,1,0,0.6146,0.9366,0,0,11523,337.2585,0.112653,948.4683,816.4976,14,0.4098,25,0.7317,18,75,2.1951,11798,7340,214.8293,0.180212,11700,202,43,159,5.9122,3429,3900,72,3290,3627,73,139,273,-1,0,2,0,0,0,0,5452,6092,104,5982,7232,132,-530,-1140,-28,2,2,1,1,0,0
ESPORTSTMNT01_2139123,ignore,LCK,2021,0,2021/7/16 6:24,1,11.13,2,Blue,jng,UmTi,oe:player:1970fcb701acce66e0771946bbb3105,Fredit BRION,oe:team:75a7e5b883e51c7ec13e1580c0aa009,Diana,1938,1,3,0,7,11,2,0,0,0,0,1,1,0,0,0.3406,0.4025,0,0,12068,373.6223,0.24232,496.935,876.9969,8,0.2477,18,0.5573,7,58,1.7957,13776,9547,295.5728,0.22207,12825,261,39,222,8.0805,4084,4261,76,3415,3823,79,669,438,-3,2,0,0,0,0,1,6552,6998,127,5133,6059,122,1419,939,5,2,0,0,0,0,1
ESPORTSTMNT01_2139123,ignore,LCK,2021,0,2021/7/16 6:24,1,11.13,7,Red,jng,Dread,oe:player:5fac949d3a1a7631ddaef68ea4cbe1e,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,Gwen,1938,0,0,2,1,2,11,0,0,0,0,0,0,0,0,0.0619,0.4025,0,0,5726,177.2755,0.130065,865.387,577.8328,12,0.3715,25,0.774,11,56,1.7337,10248,6019,186.3467,0.199351,10125,247,55,192,7.6471,3415,3823,79,4084,4261,76,-669,-438,3,0,0,1,2,0,0,5133,6059,122,6552,6998,127,-1419,-939,-5,0,0,1,2,0,0
ESPORTSTMNT01_2139164,ignore,LCK,2021,0,2021/7/16 8:37,2,11.13,2,Blue,jng,Dread,oe:player:5fac949d3a1a7631ddaef68ea4cbe1e,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,Gwen,1784,0,3,6,6,11,23,0,0,0,0,0,0,0,0,0.37,1.1435,0,1,11448,385.0224,0.191125,1050.7399,704.3274,13,0.4372,8,0.2691,14,35,1.1771,9511,5596,188.2063,0.191434,9360,167,20,147,5.6166,2915,3274,60,3413,3249,56,-498,25,4,0,0,1,1,1,0,5083,5841,96,5270,6456,99,-187,-615,-3,1,3,2,1,2,0
ESPORTSTMNT01_2139164,ignore,LCK,2021,0,2021/7/16 8:37,2,11.13,7,Red,jng,UmTi,oe:player:1970fcb701acce66e0771946bbb3105,Fredit BRION,oe:team:75a7e5b883e51c7ec13e1580c0aa009,Diana,1784,1,4,1,13,23,11,1,0,0,0,1,1,0,0,0.7735,1.1435,1,0,15615,525.1682,0.216373,590.3475,799.4058,12,0.4036,12,0.4036,12,47,1.5807,12553,8638,290.5157,0.210981,11050,197,45,152,6.6256,3413,3249,56,2915,3274,60,498,-25,-4,1,1,0,0,0,1,5270,6456,99,5083,5841,96,187,615,3,1,2,0,1,3,2
ESPORTSTMNT01_2139212,ignore,LCK,2021,0,2021/7/16 10:30,1,11.13,2,Blue,jng,Pyosik,oe:player:a2357eb17578485c2ba736db36cbc42,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,Diana,1994,0,0,3,2,4,9,0,0,0,0,0,0,0,0,0.1204,0.3912,0,0,7490,225.3761,0.16137,506.4193,544.1224,12,0.3611,19,0.5717,12,59,1.7753,9865,5522,166.1585,0.167524,9250,209,27,182,6.2889,3398,3838,79,3158,3723,69,240,115,10,0,0,0,0,0,0,5256,6637,129,4688,6092,104,568,545,25,0,0,0,0,1,0
ESPORTSTMNT01_2139212,ignore,LCK,2021,0,2021/7/16 10:30,1,11.13,7,Red,jng,Croco,oe:player:5c6f901a83ec448d51703aebba0ca64,Liiv SANDBOX,oe:team:c75f1f337fc5867914749d438a4871d,Lee Sin,1994,1,2,0,3,9,4,0,0,0,0,1,0,1,0,0.2708,0.3912,0,0,6631,199.5286,0.104184,894.8546,933.2497,14,0.4213,10,0.3009,5,54,1.6249,11085,6742,202.8686,0.168296,9525,196,21,175,5.8977,3158,3723,69,3398,3838,79,-240,-115,-10,0,0,0,0,0,0,4688,6092,104,5256,6637,129,-568,-545,-25,0,1,0,0,0,0
ESPORTSTMNT01_2139225,ignore,LCK,2021,0,2021/7/16 11:13,2,11.13,2,Blue,jng,Pyosik,oe:player:a2357eb17578485c2ba736db36cbc42,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,Diana,2071,0,4,7,6,16,24,1,0,0,0,0,0,0,0,0.4635,1.1589,0,0,17031,493.4138,0.157333,766.2096,938.1845,12,0.3477,11,0.3187,12,38,1.1009,12670,8170,236.6972,0.210763,11850,190,35,155,5.5046,3321,3742,66,3430,3798,66,-109,-56,0,0,2,1,0,4,1,5382,5613,90,5480,6124,99,-98,-511,-9,1,3,3,0,7,2
ESPORTSTMNT01_2139225,ignore,LCK,2021,0,2021/7/16 11:13,2,11.13,7,Red,jng,Croco,oe:player:5c6f901a83ec448d51703aebba0ca64,Liiv SANDBOX,oe:team:c75f1f337fc5867914749d438a4871d,Olaf,2071,1,1,4,15,24,16,0,0,0,0,0,0,0,0,0.6953,1.1589,0,0,18167,526.3254,0.203945,1228.1893,887.1946,12,0.3477,11,0.3187,10,44,1.2747,11750,7250,210.0435,0.154684,10950,163,27,136,4.7224,3430,3798,66,3321,3742,66,109,56,0,0,4,1,0,2,1,5480,6124,99,5382,5613,90,98,511,9,0,7,2,1,3,3
ESPORTSTMNT01_2139344,ignore,LCK,2021,0,2021/7/17 6:14,1,11.13,2,Blue,jng,Clid,oe:player:d3abb04a273ed8615be5f54a391818e,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Diana,1757,1,6,1,7,17,5,1,1,0,0,1,0,1,0,0.5805,0.7513,0,0,10737,366.6591,0.219485,526.8526,620.5919,13,0.4439,10,0.3415,11,41,1.4001,12253,8393,286.6135,0.210351,10625,201,22,179,6.864,3889,4309,77,2934,3371,61,955,938,16,1,1,0,0,0,1,5415,6519,118,4090,4657,82,1325,1862,36,1,1,0,0,0,1
ESPORTSTMNT01_2139344,ignore,LCK,2021,0,2021/7/17 6:14,1,11.13,7,Red,jng,Mir,oe:player:abfd02e2b6f54ea12bc17037b08ff86,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,Lee Sin,1757,0,0,5,2,5,17,0,0,0,0,0,0,0,1,0.1707,0.7513,0,0,3508,119.7951,0.0769264,645.0085,482.4587,19,0.6488,7,0.239,13,33,1.1269,6846,2986,101.9693,0.118316,6675,122,16,106,4.1662,2934,3371,61,3889,4309,77,-955,-938,-16,0,0,1,1,1,0,4090,4657,82,5415,6519,118,-1325,-1862,-36,0,0,1,1,1,0
ESPORTSTMNT01_2139382,ignore,LCK,2021,0,2021/7/17 8:34,2,11.13,2,Blue,jng,yoHan,oe:player:1ea4851dc33189fa4a9708035faee79,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,Diana,2605,1,10,3,11,27,16,1,0,0,0,0,0,0,0,0.6219,0.9904,1,1,30442,701.1593,0.269558,701.2514,934.5259,11,0.2534,13,0.2994,12,55,1.2668,18517,12927,297.7428,0.237057,17700,284,49,235,6.5413,3816,4315,79,3118,3401,62,698,914,17,1,0,0,0,1,0,6300,6769,112,4709,5680,101,1591,1089,11,2,1,0,0,1,0
ESPORTSTMNT01_2139382,ignore,LCK,2021,0,2021/7/17 8:34,2,11.13,7,Red,jng,Clid,oe:player:d3abb04a273ed8615be5f54a391818e,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Lee Sin,2605,0,4,3,7,16,27,1,0,0,0,0,0,0,0,0.3685,0.9904,1,1,16593,382.1804,0.15913,947.4012,1017.3282,27,0.6219,20,0.4607,16,79,1.8196,15418,9828,226.3647,0.200412,15450,245,37,208,5.643,3118,3401,62,3816,4315,79,-698,-914,-17,0,1,0,1,0,0,4709,5680,101,6300,6769,112,-1591,-1089,-11,0,1,0,2,1,0
ESPORTSTMNT01_2139386,ignore,LCK,2021,0,2021/7/17 9:44,3,11.13,2,Blue,jng,Clid,oe:player:d3abb04a273ed8615be5f54a391818e,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Volibear,1655,1,3,4,7,20,6,0,0,0,0,1,0,1,0,0.7251,0.9063,0,0,8109,293.9819,0.130242,853.2689,758.719,12,0.435,3,0.1088,11,25,0.9063,9706,6054,219.4804,0.152039,9625,134,10,124,4.858,2992,3375,59,3297,3791,72,-305,-416,-13,0,1,0,0,0,1,4747,5623,93,4530,5650,101,217,-27,-8,0,2,0,0,0,1
