gameid,datacompleteness,league,year,playoffs,date,game,patch,participantid,side,position,playername,playerid,teamname,teamid,champion,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,total cs,minionkills,monsterkills,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15,opp_deathsat15
ESPORTSTMNT02/1724893,complete,LCK,2021,0,2021/3/20 8:37,2,11.05,3,Blue,mid,Lava,oe:player:1d18fe2cdd43a72d46421ecfe81b599,Fredit BRION,oe:team:75a7e5b883e51c7ec13e1580c0aa009,Galio,1484,0,1,3,3,5,19,0,0,0,0,0,0,0,0,0.2022,0.9704,0,0,7763,313.8679,0.186912,669.4609,564.2183,13,0.5256,4,0.1617,4,20,0.8086,8500,5197,210.1213,0.237176,8750,216,208,8,8.7332,3251,4882,90,3485,5052,100,-234,-170,-10,0,0,0,0,0,0,4839,7278,140,7192,8372,159,-2353,-1094,-19,0,0,1,2,2,0
ESPORTSTMNT02/1724893,complete,LCK,2021,0,2021/3/20 8:37,2,11.05,8,Red,mid,FATE,oe:player:24cd6812f523cf30c3502344539be6f,Liiv SANDBOX,oe:team:c75f1f337fc5867914749d438a4871d,Zoe,1484,1,7,0,7,19,5,1,0,0,0,1,1,0,0,0.7682,0.9704,0,0,21177,856.2129,0.337967,271.2129,144.097,6,0.2426,6,0.2426,4,23,0.9299,13684,10381,419.717,0.295527,11710,275,253,22,11.1186,3485,5052,100,3251,4882,90,234,170,10,0,0,0,0,0,0,7192,8372,159,4839,7278,140,2353,1094,19,2,2,0,0,0,1
ESPORTSTMNT02/1724915,complete,LCK,2021,0,2021/3/20 9:32,1,11.05,3,Blue,mid,Dove,oe:player:1d22c812efd7b8a4244d93c51acc399,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Syndra,2012,1,6,0,2,14,0,1,1,0,0,1,0,1,0,0.4175,0.4175,0,0,13798,411.4712,0.36776,178.5984,110.8151,18,0.5368,15,0.4473,8,53,1.5805,16095,11715,349.3539,0.273991,13500,365,329,36,10.8847,3560,4799,90,3308,5040,92,252,-241,-2,0,1,0,0,0,1,5593,8056,156,5294,8176,152,299,-120,4,0,1,0,0,0,1
ESPORTSTMNT02/1724915,complete,LCK,2021,0,2021/3/20 9:32,1,11.05,8,Red,mid,Bdd,oe:player:30361653a485a9609fb2d3aa073282c,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Orianna,2012,0,0,2,0,0,14,0,0,0,0,0,0,0,1,0,0.4175,0,0,5567,166.0139,0.258846,270.2386,290.6064,17,0.507,7,0.2087,8,29,0.8648,12786,8406,250.6759,0.257814,12250,356,328,28,10.6163,3308,5040,92,3560,4799,90,-252,241,2,0,0,1,0,1,0,5294,8176,152,5593,8056,156,-299,120,-4,0,0,1,0,1,0
ESPORTSTMNT02/1724999,complete,LCK,2021,0,2021/3/20 11:14,2,11.05,3,Blue,mid,Bdd,oe:player:30361653a485a9609fb2d3aa073282c,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Orianna,1714,1,3,0,3,9,0,0,0,0,0,0,0,0,0,0.3151,0.3151,0,0,10386,363.5706,0.264026,193.3722,171.3186,16,0.5601,3,0.105,5,38,1.3302,12120,8348,292.2287,0.241126,10375,277,257,20,9.6966,3521,4992,101,3167,4538,84,354,454,17,0,0,0,0,0,0,5537,8173,162,5121,7432,141,416,741,21,0,0,0,0,0,0
ESPORTSTMNT02/1724999,complete,LCK,2021,0,2021/3/20 11:14,2,11.05,8,Red,mid,Dove,oe:player:1d22c812efd7b8a4244d93c51acc399,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Lucian,1714,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0.3151,0,0,7471,261.5286,0.288634,374.5624,185.6359,14,0.4901,6,0.21,4,26,0.9102,10028,6256,218.9965,0.263935,9650,258,244,14,9.0315,3167,4538,84,3521,4992,101,-354,-454,-17,0,0,0,0,0,0,5121,7432,141,5537,8173,162,-416,-741,-21,0,0,0,0,0,0
ESPORTSTMNT02/1725021,complete,LCK,2021,0,2021/3/20 12:07,3,11.05,3,Blue,mid,Dove,oe:player:1d22c812efd7b8a4244d93c51acc399,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Zoe,1745,0,2,0,3,8,8,0,0,0,0,0,0,0,0,0.2751,0.5501,0,0,10750,369.6275,0.291905,364.2636,162.6017,13,0.447,5,0.1719,4,26,0.894,11048,7213,248.0115,0.230685,9700,265,253,12,9.1117,3205,4815,87,3577,4813,96,-372,2,-9,0,1,0,0,0,0,5442,8079,154,5566,7938,159,-124,141,-5,0,1,0,0,0,0
ESPORTSTMNT02/1725021,complete,LCK,2021,0,2021/3/20 12:07,3,11.05,8,Red,mid,Bdd,oe:player:30361653a485a9609fb2d3aa073282c,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Azir,1745,1,1,1,6,8,8,0,0,0,0,0,0,0,0,0.2751,0.5501,0,0,19732,678.4642,0.386788,364.298,214.8309,17,0.5845,11,0.3782,8,34,1.1691,11611,7776,267.3696,0.223752,10585,270,253,17,9.2837,3577,4813,96,3205,4815,87,372,-2,9,0,0,0,0,1,0,5566,7938,159,5442,8079,154,124,-141,5,0,0,0,0,1,0
ESPORTSTMNT02/1735176,complete,LCK,2021,0,2021/3/21 7:24,1,11.05,3,Blue,mid,Quad,oe:player:e9017664588010860a92ceb5f8fcb82,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,Seraphine,2282,0,2,5,8,13,20,0,0,0,0,1,0,1,0,0.3418,0.8677,0,0,15163,398.6766,0.159641,377.511,240.4207,25,0.6573,3,0.0789,15,38,0.9991,12318,7387,194.2244,0.194364,12060,280,268,12,7.362,3384,4617,94,3340,4668,92,44,-51,2,0,0,0,0,0,0,4898,6762,132,5584,8372,152,-686,-1610,-20,0,1,1,1,2,0
ESPORTSTMNT02/1735176,complete,LCK,2021,0,2021/3/21 7:24,1,11.05,8,Red,mid,ShowMaker,oe:player:5f8ff49cd56eae61d635966b183a451,DWG KIA,oe:team:2e79800a550f87f2378dbba9368396d,Zilean,2282,1,3,0,14,20,13,0,0,0,0,0,0,0,0,0.5259,0.8677,0,0,28255,742.901,0.280865,419.9211,264.7415,16,0.4207,9,0.2366,1,45,1.1832,15131,10200,268.1858,0.22944,12975,308,294,14,8.0982,3340,4668,92,3384,4617,94,-44,51,-2,0,0,0,0,0,0,5584,8372,152,4898,6762,132,686,1610,20,1,2,0,0,1,1
ESPORTSTMNT02/1735182,complete,LCK,2021,0,2021/3/21 8:44,2,11.05,3,Blue,mid,ShowMaker,oe:player:5f8ff49cd56eae61d635966b183a451,DWG KIA,oe:team:2e79800a550f87f2378dbba9368396d,Zilean,1502,1,1,0,14,20,1,0,0,0,0,1,0,1,0,0.7989,0.8389,0,0,6530,260.8522,0.128105,296.1252,139.8136,8,0.3196,6,0.2397,2,28,1.1185,10361,7021,280.466,0.206883,9000,230,226,4,9.1877,3366,4846,82,3102,3963,82,264,883,0,1,2,0,0,0,1,5818,8015,143,4972,6960,138,846,1055,5,1,2,0,0,0,1
ESPORTSTMNT02/1735182,complete,LCK,2021,0,2021/3/21 8:44,2,11.05,8,Red,mid,Quad,oe:player:e9017664588010860a92ceb5f8fcb82,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,Syndra,1502,0,1,4,0,1,20,0,0,0,0,0,0,0,0,0.0399,0.8389,0,0,8572,342.4234,0.225954,448.6418,218.269,14,0.5593,2,0.0799,7,20,0.7989,8081,4741,189.3875,0.253105,7825,200,196,4,7.9893,3102,3963,82,3366,4846,82,-264,-883,0,0,0,1,1,2,0,4972,6960,138,5818,8015,143,-846,-1055,-5,0,0,1,1,2,0
ESPORTSTMNT02/1735199,complete,LCK,2021,0,2021/3/21 9:36,1,11.05,3,Blue,mid,Faker,oe:player:e1edfc5cea461399a63cb813cf795cc,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,Viktor,2071,1,2,6,8,17,10,0,0,0,0,0,0,0,0,0.4925,0.7822,0,0,20205,585.3694,0.25215,474.8141,491.8493,18,0.5215,7,0.2028,8,37,1.0719,12686,8186,237.1608,0.193216,11950,258,240,18,7.4746,3352,4843,93,3639,4608,85,-287,235,8,0,0,1,0,1,0,4631,6277,122,5694,7606,133,-1063,-1329,-11,0,0,3,0,3,0
ESPORTSTMNT02/1735199,complete,LCK,2021,0,2021/3/21 9:36,1,11.05,8,Red,mid,Fly,oe:player:6c1fa8d6ae91f559b9d317477dad3ea,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,Twisted Fate,2071,0,0,3,6,10,17,0,0,0,0,0,0,0,0,0.2897,0.7822,0,0,10288,298.0589,0.188546,505.3211,256.8614,15,0.4346,5,0.1449,6,33,0.9561,12783,8283,239.971,0.232906,11650,283,275,8,8.1989,3639,4608,85,3352,4843,93,287,-235,-8,0,1,0,0,0,1,5694,7606,133,4631,6277,122,1063,1329,11,0,3,0,0,0,3
ESPORTSTMNT02/1735242,complete,LCK,2021,0,2021/3/21 11:19,2,11.05,3,Blue,mid,Fly,oe:player:6c1fa8d6ae91f559b9d317477dad3ea,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,Viktor,2078,1,10,2,10,22,14,2,0,0,0,0,0,0,0,0.6352,1.0395,0,0,25705,742.204,0.297725,416.1309,596.8816,12,0.3465,9,0.2599,6,28,0.8085,15614,11099,320.4716,0.268368,14725,262,238,24,7.565,4061,4699,86,3380,4446,85,681,253,1,3,0,0,0,1,1,6441,7577,145,5186,7776,146,1255,-199,-1,3,0,0,0,1,1
ESPORTSTMNT02/1735242,complete,LCK,2021,0,2021/3/21 11:19,2,11.05,8,Red,mid,Faker,oe:player:e1edfc5cea461399a63cb813cf795cc,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,Zoe,2078,0,1,2,10,14,22,0,0,0,0,1,0,1,0,0.4042,1.0395,0,0,19842,572.9163,0.204787,460.5679,216.9875,12,0.3465,8,0.231,1,26,0.7507,12815,8300,239.6535,0.224475,12525,287,283,4,8.2868,3380,4446,85,4061,4699,86,-681,-253,-1,0,1,1,3,0,0,5186,7776,146,6441,7577,145,-1255,199,1,0,1,1,3,0,0
ESPORTSTMNT02/1735257,complete,LCK,2021,0,2021/3/21 12:21,3,11.05,3,Blue,mid,Faker,oe:player:e1edfc5cea461399a63cb813cf795cc,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,Seraphine,1784,1,0,1,14,17,6,0,0,0,0,0,0,0,0,0.5717,0.7735,1,0,9280,312.1076,0.146476,252.2085,176.4686,13,0.4372,3,0.1009,3,33,1.1099,9515,5600,188.3408,0.161374,8275,208,203,5,6.9955,3276,4683,85,3422,5231,98,-146,-548,-13,0,1,1,0,0,0,4705,6815,122,5058,8132,147,-353,-1317,-25,0,3,1,0,0,0
ESPORTSTMNT02/1735257,complete,LCK,2021,0,2021/3/21 12:21,3,11.05,8,Red,mid,Fly,oe:player:6c1fa8d6ae91f559b9d317477dad3ea,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,Zilean,1784,0,1,3,1,6,17,0,0,0,0,0,0,0,0,0.2018,0.7735,0,1,9888,332.5561,0.209923,429.6525,235.9978,13,0.4372,8,0.2691,6,33,1.1099,9641,5726,192.5785,0.219185,8860,224,216,8,7.5336,3422,5231,98,3276,4683,85,146,548,13,0,0,0,0,1,1,5058,8132,147,4705,6815,122,353,1317,25,0,0,0,0,3,1
ESPORTSTMNT02/1736216,complete,LCK,2021,0,2021/3/25 5:32,1,11.05,3,Blue,mid,Yaharong,oe:player:942180f580887b12bcb04219e0dde84,Fredit BRION,oe:team:75a7e5b883e51c7ec13e1580c0aa009,Syndra,1697,0,0,2,1,2,7,0,0,0,0,0,0,0,1,0.0707,0.3182,0,0,6608,233.6358,0.238953,279.0689,210.0884,13,0.4596,6,0.2121,5,25,0.8839,8929,5192,183.571,0.209991,8425,234,229,5,8.2734,3314,4600,88,3579,4729,91,-265,-129,-3,0,1,1,0,1,1,5209,7439,145,5812,7402,139,-603,37,6,0,1,2,1,2,1
ESPORTSTMNT02/1736216,complete,LCK,2021,0,2021/3/25 5:32,1,11.05,8,Red,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,Yone,1697,1,2,1,3,7,2,0,0,0,0,1,0,1,0,0.2475,0.3182,0,0,7257,256.5822,0.191215,260.825,650.1002,16,0.5657,7,0.2475,7,44,1.5557,12647,8910,315.0265,0.250305,10875,290,256,34,10.2534,3579,4729,91,3314,4600,88,265,129,3,0,1,1,0,1,1,5812,7402,139,5209,7439,145,603,-37,-6,1,2,1,0,1,2
ESPORTSTMNT02/1736240,complete,LCK,2021,0,2021/3/25 8:39,2,11.05,3,Blue,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,Corki,1509,1,7,2,5,14,4,1,0,0,0,1,1,0,0,0.5567,0.7157,0,0,13474,535.7455,0.283204,566.6004,311.3718,13,0.5169,4,0.159,7,27,1.0736,14205,10851,431.4513,0.323591,14475,265,240,25,10.5368,4324,4843,103,3294,4118,83,1030,725,20,2,0,0,0,1,1,7455,8338,166,5074,6734,134,2381,1604,32,3,1,0,0,1,2
ESPORTSTMNT02/1736240,complete,LCK,2021,0,2021/3/25 8:39,2,11.05,8,Red,mid,Yaharong,oe:player:942180f580887b12bcb04219e0dde84,Fredit BRION,oe:team:75a7e5b883e51c7ec13e1580c0aa009,Azir,1509,0,1,4,3,4,14,0,0,0,0,0,0,0,1,0.159,0.7157,0,0,8832,351.173,0.260293,511.5308,209.9006,13,0.5169,6,0.2386,8,31,1.2326,8575,5221,207.5944,0.24514,7935,209,201,8,8.3101,3294,4118,83,4324,4843,103,-1030,-725,-20,0,1,1,2,0,0,5074,6734,134,7455,8338,166,-2381,-1604,-32,0,1,2,3,1,0
ESPORTSTMNT02/1736247,complete,LCK,2021,0,2021/3/25 9:29,1,11.05,3,Blue,mid,Dove,oe:player:1d22c812efd7b8a4244d93c51acc399,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Orianna,1875,0,1,2,4,7,15,0,0,0,0,0,0,0,0,0.224,0.704,0,0,15981,511.392,0.301267,425.664,260.224,17,0.544,11,0.352,9,50,1.6,11595,7494,239.808,0.264595,11175,291,279,12,9.312,3314,4865,90,3169,4612,80,145,253,10,0,0,0,0,0,0,5509,8053,149,4799,7358,128,710,695,21,0,1,0,0,0,1
ESPORTSTMNT02/1736247,complete,LCK,2021,0,2021/3/25 9:29,1,11.05,8,Red,mid,Bay,oe:player:0582fabc486c42d0db3bf52f56c6fc3,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,Viktor,1875,1,4,1,8,15,7,0,0,0,0,0,0,0,0,0.48,0.704,0,0,32165,1029.28,0.336651,229.344,408.448,17,0.544,3,0.096,10,22,0.704,12425,8324,266.368,0.209931,11450,245,241,4,7.84,3169,4612,80,3314,4865,90,-145,-253,-10,0,0,0,0,0,0,4799,7358,128,5509,8053,149,-710,-695,-21,0,0,1,0,1,0
ESPORTSTMNT02/1736266,complete,LCK,2021,0,2021/3/25 11:08,2,11.05,3,Blue,mid,Bay,oe:player:0582fabc486c42d0db3bf52f56c6fc3,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,Azir,1613,0,2,3,2,5,16,0,0,0,0,0,0,0,0,0.186,0.7812,0,1,10945,407.1296,0.259053,437.6689,317.6317,12,0.4464,5,0.186,5,20,0.744,9908,6342,235.9082,0.25471,9675,240,234,6,8.9275,3258,4500,87,3725,4464,88,-467,36,-1,0,0,1,1,0,0,4981,7405,136,5910,7546,150,-929,-141,-14,0,0,1,1,0,0
ESPORTSTMNT02/1736266,complete,LCK,2021,0,2021/3/25 11:08,2,11.05,8,Red,mid,Dove,oe:player:1d22c812efd7b8a4244d93c51acc399,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Yone,1613,1,2,0,8,16,5,0,0,0,0,0,0,0,0,0.5952,0.7812,1,0,9781,363.8314,0.193022,354.4575,465.1581,8,0.2976,4,0.1488,5,24,0.8927,11675,8109,301.6367,0.225884,9425,263,242,21,9.783,3725,4464,88,3258,4500,87,467,-36,1,1,0,0,0,0,1,5910,7546,150,4981,7405,136,929,141,14,1,0,0,0,0,1
ESPORTSTMNT02/1736270,complete,LCK,2021,0,2021/3/25 12:02,3,11.05,3,Blue,mid,Dove,oe:player:1d22c812efd7b8a4244d93c51acc399,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Azir,2706,1,4,2,6,13,6,0,0,0,0,1,1,0,0,0.2882,0.4213,1,0,34405,762.8603,0.356418,327.3171,299.1131,27,0.5987,16,0.3548,13,80,1.7738,18508,12712,281.8625,0.255117,16825,404,352,52,8.9579,3401,4861,91,3260,4815,87,141,46,4,0,0,0,0,0,0,5538,7844,139,5047,7415,144,491,429,-5,1,1,0,0,0,1
ESPORTSTMNT02/1736270,complete,LCK,2021,0,2021/3/25 12:02,3,11.05,8,Red,mid,Bay,oe:player:0582fabc486c42d0db3bf52f56c6fc3,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,Orianna,2706,0,2,2,4,6,13,0,0,0,0,0,0,0,0,0.133,0.4213,0,1,24807,550.0443,0.305163,308.0044,260.8204,23,0.51,10,0.2217,9,52,1.153,17340,11544,255.9645,0.25329,17710,368,336,32,8.1596,3260,4815,87,3401,4861,91,-141,-46,-4,0,0,0,0,0,0,5047,7415,144,5538,7844,139,-491,-429,5,0,0,1,1,1,0
ESPORTSTMNT02/1736425,complete,LCK,2021,0,2021/3/26 5:18,1,11.05,3,Blue,mid,Quad,oe:player:e9017664588010860a92ceb5f8fcb82,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,Viktor,1668,0,1,0,1,2,9,0,0,0,0,0,0,0,0,0.0719,0.3957,0,0,15242,548.2734,0.378975,284.6043,367.518,10,0.3597,4,0.1439,5,26,0.9353,10242,6564,236.1151,0.258796,10225,284,273,11,10.2158,3288,4950,93,3307,4820,83,-19,130,10,0,0,0,0,1,0,5275,8392,156,5255,7314,137,20,1078,19,0,1,0,0,1,1
ESPORTSTMNT02/1736425,complete,LCK,2021,0,2021/3/26 5:18,1,11.05,8,Red,mid,Bdd,oe:player:30361653a485a9609fb2d3aa073282c,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Orianna,1668,1,2,1,6,9,2,0,0,0,0,1,0,1,0,0.3237,0.3957,0,0,13491,485.2878,0.300374,411.0432,362.5899,13,0.4676,6,0.2158,4,28,1.0072,11708,8030,288.8489,0.241484,11100,276,248,28,9.9281,3307,4820,83,3288,4950,93,19,-130,-10,0,1,0,0,0,0,5255,7314,137,5275,8392,156,-20,-1078,-19,0,1,1,0,1,0
ESPORTSTMNT02/1736496,complete,LCK,2021,0,2021/3/26 8:32,2,11.05,3,Blue,mid,Bdd,oe:player:30361653a485a9609fb2d3aa073282c,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Zoe,2577,1,8,0,6,19,13,1,0,0,0,0,0,0,0,0.4424,0.7451,0,0,41383,963.5157,0.376438,448.4983,295.39,21,0.4889,14,0.326,6,47,1.0943,19016,13483,313.9232,0.256329,17675,379,347,32,8.8242,3764,5568,94,2949,4099,75,815,1469,19,1,0,0,0,0,1,6055,8524,153,4881,7166,134,1174,1358,19,1,0,0,0,0,1
ESPORTSTMNT02/1736496,complete,LCK,2021,0,2021/3/26 8:32,2,11.05,8,Red,mid,Quad,oe:player:e9017664588010860a92ceb5f8fcb82,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,Viktor,2577,0,0,4,6,13,19,0,0,0,0,0,0,0,0,0.3027,0.7451,0,0,19575,455.7625,0.210828,512.2468,488.4051,27,0.6286,7,0.163,14,59,1.3737,14365,8832,205.6345,0.195645,13525,319,311,8,7.4272,2949,4099,75,3764,5568,94,-815,-1469,-19,0,0,1,1,0,0,4881,7166,134,6055,8524,153,-1174,-1358,-19,0,0,1,1,0,0
ESPORTSTMNT02/1736518,complete,LCK,2021,0,2021/3/26 9:39,1,11.05,3,Blue,mid,Fly,oe:player:6c1fa8d6ae91f559b9d317477dad3ea,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,Viktor,1785,1,3,2,7,20,8,0,0,0,0,0,0,0,0,0.6723,0.9412,0,0,12475,419.3277,0.181904,333.6134,374.2857,16,0.5378,6,0.2017,7,38,1.2773,12235,8318,279.5966,0.200497,10625,277,273,4,9.3109,3277,4461,83,3403,4450,87,-126,11,-4,0,1,1,0,1,0,5369,7853,138,5301,7216,146,68,637,-8,1,1,1,0,1,0
ESPORTSTMNT02/1736518,complete,LCK,2021,0,2021/3/26 9:39,1,11.05,8,Red,mid,FATE,oe:player:24cd6812f523cf30c3502344539be6f,Liiv SANDBOX,oe:team:c75f1f337fc5867914749d438a4871d,Orianna,1785,0,1,2,5,8,20,0,0,0,0,0,0,0,0,0.2689,0.9412,0,0,9456,317.8487,0.27045,327.7983,245.1429,14,0.4706,2,0.0672,6,22,0.7395,11383,7466,250.958,0.247744,10950,291,279,12,9.7815,3403,4450,87,3277,4461,83,126,-11,4,0,1,0,0,1,1,5301,7216,146,5369,7853,138,-68,-637,8,0,1,0,1,1,1
ESPORTSTMNT02/1736533,complete,LCK,2021,0,2021/3/26 11:21,2,11.05,3,Blue,mid,FATE,oe:player:24cd6812f523cf30c3502344539be6f,Liiv SANDBOX,oe:team:c75f1f337fc5867914749d438a4871d,Syndra,1663,0,3,3,3,10,26,0,0,0,0,0,0,0,0,0.3608,1.2989,0,0,14444,521.1305,0.287999,472.712,204.9669,15,0.5412,1,0.0361,8,20,0.7216,10386,6718,242.3812,0.250907,10150,256,248,8,9.2363,3108,4463,81,3400,4709,81,-292,-246,0,0,0,1,1,0,0,4840,6729,130,6265,7762,131,-1425,-1033,-1,0,0,2,4,3,0
ESPORTSTMNT02/1736533,complete,LCK,2021,0,2021/3/26 11:21,2,11.05,8,Red,mid,Fly,oe:player:6c1fa8d6ae91f559b9d317477dad3ea,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,Viktor,1663,1,5,4,11,26,10,1,0,0,0,0,0,0,0,0.9381,1.2989,0,0,19037,686.8431,0.268926,656.3921,534.2273,11,0.3969,2,0.0722,4,19,0.6855,12088,8420,303.7883,0.199219,10150,251,229,22,9.0559,3400,4709,81,3108,4463,81,292,246,0,1,0,0,0,0,1,6265,7762,131,4840,6729,130,1425,1033,1,4,3,0,0,0,2
ESPORTSTMNT02/1770074,complete,LCK,2021,0,2021/3/27 6:21,1,11.05,3,Blue,mid,ShowMaker,oe:player:5f8ff49cd56eae61d635966b183a451,DWG KIA,oe:team:2e79800a550f87f2378dbba9368396d,Zoe,2326,0,2,0,3,11,18,0,0,0,0,0,0,0,0,0.2837,0.7481,0,0,18580,479.2777,0.279247,441.5391,243.7919,15,0.3869,14,0.3611,2,66,1.7025,15449,10428,268.994,0.257829,15050,384,348,36,9.9054,4069,4976,98,3269,4690,88,800,286,10,1,2,0,0,0,0,6123,8168,165,5130,7833,147,993,335,18,1,2,0,0,0,0
ESPORTSTMNT02/1770074,complete,LCK,2021,0,2021/3/27 6:21,1,11.05,8,Red,mid,Dove,oe:player:1d22c812efd7b8a4244d93c51acc399,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Viktor,2326,1,3,2,4,18,11,1,0,0,0,0,0,0,0,0.4643,0.7481,0,0,22575,582.3302,0.279591,207.5236,334.9785,23,0.5933,15,0.3869,9,51,1.3156,15926,10905,281.2984,0.22,14975,350,336,14,9.0284,3269,4690,88,4069,4976,98,-800,-286,-10,0,0,0,1,2,0,5130,7833,147,6123,8168,165,-993,-335,-18,0,0,0,1,2,0
ESPORTSTMNT02/1770115,complete,LCK,2021,0,2021/3/27 8:44,2,11.05,3,Blue,mid,Dove,oe:player:1d22c812efd7b8a4244d93c51acc399,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Azir,1600,0,0,2,2,3,11,0,0,0,0,0,0,0,0,0.1125,0.525,0,0,9781,366.7875,0.266113,333.075,163.0125,11,0.4125,5,0.1875,5,21,0.7875,9210,5670,212.625,0.249391,9275,245,241,4,9.1875,3057,4600,77,3700,4827,91,-643,-227,-14,0,1,0,1,0,0,4985,7215,132,7696,8043,150,-2711,-828,-18,0,1,1,3,0,0
ESPORTSTMNT02/1770115,complete,LCK,2021,0,2021/3/27 8:44,2,11.05,8,Red,mid,ShowMaker,oe:player:5f8ff49cd56eae61d635966b183a451,DWG KIA,oe:team:2e79800a550f87f2378dbba9368396d,Sylas,1600,1,6,0,3,11,3,1,1,0,0,1,1,0,0,0.4125,0.525,0,0,9461,354.7875,0.197326,552.4875,439.275,5,0.1875,8,0.3,3,26,0.975,14109,10569,396.3375,0.288774,11135,288,262,26,10.8,3700,4827,91,3057,4600,77,643,227,14,1,0,0,0,1,0,7696,8043,150,4985,7215,132,2711,828,18,3,0,0,0,1,1
ESPORTSTMNT02/1770132,complete,LCK,2021,0,2021/3/27 9:39,3,11.05,3,Blue,mid,ShowMaker,oe:player:5f8ff49cd56eae61d635966b183a451,DWG KIA,oe:team:2e79800a550f87f2378dbba9368396d,Azir,1346,1,1,1,4,15,3,0,0,0,0,0,0,0,0,0.6686,0.8024,1,0,7837,349.3462,0.142605,336.6865,189.1382,11,0.4903,5,0.2229,4,25,1.1144,9598,6577,293.1798,0.197205,7900,206,198,8,9.1828,3351,4924,92,3426,4927,96,-75,-3,-4,0,0,0,0,0,0,5569,7825,145,5912,8289,158,-343,-464,-13,0,1,1,1,1,0
ESPORTSTMNT02/1770132,complete,LCK,2021,0,2021/3/27 9:39,3,11.05,8,Red,mid,Dove,oe:player:1d22c812efd7b8a4244d93c51acc399,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Ryze,1346,0,1,2,1,3,15,0,0,0,0,0,0,0,0,0.1337,0.8024,0,1,6521,290.6835,0.233335,642.0802,346.4042,8,0.3566,6,0.2675,2,18,0.8024,8406,5385,240.0446,0.284825,8135,224,212,12,9.9851,3426,4927,96,3351,4924,92,75,3,4,0,0,0,0,0,0,5912,8289,158,5569,7825,145,343,464,13,1,1,0,0,1,1
ESPORTSTMNT02/1770137,complete,LCK,2021,0,2021/3/27 10:29,1,11.05,3,Blue,mid,Bay,oe:player:0582fabc486c42d0db3bf52f56c6fc3,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,Azir,1880,1,2,1,9,12,3,0,0,0,0,1,0,1,0,0.383,0.4787,2,0,19760,630.6383,0.300541,612.4468,404.4255,14,0.4468,10,0.3191,6,40,1.2766,12786,8675,276.8617,0.210277,12500,290,269,21,9.2553,3140,4200,77,3127,4232,82,13,-32,-5,0,2,0,0,0,0,5065,7212,133,5082,7708,152,-17,-496,-19,0,4,0,0,0,0
