kills,assists,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,earned gpm,monsterkills,killsat15,assistsat15
3,2,128.8745,0.0960424,681.1078,616.5822,218.0436,144,2,0
2,5,140.0398,0.0740274,880.3976,714.1948,223.3002,153,2,3
0,2,217.6938,0.161357,914.9105,472.167,138.6879,120,0,0
3,4,249.024,0.146703,1197.536,1054.976,182.304,144,2,0
2,6,413.344,0.135194,590.272,503.904,246.848,171,0,1
0,2,255.6603,0.162675,944.0794,494.2095,176.4662,157,0,1
4,9,381.6863,0.202494,796.2926,364.9845,265.7409,158,1,3
3,6,274.5011,0.12825,835.3437,1069.2905,190.8869,224,1,1
1,2,410.6652,0.227836,559.0466,358.5144,217.8714,236,0,0
1,1,132.5899,0.0916482,943.1295,847.482,183.4892,190,1,0
2,4,337.0144,0.208599,759.4245,561.0072,226.259,171,0,1
3,7,212.2934,0.0829414,1151.8743,1474.5751,222.3516,214,0,1
6,6,754.4587,0.349001,996.3912,519.2084,257.1362,272,2,1
6,10,505.9832,0.219495,849.6807,412.7395,295.3277,180,2,2
3,4,230.2857,0.195944,826.9916,542.0504,202.6891,124,1,1
1,4,257.3181,0.142205,906.3139,532.5676,136.0553,107,0,1
6,16,475.2736,0.186088,1022.4173,1178.3163,315.1894,139,3,8
2,3,388.2459,0.226208,821.2726,519.3379,206.9561,252,1,2
3,8,181.5735,0.0871778,919.5013,1334.1617,221.0404,192,1,0
1,1,190.9125,0.138512,843.7125,560.8875,137.7,109,1,1
2,5,390.6,0.217244,1114.425,608.625,289.275,241,0,2
5,3,401.0104,0.163695,980.7281,518.2912,324.0267,169,0,0
1,2,304.8143,0.244677,845.1263,347.7415,189.2273,118,0,2
5,6,255.0957,0.12157,990.6702,1118.8085,298.7553,219,2,2
0,2,239.5213,0.120883,870.8617,680.4255,118.6596,124,0,0
0,1,139.3163,0.123877,750.7041,369.0306,156.0918,158,0,0
4,4,263.6327,0.177191,519.949,406.8367,273.5204,203,0,1
0,2,153.3422,0.076828,1257.8515,1090.5438,166.0743,140,0,1
2,11,311.7374,0.118845,920.3316,1016.9363,222.0955,120,1,1
2,8,327.5738,0.174601,744.918,350.459,244.1967,167,0,2
7,0,311.7705,0.261524,806.6885,410.7213,225.1475,155,3,0
2,9,154.083,0.0799891,931.2448,973.0456,219.7593,184,2,0
0,6,353.1286,0.147443,828.5975,416.8133,146.7137,182,0,2
7,8,392.9869,0.17241,1091.6193,988.3589,287.3632,203,1,0
1,5,265.1751,0.188872,848.7965,723.9387,160.4376,129,0,1
0,5,94.6761,0.065267,909.7773,903.2186,169.585,173,0,0
3,8,560.9818,0.285588,946.5486,582.5709,238.2692,216,1,4
4,9,651.6498,0.211227,873.5969,529.0232,211.5583,240,1,1
3,11,323.8157,0.113216,1223.7569,1344.2078,199.7386,239,0,4
0,3,96.7587,0.0504092,871.2556,837.5957,135.2004,187,0,1
2,8,176.8477,0.10144,1027.854,982.0125,223.5975,191,2,2
2,10,211.3057,0.0795775,905.5776,873.5304,230.0054,166,1,2
8,4,417.4852,0.206329,1151.4132,1087.4154,247.6088,153,3,1
5,3,424.402,0.218986,821.7588,577.5075,278.2915,226,3,2
1,1,103.3568,0.0836016,837.0151,649.5678,122.2915,123,0,0
4,10,416.1829,0.191417,972.1074,888.7575,229.2346,185,2,0
2,4,349.7416,0.271074,939.6918,547.3956,195.835,189,1,1
1,7,164.4488,0.094363,836.5626,1150.1462,176.3493,186,0,0
4,8,261.6199,0.13778,1096.3809,1316.0885,223.951,209,0,0
5,11,695.6763,0.276367,904.1888,627.7271,287.1956,263,1,1
6,5,507.7509,0.27325,710.48,363.9508,229.2424,196,3,3
1,9,226.8216,0.109251,868.3788,964.1139,228.774,152,0,3
1,5,196.2115,0.136139,1153.3178,924.509,178.7449,163,1,1
2,1,212.0504,0.151356,939.5683,1172.9496,212.446,170,0,1
5,6,375.0719,0.171266,1153.0216,997.5899,284.4245,174,1,4
1,5,110.5419,0.0616269,794.3514,870.0493,231.33,211,0,0
1,0,158.0952,0.136027,983.0542,703.5796,152.381,155,1,0
3,2,240.871,0.126725,898.4194,973.8387,168.5161,143,3,0
3,6,524.4194,0.227944,648.6452,476.129,296.1613,230,0,1
0,8,162.7496,0.0697591,974.7323,1113.5745,171.0564,179,0,2
6,4,353.2851,0.164617,966.7728,654.3849,221.2446,156,3,2
0,0,119.8172,0.10505,698.3718,612.6948,141.8111,166,0,0
3,5,126.0078,0.0839102,658.8768,890.3875,209.3078,195,0,1
2,6,268.5226,0.181438,453.4992,706.8429,254.5879,227,0,0
0,2,227.6205,0.142014,791.633,342.7061,159.3157,155,0,1
1,2,216.3867,0.113483,832.0761,833.6926,203.4865,186,1,1
1,7,195.6577,0.126761,876.5452,595.8479,166.3708,148,0,0
0,3,128.9143,0.0680112,928.6571,1006.3143,188.8857,212,0,0
0,2,310.6857,0.215942,505.6857,706.6857,178.9714,199,0,1
4,12,314.7588,0.115443,1102.3743,1103.0311,172.4872,229,1,1
2,15,720.0821,0.260276,929.8255,577.0304,240.9853,284,0,1
2,3,272.6789,0.177811,971.8865,734.3702,164.3525,140,1,0
4,7,336.2271,0.143526,996.44,1077.7646,255.3282,154,1,1
2,13,319.3459,0.167777,743.9613,429.5624,206.6145,176,0,4
1,4,234.5555,0.14533,767.4251,722.6808,156.6467,151,1,0
1,2,328.7867,0.23538,490.7685,437.7755,183.276,151,1,0
4,9,314.7725,0.174143,799.9292,911.2841,245.4904,171,2,0
4,10,538.6783,0.243334,542.7478,551.8609,248.1739,144,0,3
2,2,133.7043,0.110181,808.5913,571.5478,152.5913,115,1,1
1,4,419.2421,0.213376,746.3158,508.5895,176.0842,109,1,2
4,9,393.2632,0.209033,678.1053,756.5053,280.3789,133,2,4
6,5,453.6585,0.207216,619.6623,502.6642,299.5122,177,5,2
1,2,285.8537,0.214713,671.8574,572.0826,219.4371,134,0,0
1,5,161.8641,0.0693508,812.5871,870.0784,215.6969,232,0,0
0,3,127.7091,0.0682151,491.8902,623.1533,169.1812,203,0,0
1,6,519.8948,0.289135,656.9885,707.0363,163.4226,185,0,0
3,9,425.0765,0.220978,737.3231,573.0975,259.3881,192,0,1
1,2,144.7586,0.0858777,673.6962,936.5847,189.6927,200,1,0
5,7,610.9043,0.293328,1351.7384,1044.5478,243.2397,223,1,0
2,3,404.2792,0.216134,1109.2105,644.3822,191.3616,155,0,2
2,6,198.7757,0.083714,818.341,869.6911,244.5995,157,1,1
3,4,207.0611,0.137067,641.6174,700.0394,239.4477,142,1,0
1,0,266.9034,0.199035,885.5227,508.9152,199.9606,144,0,0
1,0,177.6541,0.123678,816.0902,715.8195,180.9023,183,1,0
3,7,349.7444,0.184149,508.2707,508.4812,224.5414,175,1,0
1,8,293.6631,0.150593,1021.2056,926.1824,258.0216,180,0,0
1,6,435.1777,0.228506,725.0077,496.9088,155.1777,142,1,4
1,0,274.3514,0.395835,625.4954,488.9173,198.9377,188,0,0
2,4,86.6599,0.0428699,761.2155,685.097,212.4821,178,0,1
4,4,404.8769,0.167233,615.3839,757.634,244.6354,193,1,0
1,8,283.2545,0.173786,700.0966,678.8315,173.6263,173,1,0
2,9,204.7992,0.106766,567.9105,624.0366,198.546,124,0,1
1,8,279.6848,0.16789,873.7062,595.638,197.7224,171,0,5
1,9,286.9565,0.172152,895.1591,705.5312,225.3698,195,0,0
3,5,373.1511,0.223513,463.4334,362.0439,161.6584,133,2,0
2,3,245.3465,0.228135,535.0891,384.0792,183.7228,143,2,1
3,6,271.4851,0.194463,379.5644,542.5347,261.703,147,1,1
6,11,578.4466,0.262366,730.9453,488.0634,280.1635,203,2,0
0,5,294.3587,0.14781,724.3536,435.4522,129.7803,136,0,4
0,0,111.389,0.0888748,761.8444,518.1095,135.0432,138,0,0
8,7,468.5187,0.228971,551.8963,521.6023,268.1844,144,4,4
2,7,586.9546,0.283357,695.5039,658.9369,167.4197,187,0,0
4,4,199.2027,0.129975,682.9236,1061.1296,173.3112,165,0,1
5,7,477.9915,0.228214,583.5175,470.5632,205.5048,126,1,0
6,5,386.5887,0.166891,777.577,849.7875,231.2327,137,3,1
2,12,466.3327,0.21304,643.8283,564.0072,236.9231,163,0,3
0,3,404.1145,0.225972,609.6959,638.7835,180.4293,164,0,1
1,1,220.6745,0.127246,910.5228,612.1754,188.7015,173,0,0
2,10,214.3339,0.10308,708.5329,866.9815,229.1737,153,1,2
0,2,437.6642,0.290887,967.3628,472.4435,219.3972,211,0,0
0,10,293.3154,0.10553,994.8439,881.8515,214.2626,170,0,1
2,3,173.494,0.100408,984.7528,1003.7973,202.6838,202,1,0
0,1,314.4578,0.249886,723.8637,405.0187,161.6037,219,0,0
2,3,269.3537,0.181026,655.0499,629.5744,257.7194,235,1,1
0,2,136.8996,0.0894649,734.3773,842.4277,190.4992,203,0,1
2,6,438.9892,0.191056,845.6421,826.7026,202.9909,223,1,1
3,7,396.1392,0.199237,860.4308,557.5476,221.5327,228,1,2
3,10,624.7247,0.254597,810.6927,655.0977,266.714,151,1,2
2,1,196.341,0.102667,973.0018,855.5595,203.8366,193,1,0
0,3,153.5734,0.127602,786.482,641.8837,155.0693,136,0,2
3,8,295.8033,0.117691,582.3823,716.5097,267.7147,142,2,1
1,11,158.5755,0.0888669,628.1481,906.0969,199.0883,162,0,3
1,7,352.0513,0.18585,573.7037,828.7179,194.4444,175,0,2
2,5,159.1267,0.113498,758.6948,758.6084,189.501,157,0,1
1,4,221.4012,0.110794,552.7543,729.7601,199.3474,171,0,1
3,7,215.2472,0.124121,804.5035,771.3253,190.0956,161,0,3
0,4,168.9572,0.0920636,674.2086,764.3955,127.3037,170,0,2
1,2,50.6467,0.0369024,946.7321,863.1062,189.3533,163,1,1
1,7,304.2956,0.142767,673.4411,341.7436,201.4781,131,0,0
4,6,297.3198,0.17377,464.184,441.8399,207.8903,188,2,1
2,2,147.9434,0.10769,907.7222,974.2503,186.7935,183,0,0
2,7,168.4816,0.0871547,780.571,787.5465,189.4332,181,2,5
5,6,302.1845,0.183121,502.9872,422.0852,204.7,162,3,3
1,10,211.6754,0.133355,863.3829,1111.4584,186.6774,165,0,1
5,3,390.3254,0.161928,901.5428,787.1113,206.4685,188,0,0
3,5,527.7,0.251839,685.8,435.375,182.1,97,0,2
10,11,802.6125,0.305047,621.675,777.8625,341.5875,156,2,3
3,2,273.7405,0.139432,789.1166,991.3478,223.7355,196,1,0
7,8,505.7749,0.230821,596.0626,767.0369,254.6593,163,4,1
2,4,233.5044,0.0999736,911.9832,1049.51,199.7387,191,1,1
2,1,277.5735,0.16102,671.4232,824.2091,197.0509,187,1,0
3,1,459.4311,0.26817,909.1707,429.46,211.6779,196,1,0
2,11,212.2276,0.0935321,712.5362,869.161,187.7242,138,0,4
0,6,154.6079,0.0865831,637.8947,663.8024,168.3673,135,0,1
1,1,341.3749,0.193933,645.2739,609.667,197.304,187,0,1
4,7,379.7654,0.158103,662.1724,720,249.6073,190,0,1
11,8,691.025,0.287857,607.0678,514.9414,310.5558,174,3,1
1,7,265.8497,0.121373,953.5376,560.8808,192.494,185,0,2
8,12,625.4763,0.252276,530.2058,804.7295,300.5457,179,2,2
6,11,640.8484,0.33909,651.6967,627.7731,275.9809,181,2,3
0,3,258.3563,0.128172,567.6776,590.1379,151.877,170,0,0
1,1,381.4617,0.182298,608.1283,779.18,222.2816,183,0,1
6,10,487.9144,0.167515,908.2353,1023.8859,321.7469,156,2,2
1,8,154.7848,0.0801805,739.0127,962.962,171.3418,167,0,3
1,6,394.0506,0.153098,612.3797,1001.8228,187.7215,187,0,1
0,0,45.116,0.0401818,762.7126,553.7878,161.4476,141,0,0
3,8,364.6803,0.24013,496.6128,361.6022,246.4512,113,2,1
0,1,114.0938,0.0821637,638.2513,572.2756,158.7724,156,0,0
3,10,308.894,0.184075,651.106,823.5669,257.0237,157,1,1
3,7,359.2451,0.178519,480.4923,614.8687,262.3523,174,0,2
2,1,184.5295,0.134343,561.5646,517.3851,195.558,156,1,0
2,7,162.1345,0.134299,701.7823,799.2423,213.4578,146,0,1
1,0,163.0309,0.143688,516.8837,479.936,160.4055,160,0,0
0,0,120.3107,0.0870034,799.3578,535.8364,158.3118,158,0,0
7,5,490.0673,0.267177,932.377,961.74,271.0409,157,5,0
3,11,383.3733,0.211632,608.7842,565.5051,243.2877,210,1,2
0,7,147.637,0.0802625,766.5411,474.7603,132.1747,139,0,1
3,0,169.1529,0.126898,497.4793,361.7665,183.1302,144,2,0
3,7,258.0682,0.184593,765.3099,725.7335,249.5764,154,1,0
6,6,321.2884,0.149554,488.082,595.022,230.9517,162,0,1
1,2,181.2884,0.138069,918.7701,471.6837,143.2504,141,0,0
5,8,562.7827,0.238936,641.3415,590.1552,260.2217,165,4,3
2,4,184.6896,0.101881,733.1375,636.918,142.5166,91,0,1
4,5,341.8739,0.206562,443.7117,550.3784,244.036,135,2,1
3,1,331.8198,0.314052,656.5405,520.7568,193.1171,135,3,0
1,3,343.1275,0.215367,611.4362,436.7114,158.1342,115,1,2
7,4,286.6309,0.116458,811.3691,855.3826,267.745,119,3,3
3,9,548.9053,0.268909,444.8708,478.4748,213.7515,185,2,3
4,7,430.7503,0.224401,518.0812,717.6876,241.599,197,1,0
3,9,293.6954,0.148738,723.0598,521.5702,173.5247,208,0,0
2,12,582.4953,0.259397,569.203,686.2002,222.111,347,0,2
4,6,607.693,0.295355,617.553,509.9052,240.4063,171,1,0
7,4,329.7156,0.166221,588.6772,853.1919,277.4898,239,2,0
4,13,322.5338,0.141485,741.7568,701.3851,250.5068,176,1,3
1,7,370.8784,0.176831,688.0743,696.9595,200.9122,193,1,1
1,5,355.4717,0.235058,697.9543,631.1619,192.0655,191,0,1
3,7,330.4469,0.178586,626.6931,980.9136,238.5998,193,0,2
1,1,143.3856,0.0999607,478.8088,565.9248,168.4013,154,1,0
5,10,439.3103,0.233197,522.6959,569.185,236.3323,144,2,2
7,6,439.2274,0.219502,504.2052,831.5643,320.4433,164,4,0
2,5,438.8854,0.305725,645.9785,451.9949,181.482,116,2,3
5,7,398.4625,0.157915,913.4019,524.9637,266.7676,130,2,3
2,2,268.7651,0.167084,660.2906,482.1429,178.2567,136,1,2
7,1,618.2416,0.29716,713.3936,485.7436,255.3574,224,2,0
1,9,280.2547,0.137488,799.9918,1319.3837,158.0362,150,0,1
0,2,299.8112,0.148328,829.163,401.8376,167.3128,144,0,1
6,11,374.4242,0.153629,762.2152,930.2077,244.9843,97,4,6
0,3,285.1214,0.183055,573.9267,489.0814,180.7139,191,0,0
1,6,209.3003,0.0915988,848.7673,686.3874,193.7649,172,1,0
0,2,140.7583,0.0894794,945.4344,694.4708,173.6493,167,0,2
2,10,411.2164,0.14276,920.2528,603.9179,237.9463,162,2,1
2,5,564.9981,0.303293,719.1153,313.0662,218.1096,281,0,2
4,7,441.7089,0.242627,604.4234,673.5425,269.0359,261,0,4
2,5,564.9981,0.303293,719.1153,313.0662,218.1096,281,0,2
4,7,441.7089,0.242627,604.4234,673.5425,269.0359,261,0,4
2,9,302.2162,0.133279,826.1488,506.9853,226.377,147,1,3
1,1,460.2825,0.254134,709.8642,700.7387,146.855,132,1,0
0,7,221.6413,0.144476,446.2174,656.837,232.2065,185,0,2
0,3,202.1087,0.14331,719.8043,657.163,136.0761,148,0,2
2,7,378.2075,0.182534,916.195,571.0377,157.7044,128,1,4
3,12,212.1698,0.0883208,809.8742,840.3459,220.4717,146,2,4
1,5,271.0714,0.10408,560.5309,510.5502,177.4517,166,0,1
2,1,77.2008,0.0732056,952.8185,807.8571,154.9807,152,1,0
4,7,295.7507,0.206426,534.3909,787.0822,267.7337,206,3,2
1,5,238.017,0.147161,624.4759,467.1955,181.3598,183,1,1
2,4,425.0995,0.247906,594.7068,568.8219,187.262,158,0,1
3,8,381.2049,0.209437,1024.3249,674.0075,251.2641,169,0,0
0,0,110.3433,0.0986477,782.5324,640.2814,153.0219,140,0,0
4,7,400.0788,0.198486,503.4328,599.5948,252.493,178,1,3
1,7,230.9296,0.157879,676.9014,979.3239,191.3803,165,0,2
2,8,236.9014,0.137396,791.7465,816.2817,189.4366,148,0,0
0,2,187.9651,0.119597,969.0108,587.9754,128.0574,131,0,0
0,7,172.9575,0.0720195,719.1081,840.1845,157.5807,136,0,1
3,9,319.2404,0.199196,518.2528,522.0619,279.7504,178,0,4
1,0,220.3039,0.191732,462.4525,522.713,149.3326,145,1,0
3,5,578.4525,0.29418,655.4282,491.2345,223.1305,171,2,3
4,13,423.6149,0.201236,735.2392,631.4353,244.6072,132,2,7
4,4,437.7857,0.19692,612.0536,867.4286,220.125,180,2,0
5,10,703.3125,0.292365,581.8393,502.8214,215.8661,171,2,0
6,6,566.3711,0.2567,510.437,694.0469,307.2198,166,3,0
0,1,274.1609,0.222048,500.5573,513.9329,138.9994,122,0,1
3,17,288.8274,0.11646,686.651,843.152,205.075,146,0,3
3,4,229.2495,0.12748,879.0901,751.9981,195.6473,163,1,2
2,0,226.8829,0.214354,571.9279,692.9369,204.5766,171,1,0
4,9,338.6667,0.137137,639.1712,518.018,263.5315,164,2,0
7,10,733.4521,0.290729,610.43,713.8452,330.9951,171,3,2
1,0,306.1179,0.187321,999.7666,553.4521,171.2285,156,0,0
2,6,297.2251,0.140071,959.63,887.9753,232.6002,180,1,4
0,3,454.8715,0.258136,804.6351,395.6423,163.1038,177,0,0
2,1,191.5101,0.0961849,781.5803,735.935,161.036,179,2,0
4,8,332.8973,0.19762,936.137,686.5496,238.6831,204,0,0
3,10,203.4236,0.126779,985.815,662.9433,247.7261,190,1,4
1,2,121.0424,0.0768796,593.8682,600.3986,143.4236,135,0,0
5,7,476.2079,0.191026,689.0576,1002.2064,226.38,183,0,0
2,4,239.1473,0.160162,895.6021,893.6051,172.9993,194,1,0
5,1,232.5397,0.165124,547.338,601.6143,236.4533,233,1,0
2,2,499.0298,0.2769,529.042,315.0917,225.4464,240,1,1
1,0,198.5132,0.159335,422.5662,402.4033,141.9348,132,1,0
2,3,199.4297,0.248619,398.8595,573.9715,251.3646,219,0,0
1,4,366.4374,0.160166,571.6016,562.3922,230.4209,176,0,0
1,2,336.3758,0.202207,727.5154,365.2977,182.3409,184,0,0
0,4,431.7705,0.288685,604.5316,424.1197,145.0123,155,0,2
9,9,829.0829,0.36515,481.5302,908.1216,338.0775,248,2,3
3,13,543.1313,0.223016,629.2251,537.3432,247.9072,159,0,1
5,3,456.4681,0.227107,797.4591,1005.3242,247.4644,157,3,0
4,3,271.7248,0.162271,543.9214,431.7936,182.1229,141,1,2
5,4,507.774,0.242423,607.4005,907.312,282.1032,218,1,1
2,11,308.8141,0.13361,897.0132,986.1493,232.9722,162,1,4
1,2,399.7657,0.202636,745.0659,527.7892,177.0132,180,0,2
2,8,291.6661,0.109123,951.4025,1080.0811,147.9216,193,1,1
3,13,346.9618,0.143079,714.8091,670.8888,212.8692,243,2,1
1,7,482.3172,0.236641,554.9846,460.6591,182.688,147,1,2
5,7,435.4789,0.278233,630.2163,779.9382,266.3234,191,0,2
6,10,442.9737,0.154914,950.3684,738.1842,252.1842,179,2,4
0,9,280.5526,0.141349,667.9737,622.6842,141.8158,174,0,3
3,3,194.556,0.174852,715.7787,691.4702,205.5895,156,1,1
4,9,277.3508,0.136806,480.6114,699.1849,281.3683,229,2,0
1,4,153.2308,0.0887511,780.3692,659.3846,157.3846,139,0,0
7,9,562.2154,0.239059,560.6769,721.7846,330.7692,203,2,2
6,5,317.5772,0.252272,970.9749,609.7008,248.4556,146,3,3
2,3,297.973,0.139688,845.444,854.4788,211.2162,163,0,0
1,1,194.3602,0.197337,819.846,477.8318,167.0616,127,0,1
6,8,432.8673,0.263428,529.5853,892.6422,355.4858,219,3,2
4,13,539.3089,0.172385,1007.2892,1350.2345,240.6664,209,1,0
3,10,545.6273,0.216922,541.9992,666.2197,203.3731,202,0,1
0,0,148.9449,0.0980632,673.0394,781.4803,162.2362,172,0,0
2,4,240.063,0.139085,775.7165,592.8504,271.0551,186,0,1
3,10,489.3771,0.182498,773.5447,774.1223,231.3703,137,1,1
0,7,215.6738,0.122555,765.7305,695.8097,132.6727,124,0,2
4,3,362.3325,0.232078,693.1579,839.2464,278.8278,183,1,1
0,2,205.0478,0.17575,756.2081,508.6722,168.3732,153,0,1
3,6,324.5089,0.189879,716.9531,500.8929,194.7321,143,1,2
1,4,168.8504,0.141773,877.433,919.9219,171.2277,150,0,1
3,10,253.8347,0.129147,808.7151,1022.8088,266.0558,183,1,5
0,2,158.8147,0.0867047,684.1733,630.1793,113.9641,118,0,2
1,6,223.5996,0.114555,701.888,650.6328,158.1846,119,0,0
1,3,97.5311,0.0678252,723.7344,724.4191,160.3631,165,0,1
4,12,330.0174,0.161092,640.0696,354.3304,271.687,164,1,4
0,1,115.7565,0.0976411,727.8957,685.9478,110.9913,107,0,1
1,0,290.3571,0.184521,551.4011,693.3242,177.6374,176,0,0
4,11,505.0549,0.245683,638.8736,514.8077,249.4505,190,0,1
1,9,208.4582,0.140257,693.4365,595.356,245.0155,165,1,2
1,0,193.5975,0.144597,631.5418,420.8545,171.1207,141,1,0
3,17,688,0.235273,964.8122,902.599,242.0711,204,1,3
2,7,360.7716,0.13346,1050.3553,1236.1015,161.2386,202,0,1
4,7,361.6705,0.199699,698.1818,369.1023,266.9659,189,0,1
1,0,175.3636,0.148195,724.125,426.1364,165.5455,142,0,0
1,11,421.374,0.215183,609.2085,559.5259,189.8112,204,0,3
3,2,178.1679,0.0998406,776.818,782.4106,140.7071,148,3,0
3,3,352.8864,0.173802,797.5588,686.5033,195.8179,168,0,0
1,10,376.7484,0.144434,591.4757,856.1481,207.1036,185,0,0
10,4,640.6724,0.308613,1102.5489,804.8068,332.6041,191,5,2
5,11,669.2725,0.236805,1085.7501,1128.1686,287.3256,187,1,1
2,2,180.17,0.0904946,872.5326,678.6969,152.1926,103,1,1
5,1,468.7819,0.179803,958.2323,749.711,285.1445,178,2,0
3,7,407.0185,0.255841,588.4749,720.5699,249.1821,215,1,1
3,9,241.0449,0.136163,643.1873,522.7757,220.3061,177,1,0
3,4,275.7738,0.124201,936.2878,809.6402,187.2644,133,1,3
4,12,370.4854,0.167301,984.6716,667.1274,263.6094,147,1,3
4,5,328.2788,0.177076,449.5013,751.3351,283.8177,211,1,1
1,2,173.0509,0.172172,808.7936,468.2252,161.6622,143,0,1
2,6,258.4773,0.141492,828.0341,671.0455,167.5568,115,2,2
4,7,328.2273,0.14991,1091.1818,942.4091,247.7727,151,1,1
1,3,321.1623,0.298025,623.8477,428.1363,201.3226,150,0,2
4,8,425.9719,0.193917,502.2846,577.3547,298.7575,135,4,1
2,4,293.2314,0.216531,811.9312,480.0765,227.1511,136,2,3
7,6,432.543,0.231134,544.1683,721.5679,325.5449,144,0,2
2,9,577.104,0.221758,1069.4802,919.9752,216.7574,223,1,3
6,14,526.2376,0.191008,1062.401,1085,240.7426,178,4,1
1,9,355.5834,0.150375,1041.0015,701.7026,195.0526,172,0,2
4,4,419.4592,0.275588,668.8032,869.324,213.9509,161,2,0
3,3,555.922,0.25202,1196.3707,981.7171,261.4537,210,1,0
4,5,337.2585,0.112653,948.4683,816.4976,214.8293,159,2,2
3,7,373.6223,0.24232,496.935,876.9969,295.5728,222,2,0
0,1,177.2755,0.130065,865.387,577.8328,186.3467,192,0,0
3,6,385.0224,0.191125,1050.7399,704.3274,188.2063,147,1,3
4,13,525.1682,0.216373,590.3475,799.4058,290.5157,152,1,2
0,2,225.3761,0.16137,506.4193,544.1224,166.1585,182,0,0
2,3,199.5286,0.104184,894.8546,933.2497,202.8686,175,0,1
4,6,493.4138,0.157333,766.2096,938.1845,236.6972,155,1,3
1,15,526.3254,0.203945,1228.1893,887.1946,210.0435,136,0,7
6,7,366.6591,0.219485,526.8526,620.5919,286.6135,179,1,1
0,2,119.7951,0.0769264,645.0085,482.4587,101.9693,106,0,0
10,11,701.1593,0.269558,701.2514,934.5259,297.7428,235,2,1
4,7,382.1804,0.15913,947.4012,1017.3282,226.3647,208,0,1
3,7,293.9819,0.130242,853.2689,758.719,219.4804,124,0,2
0,5,363.2628,0.221085,1052.8459,657.4622,144.4713,131,0,0
0,1,298.3844,0.162671,921.2249,526.0296,147.3073,138,0,0
5,12,384.2027,0.181131,943.812,1104.3295,268.0359,154,2,1
9,6,296.6304,0.13901,686.5356,591.6813,242.7589,181,5,1
1,4,186.1706,0.163564,789.7508,682.3657,181.3689,233,0,2
2,4,258.9408,0.157515,786.3554,647.4983,274.9965,116,2,4
0,4,263.5401,0.158906,560.9477,390.0209,207.7213,119,0,1
5,15,608.0837,0.248287,704.6377,614.525,288.8567,172,3,2
0,5,259.2271,0.128283,674.0419,699.3559,169.7585,158,0,2
2,6,390.8018,0.241669,717.4584,639.4554,202.9047,183,0,1
2,5,243.6914,0.141838,489.8638,581.3616,205.3858,167,0,0
5,12,546.0752,0.264433,573.9923,873.6451,287.7338,207,3,2
3,2,258.486,0.141938,924.3587,928.7271,210.0579,210,3,2
1,9,245.717,0.122979,849.3187,953.5112,215.2739,155,0,3
2,5,192.2344,0.124459,886.565,873.5588,168.6803,171,1,2
2,21,252.3002,0.096968,1032.1751,775.9972,260.5142,116,1,6
0,4,459.6108,0.21574,1198.9576,565.7679,144.3502,116,0,4
2,10,374.6653,0.232477,484.5771,399.4499,221.2558,171,1,4
0,1,82.3249,0.0944758,724.9818,566.4971,132.081,143,0,1
2,17,430.2151,0.194443,902.7419,1022.1505,226.129,170,1,3
1,7,252.043,0.137599,911.586,538.2258,138.4677,125,0,2
3,7,362.6789,0.226479,524.766,448.9833,244.5508,147,1,2
0,1,64.3249,0.0607141,797.4287,576.0839,118.9026,116,0,0
3,5,234.3195,0.173424,452.0592,584.5562,254.5562,152,1,1
1,3,141.6213,0.131412,656.7337,672.7811,140.2367,105,1,2
1,7,153.7079,0.0847562,1072.1891,853.5296,180.9764,178,1,1
0,1,155.5676,0.0956465,691.9411,720.5114,143.5955,156,0,0
0,13,186.7943,0.12122,662.8469,527.3923,140.4306,126,0,3
1,5,196.5072,0.120293,643.9234,565.6938,129.9761,144,1,1
2,2,207.8594,0.114425,533.893,387.6705,208.489,176,2,2
6,9,428.9717,0.253389,769.0451,548.0273,307.9643,171,3,6
1,2,394.7422,0.267614,1062.5448,697.2982,169.0022,148,0,1
6,14,404.4955,0.154032,581.9731,677.4215,321.2556,188,3,4
0,6,427.7553,0.204713,799.54,461.5087,167.1113,175,0,0
4,5,452.8703,0.223962,582.3091,364.6642,239.6964,215,1,1
3,6,339.0404,0.13486,811.6919,464.5455,202.5758,182,1,1
3,4,540.7323,0.258814,726.8939,373.4091,272.6768,249,0,1
1,6,265.4952,0.138706,606.0064,979.2971,265.5591,223,0,0
3,4,277.7955,0.19221,750.9904,447.4121,158.3387,121,1,3
8,8,524.5946,0.19026,904.1441,650.4955,330.2252,114,3,3
0,1,313.4234,0.231132,799.8198,557.4324,125.9459,96,0,1
2,1,560,0.288066,684.3333,245.2083,193.0833,147,1,1
7,9,661.9583,0.28208,620.7083,707.5,369.75,144,1,3
2,1,214.5086,0.157416,711.2324,584.7738,205.2418,144,1,1
3,9,204.8674,0.15407,672.7613,730.078,228.2995,145,1,1
4,5,343.125,0.147159,798.2986,652.7083,199.4444,106,3,1
1,2,344.9306,0.246501,726.4583,436.1806,166.1806,131,0,1
2,9,537.596,0.281927,566.5423,631.6795,221.7892,168,0,3
3,6,348.573,0.2086,903.7541,576.7179,237.4643,131,1,1
2,4,117.9832,0.0833201,851.7647,715.9104,172.1289,125,1,1
0,1,129.944,0.0938271,613.8095,534.4538,123.3333,148,0,1
5,2,606.4014,0.324409,582.5588,296.3924,232.2966,190,2,1
4,5,191.4467,0.10199,761.2025,885.3797,179.8373,160,2,1
