kills,assists,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,earned gpm,monsterkills,killsat15,assistsat15
3,8,385.9115,0.150007,750.1834,1119.849,165.8684,151,3,2
1,10,293.2902,0.139843,932.1683,1044.2287,187.6807,179,0,2
3,10,269.0894,0.0973008,950.0214,626.242,212.3215,192,0,0
3,3,689.0381,0.329122,837.4605,488.9525,230.7396,207,0,0
2,8,411.6819,0.180073,609.1674,847.5187,234.5795,227,0,2
3,3,231.4321,0.131952,907.9434,559.5337,192.2898,199,1,0
3,7,277.1928,0.240532,516.8601,466.5358,230.913,217,3,0
0,2,183.7628,0.159243,624.9061,427.4488,126.1689,163,0,0
1,10,368.922,0.167092,1032.9066,631.9057,188.2868,124,1,2
0,7,198.5659,0.115825,805.0626,538.6141,102.7045,93,0,0
0,13,121.4705,0.0575008,778.5964,655.544,141.1883,126,0,3
3,3,429.625,0.226427,583.2677,501.4111,179.7104,186,1,0
1,4,276.3599,0.137111,1091.1947,659.878,122.4098,117,1,1
3,14,579.3798,0.216666,611.9268,910.4321,225.8465,176,2,5
4,0,334.0272,0.232199,805.8268,565.1848,206.6148,188,1,0
3,8,159.8346,0.100975,821.2062,587.4222,215.8366,118,1,4
2,11,256.7133,0.124898,945.035,625.5594,196.1189,94,1,4
1,8,313.951,0.146445,805.5594,706.7133,165.8392,128,1,4
0,1,302.4023,0.268872,503.1152,403.125,153.75,180,0,1
0,6,222.9785,0.103222,433.623,865.0488,239.6484,234,0,0
3,11,265.9161,0.137208,814.3664,707.0034,208.7414,149,0,2
4,6,384.5034,0.185977,723.8527,714.5548,213.7243,183,1,4
2,0,126.3748,0.050739,927.3905,864.7811,188.8266,239,1,0
3,9,609.7548,0.278213,542.0665,799.1068,150.4203,172,2,2
0,2,193.0038,0.169099,748.5932,620.4563,147.4144,123,0,1
3,9,403.4221,0.190996,899.962,662.7757,261.749,149,1,5
3,6,301.347,0.145021,786.9107,573.4114,199.795,157,2,2
3,7,232.6794,0.153312,857.8038,511.8594,208.0527,127,3,5
3,2,275.7678,0.248342,702.9141,340.9553,228.8996,163,2,0
2,4,257.7025,0.109016,534.2684,579.3954,190.5562,136,0,0
4,7,351.5298,0.18795,713.8486,397.5523,290.4026,181,2,2
2,3,265.9581,0.153127,925.5072,625.3462,182.9308,111,2,2
2,4,503.4098,0.310445,549.082,253.1148,244.3934,161,1,1
0,1,219.9016,0.226979,828.0328,460.6557,144.8852,119,0,0
4,5,399.3714,0.211929,620.9143,390.5143,246.8,203,2,2
2,4,186.6286,0.113719,811.7714,621.3429,198.1143,137,1,3
1,3,149.5092,0.110291,894.3883,568.7838,183.606,230,1,0
0,9,312.4395,0.181459,538.5277,940.5619,193.0156,220,0,0
4,6,339.4039,0.172399,621.7369,687.8417,244.0082,170,1,2
12,8,717.9651,0.313857,1202.7441,753.4532,330.0308,151,5,4
1,7,330.6732,0.141993,1136.2562,800.5255,245.5172,208,0,1
3,1,252.7422,0.141925,1081.2151,741.8062,187.9146,126,1,0
2,2,454.3476,0.292429,721.5022,467.2027,203.7169,185,0,0
5,7,252.624,0.0985985,818.9986,1008.5604,242.9177,134,1,1
1,2,215.3482,0.178417,623.2591,423.4819,148.3008,176,0,0
2,7,218.1058,0.101663,659.1643,1007.7716,272.6462,237,0,2
3,11,520.3708,0.232333,607.7208,457.7863,227.8953,146,1,1
1,7,326.434,0.192599,564.4711,521.9738,184.024,163,1,2
2,1,331.0568,0.24194,645.75,377.3182,194.5909,154,1,1
3,9,281.1136,0.124451,880.8409,967.1591,214.7045,124,1,1
4,3,406.9213,0.219467,1088.3933,631.2809,222.573,153,2,0
4,8,435.0337,0.164297,893.6966,782.7978,257.2247,137,3,0
1,4,231.3923,0.120491,1054.0498,582.3716,127.7501,125,0,0
4,8,323.3139,0.129914,1018.9518,867.5066,211.2229,153,3,1
5,7,415.8248,0.194443,622.5693,850.6277,275.6788,222,3,1
1,3,230.073,0.110265,885.1679,929.1971,183.7956,180,0,0
2,3,372.8304,0.230244,999.0219,714.3496,169.3548,140,2,1
2,9,303.153,0.150705,888.231,569.6566,187.1176,120,0,0
3,4,441.6543,0.269572,745.2361,365.2907,219.6801,189,2,3
3,8,142.3098,0.0629107,965.08,786.6485,170.2146,159,2,0
3,8,318.1934,0.14091,975.2519,572.0018,193.5361,156,0,0
10,3,453.6904,0.234468,939.0831,675.606,309.0695,191,3,2
3,2,368.5823,0.318376,923.6203,572.8101,219.1899,143,1,0
6,7,450.1519,0.193892,627,733.519,292.1013,151,3,1
3,7,266.9577,0.159773,853.779,905.7572,224.8022,161,1,1
3,5,377.9809,0.258838,593.6153,545.5935,198.8813,171,2,0
1,8,245.5449,0.108857,1013.0128,625.609,200.4167,141,0,1
3,4,384.8397,0.200585,957.3718,851.891,186.1859,138,1,2
2,9,207.6092,0.0945964,918.6681,950.8297,223.0677,148,0,3
3,0,375.8515,0.259967,914.476,761.8886,203.8428,153,0,0
1,6,275.8191,0.149658,849.3769,744.7538,197.005,186,1,2
1,10,416.5628,0.185228,939.2864,628.7337,177.5578,135,0,2
4,3,234.5183,0.142756,926.2144,681.6825,191.5875,168,1,0
11,7,505.5902,0.21023,978.7788,1030.2578,313.9213,187,3,0
1,6,161.8487,0.0947542,759.0036,469.7719,199.8079,128,0,0
2,4,177.6951,0.11043,774.958,705.7743,193.2533,139,1,0
4,9,319.715,0.164976,969.1969,712.1244,246.2694,206,2,1
1,1,306.8135,0.145194,951.8135,748.057,143.9896,140,0,0
4,8,448.7667,0.304256,560.1336,511.9424,223.1346,167,2,0
3,3,136.8654,0.0996431,743.741,552.0863,215.6423,159,0,0
5,7,366.7636,0.185681,824,796.2545,252.8,108,3,2
1,3,120.8364,0.0817607,831.1636,482.6545,154.5091,132,1,1
5,6,390.7565,0.148915,1010.6114,1166.943,211.2746,165,1,2
2,6,333.4301,0.146345,950.6321,1028.2902,146.3627,179,0,0
3,4,458.2591,0.226542,467.7328,241.0931,259.0688,170,1,1
2,5,268.5121,0.189244,991.0628,543.3401,179.4534,170,1,1
3,2,484.9933,0.293672,602.9105,294.3124,237.1696,242,2,2
2,5,138.2644,0.103922,605.4473,429.8798,207.984,156,1,0
5,1,206.31,0.114251,883.0453,626.3374,149.465,121,2,0
6,7,425.8711,0.181541,956.2414,1280.9053,257.5857,186,0,2
3,2,282.6923,0.224241,659.1608,445.1748,202.7622,166,2,2
2,13,290.4196,0.142316,888.3217,753.3566,209.4406,118,2,5
2,5,154.3427,0.104534,626.056,711.8557,210.3275,155,1,1
0,3,145.7428,0.119151,706.8723,359.2881,114.9027,131,0,0
0,2,368.6017,0.196177,624.3758,409.1222,135.5624,165,0,1
3,9,188.8399,0.0748084,689.8809,812.7658,201.5439,169,1,1
0,4,313.7046,0.191299,597.0567,325.4471,152.652,141,0,1
1,11,189.443,0.0972397,659.8774,789.6576,166.1727,127,1,2
1,8,147.406,0.106979,766.1654,473.609,198.4586,135,1,2
1,0,112.2932,0.082825,710.5639,448.1955,185.1504,131,1,0
4,10,289.8548,0.159186,779.4941,818.7822,240.4778,177,2,1
0,2,95.3536,0.0780359,890.5855,594.3513,141.7237,159,0,2
2,16,195.7639,0.0833062,1397.2685,1243.7731,205.8333,169,1,2
9,1,768.7037,0.304384,832.5231,457.8935,250.463,229,2,1
4,4,395.4854,0.310284,640.9991,218.5674,245.0895,212,1,2
5,8,482.0641,0.163395,628.9538,313.7135,279.4722,207,1,3
2,3,380.6507,0.198987,835.9589,331.3014,169.0411,134,2,0
6,10,457.7397,0.15733,894.7603,716.3699,269.863,156,3,2
4,9,362.4503,0.199236,580.5298,855.0662,264.6689,171,1,0
4,1,255.1325,0.155732,747.3179,690.0993,202.649,141,2,1
7,8,586.3512,0.31114,508.5291,704.4698,311.1517,175,2,1
1,4,136.8301,0.108645,752.7708,420.0342,146.5108,103,0,3
2,2,161.8258,0.0963788,771.314,632.0856,180.2063,194,0,0
1,6,198.8388,0.130511,803.8579,711.6807,153.071,155,1,2
1,3,130.1852,0.0762787,687.6296,655.8148,143.2593,113,1,2
4,5,391.4074,0.19922,1187.4815,708.4074,244.5556,136,1,1
2,6,186.4965,0.0922693,945.1915,821.4468,221.1915,184,0,0
0,4,198.3546,0.132708,767.461,526.0426,136.8794,148,0,0
1,10,238.3663,0.0905216,891.9104,1160.3426,195.5468,178,0,0
0,4,142.4242,0.0821092,842.3452,652.4111,136.3109,140,0,1
2,1,209.6596,0.178351,481.961,288.5338,214.562,220,0,1
8,4,355.724,0.178837,556.4231,441.5978,308.0345,240,1,0
2,6,159.1926,0.113985,851.2803,554.6251,192.1107,186,0,1
2,2,296.2168,0.12673,527.9123,711.2111,205.767,228,1,0
1,3,152.457,0.13383,569.1507,721.001,213.7917,203,0,2
0,1,115.541,0.0753362,753.8524,667.6744,155.1567,159,0,0
1,7,379.3643,0.210124,703.6577,767.6186,191.5306,162,0,4
4,16,334.4743,0.181613,769.0562,964.5477,225.0367,139,2,3
0,9,349.3805,0.169314,668.9971,951.8879,218.8201,195,0,1
1,7,233.5988,0.119462,788.3186,777.1386,165.3097,139,1,2
7,11,585.9535,0.233425,575.7946,800.6846,337.6284,180,2,2
2,5,427.2616,0.245625,1101.0513,521.0024,169.1443,130,1,2
3,3,326.9118,0.194481,785.6408,778.708,198.8761,132,0,3
6,10,519.4538,0.203411,842.7416,516.7122,317.7101,212,2,4
8,10,454.7643,0.194072,840.8933,621.9231,315.1489,141,4,4
0,2,238.4367,0.177944,545.397,561.6998,150.9677,145,0,1
1,3,248.1304,0.160682,616.5695,612.2058,162.9365,208,0,1
4,10,324.988,0.12396,774.0309,869.681,239.2384,182,2,3
1,5,200.4545,0.121846,874.5273,647.2091,175.4182,152,0,0
1,6,431.1818,0.213133,822.9545,446.1818,198.8455,182,0,1
7,11,628.4327,0.240325,1252.4272,946.5742,251.5118,150,2,5
2,8,312.0111,0.173709,938.8904,468.7101,228.932,204,1,3
1,1,130.5498,0.116982,805.6701,620.756,148.5223,148,1,0
2,13,230.756,0.119729,878.3162,550.1375,212.6804,107,2,1
3,12,266.8169,0.139678,1010.4225,924.8732,211.6901,154,2,0
9,14,772.2817,0.265765,663.7183,880.9014,304.8169,185,2,5
2,12,317.9317,0.166064,803.3609,946.1944,261.9028,167,2,3
2,2,399.5553,0.306862,806.6805,356.3082,197.7766,167,1,1
4,7,356.6048,0.195285,844.536,655.627,231.5527,177,0,1
2,6,309.5337,0.211609,728.0398,754.6582,159.1399,134,2,2
6,6,418.519,0.239413,540.4482,328.0805,204.378,221,2,1
1,3,95.2907,0.0718399,690.2631,721.9292,144.6509,185,1,2
1,7,294.1846,0.161429,631.1757,754.7155,201.2137,190,0,0
1,7,379.5449,0.175424,869.4058,711.6814,199.4437,187,0,0
7,14,276.4322,0.119603,1089.8492,1049.2965,220.5779,147,2,1
4,7,380.8543,0.165068,867.0603,700.9799,222.0352,155,2,0
11,5,521.5029,0.257864,843.4682,654.1618,306.3873,155,4,1
2,3,233.9017,0.136683,742.1676,421.7341,173.4971,141,1,2
5,5,464.7649,0.18251,881.3323,477.3197,271.8339,107,1,2
1,2,264.5925,0.158977,795.7994,663.7618,216.8652,123,0,0
3,2,107.0646,0.0603123,881.2116,590.4321,189.4343,169,2,1
0,6,107.9733,0.0514984,984.4009,628.1425,130.2895,121,0,1
1,3,154.4302,0.0732532,883.1308,545.9601,143.2816,169,0,1
2,9,205.9424,0.101518,871.9823,564.8514,191.5477,153,2,2
4,6,259.5808,0.131932,677.8204,567.2335,237.3413,150,2,1
1,2,124.3473,0.0904364,638.8024,382.1677,175.4731,106,1,0
3,4,498.7325,0.209561,816.0391,517.0457,199.6552,165,1,0
6,8,222.0503,0.0981112,913.1128,706.5517,239.3849,148,1,1
2,2,242.8843,0.173166,822.8368,716.8665,172.095,121,1,0
6,7,362.635,0.186595,843.0623,532.2018,268.6647,142,1,1
0,3,102.2114,0.0729827,927.122,677.5285,145.561,131,0,0
2,8,314.439,0.178629,791.4146,441.3659,223.0894,157,0,1
1,4,268.4256,0.126552,1076.8511,652.7004,165.6584,154,0,0
3,10,330.8874,0.140694,930,674.4275,243.6355,181,0,2
2,2,394.3803,0.229928,820.2101,408.7815,215.7668,179,0,0
3,13,309.1071,0.142182,865.021,801.334,237.5735,163,0,4
3,9,201.194,0.106693,705.0746,767.2185,215.4953,155,1,0
1,2,157.5305,0.0876743,831.7503,485.2103,128.3853,148,0,0
4,4,371.7526,0.212568,929.7202,687.187,236.1414,167,0,1
0,0,108.1591,0.0756489,831.9293,546.6568,152.3417,163,0,0
1,2,235.8756,0.138793,848.9714,685.6498,142.2178,111,1,1
7,6,306.1114,0.162784,895.9659,569.2624,292.3231,169,1,1
4,3,320.8696,0.169084,902.5,716.9293,197.5815,127,1,0
3,9,238.5054,0.115117,880.9783,550.2717,207.6359,158,0,0
6,5,291.881,0.173391,890.365,525.4464,233.8349,134,4,2
7,4,415.0814,0.190648,970.0393,616.0022,297.6081,128,3,1
1,2,103.8451,0.0759223,640.0456,568.0182,165.0478,151,1,2
1,10,276.82,0.171438,830.6241,650.3508,192,171,1,0
3,3,180.8406,0.0934346,601.5942,684.4058,171.5072,107,1,0
3,9,262.9275,0.157439,763.0435,648.7246,234.9855,162,1,3
2,6,90.4971,0.0453133,791.9033,734.8321,191.4196,154,1,0
1,4,162.5884,0.0889617,837.6086,445.0425,116.4263,110,0,0
1,3,138.6853,0.0941829,869.3227,496.255,150.4382,79,1,2
5,5,523.3068,0.208201,750.9163,327.2112,250.6773,127,3,1
6,8,451.3516,0.173201,811.1844,1207.1342,257.0274,158,2,0
0,4,312.8751,0.1787,1094.8537,763.307,136.6094,136,0,1
2,5,152.2534,0.0866243,947.5524,733.6127,248.8912,157,0,1
0,1,137.2305,0.0756043,758.4159,627.6239,135.023,132,0,0
1,4,193.2687,0.105623,772.7147,912.5485,152.1884,153,0,1
4,9,340.7756,0.176163,811.2188,632.9363,236.8698,150,2,2
1,2,134.0888,0.104122,836.2617,822.8271,173.785,216,0,0
4,5,214.5327,0.132514,821.729,1218.8318,220.4673,196,0,0
3,3,287.8759,0.187016,922.6345,636.6207,182.4414,115,2,2
3,10,237.6,0.106469,695.3379,678,235.3241,104,1,2
0,1,128.0315,0.070961,909.9888,510.9449,148.1777,128,0,0
6,4,315.4893,0.152455,1002.3172,829.0664,267.5028,168,1,0
7,9,447.8021,0.146742,1116.1311,751.928,287.3522,120,2,2
3,2,224.8072,0.124448,1025.7841,559.0103,174.2545,101,1,2
1,10,193.014,0.12828,824.9766,503.0607,190.1636,184,0,3
3,5,401.9159,0.245873,598.271,448.8785,202.1262,205,2,0
3,14,277.881,0.114268,926.9086,843.5486,200.7692,161,0,2
7,4,278.447,0.165631,847.881,572.0682,230.029,183,3,0
1,2,167.2859,0.107873,883.8118,635.8263,145.7419,157,1,0
1,15,238.842,0.134696,806.8275,720.2654,202.7021,149,1,2
4,6,554.5593,0.193739,830.0762,616.2894,293.4712,181,1,0
2,3,257.1708,0.149425,1155.1143,679.6844,201.0881,135,1,2
8,4,513.176,0.25881,497.1046,709.0944,364.4388,150,5,1
1,2,166.3393,0.176585,833.1888,448.3163,189.2602,136,1,0
0,4,145.0843,0.090253,742.4157,638.7079,122.3876,136,0,1
1,17,299.8034,0.16278,898.3146,1217.191,228.2584,163,1,4
0,2,177.5814,0.0935097,711.4729,456.4031,125.1473,117,0,1
0,11,252.7132,0.144483,842.3256,734.4806,210.5426,176,0,4
1,3,139.3291,0.0855367,728.5545,496.3394,183.256,154,0,1
1,1,131.3666,0.150635,594.9087,646.3542,167.5086,145,1,1
2,7,225.3305,0.123167,754.2376,660.4924,216.9849,196,1,2
1,3,99.6026,0.0773597,737.0281,779.2743,174.6868,149,0,0
3,10,364.3161,0.202003,835.769,621.5807,234.9456,179,1,3
0,2,271.6895,0.233309,844.8557,635.1822,129.9385,137,0,1
3,11,319.6399,0.184226,485.7895,651.108,290.7202,242,2,0
4,8,225.1801,0.125742,778.7258,788.8089,205.2355,161,0,4
3,9,306.4011,0.120277,719.4389,972.636,188.9366,204,1,0
2,20,214.1254,0.0941946,871.5068,1122.4801,151.0495,140,0,5
4,9,266.0388,0.128156,905.9631,727.6668,197.6337,126,2,1
2,6,174.7752,0.0824338,751.1216,925.6697,186.7582,171,1,1
3,8,218.5531,0.111459,869.8973,613.2791,189.863,153,2,0
2,2,266.7637,0.215844,939.7089,616.9777,192.5599,206,0,2
4,4,352.9487,0.184029,685.5128,813.4103,236.641,233,1,0
2,4,111.4103,0.079911,782.6154,427.2564,165.6154,161,1,1
1,6,180.1533,0.0959719,475.2981,965.0596,176.1925,154,1,3
0,3,159.7359,0.172928,600.0767,670.2215,153.8586,151,0,1
1,9,172.4189,0.101468,633.5958,864.3531,171.3544,154,0,0
1,4,162.0078,0.108369,851.5015,756.0883,164.682,167,1,1
3,6,322.7568,0.163756,976.434,949.8888,198.675,152,0,0
2,12,301.1472,0.124108,827.8613,988.8395,188.1103,139,0,1
5,2,298.7828,0.178425,790.0597,526.969,201.5513,122,3,2
3,12,409.0811,0.250263,651.7661,751.1456,283.1026,187,2,7
7,4,280.1161,0.161793,884.6082,692.7684,303.2385,163,2,1
3,5,247.5914,0.152805,600.1393,692.8033,157.1561,107,1,3
0,3,151.0907,0.0875411,731.9842,790.0657,150.2497,157,0,1
0,14,237.9501,0.128442,680.5256,945.3876,215.0066,178,0,1
2,3,293.786,0.21126,891.0894,516.1114,153.5027,128,1,1
0,8,413.0239,0.178478,832.4377,637.5769,234.8705,223,0,2
1,1,73.4854,0.0746119,784.4854,869.9126,166.8932,177,0,1
1,6,188.0388,0.0876757,459.6117,548.9709,152.7087,113,1,2
2,2,266.6667,0.161284,739.1626,567.7295,157.3591,127,1,0
2,12,312.2705,0.129686,925.153,631.2721,197.1337,111,1,6
1,3,257.2417,0.160883,740.4915,520.2307,134.9248,114,1,1
2,4,95.9579,0.0733323,770.8225,464.7141,211.7151,155,0,1
6,3,376.4195,0.173201,987.3056,602.2785,263.5443,144,3,0
1,5,315.0452,0.231904,778.0108,691.5371,178.481,133,0,1
2,3,211.0653,0.126389,667.0447,586.2199,178.9347,138,2,0
3,14,257.4227,0.131416,675.4296,1054.8797,273.1271,152,2,5
6,3,399.2467,0.26453,649.2655,718.7194,306.177,164,0,1
0,6,61.0169,0.0435929,826.855,613.3333,164.5574,131,0,2
6,0,209.3214,0.215085,654.0057,292.8746,261.9698,185,3,0
0,4,50.2733,0.0385993,529.5664,684.2601,160.2356,153,0,1
0,4,215.8065,0.163544,873.1842,592.1332,156.7742,164,0,3
3,6,334.5265,0.174179,705.0156,1082.6847,214.8699,128,3,1
1,7,207.7701,0.0822622,722.9818,924.4771,207.1478,202,0,1
1,3,280.968,0.137984,1067.5022,734.1314,143.3621,159,0,0
2,2,277.1127,0.161307,862.9577,719.3662,201.5141,135,1,0
4,11,208.0282,0.10838,884.8592,826.9718,243.662,151,0,0
6,3,336.9444,0.182065,1238.8889,1213.7037,218.6728,166,3,2
8,8,415.1852,0.140779,906.1111,975.9568,250.463,134,2,3
0,2,98.8212,0.0891174,764.0662,517.7086,160.9272,124,0,1
3,3,194.5033,0.121464,571.6689,307.3113,211.1921,118,0,0
0,6,61.8682,0.0386662,560.8896,545.3619,118.0833,126,0,5
3,2,99.256,0.0902572,639.1589,570.4731,168.1601,186,0,0
3,3,487.0454,0.21203,744.1704,345.6806,199.0786,207,1,1
7,7,413.8899,0.15441,1210.4122,915.1715,225.4312,202,2,0
2,5,94.1522,0.0598177,625.1288,753.2534,204.7334,143,1,2
1,2,104.4338,0.0821968,693.2175,399.9401,144.302,86,0,2
0,0,92.2407,0.0764213,680.0726,475.8299,137.3651,147,0,0
3,5,137.9876,0.0722998,785.7884,723.8278,209.3154,181,1,1
0,5,134.5754,0.0681699,582.4335,897.3131,158.3016,177,0,0
3,2,185.4246,0.142958,812.0913,727.3004,186.2864,169,0,0
0,3,288.4514,0.218536,726.1693,380.163,144.2633,124,0,2
2,8,190.3072,0.087086,754.5705,936.9028,268.1003,148,0,2
1,5,187.67,0.0746147,507.4724,773.2714,214.1662,155,0,0
0,2,178.1522,0.113852,828.0418,519.3957,156.8855,118,0,0
3,7,356.3061,0.155615,763.6084,702.2232,188.0804,153,1,1
1,7,133.3903,0.0754038,578.5293,842.95,160.7354,164,0,4
3,1,225.4442,0.140657,672.5922,387.0234,188.9455,168,1,0
4,6,313.4338,0.164467,517.4649,752.4468,258.2649,163,2,3
2,3,136.7224,0.107478,873.3594,653.2599,244.8845,218,1,1
1,4,174.5183,0.0922893,549.8116,627.0459,163.0004,188,1,1
5,7,356.0479,0.186501,1057.6592,1062.0686,257.2782,158,2,0
2,2,238.0076,0.147218,713.4349,694.2624,189.7333,112,1,0
1,12,248.2013,0.113938,633.761,790.6667,184.3774,145,0,4
0,2,104.6038,0.0788306,822.0377,861.6101,116.2516,125,0,1
0,1,117.7729,0.146292,748.3624,525.6223,173.155,155,0,1
5,0,334.4541,0.194562,792.1507,662.3908,267.7402,171,1,0
1,2,130.2988,0.105778,880.0127,507.4253,172.4476,126,0,0
2,9,196.6306,0.10639,655.8423,671.939,212.7273,136,2,2
4,5,227.8973,0.0997048,864.0098,854.6699,193.7897,162,2,2
3,3,507.3839,0.237269,799.0465,430.6112,199.4377,185,0,0
0,0,69.1209,0.0447837,727.6699,648.3455,131.5393,158,0,0
2,4,153.8349,0.0903239,867.501,525.3282,178.6411,181,0,1
2,12,317.3536,0.148011,693.8876,477.7986,179.2037,162,1,2
1,3,215.9719,0.120036,641.3349,852.7635,148.0328,178,0,1
0,6,246.6932,0.159832,828.2603,927.915,145.6042,161,0,2
0,6,159.2829,0.0830909,562.6295,766.1089,171.7131,148,0,1
1,8,254.221,0.134851,1076.4581,984.8202,135.6325,129,0,0
0,12,146.2583,0.0636887,897.5233,979.7603,175.0999,171,0,1
5,5,328.058,0.153763,1077.7078,1092.4797,165.5041,163,4,0
1,12,142.3276,0.047832,757.3965,848.6806,164.6976,149,0,1
3,8,226.7408,0.0988611,765.009,1170.7216,182.6338,194,0,1
1,3,126.0072,0.0668223,1026.4582,1354.0229,158.9296,189,0,0
1,12,168.1994,0.0925249,926.1274,807.1579,242.0609,129,0,1
1,3,229.9945,0.153684,811.7452,463.5457,166.7368,138,0,0
5,6,311.202,0.215216,1127.7635,833.734,317.1133,208,2,1
4,10,227.1429,0.0953758,978.2365,641.8522,205.8916,123,1,1
5,6,311.6238,0.163591,744.8198,1092.438,246.9069,165,1,1
1,4,193.0557,0.113813,608.5353,768.9658,136.8741,128,0,2
1,7,191.6976,0.146649,684.2706,929.0053,171.7241,127,0,2
5,9,317.2281,0.16371,886.1936,593.5146,276.4854,127,2,2
2,6,248.6943,0.160373,804.8848,723.4716,168.51,129,2,1
1,15,183.1951,0.106393,741.5054,828.5714,197.573,117,1,2
2,6,290.9103,0.13933,929.1827,798.4585,231.6279,138,2,2
0,6,155.9601,0.104459,709.2757,689.6213,166.8439,105,0,4
3,6,146.7306,0.0864822,685.4952,1240.0426,171.1608,164,2,0
5,7,290.6496,0.135979,917.6784,821.4909,217.4867,185,1,0
1,8,198.1818,0.0779025,721.5825,901.7508,203.67,119,0,0
3,5,379.4276,0.220554,789.8653,340.5724,203.5354,145,0,2
0,12,292.3974,0.124938,1085.5076,803.5853,188.2721,166,0,1
3,6,281.4903,0.0961122,863.6717,1368.2721,179.7408,201,0,0
0,5,191.2862,0.0764924,818.8612,561.5658,175.1195,176,0,1
0,1,231.5811,0.278759,562.8775,664.0874,185.2771,191,0,1
1,2,228.1916,0.153306,570.4532,712.568,216.7458,225,0,0
1,2,132.7665,0.0891001,645.4467,835.0281,137.35,145,0,2
1,7,250.4976,0.171324,793.012,764.0021,142.5039,120,1,2
4,2,105.7307,0.0552908,719.9686,932.5301,207.0613,157,3,0
6,8,260.8144,0.137943,948.6409,1068.0381,273.982,155,1,2
2,0,132.5965,0.071676,704.5161,749.2861,143.9556,138,1,0
1,4,312.6956,0.183622,706.2915,662.9713,163.5903,160,0,0
1,10,376.072,0.145524,1036.4772,764.6033,214.7777,160,0,0
4,6,395.5696,0.187042,1107.6266,951.1709,184.0823,116,1,2
1,12,319.7468,0.109909,1060.9494,774.8734,203.1646,152,0,0
1,4,201.0677,0.109577,1063.9063,682.2917,165.9375,176,0,1
0,11,225.2604,0.123902,669.1927,1127.3958,208.6198,163,0,3
4,4,283.3622,0.142445,799.382,1102.843,229.246,185,2,2
3,9,245.8591,0.12929,1029.2707,800.0247,183.2633,142,2,2
5,8,415.8345,0.189813,1114.1517,795.4483,213.4069,144,2,1
1,3,170.9793,0.0709186,855.0069,875.2828,148.3586,136,1,2
2,7,241.1904,0.100145,981.5683,706.6793,210.9495,209,0,0
0,4,224.1568,0.126946,929.9858,839.7733,162.0028,136,0,2
1,6,137.0428,0.0757117,594.677,964.4825,171.1051,165,1,0
0,5,267.8054,0.165169,701.9066,839.6498,194.1712,235,0,0
1,7,135.9441,0.0789304,778.223,849.8231,150.0123,169,0,1
1,4,117.2851,0.0653564,586.4253,924.1135,152.1596,151,0,1
7,8,267.2469,0.097497,1018.8201,1097.6985,248.0845,169,0,0
4,5,235.0838,0.0975616,940.925,1501.9009,197.5455,208,0,0
4,7,436.8903,0.214475,955.8429,888.4779,263.1424,154,1,2
0,4,157.6432,0.0814105,973.3879,760.2619,117.9705,99,0,1
1,3,191.0137,0.106833,1033.4137,809.7534,171.7479,130,1,0
3,11,279.3863,0.156567,1098.2466,966.7068,214.4548,123,2,3
0,3,146.7738,0.102517,588.0321,748.5944,148.8353,177,0,1
2,10,191.8072,0.134629,805.2744,511.5127,192.3159,163,0,1
4,5,299.3258,0.158563,588.6742,867.1011,239.764,125,2,1
0,1,250.4157,0.215196,982.6854,555.7753,132.2697,133,0,0
2,1,109.825,0.0872856,769.6077,436.5842,190.8268,136,1,1
3,9,236.7773,0.126336,789.487,702.5106,246.0471,146,1,1
2,8,235.4675,0.0874843,674.0464,1314.8841,169.2072,168,1,0
2,8,251.2191,0.0953996,913.9566,1172.917,184.5999,193,0,0
2,9,181.623,0.116378,520.2747,854.5568,171.186,146,1,3
1,0,108.5893,0.102964,689.4382,531.211,163.0212,198,0,0
4,11,300.4272,0.1517,922.777,616.0481,188.5981,153,1,3
1,10,285.7677,0.127179,779.6262,924.0854,172.1762,164,1,1
5,10,247.0416,0.154751,825.9492,994.1049,245.8085,145,0,1
3,6,415.3921,0.190228,728.8264,750.0811,194.1482,138,2,2
3,7,203.0996,0.102909,860.3629,528.9652,234.2913,156,1,2
5,1,230.7308,0.156817,919.6567,911.6233,221.6381,162,1,0
1,2,109.8578,0.0543212,698.1729,430.7002,185.1204,162,0,0
1,3,171.6958,0.135245,734.4748,819.1575,155.8753,125,0,0
2,1,145.3371,0.114228,693.4971,704.6743,160.3543,125,1,1
2,10,159.6343,0.0716649,788.7429,755.6914,219.7029,156,2,0
2,2,240.7434,0.259788,795.7522,495.7522,212.4602,135,1,0
6,4,278.7611,0.151065,668.4602,905.9469,294.4425,171,0,0
1,1,263.5601,0.133273,769.3488,619.5369,147.4964,133,1,0
3,11,288.6541,0.15708,793.9508,852.301,202.3444,129,1,4
4,6,302.1396,0.154566,952.261,949.871,204.2868,178,0,0
3,7,270.1821,0.12697,648.0728,643.6571,146.9272,144,2,1
1,2,259.507,0.168472,597.5163,486.8651,197.3581,196,0,0
1,1,129.2093,0.12025,722.9581,542.9302,152.4558,168,1,0
2,3,269.2902,0.147972,770.6712,958.0589,196.1082,178,1,0
3,1,411.2796,0.252791,546.7504,793.24,218.7349,203,2,0
1,6,131.0335,0.0836073,711.9173,725.923,137.4697,176,0,0
2,6,157.6123,0.088938,619.1803,977.598,171.6607,188,0,2
3,10,382.2506,0.146771,847.734,571.4271,171.7136,119,2,3
