"","kills","dpm","damageshare","earned.gpm","earnedgoldshare","minionkills","cspm","goldat15","csat15","killsat15","cluster"
"1",0.157956805321674,-0.77482250311455,-0.867479207745105,0.841004117479585,-0.224705947790939,1.18170065723373,0.965099922793461,-0.133435238964112,0.283431193153868,-0.693745613944394,3
"2",-0.191866798390731,-1.04167811616495,-0.905907016951553,0.340012075826301,1.14375091551649,0.914301771506637,0.915386939908666,-0.0684893003689239,0.449752165569167,-0.693745613944394,3
"3",-1.24133760952795,-0.976125644772466,-1.64977710425718,-1.3367510184844,-1.12809279276588,-0.901195926324705,-0.805932606531652,-0.508350429945424,-0.173951480988205,-0.693745613944394,3
"4",2.25689842759611,0.204605566243405,-0.226156326825691,1.80612643548221,0.602206172876264,-0.380471780435095,0.215978770785805,0.548497116285361,0.408171922465342,1.3573283751086,1
"5",-0.541690402103137,-0.791180047463343,0.249814823570038,0.819601339155606,0.21050004260849,0.745418264731629,1.38576673564449,0.42303337127193,0.74081386729594,-0.693745613944394,3
"6",-1.24133760952795,-1.05147222834318,-0.701895440802193,-1.32606405600043,-0.173895622488171,-0.422692657128848,-0.116202539276329,-1.07515134859434,-0.340272453403504,-0.693745613944394,3
"7",1.5572512201713,-0.319385694433437,-0.20581446740678,0.5700214123832,0.0416853291535779,-0.549355287210104,-0.346493273776515,-0.760753964031268,-0.548173668922628,0.331791380582101,3
"8",1.20742761645889,0.0299581827470895,1.03658586660832,0.772387630890592,1.29291551336962,-0.211588273660087,0.0168262770768212,0.11749225106275,0.782394110399765,0.331791380582101,1
"9",2.95654563502092,0.186101617800101,-0.269379555362833,2.23288199797581,0.595362333141606,-0.493060784951768,0.0124380693977516,1.78985016988884,-0.340272453403504,2.38286536963509,1
"10",-0.541690402103137,0.0786326380935675,-0.361562468356898,-0.559532975756766,-0.335762801666991,-0.422692657128848,0.0124380693977516,-0.378458552755048,-0.257111967195855,0.331791380582101,3
"11",-0.541690402103137,-0.488585217380315,-0.500126883372029,0.49228726528591,0.808402768518215,-0.281956401483007,0.108497738865593,1.90202951837144,-0.0907909947805555,0.331791380582101,1
"12",-1.24133760952795,-1.16453399180068,-0.584845958214288,-1.78046594247198,-1.25854052589013,-0.60564978946844,-0.970400225845803,-1.05743881988656,-0.423432939611154,-0.693745613944394,3
"13",2.60672203130851,0.835031603846384,-0.33918384481366,1.64945752108357,0.493586140723917,-0.901195926324705,-0.142712122652623,2.18100184551895,-0.0907909947805555,4.43393935868808,1
"14",-0.541690402103137,-0.858536114579925,-1.13934854560622,-1.99316486836975,-1.94857585186416,-1.64709808124766,-1.6218386726687,-1.10024409759702,-1.21345755858382,0.331791380582101,3
"15",0.50778040903408,-0.169402217654355,0.588459086519847,0.938005894553974,1.45758244516716,0.140252365454514,0.584347766091769,0.0200733431699686,0.699233624192116,-0.693745613944394,1
"16",-0.541690402103137,-0.338834291785093,-0.566592426568421,-1.00125060632077,-0.795907329281351,-0.774533296243449,-0.926638373923032,0.390560401974336,0.325011436257692,-0.693745613944394,3
"17",-0.891514005815542,-0.855727204421249,-0.892861413826117,-0.0642859578836753,-0.90629016863808,0.393577625617027,0.52748140356575,-0.103914357784481,0.532912651776816,-0.693745613944394,3
"18",-0.891514005815542,-0.871360614234792,-0.210055577513765,-0.456204298888731,-0.374959338329127,0.886154520377469,0.4273942010226,-0.537871311125055,0.449752165569167,-0.693745613944394,3
"19",0.857604012746486,0.0837266164066961,0.0568507591583253,0.278951962591056,-0.496541188160752,-0.915269551889289,-0.697369550800162,0.0776390614702488,-0.0907909947805555,-0.693745613944394,3
"20",-0.891514005815542,-0.752862064093746,-0.931972441378067,-1.22339099150016,0.289878214076387,-0.901195926324705,-0.978395179562463,-1.36002785197777,-0.839235370649402,-0.693745613944394,3
"21",0.157956805321674,-0.145343521782075,-0.398185549858246,0.126891570337515,0.0917957163016647,0.759491890296213,0.108377513997673,-0.930499030814145,-0.506593425818803,-0.693745613944394,3
"22",-0.891514005815542,-0.957743508854041,-1.13644809036588,-0.80369007455808,0.0603762702470957,0.815786392554549,-0.0609592124672255,-0.248566675564672,0.117110220738568,-0.693745613944394,3
"23",-0.891514005815542,-1.38598868055857,-1.31846777033738,-0.076763431406282,1.05506615895487,0.5061666301337,1.24324015472569,0.702005698419441,1.07345581212654,-0.693745613944394,3
"24",0.157956805321674,-1.10088381798052,-0.17463135084509,1.16227982511603,0.625485597428247,0.815786392554549,1.63637547282311,-0.129007106787167,0.699233624192116,-0.693745613944394,3
"25",1.20742761645889,0.151942593283888,0.142420634204417,1.64496441236262,0.160415579095761,-0.366398154870511,0.417355424551305,1.35589321654827,0.532912651776816,1.3573283751086,1
"26",-0.191866798390731,-0.344575850517045,0.616960893348246,-0.290730302005543,0.775039049811753,-0.4649135338226,0.265631641236642,0.377276005443502,0.449752165569167,0.331791380582101,3
"27",-1.24133760952795,-1.94466425217314,-1.94999355800054,-0.749234173927297,0.0345563294299745,0.182473242148267,0.459554353191119,-0.254470851800598,0.408171922465342,-0.693745613944394,3
"28",1.20742761645889,-0.129765481298022,0.394502421870329,1.68910684117371,1.39368068400832,0.759491890296213,1.30052730428943,0.0643546649394149,0.90713483971124,-0.693745613944394,1
"29",-0.191866798390731,-0.772760356695351,0.0409949371778051,-0.36412682791165,1.04308943941922,0.689123762473292,0.520388136358488,0.421557327212948,0.865554596607415,0.331791380582101,3
"30",0.157956805321674,-0.392103438534424,-0.934086550975469,0.0634366285510396,-0.847080585479139,-0.394545405999679,-0.218273452140154,-0.875885400631828,-0.381852696507329,-0.693745613944394,3
"31",2.25689842759611,-0.465844311549909,-0.668533760082204,1.59328163984002,0.966692486017555,0.787639141425381,0.162418592127578,-0.968876176347665,-0.672914398234102,0.331791380582101,1
"32",2.25689842759611,-0.0253057042811913,0.370254616061095,1.54290688612452,2.15409867998083,1.89945556102752,1.14357373922026,2.11162777474682,0.948715082815064,3.40840236416159,1
