gameid,league,split,playoffs,date,game,patch,participantid,side,position,playername,playerid,teamname,teamid,champion,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,total cs,minionkills,monsterkills,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15,opp_deathsat15
ESPORTSTMNT03_3102090,LCK,Spring,0,2023/2/5 10:44,3,13.01,1,Blue,top,Canna,oe:player:7577c239c73fa5f3011cd7b5503e75e,Dplus KIA,oe:team:2a247555001e6364757f171f158f997,Renekton,1900,1,2,0,6,15,3,0,0,0,0,0,0,0,0,0.4737,0.5684,14220,449.0526,0.178211,1155,941.7158,10,0.3158,11,0.3474,6,39,1.2316,13091,8939,282.2842,0.218375,12400,276,264,12,8.7158,4245,5026,84,2735,3881,60,1510,1145,24,1,1,0,0,0,1,6178,7835,136,4287,6268,103,1891,1567,33,1,2,0,0,0,2
ESPORTSTMNT03_3102090,LCK,Spring,0,2023/2/5 10:44,3,13.01,2,Blue,jng,Canyon,oe:player:92544d7a994bd6841cccd9f6e42e3de,Dplus KIA,oe:team:2a247555001e6364757f171f158f997,Sejuani,1900,1,0,0,11,15,3,0,0,0,0,0,0,0,0,0.4737,0.5684,7627,240.8526,0.0955848,1203.9789,1490.3053,10,0.3158,12,0.3789,9,62,1.9579,11271,7119,224.8105,0.173915,10475,168,30,138,5.3053,3192,3114,56,3298,3219,61,-106,-105,-5,0,1,0,1,0,1,5416,5087,79,4556,4704,84,860,383,-5,0,4,0,1,0,2
ESPORTSTMNT03_3102090,LCK,Spring,0,2023/2/5 10:44,3,13.01,3,Blue,mid,ShowMaker,oe:player:5f8ff49cd56eae61d635966b183a451,Dplus KIA,oe:team:2a247555001e6364757f171f158f997,Akali,1900,1,6,1,3,15,3,2,0,0,0,0,0,0,0,0.4737,0.5684,16499,521.0211,0.206773,743.0842,454.8,14,0.4421,9,0.2842,11,41,1.2947,13033,8881,280.4526,0.216958,12175,265,252,13,8.3684,3443,4979,87,3231,4928,90,212,51,-3,1,0,0,0,0,0,5767,7796,137,5090,7397,138,677,399,-1,3,0,0,0,0,0
ESPORTSTMNT03_3102090,LCK,Spring,0,2023/2/5 10:44,3,13.01,4,Blue,bot,Deft,oe:player:c588a2d07b69ca4ba61c96aebd3f793,Dplus KIA,oe:team:2a247555001e6364757f171f158f997,Caitlyn,1900,1,6,0,2,15,3,1,0,0,0,0,0,0,0,0.4737,0.5684,31313,988.8316,0.392428,378.4105,220.9579,16,0.5053,8,0.2526,7,43,1.3579,15439,11287,356.4316,0.275733,13925,317,288,29,10.0105,3533,3453,89,3723,3383,88,-190,70,1,1,0,0,1,1,1,6812,5728,141,5047,5003,124,1765,725,17,3,1,0,1,1,2
ESPORTSTMNT03_3102090,LCK,Spring,0,2023/2/5 10:44,3,13.01,5,Blue,sup,Kellin,oe:player:b0ec3df39d61f953e7af0afd8eb8c4a,Dplus KIA,oe:team:2a247555001e6364757f171f158f997,Heimerdinger,1900,1,1,2,8,15,3,0,0,0,0,0,0,0,1,0.4737,0.5684,10134,320.0211,0.127004,325.8,118.2632,59,1.8632,15,0.4737,18,111,3.5053,8860,4708,148.6737,0.115019,8185,37,29,8,1.1684,2619,2193,5,2379,2459,15,240,-266,-10,0,1,2,0,2,0,4075,3223,7,3529,3375,27,546,-152,-20,0,2,2,0,2,1
ESPORTSTMNT03_3102090,LCK,Spring,0,2023/2/5 10:44,3,13.01,6,Red,top,DuDu,oe:player:6e6a78244523ed9e54731d07d1f79f4,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,Jax,1900,0,0,4,1,3,15,0,0,0,0,0,0,0,0,0.0947,0.5684,19893,628.2,0.248172,891.3474,800.3368,10,0.3158,5,0.1579,1,22,0.6947,10296,6144,194.0211,0.213778,9825,252,240,12,7.9579,2735,3881,60,4245,5026,84,-1510,-1145,-24,0,0,1,1,1,0,4287,6268,103,6178,7835,136,-1891,-1567,-33,0,0,2,1,2,0
ESPORTSTMNT03_3102090,LCK,Spring,0,2023/2/5 10:44,3,13.01,7,Red,jng,YoungJae,oe:player:e5feef89d633a666eeaaf6392ca2fa9,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,Maokai,1900,0,1,3,1,3,15,0,0,0,0,1,1,0,0,0.0947,0.5684,14246,449.8737,0.177724,928.9895,1019.6526,13,0.4105,10,0.3158,13,43,1.3579,8847,4695,148.2632,0.163364,8575,149,30,119,4.7053,3298,3219,61,3192,3114,56,106,105,5,1,0,1,0,1,0,4556,4704,84,5416,5087,79,-860,-383,5,1,0,2,0,4,0
ESPORTSTMNT03_3102090,LCK,Spring,0,2023/2/5 10:44,3,13.01,8,Red,mid,BuLLDoG,oe:player:317aeb74a6dd16bea711bbad361ca44,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,Swain,1900,0,0,4,1,3,15,0,0,0,0,0,0,0,0,0.0947,0.5684,18521,584.8737,0.231056,688.2632,491.1789,16,0.5053,3,0.0947,8,26,0.8211,10595,6443,203.4632,0.224181,10800,265,265,0,8.3684,3231,4928,90,3443,4979,87,-212,-51,3,0,0,0,1,0,0,5090,7397,138,5767,7796,137,-677,-399,1,0,0,0,3,0,0
ESPORTSTMNT03_3102090,LCK,Spring,0,2023/2/5 10:44,3,13.01,9,Red,bot,Taeyoon,oe:player:952237fce714ed1eca8ded17523bee9,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,Jhin,1900,0,2,2,1,3,15,0,0,0,0,1,0,1,0,0.0947,0.5684,19864,627.2842,0.247811,447.1263,267.3789,10,0.3158,12,0.3789,3,32,1.0105,12809,8657,273.3789,0.301211,11875,308,308,0,9.7263,3723,3383,88,3533,3453,89,190,-70,-1,1,1,1,1,0,0,5047,5003,124,6812,5728,141,-1765,-725,-17,1,1,2,3,1,0
ESPORTSTMNT03_3102090,LCK,Spring,0,2023/2/5 10:44,3,13.01,10,Red,sup,Jun,oe:player:054e5f8aeb885db6713f4a3e7328efc,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,Karma,1900,0,0,2,3,3,15,0,0,0,0,1,0,1,0,0.0947,0.5684,7634,241.0737,0.0952369,405.6,295.1053,57,1.8,20,0.6316,19,114,3.6,6953,2801,88.4526,0.0974671,6600,47,47,0,1.4842,2379,2459,15,2619,2193,5,-240,266,10,0,2,0,0,1,2,3529,3375,27,4075,3223,7,-546,152,20,0,2,1,0,2,2
ESPORTSTMNT01_3304845,LCK,Spring,0,2023/2/8 8:06,1,13.01,1,Blue,top,Burdol,oe:player:566586ef99b39b57e9c85c59f021da5,Liiv SANDBOX,oe:team:c75f1f337fc5867914749d438a4871d,Gnar,2249,0,1,3,3,10,13,0,0,0,0,0,0,0,0,0.2668,0.6136,12791,341.245,0.209596,812.3077,813.2948,13,0.3468,14,0.3735,10,38,1.0138,13237,8373,223.3793,0.216261,13268,332,316,16,8.8573,3041,4498,74,3263,4689,87,-222,-191,-13,0,0,0,0,0,0,4841,7538,117,5200,7682,128,-359,-144,-11,1,0,1,1,0,1
ESPORTSTMNT01_3304845,LCK,Spring,0,2023/2/8 8:06,1,13.01,2,Blue,jng,Willer,oe:player:baf26814ef7b2f10fac33a00c3d53a3,Liiv SANDBOX,oe:team:c75f1f337fc5867914749d438a4871d,Wukong,2249,0,1,2,6,10,13,0,0,0,0,1,0,1,0,0.2668,0.6136,11074,295.438,0.181461,935.189,836.9053,14,0.3735,30,0.8004,12,64,1.7074,11381,6517,173.8639,0.168326,10150,220,55,165,5.8693,3026,3315,66,3027,3140,60,-1,175,6,0,1,0,0,2,1,4528,5021,101,4711,5406,94,-183,-385,7,0,1,1,1,3,1
ESPORTSTMNT01_3304845,LCK,Spring,0,2023/2/8 8:06,1,13.01,3,Blue,mid,Clozer,oe:player:6adb46561c24655e0455d9b3fdc5698,Liiv SANDBOX,oe:team:c75f1f337fc5867914749d438a4871d,Akali,2249,0,4,2,2,10,13,0,0,0,0,0,0,0,0,0.2668,0.6136,14281,380.996,0.234011,766.7941,583.7795,16,0.4269,7,0.1867,8,32,0.8537,15125,10261,273.7483,0.265022,14900,357,353,4,9.5242,3251,5053,91,3232,4843,89,19,210,2,0,0,0,0,0,0,5040,8013,151,5218,7833,142,-178,180,9,0,0,0,0,0,0
ESPORTSTMNT01_3304845,LCK,Spring,0,2023/2/8 8:06,1,13.01,4,Blue,bot,Envyy,oe:player:b0e54ad49a5ce7a200bcb877eee7ed9,Liiv SANDBOX,oe:team:c75f1f337fc5867914749d438a4871d,Caitlyn,2249,0,4,2,4,10,13,0,0,0,0,1,1,0,0,0.2668,0.6136,17348,462.819,0.284268,385.0778,524.3397,15,0.4002,16,0.4269,6,28,0.747,15894,11030,294.2641,0.284883,15650,380,368,12,10.1378,4140,3090,83,3951,3086,76,189,4,7,2,0,1,2,0,1,5917,5361,137,6011,5291,125,-94,70,12,2,0,1,3,1,1
ESPORTSTMNT01_3304845,LCK,Spring,0,2023/2/8 8:06,1,13.01,5,Blue,sup,Kael,oe:player:d24f38ec30ce6f7577066f80e43e4bf,Liiv SANDBOX,oe:team:c75f1f337fc5867914749d438a4871d,Karma,2249,0,0,4,8,10,13,0,0,0,0,1,0,1,0,0.2668,0.6136,5533,147.6123,0.0906648,347.2477,273.6149,72,1.9209,20,0.5336,25,93,2.4811,7400,2536,67.6567,0.0655086,6835,28,28,0,0.747,2262,2632,6,2461,2834,10,-199,-202,-4,0,2,1,0,2,0,3135,3831,11,3623,4228,13,-488,-397,-2,0,2,2,0,4,0
ESPORTSTMNT01_3304845,LCK,Spring,0,2023/2/8 8:06,1,13.01,6,Red,top,DuDu,oe:player:6e6a78244523ed9e54731d07d1f79f4,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,Jax,2249,1,3,1,1,13,10,0,0,0,0,0,0,0,0,0.3468,0.6136,10266,273.8817,0.115068,587.3544,660.5602,20,0.5336,3,0.08,8,45,1.2005,16135,11271,300.6936,0.234708,15100,356,315,41,9.4976,3263,4689,87,3041,4498,74,222,191,13,0,0,0,0,0,0,5200,7682,128,4841,7538,117,359,144,11,1,0,1,1,0,1
ESPORTSTMNT01_3304845,LCK,Spring,0,2023/2/8 8:06,1,13.01,7,Red,jng,YoungJae,oe:player:e5feef89d633a666eeaaf6392ca2fa9,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,Sejuani,2249,1,1,2,9,13,10,0,0,0,0,0,0,0,1,0.3468,0.6136,8933,238.3193,0.100127,858.4882,1511.6585,17,0.4535,20,0.5336,17,77,2.0542,12398,7534,200.996,0.156892,10225,209,31,178,5.5758,3027,3140,60,3026,3315,66,1,-175,-6,0,2,1,0,1,0,4711,5406,94,4528,5021,101,183,385,-7,1,3,1,0,1,1
ESPORTSTMNT01_3304845,LCK,Spring,0,2023/2/8 8:06,1,13.01,8,Red,mid,BuLLDoG,oe:player:317aeb74a6dd16bea711bbad361ca44,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,Azir,2249,1,3,2,2,13,10,1,0,0,0,0,0,0,0,0.3468,0.6136,34701,925.7715,0.388951,385.1045,274.2285,15,0.4002,6,0.1601,7,37,0.9871,15939,11075,295.4647,0.230627,14225,326,322,4,8.6972,3232,4843,89,3251,5053,91,-19,-210,-2,0,0,0,0,0,0,5218,7833,142,5040,8013,151,178,-180,-9,0,0,0,0,0,0
ESPORTSTMNT01_3304845,LCK,Spring,0,2023/2/8 8:06,1,13.01,9,Red,bot,Taeyoon,oe:player:952237fce714ed1eca8ded17523bee9,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,Jhin,2249,1,6,3,4,13,10,1,0,0,0,0,0,0,0,0.3468,0.6136,21355,569.7199,0.23936,433.526,237.2254,19,0.5069,7,0.1867,8,46,1.2272,17305,12441,331.9075,0.259071,14675,354,320,34,9.4442,3951,3086,76,4140,3090,83,-189,-4,-7,2,0,1,2,0,1,6011,5291,125,5917,5361,137,94,-70,-12,3,1,1,2,0,1
ESPORTSTMNT01_3304845,LCK,Spring,0,2023/2/8 8:06,1,13.01,10,Red,sup,Jun,oe:player:054e5f8aeb885db6713f4a3e7328efc,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,Ashe,2249,1,0,2,10,13,10,0,0,0,0,0,0,0,0,0.3468,0.6136,13962,372.4855,0.156495,287.3811,149.9867,112,2.988,48,1.2806,15,257,6.8564,10564,5700,152.0676,0.118702,9610,68,66,2,1.8141,2461,2834,10,2262,2632,6,199,202,4,0,2,0,0,2,1,3623,4228,13,3135,3831,11,488,397,2,0,4,0,0,2,2
ESPORTSTMNT01_3303961,LCK,Spring,0,2023/2/8 9:07,2,13.01,1,Blue,top,DuDu,oe:player:6e6a78244523ed9e54731d07d1f79f4,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,Gnar,1880,0,2,2,1,6,11,0,0,0,0,0,0,0,0,0.1915,0.5426,6878,219.5106,0.179643,609.7021,474.4787,11,0.3511,5,0.1596,8,29,0.9255,12269,8158,260.3617,0.261993,10658,289,277,12,9.2234,3334,4966,93,3377,4936,92,-43,30,1,0,0,0,0,0,0,5174,7988,149,5686,8171,156,-512,-183,-7,0,0,0,0,0,0
ESPORTSTMNT01_3303961,LCK,Spring,0,2023/2/8 9:07,2,13.01,2,Blue,jng,YoungJae,oe:player:e5feef89d633a666eeaaf6392ca2fa9,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,Sejuani,1880,0,0,4,4,6,11,0,0,0,0,0,0,0,1,0.1915,0.5426,5879,187.6277,0.153551,1442.4574,1280.4255,16,0.5106,10,0.3191,16,50,1.5957,9419,5308,169.4043,0.170468,8800,179,21,158,5.7128,3173,3551,64,2906,3049,58,267,502,6,0,0,1,0,1,0,4928,5819,101,4439,5130,95,489,689,6,0,1,1,0,1,0
ESPORTSTMNT01_3303961,LCK,Spring,0,2023/2/8 9:07,2,13.01,3,Blue,mid,BuLLDoG,oe:player:317aeb74a6dd16bea711bbad361ca44,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,Akali,1880,0,4,2,1,6,11,0,0,0,0,0,0,0,0,0.1915,0.5426,9198,293.5532,0.240238,738.5106,473.8404,8,0.2553,6,0.1915,8,32,1.0213,11584,7473,238.5,0.239995,11880,250,250,0,7.9787,3068,4609,82,3545,4917,89,-477,-308,-7,0,0,0,1,0,0,5186,7616,134,5350,7863,146,-164,-247,-12,1,0,0,1,0,1
ESPORTSTMNT01_3303961,LCK,Spring,0,2023/2/8 9:07,2,13.01,4,Blue,bot,Taeyoon,oe:player:952237fce714ed1eca8ded17523bee9,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,Varus,1880,0,0,2,3,6,11,0,0,0,0,0,0,0,0,0.1915,0.5426,9837,313.9468,0.256928,397.7872,194.6489,10,0.3191,4,0.1277,1,17,0.5426,10947,6836,218.1702,0.219538,10675,287,276,11,9.1596,3202,3175,83,3421,3382,90,-219,-207,-7,0,0,0,0,1,0,4943,5203,135,5301,6012,148,-358,-809,-13,0,0,0,0,1,0
ESPORTSTMNT01_3303961,LCK,Spring,0,2023/2/8 9:07,2,13.01,5,Blue,sup,Jun,oe:player:054e5f8aeb885db6713f4a3e7328efc,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,Jhin,1880,0,0,1,5,6,11,0,0,0,0,0,0,0,0,0.1915,0.5426,6495,207.2872,0.16964,258.9574,109.6596,76,2.4255,24,0.766,10,141,4.5,7474,3363,107.3298,0.108006,6550,47,47,0,1.5,2063,2649,8,2428,2758,4,-365,-109,4,0,0,0,0,1,0,3172,4209,17,3383,3448,6,-211,761,11,0,0,0,0,1,0
ESPORTSTMNT01_3303961,LCK,Spring,0,2023/2/8 9:07,2,13.01,6,Red,top,Burdol,oe:player:566586ef99b39b57e9c85c59f021da5,Liiv SANDBOX,oe:team:c75f1f337fc5867914749d438a4871d,Jayce,1880,1,4,1,5,11,6,1,0,0,0,0,0,0,0,0.3511,0.5426,22134,706.4043,0.27965,391.9787,386.9362,14,0.4468,11,0.3511,8,38,1.2128,15747,11636,371.3617,0.289681,12650,341,317,24,10.883,3377,4936,92,3334,4966,93,43,-30,-1,0,0,0,0,0,0,5686,8171,156,5174,7988,149,512,183,7,0,0,0,0,0,0
ESPORTSTMNT01_3303961,LCK,Spring,0,2023/2/8 9:07,2,13.01,7,Red,jng,Willer,oe:player:baf26814ef7b2f10fac33a00c3d53a3,Liiv SANDBOX,oe:team:c75f1f337fc5867914749d438a4871d,Maokai,1880,1,1,1,8,11,6,0,0,0,0,1,0,1,0,0.3511,0.5426,16550,528.1915,0.209099,900.9574,894.2234,13,0.4149,14,0.4468,10,59,1.883,10879,6768,216,0.168493,9900,182,30,152,5.8085,2906,3049,58,3173,3551,64,-267,-502,-6,0,1,0,0,0,1,4439,5130,95,4928,5819,101,-489,-689,-6,0,1,0,0,1,1
ESPORTSTMNT01_3303961,LCK,Spring,0,2023/2/8 9:07,2,13.01,8,Red,mid,Clozer,oe:player:6adb46561c24655e0455d9b3fdc5698,Liiv SANDBOX,oe:team:c75f1f337fc5867914749d438a4871d,Azir,1880,1,3,2,4,11,6,0,0,0,0,1,1,0,0,0.3511,0.5426,17868,570.2553,0.225751,371.3617,322.5957,14,0.4468,14,0.4468,6,33,1.0532,13200,9089,290.0745,0.226274,12250,303,299,4,9.6702,3545,4917,89,3068,4609,82,477,308,7,1,0,0,0,0,0,5350,7863,146,5186,7616,134,164,247,12,1,0,1,1,0,0
ESPORTSTMNT01_3303961,LCK,Spring,0,2023/2/8 9:07,2,13.01,9,Red,bot,Envyy,oe:player:b0e54ad49a5ce7a200bcb877eee7ed9,Liiv SANDBOX,oe:team:c75f1f337fc5867914749d438a4871d,Caitlyn,1880,1,3,2,3,11,6,0,0,0,0,1,0,1,0,0.3511,0.5426,12446,397.2128,0.157248,449.1702,309.2553,17,0.5426,14,0.4468,8,39,1.2447,12895,8784,280.3404,0.218681,11350,273,265,8,8.7128,3421,3382,90,3202,3175,83,219,207,7,0,1,0,0,0,0,5301,6012,148,4943,5203,135,358,809,13,0,1,0,0,0,0
ESPORTSTMNT01_3303961,LCK,Spring,0,2023/2/8 9:07,2,13.01,10,Red,sup,Kael,oe:player:d24f38ec30ce6f7577066f80e43e4bf,Liiv SANDBOX,oe:team:c75f1f337fc5867914749d438a4871d,Lux,1880,1,0,0,10,11,6,0,0,0,0,1,0,1,0,0.3511,0.5426,10151,323.9681,0.128252,176.3936,164.0106,49,1.5638,10,0.3191,17,90,2.8723,8002,3891,124.1809,0.0968707,7155,23,19,4,0.734,2428,2758,4,2063,2649,8,365,109,-4,0,1,0,0,0,0,3383,3448,6,3172,4209,17,211,-761,-11,0,1,0,0,0,0
ESPORTSTMNT01_3305848,LCK,Spring,0,2023/2/8 10:00,3,13.01,1,Blue,top,Burdol,oe:player:566586ef99b39b57e9c85c59f021da5,Liiv SANDBOX,oe:team:c75f1f337fc5867914749d438a4871d,Gnar,1903,1,1,2,4,8,5,0,0,0,0,0,0,0,1,0.2522,0.4099,15290,482.0809,0.202152,678.0032,631.8445,13,0.4099,7,0.2207,7,42,1.3242,12395,8237,259.7057,0.228919,12168,297,276,21,9.3642,3277,4914,90,3321,4930,84,-44,-16,6,0,0,0,0,0,0,5180,7891,137,6501,8918,149,-1321,-1027,-12,1,0,2,2,0,0
ESPORTSTMNT01_3305848,LCK,Spring,0,2023/2/8 10:00,3,13.01,2,Blue,jng,Willer,oe:player:baf26814ef7b2f10fac33a00c3d53a3,Liiv SANDBOX,oe:team:c75f1f337fc5867914749d438a4871d,Maokai,1903,1,1,0,5,8,5,0,0,0,0,0,0,0,0,0.2522,0.4099,12517,394.6506,0.16549,716.5949,644.2669,9,0.2838,14,0.4414,7,60,1.8917,9661,5503,173.505,0.152939,8125,154,30,124,4.8555,2730,2686,56,3079,3111,62,-349,-425,-6,0,0,0,0,0,0,4269,4991,93,4814,5671,95,-545,-680,-2,0,0,0,0,1,1
ESPORTSTMNT01_3305848,LCK,Spring,0,2023/2/8 10:00,3,13.01,3,Blue,mid,Clozer,oe:player:6adb46561c24655e0455d9b3fdc5698,Liiv SANDBOX,oe:team:c75f1f337fc5867914749d438a4871d,Azir,1903,1,3,3,0,8,5,1,0,0,0,0,0,0,0,0.2522,0.4099,25151,792.99,0.332527,496.2375,356.0904,18,0.5675,8,0.2522,9,40,1.2612,12911,8753,275.9748,0.243259,13125,300,292,8,9.4587,3126,4781,85,3106,4833,78,20,-52,7,0,0,0,0,0,0,5598,8140,150,5037,7638,122,561,502,28,0,0,0,0,1,0
ESPORTSTMNT01_3305848,LCK,Spring,0,2023/2/8 10:00,3,13.01,4,Blue,bot,Envyy,oe:player:b0e54ad49a5ce7a200bcb877eee7ed9,Liiv SANDBOX,oe:team:c75f1f337fc5867914749d438a4871d,Lucian,1903,1,2,0,3,8,5,0,0,0,0,0,0,0,0,0.2522,0.4099,18746,591.0457,0.247845,352.2438,250.0893,15,0.4729,10,0.3153,6,37,1.1666,13566,9408,296.6264,0.261462,11150,296,288,8,9.3326,3434,3178,83,3249,3213,90,185,-35,-7,0,0,0,0,0,0,5298,5252,137,5243,5349,145,55,-97,-8,0,0,0,0,0,0
ESPORTSTMNT01_3305848,LCK,Spring,0,2023/2/8 10:00,3,13.01,5,Blue,sup,Kael,oe:player:d24f38ec30ce6f7577066f80e43e4bf,Liiv SANDBOX,oe:team:c75f1f337fc5867914749d438a4871d,Nami,1903,1,1,0,6,8,5,0,0,0,0,0,0,0,0,0.2522,0.4099,3932,123.9727,0.0519858,162.8166,80.1471,44,1.3873,18,0.5675,16,105,3.3106,8239,4081,128.6705,0.113421,6750,25,25,0,0.7882,2384,2994,6,2333,2783,2,51,211,4,0,0,0,0,0,0,3358,4249,9,3190,4133,3,168,116,6,0,0,0,0,0,0
ESPORTSTMNT01_3305848,LCK,Spring,0,2023/2/8 10:00,3,13.01,6,Red,top,DuDu,oe:player:6e6a78244523ed9e54731d07d1f79f4,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,K'Sante,1903,0,3,1,2,5,8,0,0,0,0,1,1,0,0,0.1576,0.4099,10592,333.9569,0.306979,719.9369,1799.4955,7,0.2207,4,0.1261,6,29,0.9143,12494,8336,262.8271,0.277974,12275,269,265,4,8.4813,3321,4930,84,3277,4914,90,44,16,-6,0,0,0,0,0,0,6501,8918,149,5180,7891,137,1321,1027,12,2,0,0,1,0,2
ESPORTSTMNT01_3305848,LCK,Spring,0,2023/2/8 10:00,3,13.01,7,Red,jng,YoungJae,oe:player:e5feef89d633a666eeaaf6392ca2fa9,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,Viego,1903,0,0,3,2,5,8,0,0,0,0,0,0,0,0,0.1576,0.4099,3890,122.6484,0.112741,791.1929,891.0142,15,0.4729,15,0.4729,16,58,1.8287,8965,4807,151.5607,0.160299,8300,169,21,148,5.3284,3079,3111,62,2730,2686,56,349,425,6,0,0,0,0,0,0,4814,5671,95,4269,4991,93,545,680,2,0,1,1,0,0,0
ESPORTSTMNT01_3305848,LCK,Spring,0,2023/2/8 10:00,3,13.01,8,Red,mid,BuLLDoG,oe:player:317aeb74a6dd16bea711bbad361ca44,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,Sylas,1903,0,0,1,3,5,8,0,0,0,0,1,0,1,0,0.1576,0.4099,6893,217.3305,0.199774,875.0289,664.0988,12,0.3783,7,0.2207,8,34,1.072,10477,6319,199.2328,0.210717,10350,243,239,4,7.6616,3106,4833,78,3126,4781,85,-20,52,-7,0,0,0,0,0,0,5037,7638,122,5598,8140,150,-561,-502,-28,0,1,0,0,0,0
ESPORTSTMNT01_3305848,LCK,Spring,0,2023/2/8 10:00,3,13.01,9,Red,bot,Taeyoon,oe:player:952237fce714ed1eca8ded17523bee9,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,Zeri,1903,0,1,2,1,5,8,0,0,0,0,0,0,0,0,0.1576,0.4099,9739,307.0625,0.282257,596.9732,463.5733,12,0.3783,15,0.4729,5,40,1.2612,11815,7657,241.4188,0.255333,11650,310,290,20,9.774,3249,3213,90,3434,3178,83,-185,35,7,0,0,0,0,0,0,5243,5349,145,5298,5252,137,-55,97,8,0,0,0,0,0,0
ESPORTSTMNT01_3305848,LCK,Spring,0,2023/2/8 10:00,3,13.01,10,Red,sup,Jun,oe:player:054e5f8aeb885db6713f4a3e7328efc,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,Lulu,1903,0,1,1,2,5,8,0,0,0,0,0,0,0,0,0.1576,0.4099,3390,106.8839,0.0982495,250.4362,236.8471,51,1.608,12,0.3783,18,95,2.9953,7027,2869,90.4572,0.0956765,6600,14,14,0,0.4414,2333,2783,2,2384,2994,6,-51,-211,-4,0,0,0,0,0,0,3190,4133,3,3358,4249,9,-168,-116,-6,0,0,0,0,0,0
ESPORTSTMNT01_3304899,LCK,Spring,0,2023/2/8 11:36,1,13.01,1,Blue,top,Zeus,oe:player:98dd15c330fb5abb4508347265a7f76,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,Gnar,1977,1,5,2,3,12,9,1,0,0,0,1,0,1,0,0.3642,0.6373,28300,858.8771,0.319521,942.4886,926.4947,16,0.4856,5,0.1517,6,53,1.6085,15716,11407,346.1912,0.262638,13433,322,295,27,9.7724,3437,5157,91,3341,5113,93,96,44,-2,0,1,0,0,0,0,5415,8116,148,4983,7886,142,432,230,6,0,1,0,0,0,0
ESPORTSTMNT01_3304899,LCK,Spring,0,2023/2/8 11:36,1,13.01,2,Blue,jng,Oner,oe:player:f8b68f268106124fc4bc1c946adc9b0,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,Sejuani,1977,1,1,2,9,12,9,0,0,0,0,1,1,0,0,0.3642,0.6373,11149,338.3612,0.125878,1045.1897,1222.8528,13,0.3945,16,0.4856,12,64,1.9423,11322,7013,212.8376,0.161472,10450,172,26,146,5.22,3241,2976,58,2920,3040,61,321,-64,-3,1,0,0,0,0,1,4837,4842,82,5059,5968,108,-222,-1126,-26,1,0,1,1,2,1
ESPORTSTMNT01_3304899,LCK,Spring,0,2023/2/8 11:36,1,13.01,3,Blue,mid,Faker,oe:player:e1edfc5cea461399a63cb813cf795cc,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,Viktor,1977,1,2,3,4,12,9,0,0,0,0,1,0,1,0,0.3642,0.6373,20386,618.695,0.230168,378.5432,471.5326,17,0.5159,2,0.0607,7,28,0.8498,12734,8425,255.6904,0.193982,11925,282,257,25,8.5584,3223,4803,90,3231,4790,89,-8,13,1,0,1,0,0,0,0,5104,6993,135,5541,8178,153,-437,-1185,-18,0,1,1,0,3,0
