gameid,league,split,playoffs,date,game,patch,participantid,side,position,playername,playerid,teamname,teamid,champion,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,total cs,minionkills,monsterkills,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15,opp_deathsat15
ESPORTSTMNT03_3120628,LCK,Spring,0,2023/3/8 13:36,3,13.04,6,Red,top,Kingen,oe:player:618a87d272773f68239d8ce5555f39d,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,Gnar,2165,0,0,2,3,5,13,0,0,0,0,1,0,1,0,0.1386,0.4988,13540,375.2425,0.233537,669.6443,895.9261,13,0.3603,8,0.2217,10,37,1.0254,15294,10602,293.8199,0.271298,15250,364,338,26,10.0878,3330,4741,78,3853,4797,84,-523,-56,-6,0,1,0,2,0,1,5260,7312,125,6764,7770,139,-1504,-458,-14,0,1,1,2,1,1
ESPORTSTMNT03_3120628,LCK,Spring,0,2023/3/8 13:36,3,13.04,7,Red,jng,Clid,oe:player:d3abb04a273ed8615be5f54a391818e,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,Elise,2165,0,1,3,3,5,13,0,0,0,0,1,1,0,0,0.1386,0.4988,9771,270.7898,0.168529,708.7206,439.4827,44,1.2194,19,0.5266,11,104,2.8822,9661,4969,137.709,0.127151,8525,171,26,145,4.739,3031,3139,52,3473,3771,72,-442,-632,-20,1,0,1,0,4,0,4523,5477,86,5803,5837,102,-1280,-360,-16,1,1,1,1,4,1
ESPORTSTMNT03_3120628,LCK,Spring,0,2023/3/8 13:36,3,13.04,8,Red,mid,ZEKA,oe:player:54cfc6c3d11e0b534fd0958653bb240,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,Jayce,2165,0,2,4,0,5,13,0,0,0,0,0,0,0,0,0.1386,0.4988,21095,584.6189,0.363845,445.8845,374.7714,14,0.388,14,0.388,4,40,1.1085,13107,8415,233.2102,0.215333,12625,324,298,26,8.9792,3328,4352,86,3870,4493,82,-542,-141,4,0,0,2,2,2,0,5313,7017,141,5877,7789,147,-564,-772,-6,1,0,2,2,2,0
ESPORTSTMNT03_3120628,LCK,Spring,0,2023/3/8 13:36,3,13.04,9,Red,bot,Viper,oe:player:9573154ad8bc9459b4c0d940315054f,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,Draven,2165,0,1,2,1,5,13,0,0,0,0,0,0,0,0,0.1386,0.4988,8303,230.1062,0.143209,382.4758,617.0439,17,0.4711,13,0.3603,8,41,1.1363,16696,12004,332.6744,0.307175,15850,384,368,16,10.642,3142,2838,81,3413,3790,95,-271,-952,-14,0,0,0,0,0,0,5053,5241,137,5654,6734,154,-601,-1493,-17,0,1,0,0,0,0
ESPORTSTMNT03_3120628,LCK,Spring,0,2023/3/8 13:36,3,13.04,10,Red,sup,Life,oe:player:dea5251e486aed942e1bc06e1d5c116,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,Braum,2165,0,1,2,3,5,13,0,0,0,0,0,0,0,0,0.1386,0.4988,5269,146.0231,0.0908793,431.5289,449.4596,79,2.1894,13,0.3603,20,125,3.4642,7781,3089,85.6074,0.0790419,7750,39,39,0,1.0808,2182,2524,15,2354,2606,17,-172,-82,-2,0,0,1,0,2,0,3718,4117,29,3253,3005,22,465,1112,7,1,1,1,0,2,1
ESPORTSTMNT03_3123048,LCK,Spring,0,2023/3/9 8:07,1,13.04,1,Blue,top,Doran,oe:player:a1f3b2bb3f36e5113237f92d76dc4c8,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Jayce,1593,1,1,0,7,11,2,0,0,0,0,0,0,0,0,0.4143,0.4896,18030,679.096,0.285366,360.565,316.6478,12,0.452,8,0.3013,4,41,1.5443,11482,7957,299.6987,0.242882,11100,260,250,10,9.7928,3501,4750,90,3314,4745,89,187,5,1,0,0,0,0,0,0,5507,7892,147,4881,7586,132,626,306,15,0,0,0,0,0,0
ESPORTSTMNT03_3123048,LCK,Spring,0,2023/3/9 8:07,1,13.04,2,Blue,jng,Peanut,oe:player:dda4a873265dfd06df50a0d8a294908,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Vi,1593,1,2,1,5,11,2,0,0,0,0,0,0,0,0,0.4143,0.4896,5306,199.8493,0.0839796,641.8832,936.5725,9,0.339,15,0.565,7,52,1.9586,8790,5265,198.3051,0.160707,7525,140,17,123,5.2731,3185,3714,69,2873,2969,62,312,745,7,0,0,0,0,0,1,4383,5130,85,4379,5375,101,4,-245,-16,0,0,0,0,0,1
ESPORTSTMNT03_3123048,LCK,Spring,0,2023/3/9 8:07,1,13.04,3,Blue,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Taliyah,1593,1,1,0,4,11,2,0,0,0,0,0,0,0,0,0.4143,0.4896,12423,467.9096,0.196622,187.081,107.8343,13,0.4896,3,0.113,2,33,1.2429,10008,6483,244.1808,0.197888,9850,217,205,12,8.1733,3278,4931,93,3171,4613,87,107,318,6,0,0,0,0,0,0,5586,7917,153,5115,7875,151,471,42,2,0,0,0,0,0,0
ESPORTSTMNT03_3123048,LCK,Spring,0,2023/3/9 8:07,1,13.04,4,Blue,bot,Peyz,oe:player:5bbc2b92348d930ebd500cb9ce71bb7,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Varus,1593,1,6,0,3,11,2,1,1,0,0,1,1,0,0,0.4143,0.4896,19219,723.8795,0.304185,197.0621,153.1827,16,0.6026,11,0.4143,6,40,1.5066,12810,9285,349.7175,0.28342,10250,269,257,12,10.1318,3722,3538,87,3086,3176,81,636,362,6,1,0,0,0,0,0,6074,5828,153,4957,5607,143,1117,221,10,1,0,0,0,0,0
ESPORTSTMNT03_3123048,LCK,Spring,0,2023/3/9 8:07,1,13.04,5,Blue,sup,Delight,oe:player:051ca2e31ba25123961b3df95fdef4c,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Karma,1593,1,1,1,8,11,2,0,0,0,0,1,0,1,0,0.4143,0.4896,8204,309.0019,0.129847,235.8945,178.4934,35,1.3183,9,0.339,9,82,3.0885,7296,3771,142.0339,0.115102,5825,15,15,0,0.565,2709,2654,3,2134,2503,17,575,151,-14,0,1,0,0,0,0,3781,4021,7,3152,3624,22,629,397,-15,0,1,0,0,0,0
ESPORTSTMNT03_3123048,LCK,Spring,0,2023/3/9 8:07,1,13.04,6,Red,top,Burdol,oe:player:566586ef99b39b57e9c85c59f021da5,Liiv SANDBOX,oe:team:c75f1f337fc5867914749d438a4871d,K'Sante,1593,0,0,2,0,2,11,0,0,0,0,0,0,0,0,0.0753,0.4896,4198,158.1168,0.192896,610.6215,748.5499,8,0.3013,5,0.1883,4,20,0.7533,8391,4866,183.2768,0.217165,7600,215,215,0,8.0979,3314,4745,89,3501,4750,90,-187,-5,-1,0,0,0,0,0,0,4881,7586,132,5507,7892,147,-626,-306,-15,0,0,0,0,0,0
ESPORTSTMNT03_3123048,LCK,Spring,0,2023/3/9 8:07,1,13.04,7,Red,jng,Willer,oe:player:baf26814ef7b2f10fac33a00c3d53a3,Liiv SANDBOX,oe:team:c75f1f337fc5867914749d438a4871d,Sejuani,1593,0,0,3,2,2,11,0,0,0,0,0,0,0,1,0.0753,0.4896,3776,142.2222,0.173505,1106.403,828.6629,12,0.452,8,0.3013,10,46,1.7326,7350,3825,144.0678,0.170703,7150,153,11,142,5.7627,2873,2969,62,3185,3714,69,-312,-745,-7,0,0,1,0,0,0,4379,5375,101,4383,5130,85,-4,245,16,0,0,1,0,0,0
ESPORTSTMNT03_3123048,LCK,Spring,0,2023/3/9 8:07,1,13.04,8,Red,mid,Clozer,oe:player:6adb46561c24655e0455d9b3fdc5698,Liiv SANDBOX,oe:team:c75f1f337fc5867914749d438a4871d,Akali,1593,0,2,3,0,2,11,0,0,0,0,0,0,0,0,0.0753,0.4896,6931,261.0546,0.318476,693.8606,345.5367,7,0.2637,5,0.1883,5,21,0.791,9247,5722,215.5179,0.255371,9075,241,241,0,9.0772,3171,4613,87,3278,4931,93,-107,-318,-6,0,0,0,0,0,0,5115,7875,151,5586,7917,153,-471,-42,-2,0,0,0,0,0,0
ESPORTSTMNT03_3123048,LCK,Spring,0,2023/3/9 8:07,1,13.04,9,Red,bot,Envyy,oe:player:b0e54ad49a5ce7a200bcb877eee7ed9,Liiv SANDBOX,oe:team:c75f1f337fc5867914749d438a4871d,Zeri,1593,0,0,1,1,2,11,0,0,0,0,0,0,0,0,0.0753,0.4896,5462,205.725,0.250976,451.3748,450.4331,10,0.3766,10,0.3766,3,31,1.1676,9672,6147,231.5254,0.274339,9225,257,241,16,9.6798,3086,3176,81,3722,3538,87,-636,-362,-6,0,0,0,1,0,0,4957,5607,143,6074,5828,153,-1117,-221,-10,0,0,0,1,0,0
ESPORTSTMNT03_3123048,LCK,Spring,0,2023/3/9 8:07,1,13.04,10,Red,sup,Kael,oe:player:d24f38ec30ce6f7577066f80e43e4bf,Liiv SANDBOX,oe:team:c75f1f337fc5867914749d438a4871d,Lulu,1593,0,0,2,2,2,11,0,0,0,0,0,0,0,0,0.0753,0.4896,1396,52.58,0.0641456,367.9473,197.5895,41,1.5443,7,0.2637,12,66,2.4859,5372,1847,69.5669,0.0824212,5285,28,28,0,1.0546,2134,2503,17,2709,2654,3,-575,-151,14,0,0,0,0,1,0,3152,3624,22,3781,4021,7,-629,-397,15,0,0,0,0,1,0
ESPORTSTMNT03_3123081,LCK,Spring,0,2023/3/9 8:57,2,13.04,1,Blue,top,Burdol,oe:player:566586ef99b39b57e9c85c59f021da5,Liiv SANDBOX,oe:team:c75f1f337fc5867914749d438a4871d,Sion,1776,0,0,3,0,2,14,0,0,0,0,0,0,0,0,0.0676,0.5405,6078,205.3378,0.135636,806.2838,1061.8581,10,0.3378,1,0.0338,4,23,0.777,9115,5216,176.2162,0.208723,8450,233,233,0,7.8716,3114,4899,79,3276,4897,90,-162,2,-11,0,0,0,0,0,0,4611,7269,122,6038,8177,145,-1427,-908,-23,0,0,1,0,1,0
ESPORTSTMNT03_3123081,LCK,Spring,0,2023/3/9 8:57,2,13.04,2,Blue,jng,Willer,oe:player:baf26814ef7b2f10fac33a00c3d53a3,Liiv SANDBOX,oe:team:c75f1f337fc5867914749d438a4871d,Lee Sin,1776,0,1,2,1,2,14,0,0,0,0,0,0,0,0,0.0676,0.5405,3285,110.9797,0.0733079,754.2568,606.7905,17,0.5743,5,0.1689,7,31,1.0473,7687,3788,127.973,0.151584,7025,142,17,125,4.7973,2817,3437,60,3184,2992,53,-367,445,7,0,0,0,1,1,0,4482,5605,94,5519,5582,91,-1037,23,3,1,0,0,2,1,0
ESPORTSTMNT03_3123081,LCK,Spring,0,2023/3/9 8:57,2,13.04,3,Blue,mid,Clozer,oe:player:6adb46561c24655e0455d9b3fdc5698,Liiv SANDBOX,oe:team:c75f1f337fc5867914749d438a4871d,Azir,1776,0,0,3,0,2,14,0,0,0,0,0,0,0,0,0.0676,0.5405,15310,517.2297,0.341657,602.8378,352.8041,14,0.473,4,0.1351,9,28,0.9459,10652,6753,228.1419,0.270223,9625,292,280,12,9.8649,3224,4662,90,3424,5193,99,-200,-531,-9,0,0,0,0,0,0,5128,7835,152,5885,8336,157,-757,-501,-5,0,0,0,1,0,0
ESPORTSTMNT03_3123081,LCK,Spring,0,2023/3/9 8:57,2,13.04,4,Blue,bot,Envyy,oe:player:b0e54ad49a5ce7a200bcb877eee7ed9,Liiv SANDBOX,oe:team:c75f1f337fc5867914749d438a4871d,Lucian,1776,0,1,2,1,2,14,0,0,0,0,0,0,0,0,0.0676,0.5405,17473,590.3041,0.389927,554.7973,235.8446,14,0.473,8,0.2703,5,29,0.9797,11455,7556,255.2703,0.302354,11675,277,277,0,9.3581,3323,3605,82,3874,2813,79,-551,792,3,0,0,1,1,1,0,5002,5266,125,5897,5029,135,-895,237,-10,0,1,1,1,2,0
ESPORTSTMNT03_3123081,LCK,Spring,0,2023/3/9 8:57,2,13.04,5,Blue,sup,Kael,oe:player:d24f38ec30ce6f7577066f80e43e4bf,Liiv SANDBOX,oe:team:c75f1f337fc5867914749d438a4871d,Nami,1776,0,0,4,2,2,14,0,0,0,0,0,0,0,1,0.0676,0.5405,2665,90.0338,0.059472,268.3784,98.9527,43,1.4527,8,0.2703,18,64,2.1622,5576,1677,56.6554,0.0671164,5250,11,11,0,0.3716,1980,1934,2,2242,2378,17,-262,-444,-15,0,0,1,0,2,0,2878,3306,2,3549,3581,26,-671,-275,-24,0,1,2,0,3,1
ESPORTSTMNT03_3123081,LCK,Spring,0,2023/3/9 8:57,2,13.04,6,Red,top,Doran,oe:player:a1f3b2bb3f36e5113237f92d76dc4c8,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Jax,1776,1,2,0,3,14,2,0,0,0,0,0,0,0,0,0.473,0.5405,14532,490.9459,0.218612,609.7973,595.2365,16,0.5405,0,0,5,32,1.0811,12955,9056,305.9459,0.224441,12250,275,237,38,9.2905,3276,4897,90,3114,4899,79,162,-2,11,0,0,0,0,0,0,6038,8177,145,4611,7269,122,1427,908,23,0,1,0,0,0,1
ESPORTSTMNT03_3123081,LCK,Spring,0,2023/3/9 8:57,2,13.04,7,Red,jng,Peanut,oe:player:dda4a873265dfd06df50a0d8a294908,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Elise,1776,1,5,0,6,14,2,1,0,0,0,1,0,1,0,0.473,0.5405,15111,510.5068,0.227322,592.8378,399.9662,9,0.3041,19,0.6419,9,59,1.9932,11999,8100,273.6486,0.200748,11000,174,26,148,5.8784,3184,2992,53,2817,3437,60,367,-445,-7,1,1,0,0,0,0,5519,5582,91,4482,5605,94,1037,-23,-3,2,1,0,1,0,0
ESPORTSTMNT03_3123081,LCK,Spring,0,2023/3/9 8:57,2,13.04,8,Red,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Yone,1776,1,4,0,3,14,2,0,0,0,0,0,0,0,0,0.473,0.5405,16620,561.4865,0.250023,567.6014,874.1554,7,0.2365,19,0.6419,4,59,1.9932,13627,9728,328.6486,0.241095,13550,301,269,32,10.1689,3424,5193,99,3224,4662,90,200,531,9,0,0,0,0,0,0,5885,8336,157,5128,7835,152,757,501,5,1,0,0,0,0,0
ESPORTSTMNT03_3123081,LCK,Spring,0,2023/3/9 8:57,2,13.04,9,Red,bot,Peyz,oe:player:5bbc2b92348d930ebd500cb9ce71bb7,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Aphelios,1776,1,3,1,5,14,2,1,0,0,0,1,1,0,0,0.473,0.5405,17785,600.8446,0.267548,251.3514,720.6081,15,0.5068,9,0.3041,7,42,1.4189,13512,9613,324.7635,0.238245,12655,298,272,26,10.0676,3874,2813,79,3323,3605,82,551,-792,-3,1,1,0,0,0,1,5897,5029,135,5002,5266,125,895,-237,10,1,2,0,0,1,1
ESPORTSTMNT03_3123081,LCK,Spring,0,2023/3/9 8:57,2,13.04,10,Red,sup,Delight,oe:player:051ca2e31ba25123961b3df95fdef4c,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Thresh,1776,1,0,1,10,14,2,0,0,0,0,1,0,1,0,0.473,0.5405,2426,81.9595,0.0364955,296.723,197.1959,39,1.3176,16,0.5405,8,101,3.4122,7751,3852,130.1351,0.0954717,7200,42,42,0,1.4189,2242,2378,17,1980,1934,2,262,444,15,0,2,0,0,0,1,3549,3581,26,2878,3306,2,671,275,24,0,3,1,0,1,2
ESPORTSTMNT03_3124078,LCK,Spring,0,2023/3/9 10:37,1,13.04,1,Blue,top,Zeus,oe:player:98dd15c330fb5abb4508347265a7f76,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,Gnar,1466,1,3,0,1,14,1,1,0,0,0,0,0,0,0,0.573,0.6139,13548,554.4884,0.191827,537.176,550.8049,11,0.4502,3,0.1228,4,23,0.9413,12154,8888,363.7653,0.252072,10658,275,250,25,11.2551,3258,4840,84,3616,5014,90,-358,-174,-6,0,0,0,1,0,0,5019,7937,140,5535,8035,148,-516,-98,-8,0,0,0,1,0,0
ESPORTSTMNT03_3124078,LCK,Spring,0,2023/3/9 10:37,1,13.04,2,Blue,jng,Oner,oe:player:f8b68f268106124fc4bc1c946adc9b0,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,Vi,1466,1,3,0,10,14,1,1,0,0,0,1,0,1,0,0.573,0.6139,8476,346.9031,0.120012,772.4693,1176.5075,11,0.4502,13,0.5321,9,54,2.2101,9502,6236,255.2251,0.176857,8575,143,23,120,5.8527,3390,3512,63,2964,3408,62,426,104,1,0,2,0,0,1,1,5101,5291,91,4345,5188,95,756,103,-4,1,2,0,0,1,1
ESPORTSTMNT03_3124078,LCK,Spring,0,2023/3/9 10:37,1,13.04,3,Blue,mid,Faker,oe:player:e1edfc5cea461399a63cb813cf795cc,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,Azir,1466,1,3,1,7,14,1,0,0,0,0,1,1,0,0,0.573,0.6139,26631,1089.9454,0.377071,347.5171,220.9277,14,0.573,5,0.2046,5,32,1.3097,11287,8021,328.281,0.227482,10375,226,224,2,9.2497,3744,4968,95,3116,4275,82,628,693,13,1,0,1,0,1,0,5955,8110,155,4718,7093,129,1237,1017,26,1,0,1,0,1,0
ESPORTSTMNT03_3124078,LCK,Spring,0,2023/3/9 10:37,1,13.04,4,Blue,bot,Gumayusi,oe:player:c7319736816efe935787b4381c6f321,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,Lucian,1466,1,4,0,7,14,1,1,0,0,0,0,0,0,0,0.573,0.6139,16126,660,0.22833,285.5116,160.2729,12,0.4911,11,0.4502,4,35,1.4325,11633,8367,342.442,0.237296,10300,236,233,3,9.6589,3749,3192,94,3183,2963,86,566,229,8,1,0,0,0,0,0,5900,5211,151,4916,5185,135,984,26,16,1,1,0,0,0,0
ESPORTSTMNT03_3124078,LCK,Spring,0,2023/3/9 10:37,1,13.04,5,Blue,sup,Keria,oe:player:db79ce6ad35451c938fbe2995dabd37,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,Nami,1466,1,1,0,11,14,1,0,0,0,0,0,0,0,0,0.573,0.6139,5845,239.2224,0.0827599,214.0518,102.8513,38,1.5553,4,0.1637,12,50,2.0464,7014,3748,153.397,0.106293,6125,8,8,0,0.3274,2168,2576,2,2068,2590,4,100,-14,-2,0,1,0,0,0,1,3403,3926,3,3009,4004,7,394,-78,-4,0,2,0,0,0,2
ESPORTSTMNT03_3124078,LCK,Spring,0,2023/3/9 10:37,1,13.04,6,Red,top,Rascal,oe:player:9daf04bfd9c8815cc827414f59f45af,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,Renekton,1466,0,1,3,0,1,14,0,0,0,0,0,0,0,0,0.0409,0.6139,4573,187.1623,0.178146,826.8622,644.2428,9,0.3683,2,0.0819,4,21,0.8595,8511,5245,214.6658,0.2707,8900,214,202,12,8.7585,3616,5014,90,3258,4840,84,358,174,6,1,0,0,0,0,0,5535,8035,148,5019,7937,140,516,98,8,1,0,0,0,0,0
ESPORTSTMNT03_3124078,LCK,Spring,0,2023/3/9 10:37,1,13.04,7,Red,jng,Croco,oe:player:5c6f901a83ec448d51703aebba0ca64,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,Sejuani,1466,0,0,3,1,1,14,0,0,0,0,0,0,0,1,0.0409,0.6139,4752,194.4884,0.185119,993.4379,692.9877,11,0.4502,11,0.4502,10,46,1.8827,6121,2855,116.8486,0.147344,6050,117,21,96,4.7885,2964,3408,62,3390,3512,63,-426,-104,-1,0,1,1,0,2,0,4345,5188,95,5101,5291,91,-756,-103,4,0,1,1,1,2,0
ESPORTSTMNT03_3124078,LCK,Spring,0,2023/3/9 10:37,1,13.04,8,Red,mid,FATE,oe:player:24cd6812f523cf30c3502344539be6f,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,Sylas,1466,0,0,2,1,1,14,0,0,0,0,0,0,0,0,0.0409,0.6139,4940,202.1828,0.192443,770.2592,459.0859,5,0.2046,8,0.3274,4,25,1.0232,7928,4662,190.8049,0.240609,9760,204,200,4,8.3492,3116,4275,82,3744,4968,95,-628,-693,-13,0,1,0,1,0,1,4718,7093,129,5955,8110,155,-1237,-1017,-26,0,1,0,1,0,1
ESPORTSTMNT03_3124078,LCK,Spring,0,2023/3/9 10:37,1,13.04,9,Red,bot,deokdam,oe:player:18bdb3898e7fecb3bb0be7ff075d509,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,Zeri,1466,0,0,1,0,1,14,0,0,0,0,0,0,0,0,0.0409,0.6139,8297,339.5771,0.323218,524.6112,429.7817,10,0.4093,10,0.4093,3,35,1.4325,8251,4985,204.0246,0.257281,8175,223,215,8,9.1269,3183,2963,86,3749,3192,94,-566,-229,-8,0,0,0,1,0,0,4916,5185,135,5900,5211,151,-984,-26,-16,0,0,0,1,1,0
ESPORTSTMNT03_3124078,LCK,Spring,0,2023/3/9 10:37,1,13.04,10,Red,sup,BeryL,oe:player:dee54127bb56d2e2540ba71cc416f1c,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,Lulu,1466,0,0,5,0,1,14,0,0,0,0,0,0,0,0,0.0409,0.6139,3108,127.2033,0.121075,483.1514,299.427,28,1.146,11,0.4502,10,58,2.3738,4895,1629,66.6712,0.0840659,4550,20,20,0,0.8186,2068,2590,4,2168,2576,2,-100,14,2,0,0,1,0,1,0,3009,4004,7,3403,3926,3,-394,78,4,0,0,2,0,2,0
ESPORTSTMNT03_3125134,LCK,Spring,0,2023/3/9 11:24,2,13.04,1,Blue,top,Rascal,oe:player:9daf04bfd9c8815cc827414f59f45af,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,Sejuani,1846,0,2,3,6,10,10,1,0,0,0,1,1,0,0,0.325,0.6501,11721,380.9642,0.169124,833.0119,1056.8256,12,0.39,13,0.4225,8,46,1.4951,9148,5107,165.9913,0.183704,9100,168,168,0,5.4605,3486,4268,56,3761,4785,94,-275,-517,-38,2,0,0,1,0,1,5064,6803,97,7683,7975,159,-2619,-1172,-62,2,2,1,2,2,1
ESPORTSTMNT03_3125134,LCK,Spring,0,2023/3/9 11:24,2,13.04,2,Blue,jng,Croco,oe:player:5c6f901a83ec448d51703aebba0ca64,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,Viego,1846,0,4,3,6,10,10,1,0,0,0,1,0,1,0,0.325,0.6501,12760,414.7346,0.184116,939.6533,710.7042,12,0.39,6,0.195,16,34,1.1051,10403,6362,206.7822,0.228851,10150,134,23,111,4.3554,3229,3395,53,3071,2870,51,158,525,2,0,2,2,1,1,1,5388,5112,72,5084,5005,74,304,107,-2,2,3,3,3,2,2
ESPORTSTMNT03_3125134,LCK,Spring,0,2023/3/9 11:24,2,13.04,3,Blue,mid,FATE,oe:player:24cd6812f523cf30c3502344539be6f,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,Taliyah,1846,0,0,2,3,10,10,0,0,0,0,0,0,0,0,0.325,0.6501,20781,675.4388,0.299853,389.87,225.5688,8,0.26,8,0.26,4,34,1.1051,10694,6653,216.2405,0.23932,10315,249,249,0,8.0932,3094,4263,78,3532,4892,95,-438,-629,-17,0,0,0,0,1,0,4857,6689,123,5409,7585,141,-552,-896,-18,0,1,1,0,4,1
ESPORTSTMNT03_3125134,LCK,Spring,0,2023/3/9 11:24,2,13.04,4,Blue,bot,deokdam,oe:player:18bdb3898e7fecb3bb0be7ff075d509,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,Zeri,1846,0,3,1,1,10,10,0,0,0,0,0,0,0,0,0.325,0.6501,17508,569.0574,0.252626,638.1257,605.6555,15,0.4875,16,0.52,7,53,1.7226,11170,7129,231.7118,0.256443,11275,243,239,4,7.8982,3482,3241,83,3438,3557,95,44,-316,-12,0,0,0,0,0,0,5937,5809,140,5268,6192,155,669,-383,-15,1,0,0,0,0,1
ESPORTSTMNT03_3125134,LCK,Spring,0,2023/3/9 11:24,2,13.04,5,Blue,sup,BeryL,oe:player:dee54127bb56d2e2540ba71cc416f1c,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,Lulu,1846,0,1,1,7,10,10,0,0,0,0,0,0,0,0,0.325,0.6501,6534,212.3727,0.0942803,397.8007,272.7302,57,1.8527,10,0.325,18,95,3.0878,6590,2549,82.8494,0.0916821,6635,13,13,0,0.4225,2422,2585,3,2679,2431,3,-257,154,0,0,0,0,0,0,0,3565,4014,6,4220,3656,9,-655,358,-3,0,3,0,0,3,0
ESPORTSTMNT03_3125134,LCK,Spring,0,2023/3/9 11:24,2,13.04,6,Red,top,Zeus,oe:player:98dd15c330fb5abb4508347265a7f76,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,Jayce,1846,1,4,3,5,10,10,0,0,0,0,0,0,0,0,0.325,0.6501,27198,884.0087,0.36582,585.7638,479.2524,20,0.6501,7,0.2275,8,47,1.5276,13765,9724,316.0563,0.272431,13300,264,216,48,8.5807,3761,4785,94,3486,4268,56,275,517,38,1,0,1,2,0,0,7683,7975,159,5064,6803,97,2619,1172,62,2,2,1,2,2,1
ESPORTSTMNT03_3125134,LCK,Spring,0,2023/3/9 11:24,2,13.04,7,Red,jng,Oner,oe:player:f8b68f268106124fc4bc1c946adc9b0,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,Lee Sin,1846,1,4,2,5,10,10,1,0,0,0,0,0,0,1,0.325,0.6501,11846,385.0271,0.159332,853.0336,949.1116,20,0.6501,9,0.2925,10,60,1.9502,11177,7136,231.9393,0.199922,10000,157,29,128,5.1029,3071,2870,51,3229,3395,53,-158,-525,-2,1,1,1,0,2,2,5084,5005,74,5388,5112,72,-304,-107,2,3,2,2,2,3,3
ESPORTSTMNT03_3125134,LCK,Spring,0,2023/3/9 11:24,2,13.04,8,Red,mid,Faker,oe:player:e1edfc5cea461399a63cb813cf795cc,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,Gragas,1846,1,0,2,7,10,10,0,0,0,0,0,0,0,0,0.325,0.6501,13009,422.8277,0.174974,847.6706,702.6436,13,0.4225,10,0.325,8,38,1.2351,10777,6736,218.9382,0.188714,9500,240,231,9,7.8007,3532,4892,95,3094,4263,78,438,629,17,0,1,0,0,0,0,5409,7585,141,4857,6689,123,552,896,18,0,4,1,0,1,1
ESPORTSTMNT03_3125134,LCK,Spring,0,2023/3/9 11:24,2,13.04,9,Red,bot,Gumayusi,oe:player:c7319736816efe935787b4381c6f321,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,Cho'Gath,1846,1,2,2,2,10,10,0,0,0,0,0,0,0,0,0.325,0.6501,11559,375.6988,0.155472,919.0466,815.883,10,0.325,7,0.2275,5,33,1.0726,11568,7527,244.6479,0.210876,10475,276,246,30,8.9707,3438,3557,95,3482,3241,83,-44,316,12,0,0,0,0,0,0,5268,6192,155,5937,5809,140,-669,383,15,0,0,1,1,0,0
