"","kills","assists","dpm","damageshare","damagetakenperminute","earned.gpm","cspm","goldat15","csat15","killsat15","assistsat15","cluster"
"1",-0.300578430081926,0.88597170632458,-0.707123268595431,-0.750884984423886,0.733717626507153,0.367999801066707,0.0123604150904328,0.0420233123284724,0.275911702151337,0.47118055425363,0.144820110761156,1
"2",0.130298250569956,-0.580321793653163,0.367023968248312,1.52634855035353,-0.595123941997084,0.485199649253723,1.38567216131836,0.574973312847857,1.80953097222577,-0.682399423401809,-0.751579241488668,1
"3",0.130298250569956,-0.873580493648711,1.62433446314816,1.31218774304356,-0.655439555153098,0.0594123881690871,0.881026462190459,1.62862158973676,-0.490897932885879,2.77834050956451,0.144820110761156,2
"4",0.130298250569956,1.47248910631568,0.69246456664283,0.288937982587047,-0.318153035485407,0.090419015103752,-1.11817882530361,0.617854347372406,-1.6411123854417,1.62476053190907,1.9376188152608,2
"5",-0.300578430081926,0.592713006329031,-1.06983026852777,-0.250440772436485,0.203248836852835,0.0966742551545524,0.0441948941906565,-0.0723261130703228,0.0458688116401724,0.47118055425363,-0.751579241488668,1
"6",-1.16233179138569,-1.46009789363981,-0.197400526060509,0.937860913596727,-1.74245216398167,-0.244607465529073,1.84076680167287,0.781210669370685,2.19293578974438,-0.682399423401809,-0.751579241488668,1
"7",0.130298250569956,1.47248910631568,0.476119108932687,0.93494602802183,-1.12393808234225,1.12194891515937,1.34913171574245,-0.446003699641386,-0.490897932885879,0.47118055425363,0.144820110761156,2
"8",-1.16233179138569,0.00619560633793405,-0.742937794984632,-0.289389195880115,0.44651369559,-1.41237250724345,-0.571733071009331,-1.3179180683072,-0.950983713908209,-0.682399423401809,0.144820110761156,3
"9",0.130298250569956,1.17923040632013,-0.744053468955769,-1.38104160449423,1.84340678344409,1.50743116819589,0.84531648128673,1.07525204896759,-0.720940823397044,1.62476053190907,-0.751579241488668,2
"10",0.99205161187372,0.592713006329031,1.73663957558443,1.51609092921139,-0.374834590040069,0.451873173049837,-0.876144510289444,1.25494400316569,-1.18102660441937,1.62476053190907,2.83401816751063,2
"11",-1.16233179138569,-0.580321793653163,-0.796597751390089,-0.934259047899937,-1.39621146751015,-0.57141575672945,0.551331987335095,-0.047822664770581,1.27276422769972,-0.682399423401809,-0.751579241488668,1
"12",-0.731455110733808,-0.580321793653163,-0.470582184739813,0.961457606345898,-1.18272861364349,-1.14181771321616,-0.790698922907393,-0.529723814665504,-0.184174078870993,-0.682399423401809,-0.751579241488668,1
"13",1.85380497317748,1.47248910631568,1.42797691493244,0.113170382420729,-1.13356084964659,0.78867276269858,-0.799834034301371,1.09362963519239,-1.6411123854417,2.77834050956451,2.83401816751063,2
"14",-0.731455110733808,-0.287063093657614,-1.04565429882404,-1.38000057393176,0.999479545969992,-1.19333279486062,-1.25391366227877,-1.52211347080505,-2.56128394748636,-0.682399423401809,1.9376188152608,3
"15",-0.300578430081926,0.299454306333483,-0.532575433388417,-0.0122113385223621,-0.848534325040664,-0.575465051730469,-0.479366944692448,-1.50986174665518,-0.260855042374714,-0.682399423401809,-0.751579241488668,3
"16",-1.16233179138569,-0.580321793653163,-0.557391684315507,-0.863580012912423,-0.799646449181139,-0.609548990993616,0.153170313951134,0.546385956498159,0.199230738647616,-0.682399423401809,1.04121946301098,1
"17",-0.300578430081926,1.17923040632013,0.131543952440099,0.619236159445432,-1.21128337353487,0.363234807886887,0.452783512903097,-0.652241056164213,0.275911702151337,-0.682399423401809,-0.751579241488668,1
"18",-1.16233179138569,0.00619560633793405,-1.0842157173178,-0.548022828818519,-0.379743009058503,-0.212082115668568,-0.725184487657656,1.45913940566354,-0.874302750404488,-0.682399423401809,2.83401816751063,3
"19",1.4229282925256,1.47248910631568,-0.242704170078502,-0.402889288003623,-1.01688788102089,0.517295959887678,0.156584446492317,0.540260094423223,0.199230738647616,1.62476053190907,1.04121946301098,2
"20",-1.16233179138569,-1.16683919364426,-0.136169618935369,-0.0606678411031584,-0.257100402264232,-1.54591001730518,-0.459528066412599,-1.08717726348463,-0.490897932885879,-0.682399423401809,-0.751579241488668,3
"21",0.130298250569956,0.88597170632458,0.221320909224053,0.0350930902359739,-1.3800531158837,0.512754978339419,0.453706251427743,0.934357221244071,0.505954592662502,0.47118055425363,0.144820110761156,2
"22",-0.300578430081926,-0.873580493648711,0.158257491540754,0.508775876564317,-0.554577742247963,-1.52808970217411,-1.69664360640304,-0.666534734339062,-0.567578896389601,-0.682399423401809,0.144820110761156,3
"23",-0.300578430081926,-1.46009789363981,-0.521056795594279,0.375787692311493,-0.485536237802979,-1.16161616495813,-0.768645472168397,-0.931988757586266,-0.107493115367271,-0.682399423401809,-0.751579241488668,3
"24",0.130298250569956,-0.580321793653163,-0.82808930881723,0.566046437907302,-0.664901344711088,-0.0970616348801319,-0.2556951263187,0.715868140571373,-0.0308121518635492,1.62476053190907,-0.751579241488668,1
"25",1.4229282925256,1.76574780631123,0.491614342819726,0.552943333227763,-1.2387135327941,2.28375107098617,1.51531692403087,4.23619687963428,1.42612615470716,3.93192048721995,1.9376188152608,2
