gameid,datacompleteness,league,year,playoffs,date,game,patch,participantid,side,position,playername,playerid,teamname,teamid,champion,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,total cs,minionkills,monsterkills,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15
ESPORTSTMNT05_2990418,complete,LCK,2022,0,2022/7/21 12:13,2,12.12,4,Blue,bot,Cheoni,oe:player:cada0080d5951aaafd67134bcbd7760,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,Aphelios,1995,0,3,1,2,6,8,0,0,0,0,0,0,0,0,0.1805,0.4211,0,0,17362,522.1654,0.308165,230.1053,181.3534,17,0.5113,8,0.2406,5,36,1.0827,13697,9352,281.2632,0.292429,13425,277,256,21,8.3308,3846,3128,73,4184,3173,90,-338,-45,-17,1,0,1,2,0,0,5423,4382,108,6605,5434,144,-1182,-1052,-36,1,0,1,3,0
ESPORTSTMNT05_2990418,complete,LCK,2022,0,2022/7/21 12:13,2,12.12,9,Red,bot,Aiming,oe:player:85104684d1eb7f4c0ce393441a0b669,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Lucian,1995,1,5,2,3,8,6,1,0,0,0,1,1,0,0,0.2406,0.4211,0,0,18717,562.9173,0.297459,511.2782,287.5489,15,0.4511,15,0.4511,5,49,1.4737,14961,10616,319.2782,0.286815,13125,311,279,32,9.3534,4184,3173,90,3846,3128,73,338,45,17,2,0,0,1,0,1,6605,5434,144,5423,4382,108,1182,1052,36,3,0,0,1,0
ESPORTSTMNT05_2980509,complete,LCK,2022,0,2022/7/22 6:38,1,12.12,4,Blue,bot,Prince,oe:player:030a726de315d9ad86989bf360809e9,Liiv SANDBOX,oe:team:c75f1f337fc5867914749d438a4871d,Aphelios,2346,0,8,2,6,18,14,1,0,0,0,1,1,0,0,0.4604,0.8184,1,1,31166,797.0844,0.331857,633.2481,925.0384,18,0.4604,16,0.4092,5,39,0.9974,19169,14108,360.8184,0.348526,16750,353,328,25,9.0281,3257,3183,87,3225,3130,86,32,53,1,0,0,0,0,0,0,5881,5867,138,5678,5387,139,203,480,-1,1,1,0,0,1
ESPORTSTMNT05_2980509,complete,LCK,2022,0,2022/7/22 6:38,1,12.12,9,Red,bot,Ruler,oe:player:eada4723af6f51cf2391d85b5fde49b,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Jinx,2346,1,3,5,8,14,18,0,0,0,0,0,0,0,0,0.3581,0.8184,1,1,44246,1131.6113,0.339518,519.7954,306.8542,17,0.4348,14,0.3581,7,45,1.1509,17646,12585,321.867,0.271876,15725,398,353,45,10.179,3225,3130,86,3257,3183,87,-32,-53,-1,0,0,0,0,0,0,5678,5387,139,5881,5867,138,-203,-480,1,0,1,1,1,1
ESPORTSTMNT05_2980526,complete,LCK,2022,0,2022/7/22 8:48,2,12.12,4,Blue,bot,Prince,oe:player:030a726de315d9ad86989bf360809e9,Liiv SANDBOX,oe:team:c75f1f337fc5867914749d438a4871d,Aphelios,1835,0,3,3,5,14,26,0,0,0,0,0,0,0,0,0.4578,1.3079,0,3,18479,604.218,0.229947,496.3161,552.2616,14,0.4578,19,0.6213,6,43,1.406,13974,9955,325.5041,0.28104,14050,319,301,18,10.4305,3595,3213,87,3696,3221,93,-101,-8,-6,1,0,0,0,0,0,5896,5376,144,7481,6318,158,-1585,-942,-14,1,0,1,3,0
ESPORTSTMNT05_2980526,complete,LCK,2022,0,2022/7/22 8:48,2,12.12,9,Red,bot,Ruler,oe:player:eada4723af6f51cf2391d85b5fde49b,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Jinx,1835,1,15,2,1,26,14,3,1,0,0,0,0,0,0,0.8501,1.3079,3,0,37645,1230.8992,0.400794,509.8202,377.7548,12,0.3924,11,0.3597,5,38,1.2425,18687,14668,479.6076,0.311112,15450,320,292,28,10.4632,3696,3221,93,3595,3213,87,101,8,6,0,0,0,1,0,0,7481,6318,158,5896,5376,144,1585,942,14,3,0,0,1,0
ESPORTSTMNT05_2980527,complete,LCK,2022,0,2022/7/22 9:41,1,12.12,4,Blue,bot,Deft,oe:player:c588a2d07b69ca4ba61c96aebd3f793,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,Yasuo,1613,1,0,0,7,14,5,0,0,0,0,1,0,1,0,0.5208,0.7068,1,0,6065,225.6045,0.117457,410.9609,439.8636,14,0.5208,4,0.1488,7,18,0.6696,10197,6631,246.6584,0.189036,9475,236,227,9,8.7787,3362,3172,89,2850,2871,64,512,301,25,0,1,0,0,0,1,5179,5358,142,5140,4959,111,39,399,31,0,1,0,2,0
ESPORTSTMNT05_2980527,complete,LCK,2022,0,2022/7/22 9:41,1,12.12,9,Red,bot,deokdam,oe:player:18bdb3898e7fecb3bb0be7ff075d509,DWG KIA,oe:team:2e79800a550f87f2378dbba9368396d,Twitch,1613,0,4,4,1,5,14,0,0,0,0,0,0,0,1,0.186,0.7068,0,1,13875,516.119,0.28358,598.5121,328.7539,10,0.372,4,0.1488,2,24,0.8927,9740,6174,229.659,0.254515,9800,180,163,17,6.6956,2850,2871,64,3362,3172,89,-512,-301,-25,0,0,1,0,1,0,5140,4959,111,5179,5358,142,-39,-399,-31,2,0,1,0,1
ESPORTSTMNT05_2980537,complete,LCK,2022,0,2022/7/22 11:35,2,12.12,4,Blue,bot,deokdam,oe:player:18bdb3898e7fecb3bb0be7ff075d509,DWG KIA,oe:team:2e79800a550f87f2378dbba9368396d,Aphelios,1593,1,3,0,2,10,1,0,0,0,0,1,1,0,0,0.3766,0.4143,0,0,17118,644.7458,0.282671,195.5179,405.2354,11,0.4143,9,0.339,4,40,1.5066,13432,9907,373.145,0.269603,11750,280,264,16,10.5461,3428,3202,96,3291,3428,89,137,-226,7,0,0,0,0,0,0,6580,6321,151,5117,5973,147,1463,348,4,1,0,0,0,0
ESPORTSTMNT05_2980537,complete,LCK,2022,0,2022/7/22 11:35,2,12.12,9,Red,bot,Deft,oe:player:c588a2d07b69ca4ba61c96aebd3f793,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,Xayah,1593,0,0,2,0,1,10,0,0,0,0,0,0,0,1,0.0377,0.4143,0,0,9854,371.1488,0.227523,319.8493,169.6422,11,0.4143,8,0.3013,5,30,1.1299,10113,6588,248.1356,0.294074,9775,296,271,25,11.1488,3291,3428,89,3428,3202,96,-137,226,-7,0,0,0,0,0,0,5117,5973,147,6580,6321,151,-1463,-348,-4,0,0,1,1,0
ESPORTSTMNT05_2980538,complete,LCK,2022,0,2022/7/22 12:24,3,12.12,4,Blue,bot,Deft,oe:player:c588a2d07b69ca4ba61c96aebd3f793,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,Jinx,1896,1,7,3,12,22,13,1,1,1,0,1,0,1,0,0.6962,1.1076,0,0,24975,790.3481,0.287575,459.1456,197.4367,13,0.4114,22,0.6962,3,65,2.057,16203,12060,381.6456,0.284405,13575,309,269,40,9.7785,3763,3602,86,3421,2761,58,342,841,28,1,4,2,1,4,1,5839,6417,146,5198,4848,107,641,1569,39,1,4,2,1,4
ESPORTSTMNT05_2980538,complete,LCK,2022,0,2022/7/22 12:24,3,12.12,9,Red,bot,deokdam,oe:player:18bdb3898e7fecb3bb0be7ff075d509,DWG KIA,oe:team:2e79800a550f87f2378dbba9368396d,Aphelios,1896,0,4,4,5,13,22,0,0,0,0,0,0,0,0,0.4114,1.1076,0,0,13846,438.1646,0.175532,509.2089,335.3481,12,0.3797,13,0.4114,4,33,1.0443,12812,8669,274.3354,0.2461,12550,249,222,27,7.8797,3421,2761,58,3763,3602,86,-342,-841,-28,1,4,1,1,4,2,5198,4848,107,5839,6417,146,-641,-1569,-39,1,4,1,1,4
ESPORTSTMNT05_2980556,complete,LCK,2022,0,2022/7/23 6:15,1,12.12,4,Blue,bot,Hena,oe:player:9712524dc88851032bd53054f8b49b4,Fredit BRION,oe:team:75a7e5b883e51c7ec13e1580c0aa009,Kalista,1956,1,7,1,6,16,6,2,0,0,0,0,0,0,0,0.4908,0.6748,0,0,14077,431.8098,0.20271,389.9693,324.6012,16,0.4908,24,0.7362,5,68,2.0859,16465,12199,374.2025,0.282161,12475,305,277,28,9.3558,3750,3251,75,3609,3105,82,141,146,-7,2,1,0,1,1,1,6256,5740,139,5661,5568,143,595,172,-4,2,1,0,1,1
ESPORTSTMNT05_2980556,complete,LCK,2022,0,2022/7/23 6:15,1,12.12,9,Red,bot,Gumayusi,oe:player:c7319736816efe935787b4381c6f321,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,Aphelios,1956,0,2,3,1,6,16,0,0,0,0,1,1,0,0,0.184,0.6748,0,0,14428,442.5767,0.240884,254.4785,314.908,13,0.3988,15,0.4601,4,36,1.1043,13160,8894,272.8221,0.25832,11800,311,284,27,9.5399,3609,3105,82,3750,3251,75,-141,-146,7,1,1,1,2,1,0,5661,5568,143,6256,5740,139,-595,-172,4,1,1,1,2,1
ESPORTSTMNT05_2980569,complete,LCK,2022,0,2022/7/23 8:41,2,12.12,4,Blue,bot,Gumayusi,oe:player:c7319736816efe935787b4381c6f321,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,Aphelios,2016,1,4,2,3,15,9,0,0,0,0,0,0,0,0,0.4464,0.7143,1,0,15297,455.2679,0.229906,332.5,553.4821,12,0.3571,16,0.4762,5,37,1.1012,17501,13113,390.2679,0.293667,15775,368,336,32,10.9524,4361,3041,92,4149,3579,95,212,-538,-3,0,0,0,1,0,0,6954,5232,145,6375,5480,139,579,-248,6,1,0,1,2,0
ESPORTSTMNT05_2980569,complete,LCK,2022,0,2022/7/23 8:41,2,12.12,9,Red,bot,Hena,oe:player:9712524dc88851032bd53054f8b49b4,Fredit BRION,oe:team:75a7e5b883e51c7ec13e1580c0aa009,Jinx,2016,0,3,4,3,9,15,0,0,0,0,0,0,0,0,0.2679,0.7143,0,1,14258,424.3452,0.212267,356.9345,208.4821,17,0.506,11,0.3274,7,40,1.1905,13361,8973,267.0536,0.269511,13480,306,285,21,9.1071,4149,3579,95,4361,3041,92,-212,538,3,1,0,0,0,0,0,6375,5480,139,6954,5232,145,-579,248,-6,2,0,1,1,0
ESPORTSTMNT05_2980571,complete,LCK,2022,0,2022/7/23 9:44,3,12.12,4,Blue,bot,Hena,oe:player:9712524dc88851032bd53054f8b49b4,Fredit BRION,oe:team:75a7e5b883e51c7ec13e1580c0aa009,Xayah,2268,0,5,1,2,10,17,0,0,0,0,0,0,0,0,0.2646,0.7143,0,0,24024,635.5556,0.386487,345.8201,224.2328,14,0.3704,16,0.4233,2,45,1.1905,16303,11401,301.6138,0.29665,14300,357,318,39,9.4444,3439,3083,82,3736,3305,95,-297,-222,-13,1,0,0,0,2,0,5495,5024,120,5393,5201,134,102,-177,-14,1,1,0,0,3
ESPORTSTMNT05_2980571,complete,LCK,2022,0,2022/7/23 9:44,3,12.12,9,Red,bot,Gumayusi,oe:player:c7319736816efe935787b4381c6f321,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,Aphelios,2268,1,2,1,8,17,10,0,0,0,0,1,0,1,0,0.4497,0.7143,0,0,18544,490.582,0.215025,230.5556,495.9259,17,0.4497,14,0.3704,8,43,1.1376,15531,10629,281.1905,0.227413,13600,339,311,28,8.9683,3736,3305,95,3439,3083,82,297,222,13,0,2,0,1,0,0,5393,5201,134,5495,5024,120,-102,177,14,0,3,1,1,1
ESPORTSTMNT05_2980572,complete,LCK,2022,0,2022/7/23 10:44,1,12.12,4,Blue,bot,Aiming,oe:player:85104684d1eb7f4c0ce393441a0b669,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Twitch,1910,1,10,0,9,19,4,2,0,0,0,1,0,1,0,0.5969,0.7225,1,0,33910,1065.2356,0.426364,474.1571,244.9634,11,0.3455,15,0.4712,6,43,1.3508,15920,11748,369.0471,0.278059,14300,307,259,48,9.644,3434,3244,74,3399,3351,78,35,-107,-4,1,2,0,1,2,0,5868,5403,128,6129,5226,130,-261,177,-2,2,2,0,1,2
ESPORTSTMNT05_2980572,complete,LCK,2022,0,2022/7/23 10:44,1,12.12,9,Red,bot,Ghost,oe:player:78081d0b3c01f1f295d52d53744261a,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,Aphelios,1910,0,1,3,2,4,19,0,0,0,0,0,0,0,0,0.1257,0.7225,0,1,22863,718.2094,0.341677,578.0419,429.3613,17,0.534,19,0.5969,6,36,1.1309,11672,7500,235.6021,0.272717,11325,271,260,11,8.5131,3399,3351,78,3434,3244,74,-35,107,4,1,2,0,1,2,0,6129,5226,130,5868,5403,128,261,-177,2,1,2,0,2,2
ESPORTSTMNT05_2980586,complete,LCK,2022,0,2022/7/23 12:20,2,12.12,4,Blue,bot,Ghost,oe:player:78081d0b3c01f1f295d52d53744261a,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,Aphelios,2101,1,4,1,10,21,6,1,0,0,0,0,0,0,1,0.5997,0.7711,1,0,24063,687.1871,0.275955,443.1318,361.0566,15,0.4284,13,0.3713,6,49,1.3993,15358,10796,308.3103,0.240006,13750,302,255,47,8.6245,2882,2703,68,3431,3560,95,-549,-857,-27,0,1,1,0,0,0,4929,5371,132,5773,5707,152,-844,-336,-20,0,1,1,0,0
ESPORTSTMNT05_2980586,complete,LCK,2022,0,2022/7/23 12:20,2,12.12,9,Red,bot,Aiming,oe:player:85104684d1eb7f4c0ce393441a0b669,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Jinx,2101,0,3,5,2,6,21,0,0,0,0,0,0,0,0,0.1713,0.7711,0,1,22798,651.0614,0.344688,504.3884,238.3151,13,0.3713,7,0.1999,4,41,1.1709,14823,10261,293.0319,0.315251,14750,358,339,19,10.2237,3431,3560,95,2882,2703,68,549,857,27,0,0,0,0,1,1,5773,5707,152,4929,5371,132,844,336,20,0,0,0,0,1
ESPORTSTMNT05_2980587,complete,LCK,2022,0,2022/7/23 13:18,3,12.12,4,Blue,bot,Aiming,oe:player:85104684d1eb7f4c0ce393441a0b669,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Aphelios,2018,1,4,1,5,15,4,0,0,0,0,0,0,0,1,0.446,0.5649,0,0,18205,541.2785,0.292403,305.1734,424.3112,13,0.3865,21,0.6244,3,46,1.3677,14960,10568,314.2121,0.259895,13275,326,298,28,9.6928,3382,3123,91,3122,2854,76,260,269,15,0,1,1,0,1,0,5788,5565,142,4968,5377,137,820,188,5,0,2,1,0,1
ESPORTSTMNT05_2980587,complete,LCK,2022,0,2022/7/23 13:18,3,12.12,9,Red,bot,Ghost,oe:player:78081d0b3c01f1f295d52d53744261a,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,Ashe,2018,0,1,2,2,4,15,0,0,0,0,1,0,1,0,0.1189,0.5649,0,0,16678,495.8771,0.257854,350.9911,233.8157,29,0.8622,16,0.4757,9,51,1.5164,10959,6567,195.2527,0.216984,10525,255,243,12,7.5818,3122,2854,76,3382,3123,91,-260,-269,-15,0,1,0,0,1,1,4968,5377,137,5788,5565,142,-820,-188,-5,0,1,0,0,2
ESPORTSTMNT05_2990662,complete,LCK,2022,0,2022/7/24 6:41,1,12.12,4,Blue,bot,Teddy,oe:player:2b5fa564a1259b97bc238fbfa719b07,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,Lucian,1901,0,2,3,3,7,17,1,0,0,0,0,0,0,0,0.2209,0.7575,0,0,14693,463.7454,0.28024,439.4424,192.4356,16,0.505,22,0.6944,5,57,1.7991,11763,7609,240.1578,0.264106,10575,304,285,19,9.595,3246,3220,87,3508,3507,91,-262,-287,-4,0,0,0,0,1,0,4944,5009,141,5609,5708,153,-665,-699,-12,0,0,0,0,1
ESPORTSTMNT05_2990662,complete,LCK,2022,0,2022/7/24 6:41,1,12.12,9,Red,bot,Prince,oe:player:030a726de315d9ad86989bf360809e9,Liiv SANDBOX,oe:team:c75f1f337fc5867914749d438a4871d,Aphelios,1901,1,3,2,7,17,7,1,0,0,0,0,0,0,0,0.5366,0.7575,0,0,11885,375.1184,0.190114,412.3619,234.1294,19,0.5997,19,0.5997,4,57,1.7991,14082,9928,313.3509,0.25325,12250,315,283,32,9.9421,3508,3507,91,3246,3220,87,262,287,4,0,1,0,0,0,0,5609,5708,153,4944,5009,141,665,699,12,0,1,0,0,0
ESPORTSTMNT05_2990683,complete,LCK,2022,0,2022/7/24 9:09,2,12.12,4,Blue,bot,Prince,oe:player:030a726de315d9ad86989bf360809e9,Liiv SANDBOX,oe:team:c75f1f337fc5867914749d438a4871d,Aphelios,3036,1,2,2,3,11,12,0,0,0,0,0,0,0,0,0.2174,0.4545,2,0,51673,1021.2055,0.381734,492.747,674.3281,29,0.5731,34,0.6719,10,99,1.9565,24528,18059,356.8972,0.323714,23800,568,504,64,11.2253,3858,3484,102,2820,2660,17,1038,824,85,1,1,0,0,2,0,7084,5543,156,4070,4233,28,3014,1310,128,1,1,0,0,3
ESPORTSTMNT05_2990683,complete,LCK,2022,0,2022/7/24 9:09,2,12.12,9,Red,bot,Teddy,oe:player:2b5fa564a1259b97bc238fbfa719b07,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,Senna,3036,0,2,1,7,12,11,0,0,0,0,0,0,0,0,0.2372,0.4545,0,2,36011,711.6798,0.328436,358.8735,228.0435,93,1.8379,55,1.087,12,220,4.3478,16278,9809,193.8538,0.203257,18525,199,156,43,3.9328,2820,2660,17,3858,3484,102,-1038,-824,-85,0,2,0,1,1,0,4070,4233,28,7084,5543,156,-3014,-1310,-128,0,3,0,1,1
ESPORTSTMNT05_2990684,complete,LCK,2022,0,2022/7/24 10:06,1,12.12,4,Blue,bot,Cheoni,oe:player:cada0080d5951aaafd67134bcbd7760,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,Zeri,1802,0,0,3,0,2,19,0,0,0,0,0,0,0,1,0.0666,0.6992,0,0,8142,271.0988,0.155753,463.9512,343.5849,13,0.4329,5,0.1665,5,24,0.7991,10121,6169,205.4051,0.267631,8975,270,266,4,8.99,3226,3281,85,3625,2858,82,-399,423,3,0,0,1,1,0,0,5044,5400,142,5972,4863,126,-928,537,16,0,0,1,2,1
ESPORTSTMNT05_2990684,complete,LCK,2022,0,2022/7/24 10:06,1,12.12,9,Red,bot,Ruler,oe:player:eada4723af6f51cf2391d85b5fde49b,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Twitch,1802,1,8,0,5,19,2,1,0,0,0,1,1,0,0,0.6326,0.6992,0,0,27426,913.1853,0.347979,669.889,353.2408,16,0.5327,9,0.2997,6,43,1.4317,14679,10727,357.1698,0.266725,12950,319,274,45,10.6215,3625,2858,82,3226,3281,85,399,-423,-3,1,0,0,0,0,1,5972,4863,126,5044,5400,142,928,-537,-16,2,1,0,0,0
ESPORTSTMNT05_2990701,complete,LCK,2022,0,2022/7/24 11:42,2,12.12,4,Blue,bot,Cheoni,oe:player:cada0080d5951aaafd67134bcbd7760,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,Kalista,1722,0,2,3,1,7,10,0,0,0,0,0,0,0,1,0.2439,0.5923,0,0,6019,209.7213,0.136792,358.9547,229.1638,13,0.453,6,0.2091,5,34,1.1847,10672,6884,239.8606,0.251834,9975,243,238,5,8.4669,3106,2816,79,3531,2612,81,-425,204,-2,0,0,1,1,0,0,5122,5072,132,6297,4572,131,-1175,500,1,0,0,1,1,0
ESPORTSTMNT05_2990701,complete,LCK,2022,0,2022/7/24 11:42,2,12.12,9,Red,bot,Ruler,oe:player:eada4723af6f51cf2391d85b5fde49b,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Aphelios,1722,1,5,1,3,10,7,1,0,0,0,1,1,0,0,0.3484,0.5923,0,0,14597,508.6063,0.274488,240.4878,438.7805,18,0.6272,10,0.3484,9,39,1.3589,13849,10061,350.5575,0.276277,12675,271,251,20,9.4425,3531,2612,81,3106,2816,79,425,-204,2,1,0,0,0,0,1,6297,4572,131,5122,5072,132,1175,-500,-1,1,0,0,0,0
ESPORTSTMNT06_2540974,complete,LCK,2022,0,2022/7/27 6:14,1,12.13,4,Blue,bot,Gumayusi,oe:player:c7319736816efe935787b4381c6f321,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,Sivir,1825,1,5,0,7,12,3,1,0,0,0,1,0,1,0,0.3945,0.4932,1,0,22097,726.4767,0.36975,355.2,168.7233,17,0.5589,19,0.6247,7,53,1.7425,16004,12005,394.6849,0.30125,14275,367,343,24,12.0658,3791,2906,91,3482,3136,87,309,-230,4,0,1,0,0,0,0,5955,4991,155,5742,5738,151,213,-747,4,0,1,0,1,0
ESPORTSTMNT06_2540974,complete,LCK,2022,0,2022/7/27 6:14,1,12.13,9,Red,bot,Aiming,oe:player:85104684d1eb7f4c0ce393441a0b669,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Zeri,1825,0,2,1,0,3,12,0,0,0,0,0,0,0,0,0.0986,0.4932,0,1,13093,430.4548,0.273769,446.9918,427.2,9,0.2959,18,0.5918,3,38,1.2493,12228,8229,270.5425,0.295257,10625,313,281,32,10.2904,3482,3136,87,3791,2906,91,-309,230,-4,0,0,0,0,1,0,5742,5738,151,5955,4991,155,-213,747,-4,1,0,0,0,1
ESPORTSTMNT06_2531013,complete,LCK,2022,0,2022/7/27 8:40,2,12.13,4,Blue,bot,Aiming,oe:player:85104684d1eb7f4c0ce393441a0b669,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Zeri,2008,1,7,0,6,14,6,1,1,0,0,0,0,0,0,0.4183,0.5976,1,0,32497,971.0259,0.456354,429.2032,306.3048,16,0.4781,34,1.0159,8,82,2.4502,17556,13184,393.9442,0.323731,15550,377,333,44,11.2649,3601,2976,96,3548,3694,100,53,-718,-4,0,0,0,0,0,0,6096,5489,152,6140,5978,152,-44,-489,0,1,1,0,1,0
ESPORTSTMNT06_2531013,complete,LCK,2022,0,2022/7/27 8:40,2,12.13,9,Red,bot,Gumayusi,oe:player:c7319736816efe935787b4381c6f321,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,Aphelios,2008,0,2,1,2,6,14,0,0,0,0,1,1,0,0,0.1793,0.5976,0,1,14672,438.4064,0.284407,241.5239,310.6673,16,0.4781,11,0.3287,7,31,0.9263,14650,10278,307.1116,0.30401,14225,356,323,33,10.6375,3548,3694,100,3601,2976,96,-53,718,4,0,0,0,0,0,0,6140,5978,152,6096,5489,152,44,489,0,1,0,0,1,1
ESPORTSTMNT06_2531015,complete,LCK,2022,0,2022/7/27 9:37,3,12.13,4,Blue,bot,Gumayusi,oe:player:c7319736816efe935787b4381c6f321,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,Zeri,1930,1,6,1,4,12,8,1,1,1,1,0,0,0,0,0.3731,0.6218,0,0,21754,676.2902,0.308546,339.5751,371.5648,15,0.4663,20,0.6218,6,44,1.3679,15613,11400,354.4041,0.314428,12100,333,307,26,10.3523,3472,3316,102,3326,3073,91,146,243,11,0,0,0,0,0,0,5112,4696,141,5652,5374,137,-540,-678,4,0,0,1,0,1
ESPORTSTMNT06_2531015,complete,LCK,2022,0,2022/7/27 9:37,3,12.13,9,Red,bot,Aiming,oe:player:85104684d1eb7f4c0ce393441a0b669,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Twitch,1930,0,1,3,2,8,12,0,0,0,0,0,0,0,0,0.2487,0.6218,0,0,14182,440.8912,0.293095,509.8135,306.1865,15,0.4663,16,0.4974,6,65,2.0207,12402,8189,254.5803,0.258546,11800,301,270,31,9.3575,3326,3073,91,3472,3316,102,-146,-243,-11,0,0,0,0,0,0,5652,5374,137,5112,4696,141,540,678,-4,0,1,0,0,0
ESPORTSTMNT06_2531022,complete,LCK,2022,0,2022/7/27 10:33,1,12.13,4,Blue,bot,deokdam,oe:player:18bdb3898e7fecb3bb0be7ff075d509,DWG KIA,oe:team:2e79800a550f87f2378dbba9368396d,Lucian,2380,0,5,3,1,12,9,1,0,0,0,1,1,0,0,0.3025,0.5294,0,1,18003,453.8571,0.214779,602.1681,315.4286,17,0.4286,16,0.4034,5,46,1.1597,16754,11623,293.0168,0.276217,16650,385,361,24,9.7059,3890,2986,89,3307,3318,96,583,-332,-7,1,0,0,0,0,0,5509,4952,138,5023,5275,149,486,-323,-11,1,0,0,0,0
ESPORTSTMNT06_2531022,complete,LCK,2022,0,2022/7/27 10:33,1,12.13,9,Red,bot,Hans SamD,oe:player:90b5929ccb644ca52c504f4376faad3,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,Aphelios,2380,1,0,0,1,9,12,0,0,0,0,0,0,0,0,0.2269,0.5294,1,0,16372,412.7395,0.211541,108.958,481.0588,19,0.479,23,0.5798,6,63,1.5882,17257,12126,305.6975,0.283356,15700,449,410,39,11.3193,3307,3318,96,3890,2986,89,-583,332,7,0,0,0,1,0,0,5023,5275,149,5509,4952,138,-486,323,11,0,0,0,1,0
ESPORTSTMNT06_2531032,complete,LCK,2022,0,2022/7/27 12:18,2,12.13,4,Blue,bot,deokdam,oe:player:18bdb3898e7fecb3bb0be7ff075d509,DWG KIA,oe:team:2e79800a550f87f2378dbba9368396d,Zeri,1333,1,5,0,9,18,2,1,0,0,0,1,0,1,0,0.8102,0.9002,1,0,13949,627.862,0.276212,242.0255,244.186,8,0.3601,8,0.3601,2,27,1.2153,10126,7131,320.9752,0.253312,9050,183,171,12,8.2371,3088,2602,72,3295,2972,90,-207,-370,-18,0,2,0,0,0,0,6010,5004,121,6538,5260,139,-528,-256,-18,2,4,0,1,1
ESPORTSTMNT06_2531032,complete,LCK,2022,0,2022/7/27 12:18,2,12.13,9,Red,bot,Hans SamD,oe:player:90b5929ccb644ca52c504f4376faad3,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,Draven,1333,0,1,2,1,2,18,0,0,0,0,0,0,0,0,0.09,0.9002,0,1,7910,356.039,0.249692,397.9895,189.2723,8,0.3601,5,0.2251,2,16,0.7202,9221,6226,280.2401,0.30635,8650,200,192,8,9.0023,3295,2972,90,3088,2602,72,207,370,18,0,0,0,0,2,0,6538,5260,139,6010,5004,121,528,256,18,1,1,1,2,4
ESPORTSTMNT06_2531036,complete,LCK,2022,0,2022/7/27 13:04,3,12.13,4,Blue,bot,Hans SamD,oe:player:90b5929ccb644ca52c504f4376faad3,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,Draven,1898,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0.411,0,3,6065,191.7281,0.144822,248.0927,134.921,14,0.4426,10,0.3161,5,35,1.1064,12002,7854,248.2824,0.264004,11200,276,264,12,8.725,3372,3271,92,3414,3163,94,-42,108,-2,0,0,0,0,0,0,5986,5759,142,5981,5268,137,5,491,5,0,0,0,2,1
