gameid,datacompleteness,league,year,playoffs,date,game,patch,participantid,side,position,playername,playerid,teamname,teamid,champion,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,total cs,minionkills,monsterkills,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15
ESPORTSTMNT05/1831273,complete,LCK,2021,0,2021/2/4 13:24,3,11.02,4,Blue,bot,Hena,oe:player:9712524dc88851032bd53054f8b49b4,Fredit BRION,oe:team:75a7e5b883e51c7ec13e1580c0aa009,Kalista,1879,1,3,1,7,16,5,1,0,0,0,0,0,0,0,0.5109,0.6706,1,0,8986,286.9399,0.172103,191.4316,393.9755,13,0.4151,10,0.3193,3,41,1.3092,12889,8780,280.3619,0.227148,11075,287,262,25,9.1644,2962,2699,76,3216,3027,90,-254,-328,-14,0,0,0,0,0,0,4666,4803,126,5672,5518,143,-1006,-715,-17,0,1,1,2,1
ESPORTSTMNT05/1831273,complete,LCK,2021,0,2021/2/4 13:24,3,11.02,9,Red,bot,HyBriD,oe:player:d4236a5c6d033d0388ab042acd884f1,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Aphelios,1879,0,2,3,1,5,16,0,0,0,0,0,0,0,0,0.1597,0.6706,0,1,7811,249.4199,0.174708,347.6424,207.7169,8,0.2555,12,0.3832,2,39,1.2453,11939,7830,250.0266,0.264614,11675,305,281,24,9.7392,3216,3027,90,2962,2699,76,254,328,14,0,0,0,0,0,0,5672,5518,143,4666,4803,126,1006,715,17,2,1,0,0,1
ESPORTSTMNT05/1831428,complete,LCK,2021,0,2021/2/5 7:27,1,11.02,4,Blue,bot,Route,oe:player:9405c3aff9112c3c60d03b94792877d,Liiv SANDBOX,oe:team:c75f1f337fc5867914749d438a4871d,Kai'Sa,2135,0,5,5,2,10,21,0,0,0,0,0,0,0,0,0.281,0.8712,0,2,14310,402.1546,0.234509,403.8689,218.1358,28,0.7869,12,0.3372,7,51,1.4333,14933,10302,289.5176,0.285358,14925,303,291,12,8.5152,3390,3519,94,3313,3337,91,77,182,3,0,0,0,0,0,0,4980,5193,126,5454,5195,124,-474,-2,2,1,0,2,1,1
ESPORTSTMNT05/1831428,complete,LCK,2021,0,2021/2/5 7:27,1,11.02,9,Red,bot,Ghost,oe:player:78081d0b3c01f1f295d52d53744261a,DWG KIA,oe:team:2e79800a550f87f2378dbba9368396d,Xayah,2135,1,8,2,7,21,10,1,0,0,0,0,0,0,0,0.5902,0.8712,2,0,24743,695.3536,0.302496,385.377,193.4895,18,0.5059,14,0.3934,7,52,1.4614,17827,13196,370.8478,0.283968,17725,341,307,34,9.5831,3313,3337,91,3390,3519,94,-77,-182,-3,0,0,0,0,0,0,5454,5195,124,4980,5193,126,474,2,-2,1,1,0,1,0
ESPORTSTMNT05/1831435,complete,LCK,2021,0,2021/2/5 8:41,2,11.02,4,Blue,bot,Ghost,oe:player:78081d0b3c01f1f295d52d53744261a,DWG KIA,oe:team:2e79800a550f87f2378dbba9368396d,Kai'Sa,2043,1,6,2,5,17,14,2,0,0,0,0,0,0,0,0.4993,0.9104,0,0,22209,652.2467,0.268072,482.1145,287.489,36,1.0573,23,0.6755,5,71,2.0852,16624,12181,357.7386,0.266656,15705,343,297,46,10.0734,3329,3385,97,3343,3396,95,-14,-11,2,0,0,0,0,0,0,5644,5959,157,4917,5408,139,727,551,18,1,0,0,0,1
ESPORTSTMNT05/1831435,complete,LCK,2021,0,2021/2/5 8:41,2,11.02,9,Red,bot,Route,oe:player:9405c3aff9112c3c60d03b94792877d,Liiv SANDBOX,oe:team:c75f1f337fc5867914749d438a4871d,Samira,2043,0,5,4,7,14,17,1,0,0,0,1,0,1,0,0.4112,0.9104,0,0,17068,501.2628,0.246633,641.6446,447.812,15,0.4405,6,0.1762,8,31,0.9104,14124,9681,284.3172,0.258369,14300,278,270,8,8.1645,3343,3396,95,3329,3385,97,14,11,-2,0,0,0,0,0,0,4917,5408,139,5644,5959,157,-727,-551,-18,0,1,1,1,0
ESPORTSTMNT05/1831437,complete,LCK,2021,0,2021/2/5 9:47,1,11.02,4,Blue,bot,Ruler,oe:player:eada4723af6f51cf2391d85b5fde49b,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Aphelios,1421,1,8,1,8,29,4,2,1,1,0,1,0,1,0,1.2245,1.3934,1,0,17918,756.5658,0.235006,306.038,331.6256,13,0.5489,10,0.4222,7,41,1.7312,12513,9339,394.3279,0.248248,12375,237,216,21,10.007,3479,3147,88,3272,3013,89,207,134,-1,0,2,0,0,0,1,5407,5252,138,4923,5073,131,484,179,7,1,2,0,0,0
ESPORTSTMNT05/1831437,complete,LCK,2021,0,2021/2/5 9:47,1,11.02,9,Red,bot,deokdam,oe:player:18bdb3898e7fecb3bb0be7ff075d509,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,Kai'Sa,1421,0,2,6,1,4,29,0,0,0,0,0,0,0,0,0.1689,1.3934,0,1,7254,306.2913,0.172825,548.3603,289.1485,12,0.5067,2,0.0844,3,19,0.8023,9570,6396,270.0633,0.328638,9325,189,185,4,7.9803,3272,3013,89,3479,3147,88,-207,-134,1,0,0,1,0,2,0,4923,5073,131,5407,5252,138,-484,-179,-7,0,0,1,1,2
ESPORTSTMNT05/1831456,complete,LCK,2021,0,2021/2/5 11:12,2,11.02,4,Blue,bot,deokdam,oe:player:18bdb3898e7fecb3bb0be7ff075d509,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,Kai'Sa,1953,0,4,1,1,7,15,0,0,0,0,0,0,0,0,0.2151,0.6759,0,0,10669,327.7727,0.217562,445.7143,276.2212,11,0.3379,11,0.3379,4,42,1.2903,14184,9924,304.8848,0.33307,14200,320,292,28,9.831,3030,3239,71,3716,3536,100,-686,-297,-29,0,0,0,0,0,0,4539,5195,115,6744,6440,156,-2205,-1245,-41,0,0,0,0,2
ESPORTSTMNT05/1831456,complete,LCK,2021,0,2021/2/5 11:12,2,11.02,9,Red,bot,Ruler,oe:player:eada4723af6f51cf2391d85b5fde49b,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Aphelios,1953,1,3,2,4,15,7,0,0,0,0,0,0,0,0,0.4608,0.6759,0,0,10512,322.9493,0.199404,287.8955,413.1797,16,0.4916,13,0.3994,7,43,1.321,15524,11264,346.0522,0.279466,13475,343,311,32,10.5376,3716,3536,100,3030,3239,71,686,297,29,0,0,0,0,0,0,6744,6440,156,4539,5195,115,2205,1245,41,0,2,0,0,0
ESPORTSTMNT05/1821563,complete,LCK,2021,0,2021/2/6 6:38,1,11.02,4,Blue,bot,Gumayusi,oe:player:c7319736816efe935787b4381c6f321,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,Aphelios,1469,1,6,0,7,19,2,1,0,0,0,1,1,0,0,0.776,0.8577,0,0,15562,635.6161,0.267683,213.7372,180.1225,12,0.4901,9,0.3676,6,35,1.4295,12434,9162,374.2138,0.249159,11450,234,220,14,9.5575,4330,3398,96,3092,3039,78,1238,359,18,2,0,0,0,0,0,7311,5802,157,4561,4670,119,2750,1132,38,3,0,0,0,0
ESPORTSTMNT05/1821563,complete,LCK,2021,0,2021/2/6 6:38,1,11.02,9,Red,bot,Hena,oe:player:9712524dc88851032bd53054f8b49b4,Fredit BRION,oe:team:75a7e5b883e51c7ec13e1580c0aa009,Kai'Sa,1469,0,0,4,2,2,19,0,0,0,0,0,0,0,0,0.0817,0.8577,0,0,6938,283.3764,0.236719,394.4724,206.0994,7,0.2859,7,0.2859,0,22,0.8986,7668,4396,179.5507,0.247207,7650,190,180,10,7.7604,3092,3039,78,4330,3398,96,-1238,-359,-18,0,0,0,2,0,0,4561,4670,119,7311,5802,157,-2750,-1132,-38,0,0,1,3,0
ESPORTSTMNT05/1821586,complete,LCK,2021,0,2021/2/6 8:31,2,11.02,4,Blue,bot,Hena,oe:player:9712524dc88851032bd53054f8b49b4,Fredit BRION,oe:team:75a7e5b883e51c7ec13e1580c0aa009,Xayah,1531,0,0,2,1,1,16,0,0,0,0,0,0,0,0,0.0392,0.6662,0,1,9215,361.1365,0.265241,268.6871,131.9138,11,0.4311,18,0.7054,5,35,1.3717,9122,5723,224.2848,0.30108,8975,248,244,4,9.7191,3032,3154,78,3337,3335,86,-305,-181,-8,0,0,0,0,1,0,4822,5083,129,5716,5978,139,-894,-895,-10,0,1,1,1,4
ESPORTSTMNT05/1821586,complete,LCK,2021,0,2021/2/6 8:31,2,11.02,9,Red,bot,Gumayusi,oe:player:c7319736816efe935787b4381c6f321,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,Kai'Sa,1531,1,5,0,6,16,1,1,1,0,0,1,0,1,0,0.627,0.6662,1,0,10987,430.5813,0.212071,282.4428,199.3599,19,0.7446,8,0.3135,5,30,1.1757,12775,9376,367.4461,0.254374,9475,272,244,28,10.6597,3337,3335,86,3032,3154,78,305,181,8,0,1,0,0,0,0,5716,5978,139,4822,5083,129,894,895,10,1,4,0,0,1
ESPORTSTMNT05/1821596,complete,LCK,2021,0,2021/2/6 9:37,1,11.02,4,Blue,bot,HyBriD,oe:player:d4236a5c6d033d0388ab042acd884f1,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Samira,2221,1,7,2,4,20,7,2,1,0,0,0,0,0,0,0.5403,0.7294,1,0,16446,444.2864,0.212012,706.4926,462.7375,16,0.4322,19,0.5133,7,52,1.4048,16922,12116,327.312,0.241679,14875,332,309,23,8.9689,3230,3270,84,3120,3301,80,110,-31,4,0,0,0,0,0,0,5516,5619,135,5273,5395,131,243,224,4,2,0,0,0,0
ESPORTSTMNT05/1821596,complete,LCK,2021,0,2021/2/6 9:37,1,11.02,9,Red,bot,Bang,oe:player:526e67744f0b90739ec17c191c62d24,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,Xayah,2221,0,2,3,3,7,20,0,0,0,0,0,0,0,0,0.1891,0.7294,0,1,16419,443.557,0.249696,437.5056,255.6416,19,0.5133,19,0.5133,6,57,1.5398,15929,11123,300.4863,0.286717,15175,368,346,22,9.9415,3120,3301,80,3230,3270,84,-110,31,-4,0,0,0,0,0,0,5273,5395,131,5516,5619,135,-243,-224,-4,0,0,1,2,0
ESPORTSTMNT05/1821626,complete,LCK,2021,0,2021/2/6 11:03,2,11.02,4,Blue,bot,Bang,oe:player:526e67744f0b90739ec17c191c62d24,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,Aphelios,1683,1,4,0,5,16,9,1,0,0,0,0,0,0,0,0.5704,0.8913,3,0,14533,518.1105,0.265754,344.5276,232.9055,16,0.5704,9,0.3209,7,40,1.426,13356,9647,343.9216,0.262567,11735,256,237,19,9.1266,3413,3043,86,2918,3257,70,495,-214,16,0,0,0,0,0,0,6424,5656,146,4398,4990,113,2026,666,33,1,1,0,0,0
ESPORTSTMNT05/1821626,complete,LCK,2021,0,2021/2/6 11:03,2,11.02,9,Red,bot,HyBriD,oe:player:d4236a5c6d033d0388ab042acd884f1,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Samira,1683,0,2,4,2,9,16,0,0,0,0,0,0,0,0,0.3209,0.8913,0,3,5454,194.4385,0.111077,563.2086,341.7825,8,0.2852,7,0.2496,1,18,0.6417,9545,5836,208.057,0.220626,8875,213,199,14,7.5936,2918,3257,70,3413,3043,86,-495,214,-16,0,0,0,0,0,0,4398,4990,113,6424,5656,146,-2026,-666,-33,0,0,1,1,1
ESPORTSTMNT05/1821628,complete,LCK,2021,0,2021/2/6 11:58,3,11.02,4,Blue,bot,HyBriD,oe:player:d4236a5c6d033d0388ab042acd884f1,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Samira,2577,1,7,2,3,20,15,1,1,0,0,0,0,0,0,0.4657,0.8149,1,0,19093,444.5402,0.192808,535.7858,569.5693,16,0.3725,13,0.3027,3,42,0.9779,20493,14960,348.312,0.28207,18525,410,374,36,9.546,3175,3035,85,3451,2859,80,-276,176,5,0,0,1,1,0,0,5744,5549,126,5252,5506,132,492,43,-6,1,1,1,1,0
ESPORTSTMNT05/1821628,complete,LCK,2021,0,2021/2/6 11:58,3,11.02,9,Red,bot,Bang,oe:player:526e67744f0b90739ec17c191c62d24,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,Kai'Sa,2577,0,2,4,3,15,20,0,0,0,0,0,0,0,0,0.3492,0.8149,0,1,12381,288.2654,0.162589,524.9127,406.7055,37,0.8615,15,0.3492,6,80,1.8626,17083,11550,268.9173,0.257236,15800,435,384,51,10.1281,3451,2859,80,3175,3035,85,276,-176,-5,1,0,0,0,0,1,5252,5506,132,5744,5549,126,-492,-43,6,1,0,1,1,1
ESPORTSTMNT05/1821744,complete,LCK,2021,0,2021/2/7 5:24,1,11.02,4,Blue,bot,Deft,oe:player:c588a2d07b69ca4ba61c96aebd3f793,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,Xayah,1778,0,0,3,0,4,13,0,0,0,0,0,0,0,0,0.135,0.5737,0,0,9467,319.4713,0.217577,413.2508,196.6704,15,0.5062,10,0.3375,8,38,1.2823,9745,5842,197.1429,0.22086,9450,250,242,8,8.4364,3031,3250,80,3103,3370,80,-72,-120,0,0,0,0,0,0,0,4783,5847,133,4722,5718,124,61,129,9,0,0,0,0,0
ESPORTSTMNT05/1821744,complete,LCK,2021,0,2021/2/7 5:24,1,11.02,9,Red,bot,Route,oe:player:9405c3aff9112c3c60d03b94792877d,Liiv SANDBOX,oe:team:c75f1f337fc5867914749d438a4871d,Kai'Sa,1778,1,2,1,4,13,4,0,0,0,0,0,0,0,0,0.4387,0.5737,0,0,6973,235.3093,0.136,365.8718,239.9663,16,0.5399,7,0.2362,4,25,0.8436,11336,7433,250.8324,0.19276,9950,251,239,12,8.4702,3103,3370,80,3031,3250,80,72,120,0,0,0,0,0,0,0,4722,5718,124,4783,5847,133,-61,-129,-9,0,0,0,0,0
ESPORTSTMNT05/1821776,complete,LCK,2021,0,2021/2/7 8:38,2,11.02,4,Blue,bot,Route,oe:player:9405c3aff9112c3c60d03b94792877d,Liiv SANDBOX,oe:team:c75f1f337fc5867914749d438a4871d,Kai'Sa,2016,1,0,2,3,15,11,0,0,0,0,0,0,0,0,0.4464,0.7738,0,0,4787,142.4702,0.0826599,348.4821,190.9821,28,0.8333,15,0.4464,7,50,1.4881,12196,7808,232.381,0.192291,10825,301,281,20,8.9583,3107,3513,77,3248,3385,83,-141,128,-6,0,0,1,0,1,0,4605,5789,122,5175,5987,142,-570,-198,-20,0,0,1,0,1
ESPORTSTMNT05/1821776,complete,LCK,2021,0,2021/2/7 8:38,2,11.02,9,Red,bot,Deft,oe:player:c588a2d07b69ca4ba61c96aebd3f793,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,Samira,2016,0,3,2,4,11,15,0,0,0,0,0,0,0,0,0.3274,0.7738,0,0,9596,285.5952,0.189633,446.4881,261.1905,15,0.4464,8,0.2381,5,34,1.0119,13758,9370,278.869,0.27241,13875,314,290,24,9.3452,3248,3385,83,3107,3513,77,141,-128,6,0,1,0,0,0,1,5175,5987,142,4605,5789,122,570,198,20,0,1,0,0,0
ESPORTSTMNT05/1821787,complete,LCK,2021,0,2021/2/7 9:37,1,11.02,4,Blue,bot,Ghost,oe:player:78081d0b3c01f1f295d52d53744261a,DWG KIA,oe:team:2e79800a550f87f2378dbba9368396d,Kai'Sa,1737,1,4,0,5,12,5,1,0,0,0,0,0,0,0,0.4145,0.5872,1,0,10850,374.7841,0.174479,321.2435,169.4646,21,0.7254,7,0.2418,4,50,1.7271,12617,8798,303.9033,0.25741,10800,283,264,19,9.7755,3254,3098,87,3167,3488,84,87,-390,3,0,0,0,0,0,0,5270,5593,150,5091,5868,146,179,-275,4,0,0,0,0,0
ESPORTSTMNT05/1821787,complete,LCK,2021,0,2021/2/7 9:37,1,11.02,9,Red,bot,BAO,oe:player:6c1d0c529e73fe4c8b9a5306867c4bf,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,Xayah,1737,0,0,2,2,5,12,0,0,0,0,0,0,0,0,0.1727,0.5872,0,1,8622,297.8238,0.214472,300.9326,164.1105,11,0.38,9,0.3109,3,29,1.0017,10388,6569,226.9085,0.245122,10050,285,277,8,9.8446,3167,3488,84,3254,3098,87,-87,390,-3,0,0,0,0,0,0,5091,5868,146,5270,5593,150,-179,275,-4,0,0,0,0,0
ESPORTSTMNT05/1821806,complete,LCK,2021,0,2021/2/7 11:18,2,11.02,4,Blue,bot,BAO,oe:player:6c1d0c529e73fe4c8b9a5306867c4bf,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,Kai'Sa,1738,0,8,5,5,16,26,0,0,0,0,1,1,0,0,0.5524,1.4499,0,0,18300,631.7606,0.25583,574.4879,301.8642,12,0.4143,12,0.4143,3,29,1.0012,14322,10501,362.5201,0.340359,14425,243,239,4,8.389,3374,2812,74,3270,2845,78,104,-33,-4,1,0,1,0,1,1,5803,5375,123,5456,5452,135,347,-77,-12,2,2,1,1,2
ESPORTSTMNT05/1821806,complete,LCK,2021,0,2021/2/7 11:18,2,11.02,9,Red,bot,Ghost,oe:player:78081d0b3c01f1f295d52d53744261a,DWG KIA,oe:team:2e79800a550f87f2378dbba9368396d,Kalista,1738,1,8,3,6,26,16,2,1,1,1,0,0,0,1,0.8976,1.4499,0,0,14390,496.7779,0.164421,566.9965,243.2106,33,1.1392,14,0.4833,9,70,2.4166,13930,10109,348.9873,0.254194,11275,272,240,32,9.3901,3270,2845,78,3374,2812,74,-104,33,4,0,1,1,1,0,1,5456,5452,135,5803,5375,123,-347,77,12,1,2,2,2,2
ESPORTSTMNT03/1752558,complete,LCK,2021,0,2021/2/17 6:33,1,11.03,4,Blue,bot,HyBriD,oe:player:d4236a5c6d033d0388ab042acd884f1,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Aphelios,3071,1,10,1,7,32,18,0,0,0,0,0,0,0,0,0.6252,0.9769,2,0,22753,444.5392,0.223799,256.3139,625.0472,14,0.2735,38,0.7424,5,82,1.6021,26388,19848,387.7825,0.301558,22725,483,437,46,9.4367,4277,3700,75,3088,3115,70,1189,585,5,2,1,1,0,2,2,6234,5926,129,4860,5503,125,1374,423,4,2,1,1,0,2
ESPORTSTMNT03/1752558,complete,LCK,2021,0,2021/2/17 6:33,1,11.03,9,Red,bot,Ghost,oe:player:78081d0b3c01f1f295d52d53744261a,DWG KIA,oe:team:2e79800a550f87f2378dbba9368396d,Kai'Sa,3071,0,2,4,8,18,32,0,0,0,0,0,0,0,0,0.3517,0.9769,0,2,19062,372.4259,0.154505,481.5825,332.2566,24,0.4689,30,0.5861,7,76,1.4849,22420,15880,310.2572,0.250712,22105,530,452,78,10.3549,3088,3115,70,4277,3700,75,-1189,-585,-5,0,2,2,2,1,1,4860,5503,125,6234,5926,129,-1374,-423,-4,0,2,2,2,1
ESPORTSTMNT03/1752579,complete,LCK,2021,0,2021/2/17 9:03,2,11.03,4,Blue,bot,Ghost,oe:player:78081d0b3c01f1f295d52d53744261a,DWG KIA,oe:team:2e79800a550f87f2378dbba9368396d,Kalista,2579,1,5,2,5,15,17,0,0,0,0,1,1,0,0,0.349,0.7445,2,0,15886,369.5851,0.173207,458.2009,385.9868,21,0.4886,19,0.442,7,68,1.582,19814,14277,332.152,0.269972,17825,399,363,36,9.2827,4135,3023,80,3361,3024,76,774,-1,4,3,1,0,1,1,1,6249,5944,144,5150,5194,130,1099,750,14,3,2,0,1,1
ESPORTSTMNT03/1752579,complete,LCK,2021,0,2021/2/17 9:03,2,11.03,9,Red,bot,HyBriD,oe:player:d4236a5c6d033d0388ab042acd884f1,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Samira,2579,0,5,3,6,17,15,1,0,0,0,0,0,0,0,0.3955,0.7445,0,2,13066,303.9783,0.176277,503.893,424.7926,16,0.3722,20,0.4653,5,46,1.0702,18407,12870,299.4184,0.26118,16475,405,359,46,9.4223,3361,3024,76,4135,3023,80,-774,1,-4,1,1,1,3,1,0,5150,5194,130,6249,5944,144,-1099,-750,-14,1,1,1,3,2
ESPORTSTMNT03/1752582,complete,LCK,2021,0,2021/2/17 10:17,3,11.03,4,Blue,bot,HyBriD,oe:player:d4236a5c6d033d0388ab042acd884f1,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Samira,1989,0,1,3,3,7,17,0,0,0,0,0,0,0,0,0.2112,0.724,0,0,11834,356.9834,0.202578,611.5234,359.5173,13,0.3922,15,0.4525,3,39,1.1765,13629,9296,280.4223,0.263897,13625,354,345,9,10.6787,3338,3237,93,3641,3377,92,-303,-140,1,0,0,1,1,0,0,5315,5812,154,5643,5836,148,-328,-24,6,0,0,2,1,0
ESPORTSTMNT03/1752582,complete,LCK,2021,0,2021/2/17 10:17,3,11.03,9,Red,bot,Ghost,oe:player:78081d0b3c01f1f295d52d53744261a,DWG KIA,oe:team:2e79800a550f87f2378dbba9368396d,Kai'Sa,1989,1,4,1,3,17,7,0,0,0,0,0,0,0,0,0.5128,0.724,0,0,18612,561.448,0.325641,505.1584,316.1388,20,0.6033,21,0.6335,10,55,1.6591,16100,11767,354.9623,0.260962,14900,380,344,36,11.463,3641,3377,92,3338,3237,93,303,140,-1,1,0,0,0,0,1,5643,5836,148,5315,5812,154,328,24,-6,1,0,0,0,0
ESPORTSTMNT03/1752600,complete,LCK,2021,0,2021/2/17 11:22,1,11.03,4,Blue,bot,Hena,oe:player:9712524dc88851032bd53054f8b49b4,Fredit BRION,oe:team:75a7e5b883e51c7ec13e1580c0aa009,Tristana,2502,1,8,3,9,23,17,3,0,0,0,1,0,1,0,0.5516,0.9592,1,0,20859,500.2158,0.23361,295.7314,311.0312,49,1.1751,24,0.5755,10,89,2.1343,20212,14832,355.6835,0.281242,18200,414,382,32,9.9281,3204,3612,82,3140,3189,83,64,423,-1,0,1,0,0,0,0,5318,5883,139,5029,5484,142,289,399,-3,0,1,0,0,0
ESPORTSTMNT03/1752600,complete,LCK,2021,0,2021/2/17 11:22,1,11.03,9,Red,bot,Route,oe:player:9405c3aff9112c3c60d03b94792877d,Liiv SANDBOX,oe:team:c75f1f337fc5867914749d438a4871d,Kai'Sa,2502,0,4,3,8,17,23,0,0,0,0,0,0,0,0,0.4077,0.9592,0,1,18698,448.3933,0.229807,399.5923,229.6882,17,0.4077,28,0.6715,6,76,1.8225,18269,12889,309.0887,0.268496,20500,433,382,51,10.3837,3140,3189,83,3204,3612,82,-64,-423,1,0,0,0,0,1,0,5029,5484,142,5318,5883,139,-289,-399,3,0,0,0,0,1
ESPORTSTMNT03/1752678,complete,LCK,2021,0,2021/2/17 13:11,2,11.03,4,Blue,bot,Route,oe:player:9405c3aff9112c3c60d03b94792877d,Liiv SANDBOX,oe:team:c75f1f337fc5867914749d438a4871d,Kai'Sa,1945,0,1,2,1,3,13,0,0,0,0,0,0,0,0,0.0925,0.4936,0,0,7008,216.1851,0.154249,346.0566,198.7249,18,0.5553,25,0.7712,9,47,1.4499,11709,7466,230.3136,0.239413,11475,316,300,16,9.7481,3152,3169,82,3239,3612,89,-87,-443,-7,0,0,0,0,0,0,4931,5159,138,4971,5681,142,-40,-522,-4,0,0,0,0,0
ESPORTSTMNT03/1752678,complete,LCK,2021,0,2021/2/17 13:11,2,11.03,9,Red,bot,Hena,oe:player:9712524dc88851032bd53054f8b49b4,Fredit BRION,oe:team:75a7e5b883e51c7ec13e1580c0aa009,Kalista,1945,1,4,0,6,13,3,0,0,0,0,0,0,0,0,0.401,0.4936,0,0,12054,371.8458,0.192261,304.7506,426.6632,20,0.617,11,0.3393,7,39,1.2031,14675,10432,321.8098,0.263271,12175,335,325,10,10.3342,3239,3612,89,3152,3169,82,87,443,7,0,0,0,0,0,0,4971,5681,142,4931,5159,138,40,522,4,0,0,0,0,0
ESPORTSTMNT03/1763332,complete,LCK,2021,0,2021/2/18 6:47,1,11.03,4,Blue,bot,deokdam,oe:player:18bdb3898e7fecb3bb0be7ff075d509,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,Samira,1924,1,13,1,6,28,6,3,2,0,0,0,0,0,0,0.8732,1.0603,1,0,22153,690.842,0.229927,487.4532,597.0062,15,0.4678,8,0.2495,6,38,1.185,17111,12910,402.5988,0.308219,14750,293,273,20,9.1372,3843,3378,75,3080,2974,77,763,404,-2,2,1,0,0,0,2,6202,5472,127,4660,4941,118,1542,531,9,2,1,0,0,1
ESPORTSTMNT03/1763332,complete,LCK,2021,0,2021/2/18 6:47,1,11.03,9,Red,bot,Deft,oe:player:c588a2d07b69ca4ba61c96aebd3f793,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,Aphelios,1924,0,3,7,3,6,28,0,0,0,0,0,0,0,0,0.1871,1.0603,0,1,21078,657.3181,0.282805,470.6757,374.0644,11,0.343,9,0.2807,4,33,1.0291,11594,7393,230.5509,0.249751,11430,229,213,16,7.1414,3080,2974,77,3843,3378,75,-763,-404,2,0,0,2,2,1,0,4660,4941,118,6202,5472,127,-1542,-531,-9,0,1,2,2,1
ESPORTSTMNT03/1763351,complete,LCK,2021,0,2021/2/18 8:39,2,11.03,4,Blue,bot,Deft,oe:player:c588a2d07b69ca4ba61c96aebd3f793,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,Kai'Sa,2199,1,8,6,6,26,17,2,0,0,0,0,0,0,0,0.7094,1.1733,1,0,30590,834.6521,0.272665,638.5539,365.457,38,1.0368,20,0.5457,6,83,2.2647,16881,12119,330.6685,0.260436,14600,344,293,51,9.3861,3519,3478,88,3361,3352,71,158,126,17,1,0,1,1,1,0,5354,5611,143,5673,5848,132,-319,-237,11,1,0,2,2,1
ESPORTSTMNT03/1763351,complete,LCK,2021,0,2021/2/18 8:39,2,11.03,9,Red,bot,deokdam,oe:player:18bdb3898e7fecb3bb0be7ff075d509,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,Samira,2199,0,9,4,3,17,26,1,0,0,0,0,0,0,0,0.4638,1.1733,0,1,27040,737.7899,0.247814,591.869,410.6958,14,0.382,19,0.5184,3,54,1.4734,15770,11008,300.3547,0.293925,15175,310,278,32,8.4584,3361,3352,71,3519,3478,88,-158,-126,-17,1,1,0,1,0,1,5673,5848,132,5354,5611,143,319,237,-11,2,1,0,1,0
ESPORTSTMNT03/1763358,complete,LCK,2021,0,2021/2/18 9:43,3,11.03,4,Blue,bot,deokdam,oe:player:18bdb3898e7fecb3bb0be7ff075d509,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,Samira,1832,0,5,4,3,12,17,1,0,0,0,0,0,0,0,0.393,0.9498,0,1,13213,432.7402,0.21251,607.9913,365.8624,13,0.4258,7,0.2293,5,27,0.8843,11873,7860,257.4236,0.265315,11775,250,242,8,8.1878,3356,3096,77,3225,3169,85,131,-73,-8,1,0,0,0,0,0,4940,4984,125,5217,5447,137,-277,-463,-12,1,0,0,0,1
