"","kills","assists","damagetakenperminute","damagemitigatedperminute","goldat15","csat15","killsat15","assistsat15","cluster"
"1",3.85504842539246,-0.466915861446861,0.439153716597395,0.0077471815053488,1.54903366559196,-0.573724854830682,3.09860078930746,0.369063538033052,3
"2",-1.11535530205367,-1.06677477019232,-0.535988728617092,-0.790517330898664,-0.980497218419232,-0.0187649551817907,-0.653918761890639,-0.681548939339339,1
"3",-0.618314929309061,-1.06677477019232,0.431089728088506,0.312053641808449,-0.0981027239967246,0.5361949444671,-0.653918761890639,-0.681548939339339,1
"4",0.872806188924778,1.33266086478952,1.81471472097613,0.350243134195992,1.08659358795942,0.813674894291546,0.596921088508729,1.41967601540544,2
"5",-0.121274556564448,0.432872501671331,-0.92072079292443,-0.694287210497378,-1.45764387095881,-2.23860455377736,-0.653918761890639,0.369063538033052,1
"6",-1.11535530205367,-1.36670422456505,-1.81240478010843,-1.14602222487683,-1.20926616141766,-1.2674247293918,-0.653918761890639,-0.681548939339339,1
"7",-0.618314929309061,0.732801956044062,-0.828005349513817,-0.585825670892515,-1.47235044586585,-1.96112460395291,0.596921088508729,-0.681548939339339,1
"8",-0.618314929309061,0.1329430472986,-0.668520311679204,-0.693730318611615,-0.165099343017693,-0.98994477956735,0.596921088508729,-0.681548939339339,1
"9",0.375765816180165,0.432872501671331,1.60921865323988,-0.142475933141416,1.88728488845392,0.466824957010989,0.596921088508729,-0.681548939339339,3
"10",-1.11535530205367,0.432872501671331,-0.47204503898553,0.643470237077327,-0.647148187192951,-1.05931476702346,-0.653918761890639,2.47028849277783,2
"11",0.375765816180165,-0.766845315819591,-1.75619881162369,-1.24822929709261,-0.317067283723791,0.328084982098766,-0.653918761890639,-0.681548939339339,1
"12",-0.618314929309061,-1.06677477019232,-0.85793501202083,-0.345073467001484,0.287536351343482,0.328084982098766,-0.653918761890639,0.369063538033052,1
"13",-0.121274556564448,3.73209649977137,0.487229186212115,0.651145775598284,-0.583419695929103,-2.37734452868958,0.596921088508729,5.62212592489501,2
