"","kills","assists","dpm","damageshare","damagetakenperminute","damagemitigatedperminute","earned.gpm","monsterkills","killsat15","assistsat15","cluster"
"1",-0.209495499614741,0.631165286940872,0.524732441170364,0.889384357646644,-1.50632984541634,-1.79298919264841,0.735384273239896,1.99113126959269,0.129668396947475,1.30600166095637,1
"2",-0.690219963559593,-0.450960425186447,-0.217458376064675,0.326456196451317,-0.28204986268888,-1.23576251477959,-0.495116217857029,-0.0394846227465222,-0.833468557610075,-0.929947281985955,2
"3",0.751953428274964,-0.721491853218277,0.416102106188382,0.0384004910916984,-0.124622171239874,-1.27680919197637,-0.207076203743943,-0.93172493907739,1.09280535150502,1.30600166095637,1
"4",0.751953428274964,-0.180428997154617,0.396630039131921,0.045298703051883,2.27864493068651,0.527559825525291,0.871903184707472,0.0835830070922182,2.05594230606257,0.560685346642262,3
"5",0.751953428274964,-0.180428997154617,-0.135800459894235,1.18980574666822,1.12379966492382,-0.235270581122839,1.29780089390113,0.63738734136655,1.09280535150502,-0.184630967671846,1
"6",-1.17094442750445,-1.53308613731377,-0.293065527694237,0.456636527344384,-1.80825932422681,-1.64176413099792,-1.16799996686836,-0.00871771528683711,-0.833468557610075,-0.929947281985955,2
"7",1.23267789221982,0.631165286940872,0.138174408340842,0.362786779441623,0.257721069721989,-0.49033295896555,1.05921155683597,-0.839424216698335,0.129668396947475,0.560685346642262,1
"8",-1.17094442750445,0.0901024308772126,-0.499392992599832,-0.0633523934765585,-3.01758222214542,-1.08851092270505,-0.147760480626033,0.0835830070922182,-0.833468557610075,0.560685346642262,2
"9",1.23267789221982,0.360633858909042,1.0739731035676,0.734012778632309,-1.13214746526273,-1.61117753355158,1.50214533891764,0.145116822011588,1.09280535150502,1.30600166095637,1
"10",2.67485128405437,-0.180428997154617,0.931017120303417,0.621359015904748,-1.58543633254263,-1.5520584085006,0.609433731952362,-1.60859690319046,3.98221621517767,0.560685346642262,1
"11",-0.209495499614741,-0.450960425186447,0.611592283995554,0.931557130025453,0.39612300512345,-0.775642804062193,0.389165782303815,1.28349239801994,0.129668396947475,-0.929947281985955,1
"12",0.271228964330111,-1.26255470928194,-0.213887054728986,1.00651769999279,0.902704983748895,-0.189846774731226,-0.443193623907683,-0.316386789883688,0.129668396947475,-0.929947281985955,2
"13",2.19412682010952,2.25435385513185,3.2811831087419,1.83924259563091,-1.48091226593543,-1.26183064955897,2.59393262958375,-0.685589679399909,2.05594230606257,3.5419506038987,1
"14",-1.17094442750445,-0.721491853218277,0.636585042656356,0.819090726141255,1.8203036375966,0.312683849427474,0.179844599432532,-0.470221327182114,-0.833468557610075,-0.184630967671846,3
"15",-0.209495499614741,0.0901024308772126,0.0130988309481766,0.660772503499482,1.38850192045494,0.422767894665314,0.0873101793856072,-0.162552252585263,-0.833468557610075,-0.929947281985955,3
"16",-1.17094442750445,-0.450960425186447,0.241932399432697,0.178442710194512,-1.70865976665447,-1.56651054510744,-0.712914307107399,0.114349914551903,-0.833468557610075,-0.184630967671846,2
"17",2.19412682010952,-0.992023281250107,0.617141823106645,1.15155047737791,-2.79108463466889,-0.0842075444453428,2.28592602545742,2.29880034418955,-0.833468557610075,-0.929947281985955,1
"18",0.751953428274964,-1.26255470928194,-0.11098367102461,0.925033635751994,0.930321240356258,0.644969714185209,0.176537742213324,-0.162552252585263,1.09280535150502,-0.184630967671846,1
"19",1.23267789221982,0.360633858909042,0.310533934047945,0.309457639571652,2.52373748722338,1.30078052194631,1.66037269864762,0.298951359310014,0.129668396947475,0.560685346642262,3
"20",-0.690219963559593,-1.26255470928194,1.80203224843332,2.37987505446603,-0.844998396970742,-0.927913312562285,-0.091260110451591,0.298951359310014,-0.833468557610075,-0.929947281985955,1
"21",0.271228964330111,0.0901024308772126,1.41102881481358,1.43364476499416,-0.404841362577862,-1.21172144567974,1.01720336503451,2.11419889943143,0.129668396947475,-0.184630967671846,1
"22",-1.17094442750445,-0.721491853218277,-1.10860329440495,-1.26066737872588,-1.3825626216056,-1.37454497033253,-0.203004327317307,0.606620433906865,-0.833468557610075,-0.184630967671846,2
"23",-1.17094442750445,-0.721491853218277,-0.905431746737839,-0.550093635911623,0.168792524563795,-1.13988300954484,-0.382456857046943,0.206650636930959,-0.833468557610075,-0.929947281985955,2
"24",-1.17094442750445,-0.992023281250107,-1.41832022350367,-1.14807152691354,0.652506654944202,-1.33000809285156,-0.243936967921227,0.360485174229384,-0.833468557610075,-0.184630967671846,2
"25",-0.209495499614741,0.901696714972702,0.117419348421662,0.0734536274227117,-0.729305417676562,-1.47695281944693,1.05231404494964,0.360485174229384,-0.833468557610075,1.30600166095637,3
"26",-0.690219963559593,-0.992023281250107,-0.469759391290574,0.147869153482088,0.86910245151104,-1.18142628276276,-0.851927757012101,-0.747123494319279,0.129668396947475,-0.929947281985955,2
